ACT_ID,DESCR,ANALYSIS_YR,STREAM_ID,AREA,SPECIES,SEN_STATUS,ESTIMATE_CLASSIFICATION,ESTIMATE_METHOD,WATERSHED_CDE,ESTIMATE_STAGE,SPL_ID,SEN_PRESENCE_ADULT,SEN_PRESENCE_JACK,NATURAL_ADULT_SPAWNERS,NATURAL_JACK_SPAWNERS,NATURAL_SPAWNERS_TOTAL,ADULT_BROODSTOCK_REMOVALS,JACK_BROODSTOCK_REMOVALS,TOTAL_BROODSTOCK_REMOVALS,OTHER_REMOVALS,TOTAL_RETURN_TO_RIVER,UNSPECIFIED_RETURN,NO_INSPECTIONS_USED,POPULATION,MAX_ESTIMATE,RUN_TYPE,SEN_NUSEDS1_ENUM_METHOD1,SEN_NUSEDS1_ENUM_METHOD2,SEN_NUSEDS1_ENUM_METHOD3,SEN_NUSEDS1_ENUM_METHOD4,SEN_NUSEDS1_ENUM_METHOD5,SEN_NUSEDS1_ENUM_METHOD6,EFFECTIVE_FEMALES,WEIGHTED_PCT_SPAWN,OTHER_ADULT_REMOVALS,OTHER_JACK_REMOVALS,TOT_ADULT_RET_RIVER,TOT_JACK_RET_RIVER,JUV_PRES_TYP,GEOGRAPHICAL_EXTNT_OF_ESTIMATE,POP_ID,CU_NAME,CU_INDEX,CU_TYPE,SPECIES_QUALIFIED,SBJ_ID
875665,Nesakwatch Creek (Chilliwack) Pink 1965,1965,79,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-50700-0000-0000-000-000-000-000-000-000,NEAR FINAL,8448150,PRESENT,UNKNOWN,,,,,,,,,3531,,Nesakwatch Creek (Chilliwack) Pink,3531,,,,,,,,,,,,,,,NESAKWATCH CREEK,47040,FRASER RIVER,1,Current,PKO,7389
807907,Foley Creek (Chilliwack) Pink 1977,1977,78,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-45800-0000-0000-000-000-000-000-000-000,FINAL,8380392,PRESENT,UNKNOWN,,,,,,,,,36,,Foley Creek (Chilliwack) Pink,36,,,,,,,,,,,,,,,FOLEY CREEK,47037,FRASER RIVER,1,Current,PKO,7389
969299,South Thompson River (Salmon Arm) Pink Run 1 1985,1985,218,29K,Pink,RELEASED,UNKNOWN,Not Applicable,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8541784,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,South Thompson River (Salmon Arm) Pink Run 1,0,1,,,,,,,,,,,,,,SOUTH THOMPSON RIVER,46222,FRASER RIVER,1,Current,PKO,7389
876320,Paleface Creek (Chilliwack) Pink 1989,1989,84,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-70600-0000-0000-000-000-000-000-000-000,FINAL,8448805,PRESENT,UNKNOWN,,,,,,,,,172,,Paleface Creek (Chilliwack) Pink,172,,,,,,,,,,,,,,,PALEFACE CREEK,47066,FRASER RIVER,1,Current,PKO,7389
916579604,Fraser River and Tributaries (Mission) Pink 2001,2001,7990634,29D,Pink,RELEASED,TRUE ABUNDANCE (TYPE-2),Mark & Recapture: Petersen,100-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,361135194,PRESENT,UNKNOWN,19842566,,19842566,,,,,,,,Fraser River and Tributaries (Mission) Pink,19842566,,,,,,,,,,,,,,,FRASER RIVER AND TRIBUTARIES,44551,FRASER RIVER,1,Current,PKO,7389
724891,Little River (Salmon Arm) Pink Run 1 1985,1985,219,29K,Pink,RELEASED,UNKNOWN,Not Applicable,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8297376,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Little River (Salmon Arm) Pink Run 1,0,1,,,,,,,,,,,,,,LITTLE RIVER,46232,FRASER RIVER,1,Current,PKO,7389
32925344,Scotch Creek (Salmon Arm) Pink Run 1 1997,1997,225,29K,Pink,RELEASED,UNKNOWN,Not Applicable,128-478700-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,23849083,NOT INSPECTED,,,,,,,,,,,,Scotch Creek (Salmon Arm) Pink Run 1,,1,,,,,,,,,,,,,,SCOTCH CREEK,46292,FRASER RIVER,1,Current,PKO,7389
779157,Fraser River (Mission) Pink 1989,1989,1,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8351642,PRESENT,UNKNOWN,,,,,,,,,4780703,,Fraser River (Mission) Pink,4780703,,,,,,,,,,,,,,,FRASER RIVER,47235,FRASER RIVER,1,Current,PKO,7389
755067,Harrison River (Mission) Pink 1967,1967,179,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,110-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8327552,PRESENT,UNKNOWN,,,,,,,,,64576,,Harrison River (Mission) Pink,64576,,,,,,,,,,,,,,,HARRISON RIVER,46032,FRASER RIVER,1,Current,PKO,7389
866930,Slesse Creek (Chilliwack) Pink 1975,1975,77,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-38000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8439415,PRESENT,UNKNOWN,,,,,,,,,484,,Slesse Creek (Chilliwack) Pink,484,,,,,,,,,,,,,,,SLESSE CREEK,47034,FRASER RIVER,1,Current,PKO,7389
782026,Spuzzum Creek (Chilliwack) Pink 1977,1977,123,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-141400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8354511,PRESENT,UNKNOWN,,,,,,,,,16,,Spuzzum Creek (Chilliwack) Pink,16,,,,,,,,,,,,,,,SPUZZUM CREEK,47151,FRASER RIVER,1,Current,PKO,7389
833239,Jones Creek Channel (Chilliwack) Pink 1989,1989,2481,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-000000-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8405724,PRESENT,UNKNOWN,,,,,,,,,4022,,Jones Creek Channel (Chilliwack) Pink,4022,,,,,,,,,,,,,,,JONES CREEK CHANNEL,44562,FRASER RIVER,1,Current,PKO,7389
813654,Steelhead Creek (Mission) Pink 1987,1987,184,29D,Pink,RELEASED,UNKNOWN,Not Applicable,100-047100-09100-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8386139,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Steelhead Creek (Mission) Pink,0,,,,,,,,,,,,,,,STEELHEAD CREEK,46051,FRASER RIVER,1,Current,PKO,7389
833082,Spuzzum Creek (Chilliwack) Pink 1959,1959,123,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-141400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8405567,PRESENT,UNKNOWN,,,,,,,,,2111,,Spuzzum Creek (Chilliwack) Pink,2111,,,,,,,,,,,,,,,SPUZZUM CREEK,47151,FRASER RIVER,1,Current,PKO,7389
758104,Chehalis River (Mission) Pink 1983,1983,181,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,110-090200-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8330589,PRESENT,UNKNOWN,,,,,,,,,452,,Chehalis River (Mission) Pink,452,,,,,,,,,,,,,,,CHEHALIS RIVER,46040,FRASER RIVER,1,Current,PKO,7389
897476,Tamihi Creek (Chilliwack) Pink 1971,1971,74,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-24800-0000-0000-000-000-000-000-000-000,FINAL,8469961,PRESENT,UNKNOWN,,,,,,,,,10,,Tamihi Creek (Chilliwack) Pink,10,,,,,,,,,,,,,,,TAMIHI CREEK,47027,FRASER RIVER,1,Current,PKO,7389
731445,Kanaka Creek (Coquitlam) Pink 1959,1959,27,29C,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-037400-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8303930,PRESENT,UNKNOWN,,,,,,,,,18,,Kanaka Creek (Coquitlam) Pink,18,,,,,,,,,,,,,,,KANAKA CREEK,47962,FRASER RIVER,1,Current,PKO,7389
866935,Slesse Creek (Chilliwack) Pink 1977,1977,77,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-38000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8439420,PRESENT,UNKNOWN,,,,,,,,,73,,Slesse Creek (Chilliwack) Pink,73,,,,,,,,,,,,,,,SLESSE CREEK,47034,FRASER RIVER,1,Current,PKO,7389
769472,Portage Creek (Lillooet) Pink Run 1 1971,1971,129,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-235900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8341957,PRESENT,UNKNOWN,,,,,,,,,1456,,Portage Creek (Lillooet) Pink Run 1,1456,1,,,,,,,,,,,,,,PORTAGE CREEK,47185,FRASER RIVER,1,Current,PKO,7389
833050,Yale Creek (Chilliwack) Pink 1967,1967,122,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-130700-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8405535,PRESENT,UNKNOWN,,,,,,,,,26,,Yale Creek (Chilliwack) Pink,26,,,,,,,,,,,,,,,YALE CREEK,47148,FRASER RIVER,1,Current,PKO,7389
970648,Bridge River (Lillooet) Pink Run 1 1957,1957,133,29F,Pink,RELEASED,UNKNOWN,Not Applicable,100-241900-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8543133,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Bridge River (Lillooet) Pink Run 1,0,1,,,,,,,,,,,,,,BRIDGE RIVER,47225,FRASER RIVER,1,Current,PKO,7389
734423,Adams River (Salmon Arm) Pink Run 1 1987,1987,220,29K,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,128-453400-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8306908,PRESENT,UNKNOWN,,,,,,,,,1310,,Adams River (Salmon Arm) Pink Run 1,1310,1,,,,,,,,,,,,,,ADAMS RIVER,46242,FRASER RIVER,1,Current,PKO,7389
782037,Spuzzum Creek (Chilliwack) Pink 1989,1989,123,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-141400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8354522,PRESENT,UNKNOWN,,,,,,,,,551,,Spuzzum Creek (Chilliwack) Pink,551,,,,,,,,,,,,,,,SPUZZUM CREEK,47151,FRASER RIVER,1,Current,PKO,7389
968836,Nicola River (Lillooet) Pink Run 1 1965,1965,213,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,120-246600-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8541321,PRESENT,UNKNOWN,,,,,,,,,894,,Nicola River (Lillooet) Pink Run 1,894,1,,,,,,,,,,,,,,NICOLA RIVER,46172,FRASER RIVER,1,Current,PKO,7389
732806,Alouette River (Coquitlam) Pink 1957,1957,14,29C,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-026700-06000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8305291,PRESENT,UNKNOWN,,,,,,,,,8,,Alouette River (Coquitlam) Pink,8,,,,,,,,,,,,,,,ALOUETTE RIVER,47924,FRASER RIVER,1,Current,PKO,7389
974046,Nesakwatch Creek (Chilliwack) Pink 1971,1971,79,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-50700-0000-0000-000-000-000-000-000-000,NEAR FINAL,8546531,PRESENT,UNKNOWN,,,,,,,,,554,,Nesakwatch Creek (Chilliwack) Pink,554,,,,,,,,,,,,,,,NESAKWATCH CREEK,47040,FRASER RIVER,1,Current,PKO,7389
749418,Seton River (Lillooet) Pink 1957,1957,2476,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-235900-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8321903,PRESENT,UNKNOWN,,,,,,,,,58810,,Seton River (Lillooet) Pink,58810,,,,,,,,,,,,,,,SETON RIVER,44540,FRASER RIVER,1,Current,PKO,7389
777249,Harrison River (Mission) Pink 1961,1961,179,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,110-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8349734,PRESENT,UNKNOWN,,,,,,,,,186137,,Harrison River (Mission) Pink,186137,,,,,,,,,,,,,,,HARRISON RIVER,46032,FRASER RIVER,1,Current,PKO,7389
810085,Anderson River (Chilliwack) Pink 1969,1969,124,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-158000-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8382570,PRESENT,UNKNOWN,,,,,,,,,200,,Anderson River (Chilliwack) Pink,200,,,,,,,,,,,,,,,ANDERSON RIVER,47154,FRASER RIVER,1,Current,PKO,7389
747425,Williams Lake River (Williams Lake Area) Pink Run 1 1975,1975,2037,29G,Pink,RELEASED,UNKNOWN,Not Applicable,100-385000-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8319910,NOT INSPECTED,UNKNOWN,,,,,,,,,,,Williams Lake River (Williams Lake Area) Pink Run 1,,1,,,,,,,,,,,,,,WILLIAMS LAKE RIVER,45311,FRASER RIVER,1,Current,PKO,7389
760260,Chilliwack River (Chilliwack) Pink 1977,1977,62,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-00000-0000-0000-000-000-000-000-000-000,FINAL,8332745,PRESENT,UNKNOWN,,,,,,,,,48254,,Chilliwack River (Chilliwack) Pink,48254,,,,,,,,,,,,,,,CHILLIWACK RIVER,46983,FRASER RIVER,1,Current,PKO,7389
724906,Little River (Salmon Arm) Pink Run 1 1991,1991,219,29K,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8297391,PRESENT,UNKNOWN,,,,,,,,,39,,Little River (Salmon Arm) Pink Run 1,39,1,,,,,,,,,,,,,,LITTLE RIVER,46232,FRASER RIVER,1,Current,PKO,7389
858098,Texas Creek (Lillooet) Pink 1963,1963,128,29F,Pink,RELEASED,UNKNOWN,Not Applicable,100-223700-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8430583,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Texas Creek (Lillooet) Pink,0,,,,,,,,,,,,,,,TEXAS CREEK,47179,FRASER RIVER,1,Current,PKO,7389
755602,Wahleach Creek (Chilliwack) Pink 1973,1973,106,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-101800-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8328087,PRESENT,UNKNOWN,,,,,,,,,2544,,Wahleach Creek (Chilliwack) Pink,2544,,,,,,,,,,,,,,,WAHLEACH CREEK,47101,FRASER RIVER,1,Current,PKO,7389
858096,Texas Creek (Lillooet) Pink 1961,1961,128,29F,Pink,RELEASED,UNKNOWN,Not Applicable,100-223700-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8430581,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Texas Creek (Lillooet) Pink,0,,,,,,,,,,,,,,,TEXAS CREEK,47179,FRASER RIVER,1,Current,PKO,7389
754083,Weaver Channel (Mission) Pink 1971,1971,2436,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,110-149200-85400-00000-0000-0000-000-000-000-000-000-000,FINAL,8326568,PRESENT,UNKNOWN,,,,,,,,,294,,Weaver Channel (Mission) Pink,294,,,,,,,,,,,,,,,WEAVER CHANNEL,45088,FRASER RIVER,1,Current,PKO,7389
734184,Upper & Lower Seton Channels (Lillooet) Pink 1967,1967,2451,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-235900-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8306669,PRESENT,UNKNOWN,,,,,,,,,27773,,Upper & Lower Seton Channels (Lillooet) Pink,27773,,,,,,,,,,,,,,,SETON CHANNELS - UPPER AND LOWER,45104,FRASER RIVER,1,Current,PKO,7389
85817484,Portage Creek (Lillooet) Pink Run 1 1999,1999,129,29F,Pink,RELEASED,UNKNOWN,Not Applicable,100-235900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,40970425,NOT INSPECTED,,,,,,,,,,,,Portage Creek (Lillooet) Pink Run 1,,1,,,,,,,,,,,,,,PORTAGE CREEK,47185,FRASER RIVER,1,Current,PKO,7389
724881,Little River (Salmon Arm) Pink Run 1 1981,1981,219,29K,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8297366,PRESENT,UNKNOWN,,,,,,,,,865,,Little River (Salmon Arm) Pink Run 1,865,1,,,,,,,,,,,,,,LITTLE RIVER,46232,FRASER RIVER,1,Current,PKO,7389
814011,Sucker Creek (Chilliwack) Pink Run 1 1971,1971,113,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-115400-03100-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8386496,PRESENT,UNKNOWN,,,,,,,,,1243,,Sucker Creek (Chilliwack) Pink Run 1,1243,1,,,,,,,,,,,,,,SUCKER CREEK,47129,FRASER RIVER,1,Current,PKO,7389
968983,Cayoosh Creek (Lillooet) Pink Run 1 1971,1971,131,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-235900-05000-00000-0000-0000-000-000-000-000-000-000,FINAL,8541468,PRESENT,UNKNOWN,,,,,,,,,4545,,Cayoosh Creek (Lillooet) Pink Run 1,4545,1,,,,,,,,,,,,,,CAYOOSH CREEK,47205,FRASER RIVER,1,Current,PKO,7389
858197,Nahatlatch River (Lillooet) Pink Run 1 1965,1965,125,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-170100-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8430682,PRESENT,UNKNOWN,,,,,,,,,424,,Nahatlatch River (Lillooet) Pink Run 1,424,1,,,,,,,,,,,,,,NAHATLATCH RIVER,47161,FRASER RIVER,1,Current,PKO,7389
790845,Weaver Creek (Mission) Pink 1959,1959,183,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,110-149200-85400-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8363330,PRESENT,UNKNOWN,,,,,,,,,87,,Weaver Creek (Mission) Pink,87,,,,,,,,,,,,,,,WEAVER CREEK,46046,FRASER RIVER,1,Current,PKO,7389
808955,Chilliwack River (Upper) (Chilliwack) Pink 1979,1979,63,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-00000-0000-0000-000-000-000-000-000-000,FINAL,8381440,PRESENT,UNKNOWN,,,,,,,,,1100,,Chilliwack River (Upper) (Chilliwack) Pink,1100,,,,,,,,,,,,,,,CHILLIWACK RIVER - UPPER,46988,FRASER RIVER,1,Current,PKO,7389
968909,Yalakom River (Lillooet) Pink 1961,1961,134,29F,Pink,RELEASED,UNKNOWN,Not Applicable,100-241900-16600-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8541394,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Yalakom River (Lillooet) Pink,0,,,,,,,,,,,,,,,YALAKOM RIVER,47233,FRASER RIVER,1,Current,PKO,7389
858106,Texas Creek (Lillooet) Pink 1975,1975,128,29F,Pink,RELEASED,UNKNOWN,Not Applicable,100-223700-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8430591,NOT INSPECTED,UNKNOWN,,,,,,,,,,,Texas Creek (Lillooet) Pink,,,,,,,,,,,,,,,,TEXAS CREEK,47179,FRASER RIVER,1,Current,PKO,7389
755582,Wahleach Creek (Chilliwack) Pink 1965,1965,106,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-101800-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8328067,PRESENT,UNKNOWN,,,,,,,,,3000,,Wahleach Creek (Chilliwack) Pink,3000,,,,,,,,,,,,,,,WAHLEACH CREEK,47101,FRASER RIVER,1,Current,PKO,7389
734185,Upper & Lower Seton Channels (Lillooet) Pink 1969,1969,2451,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-235900-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8306670,PRESENT,UNKNOWN,,,,,,,,,18843,,Upper & Lower Seton Channels (Lillooet) Pink,18843,,,,,,,,,,,,,,,SETON CHANNELS - UPPER AND LOWER,45104,FRASER RIVER,1,Current,PKO,7389
739004,Douglas Creek Pink 1983,1983,195,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,110-987400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8311489,PRESENT,UNKNOWN,,,,,,,,,15,,Douglas Creek Pink,15,,,,,,,,,,,,,,,DOUGLAS CREEK,46085,FRASER RIVER,1,Current,PKO,7389
727898,Bonaparte River (Lillooet) Pink Run 1 1971,1971,216,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,120-506800-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8300383,PRESENT,UNKNOWN,,,,,,,,,614,,Bonaparte River (Lillooet) Pink Run 1,614,1,,,,,,,,,,,,,,BONAPARTE RIVER,46202,FRASER RIVER,1,Current,PKO,7389
974118,Slesse Creek (Chilliwack) Pink 1965,1965,77,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-38000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8546603,PRESENT,UNKNOWN,,,,,,,,,1524,,Slesse Creek (Chilliwack) Pink,1524,,,,,,,,,,,,,,,SLESSE CREEK,47034,FRASER RIVER,1,Current,PKO,7389
814109,Silverhope Creek (Chilliwack) Pink 1975,1975,111,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-112900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8386594,PRESENT,UNKNOWN,,,,,,,,,229,,Silverhope Creek (Chilliwack) Pink,229,,,,,,,,,,,,,,,SILVERHOPE CREEK,47119,FRASER RIVER,1,Current,PKO,7389
786796,Lower Shuswap River (Salmon Arm) Pink Run 1 1989,1989,240,29K,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,128-835500-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8359281,PRESENT,UNKNOWN,,,,,,,,,5,,Lower Shuswap River (Salmon Arm) Pink Run 1,5,1,,,,,,,,,,,,,,SHUSWAP RIVER - LOWER,46433,FRASER RIVER,1,Current,PKO,7389
948263,Gates Creek (Lillooet) Pink Run 1 1979,1979,132,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-235900-99100-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8520748,PRESENT,UNKNOWN,,,,,,,,,1277,,Gates Creek (Lillooet) Pink Run 1,1277,1,,,,,,,,,,,,,,GATES RIVER,47215,FRASER RIVER,1,Current,PKO,7389
833236,Fraser River and Tributaries (Mission) Pink 1997,1997,7990634,29D,Pink,RELEASED,TRUE ABUNDANCE (TYPE-2),Mark & Recapture: Petersen,100-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8405721,PRESENT,UNKNOWN,,,,,,,,,2914776,,Fraser River and Tributaries (Mission) Pink,2914776,,,,,,,,,,,,,,,FRASER RIVER AND TRIBUTARIES,44551,FRASER RIVER,1,Current,PKO,7389
814094,Silverhope Creek (Chilliwack) Pink 1969,1969,111,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-112900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8386579,PRESENT,UNKNOWN,,,,,,,,,450,,Silverhope Creek (Chilliwack) Pink,450,,,,,,,,,,,,,,,SILVERHOPE CREEK,47119,FRASER RIVER,1,Current,PKO,7389
1021245,Hunter Creek (Chilliwack) Pink 1959,1959,110,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-106400-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8593730,PRESENT,UNKNOWN,,,,,,,,,234,,Hunter Creek (Chilliwack) Pink,234,,,,,,,,,,,,,,,HUNTER CREEK,47115,FRASER RIVER,1,Current,PKO,7389
970657,Bridge River (Lillooet) Pink Run 1 1963,1963,133,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-241900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8543142,PRESENT,UNKNOWN,,,,,,,,,6422,,Bridge River (Lillooet) Pink Run 1,6422,1,,,,,,,,,,,,,,BRIDGE RIVER,47225,FRASER RIVER,1,Current,PKO,7389
814038,Sucker Creek (Chilliwack) Pink Run 1 1983,1983,113,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-115400-03100-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8386523,PRESENT,UNKNOWN,,,,,,,,,1724,,Sucker Creek (Chilliwack) Pink Run 1,1724,1,,,,,,,,,,,,,,SUCKER CREEK,47129,FRASER RIVER,1,Current,PKO,7389
966186,Birkenhead River Pink 1981,1981,198,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,119-425100-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8538671,PRESENT,UNKNOWN,,,,,,,,,17,,Birkenhead River Pink,17,,,,,,,,,,,,,,,BIRKENHEAD RIVER,46100,FRASER RIVER,1,Current,PKO,7389
948268,Gates Creek (Lillooet) Pink Run 1 1987,1987,132,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-235900-99100-00000-0000-0000-000-000-000-000-000-000,FINAL,8520753,PRESENT,UNKNOWN,,,,,,,,,247,,Gates Creek (Lillooet) Pink Run 1,247,1,,,,,,,,,,,,,,GATES RIVER,47215,FRASER RIVER,1,Current,PKO,7389
733007,Silverdale Creek (Mission) Pink 1981,1981,36,29D,Pink,RELEASED,UNKNOWN,Not Applicable,100-051900-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8305492,NONE OBSERVED,UNKNOWN,,,,,,,,,,,Silverdale Creek (Mission) Pink,,,,,,,,,,,,,,,,SILVERDALE CREEK,48011,FRASER RIVER,1,Current,PKO,7389
854381,Chilliwack River (Upper) (Chilliwack) Pink 1983,1983,63,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-00000-0000-0000-000-000-000-000-000-000,FINAL,8426866,PRESENT,UNKNOWN,,,,,,,,,263,,Chilliwack River (Upper) (Chilliwack) Pink,263,,,,,,,,,,,,,,,CHILLIWACK RIVER - UPPER,46988,FRASER RIVER,1,Current,PKO,7389
734393,Adams River (Salmon Arm) Pink Run 1 1975,1975,220,29K,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,128-453400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8306878,PRESENT,UNKNOWN,,,,,,,,,2447,,Adams River (Salmon Arm) Pink Run 1,2447,1,,,,,,,,,,,,,,ADAMS RIVER,46242,FRASER RIVER,1,Current,PKO,7389
779712,American Creek (Chilliwack) Pink 1967,1967,118,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-119000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8352197,PRESENT,UNKNOWN,,,,,,,,,192,,American Creek (Chilliwack) Pink,192,,,,,,,,,,,,,,,AMERICAN CREEK,47141,FRASER RIVER,1,Current,PKO,7389
734383,Adams River (Salmon Arm) Pink Run 1 1971,1971,220,29K,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,128-453400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8306868,PRESENT,UNKNOWN,,,,,,,,,815,,Adams River (Salmon Arm) Pink Run 1,815,1,,,,,,,,,,,,,,ADAMS RIVER,46242,FRASER RIVER,1,Current,PKO,7389
