ACT_ID,DESCR,ANALYSIS_YR,STREAM_ID,AREA,SPECIES,SEN_STATUS,ESTIMATE_CLASSIFICATION,ESTIMATE_METHOD,WATERSHED_CDE,ESTIMATE_STAGE,SPL_ID,SEN_PRESENCE_ADULT,SEN_PRESENCE_JACK,NATURAL_ADULT_SPAWNERS,NATURAL_JACK_SPAWNERS,NATURAL_SPAWNERS_TOTAL,ADULT_BROODSTOCK_REMOVALS,JACK_BROODSTOCK_REMOVALS,TOTAL_BROODSTOCK_REMOVALS,OTHER_REMOVALS,TOTAL_RETURN_TO_RIVER,UNSPECIFIED_RETURN,NO_INSPECTIONS_USED,POPULATION,MAX_ESTIMATE,RUN_TYPE,SEN_NUSEDS1_ENUM_METHOD1,SEN_NUSEDS1_ENUM_METHOD2,SEN_NUSEDS1_ENUM_METHOD3,SEN_NUSEDS1_ENUM_METHOD4,SEN_NUSEDS1_ENUM_METHOD5,SEN_NUSEDS1_ENUM_METHOD6,EFFECTIVE_FEMALES,WEIGHTED_PCT_SPAWN,OTHER_ADULT_REMOVALS,OTHER_JACK_REMOVALS,TOT_ADULT_RET_RIVER,TOT_JACK_RET_RIVER,JUV_PRES_TYP,GEOGRAPHICAL_EXTNT_OF_ESTIMATE,POP_ID,CU_NAME,CU_INDEX,CU_TYPE,SPECIES_QUALIFIED,SBJ_ID
739050,Douglas Creek Pink 1991,1991,195,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,110-987400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8311535,PRESENT,UNKNOWN,,,,,,,,,50,1,Douglas Creek Pink,50,,Walk,,,,,,,,,,,,,DOUGLAS CREEK,46085,FRASER RIVER,1,Current,PKO,7389
727917,Bonaparte River (Lillooet) Pink Run 1 1985,1985,216,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,120-506800-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8300402,PRESENT,UNKNOWN,,,,,,,,,73,,Bonaparte River (Lillooet) Pink Run 1,73,1,Float,,,,,,,,,,,,,BONAPARTE RIVER,46202,FRASER RIVER,1,Current,PKO,7389
727920,Bonaparte River (Lillooet) Pink Run 1 1987,1987,216,29F,Pink,RELEASED,UNKNOWN,Not Applicable,120-506800-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8300405,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Bonaparte River (Lillooet) Pink Run 1,0,1,Walk,Spot Checks,,,,,,,,,,,,BONAPARTE RIVER,46202,FRASER RIVER,1,Current,PKO,7389
728681,American Creek (Chilliwack) Pink 1985,1985,118,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-119000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8301166,PRESENT,UNKNOWN,,,,,,,,,4412,,American Creek (Chilliwack) Pink,4412,,Walk,,,,,,,,,,,,,AMERICAN CREEK,47141,FRASER RIVER,1,Current,PKO,7389
728686,American Creek (Chilliwack) Pink 1987,1987,118,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-119000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8301171,PRESENT,UNKNOWN,,,,,,,,,3,,American Creek (Chilliwack) Pink,3,,Walk,,,,,,,,,,,,,AMERICAN CREEK,47141,FRASER RIVER,1,Current,PKO,7389
728691,American Creek (Chilliwack) Pink 1991,1991,118,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-119000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8301176,PRESENT,UNKNOWN,,,,,,,,,1945,3,American Creek (Chilliwack) Pink,1945,,Walk,,,,,,,,,,,,,AMERICAN CREEK,47141,FRASER RIVER,1,Current,PKO,7389
728983,Sweltzer River (Chilliwack) Pink 1985,1985,70,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-13300-0000-0000-000-000-000-000-000-000,NEAR FINAL,8301468,PRESENT,UNKNOWN,,,,,,,,,14712,,Sweltzer River (Chilliwack) Pink,14712,,Walk,Fence,,,,,,,,,,,,SWELTZER RIVER,47017,FRASER RIVER,1,Current,PKO,7389
729362,Maria Slough (Mission) Pink 1985,1985,104,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8301847,PRESENT,UNKNOWN,,,,,,,,,591,,Maria Slough (Mission) Pink,591,,Walk,Spot Checks,Fence,,,,,,,,,,,MARIA SLOUGH,47094,FRASER RIVER,1,Current,PKO,7389
729370,Maria Slough (Mission) Pink 1987,1987,104,29D,Pink,RELEASED,UNKNOWN,Not Applicable,100-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8301855,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Maria Slough (Mission) Pink,0,,Dead Pitch,Fence,,,,,,,,,,,,MARIA SLOUGH,47094,FRASER RIVER,1,Current,PKO,7389
732756,Upper Pitt River (Coquitlam) Pink 1987,1987,13,29C,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-026700-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8305241,PRESENT,UNKNOWN,,,,,,,,,500,,Upper Pitt River (Coquitlam) Pink,500,,Walk,Spot Checks,,,,,,,,,,,,PITT RIVER - UPPER,47919,FRASER RIVER,1,Current,PKO,7389
732765,Upper Pitt River (Coquitlam) Pink 1989,1989,13,29C,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-026700-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8305250,UNKNOWN,UNKNOWN,,,,,,,,,,,Upper Pitt River (Coquitlam) Pink,,,Biologist/Working Group,,,,,,,,,,,,,PITT RIVER - UPPER,47919,FRASER RIVER,1,Current,PKO,7389
753069,Chilliwack River (Chilliwack) Pink 1991,1991,62,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8325554,PRESENT,UNKNOWN,,,,,,,,,158876,,Chilliwack River (Chilliwack) Pink,158876,,Dead Pitch,Enumeration by Hatchery,,,,,,,,,,,,CHILLIWACK RIVER,46983,FRASER RIVER,1,Current,PKO,7389
755776,Silverhope Creek (Chilliwack) Pink 1985,1985,111,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-112900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8328261,PRESENT,UNKNOWN,,,,,,,,,13588,,Silverhope Creek (Chilliwack) Pink,13588,,Walk,,,,,,,,,,,,,SILVERHOPE CREEK,47119,FRASER RIVER,1,Current,PKO,7389
755780,Silverhope Creek (Chilliwack) Pink 1987,1987,111,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-112900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8328265,PRESENT,UNKNOWN,,,,,,,,,2561,,Silverhope Creek (Chilliwack) Pink,2561,,Walk,Helicopter,Spot Checks,,,,,,,,,,,SILVERHOPE CREEK,47119,FRASER RIVER,1,Current,PKO,7389
755789,Silverhope Creek (Chilliwack) Pink 1991,1991,111,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-112900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8328274,PRESENT,UNKNOWN,,,,,,,,,3370,4,Silverhope Creek (Chilliwack) Pink,3370,,Walk,,,,,,,,,,,,,SILVERHOPE CREEK,47119,FRASER RIVER,1,Current,PKO,7389
755872,Ruby Creek (Mission) Pink 1987,1987,109,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-104700-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8328357,PRESENT,UNKNOWN,,,,,,,,,322,,Ruby Creek (Mission) Pink,322,,Walk,,,,,,,,,,,,,RUBY CREEK,47112,FRASER RIVER,1,Current,PKO,7389
755877,Ruby Creek (Mission) Pink 1989,1989,109,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-104700-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8328362,PRESENT,UNKNOWN,,,,,,,,,348,8,Ruby Creek (Mission) Pink,348,,Walk,,,,,,,,,,,,,RUBY CREEK,47112,FRASER RIVER,1,Current,PKO,7389
755884,Ruby Creek (Mission) Pink 1991,1991,109,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-104700-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8328369,PRESENT,UNKNOWN,,,,,,,,,6783,4,Ruby Creek (Mission) Pink,6783,,Walk,Spot Checks,,,,,,,,,,,,RUBY CREEK,47112,FRASER RIVER,1,Current,PKO,7389
758110,Chehalis River (Mission) Pink 1985,1985,181,29D,Pink,RELEASED,UNKNOWN,Not Applicable,110-090200-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8330595,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Chehalis River (Mission) Pink,0,,Helicopter,,,,,,,,,,,,,CHEHALIS RIVER,46040,FRASER RIVER,1,Current,PKO,7389
758124,Chehalis River (Mission) Pink 1991,1991,181,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,110-090200-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8330609,PRESENT,UNKNOWN,,,,,,,,,1000,1,Chehalis River (Mission) Pink,1000,,Helicopter,,,,,,,,,,,,,CHEHALIS RIVER,46040,FRASER RIVER,1,Current,PKO,7389
760287,Chilliwack River (Chilliwack) Pink 1985,1985,62,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8332772,PRESENT,UNKNOWN,,,,,,,,,95556,,Chilliwack River (Chilliwack) Pink,95556,,Walk,,,,,,,,,,,,,CHILLIWACK RIVER,46983,FRASER RIVER,1,Current,PKO,7389
769439,Cayoosh Creek (Lillooet) Pink Run 1 1985,1985,131,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-235900-05000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8341924,PRESENT,UNKNOWN,,,,,,,,,6620,,Cayoosh Creek (Lillooet) Pink Run 1,6620,1,Walk,Spot Checks,Fence,,,,,,,,,,,CAYOOSH CREEK,47205,FRASER RIVER,1,Current,PKO,7389
769440,Cayoosh Creek (Lillooet) Pink Run 1 1987,1987,131,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-235900-05000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8341925,PRESENT,UNKNOWN,,,,,,,,,37705,,Cayoosh Creek (Lillooet) Pink Run 1,37705,1,Walk,Dead Pitch,Tag Recovery,,,,,,,,,,,CAYOOSH CREEK,47205,FRASER RIVER,1,Current,PKO,7389
770137,Tamihi Creek (Chilliwack) Pink 1985,1985,74,29E,Pink,RELEASED,UNKNOWN,Not Applicable,100-065700-09700-24800-0000-0000-000-000-000-000-000-000,NEAR FINAL,8342622,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Tamihi Creek (Chilliwack) Pink,0,,Walk,Helicopter,Spot Checks,,,,,,,,,,,TAMIHI CREEK,47027,FRASER RIVER,1,Current,PKO,7389
770141,Tamihi Creek (Chilliwack) Pink 1987,1987,74,29E,Pink,RELEASED,UNKNOWN,Not Applicable,100-065700-09700-24800-0000-0000-000-000-000-000-000-000,NEAR FINAL,8342626,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Tamihi Creek (Chilliwack) Pink,0,,Walk,,,,,,,,,,,,,TAMIHI CREEK,47027,FRASER RIVER,1,Current,PKO,7389
770146,Tamihi Creek (Chilliwack) Pink 1991,1991,74,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-24800-0000-0000-000-000-000-000-000-000,NEAR FINAL,8342631,PRESENT,UNKNOWN,,,,,,,,,14,,Tamihi Creek (Chilliwack) Pink,14,,Walk,,,,,,,,,,,,,TAMIHI CREEK,47027,FRASER RIVER,1,Current,PKO,7389
770174,Liumchen Creek (Chilliwack) Pink 1985,1985,71,29E,Pink,RELEASED,UNKNOWN,Not Applicable,100-065700-09700-17700-0000-0000-000-000-000-000-000-000,NEAR FINAL,8342659,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Liumchen Creek (Chilliwack) Pink,0,,Walk,Fixed Wing Aircraft,Spot Checks,,,,,,,,,,,LIUMCHEN CREEK,47020,FRASER RIVER,1,Current,PKO,7389
770179,Liumchen Creek (Chilliwack) Pink 1987,1987,71,29E,Pink,RELEASED,UNKNOWN,Not Applicable,100-065700-09700-17700-0000-0000-000-000-000-000-000-000,NEAR FINAL,8342664,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Liumchen Creek (Chilliwack) Pink,0,,Walk,,,,,,,,,,,,,LIUMCHEN CREEK,47020,FRASER RIVER,1,Current,PKO,7389
779664,Emory Creek (Chilliwack) Pink 1985,1985,120,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-125600-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8352149,PRESENT,UNKNOWN,,,,,,,,,1989,,Emory Creek (Chilliwack) Pink,1989,,Walk,,,,,,,,,,,,,EMORY CREEK,47145,FRASER RIVER,1,Current,PKO,7389
779668,Emory Creek (Chilliwack) Pink 1991,1991,120,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-125600-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8352153,PRESENT,UNKNOWN,,,,,,,,,1539,4,Emory Creek (Chilliwack) Pink,1539,,Walk,,,,,,,,,,,,,EMORY CREEK,47145,FRASER RIVER,1,Current,PKO,7389
780261,Mahood Creek (Mission) Pink 1985,1985,108,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-101900-79200-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8352746,PRESENT,UNKNOWN,,,,,,,,,12000,,Mahood Creek (Mission) Pink,12000,,Walk,Dead Pitch,Biologist/Working Group,,,,,,,,,,,MAHOOD CREEK,47108,FRASER RIVER,1,Current,PKO,7389
780265,Mahood Creek (Mission) Pink 1987,1987,108,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-101900-79200-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8352750,PRESENT,UNKNOWN,,,,,,,,,5,,Mahood Creek (Mission) Pink,5,,Dead Pitch,Biologist/Working Group,,,,,,,,,,,,MAHOOD CREEK,47108,FRASER RIVER,1,Current,PKO,7389
780270,Mahood Creek (Mission) Pink 1989,1989,108,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-101900-79200-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8352755,PRESENT,UNKNOWN,,,,,,,,,544,10,Mahood Creek (Mission) Pink,544,,Walk,,,,,,,,,,,,,MAHOOD CREEK,47108,FRASER RIVER,1,Current,PKO,7389
780275,Mahood Creek (Mission) Pink 1991,1991,108,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-101900-79200-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8352760,PRESENT,UNKNOWN,,,,,,,,,4329,4,Mahood Creek (Mission) Pink,4329,,Walk,,,,,,,,,,,,,MAHOOD CREEK,47108,FRASER RIVER,1,Current,PKO,7389
780350,Ruby Creek (Mission) Pink 1985,1985,109,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-104700-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8352835,PRESENT,UNKNOWN,,,,,,,,,5421,,Ruby Creek (Mission) Pink,5421,,Walk,,Biologist/Working Group,,,,,,,,,,,RUBY CREEK,47112,FRASER RIVER,1,Current,PKO,7389
780356,Wahleach Creek (Chilliwack) Pink 1985,1985,106,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-101800-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8352841,PRESENT,UNKNOWN,,,,,,,,,658,,Wahleach Creek (Chilliwack) Pink,658,,Walk,,,,,,,,,,,,,WAHLEACH CREEK,47101,FRASER RIVER,1,Current,PKO,7389
780523,Squawkum Creek (Mission) Pink 1985,1985,180,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,110-036900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8353008,PRESENT,UNKNOWN,,,,,,,,,1000,,Squawkum Creek (Mission) Pink,1000,,Walk,,,,,,,,,,,,,SQUAWKUM CREEK,46036,FRASER RIVER,1,Current,PKO,7389
780532,Squawkum Creek (Mission) Pink 1989,1989,180,29D,Pink,RELEASED,UNKNOWN,Not Applicable,110-036900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8353017,NONE OBSERVED,UNKNOWN,,,,,,,,,0,10,Squawkum Creek (Mission) Pink,0,,Walk,,,,,,,,,,,,,SQUAWKUM CREEK,46036,FRASER RIVER,1,Current,PKO,7389
782033,Spuzzum Creek (Chilliwack) Pink 1985,1985,123,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-141400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8354518,PRESENT,UNKNOWN,,,,,,,,,10496,,Spuzzum Creek (Chilliwack) Pink,10496,,Walk,,,,,,,,,,,,,SPUZZUM CREEK,47151,FRASER RIVER,1,Current,PKO,7389
782036,Spuzzum Creek (Chilliwack) Pink 1987,1987,123,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-141400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8354521,PRESENT,UNKNOWN,,,,,,,,,135,,Spuzzum Creek (Chilliwack) Pink,135,,Walk,,,,,,,,,,,,,SPUZZUM CREEK,47151,FRASER RIVER,1,Current,PKO,7389
782039,Spuzzum Creek (Chilliwack) Pink 1991,1991,123,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-141400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8354524,PRESENT,UNKNOWN,,,,,,,,,2142,1,Spuzzum Creek (Chilliwack) Pink,2142,,Walk,,,,,,,,,,,,,SPUZZUM CREEK,47151,FRASER RIVER,1,Current,PKO,7389
783025,Nicola River (Lillooet) Pink Run 1 1985,1985,213,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,120-246600-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8355510,PRESENT,UNKNOWN,,,,,,,,,265,,Nicola River (Lillooet) Pink Run 1,265,1,Spot Checks,,,,,,,,,,,,,NICOLA RIVER,46172,FRASER RIVER,1,Current,PKO,7389
783028,Nicola River (Lillooet) Pink Run 1 1987,1987,213,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,120-246600-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8355513,PRESENT,UNKNOWN,,,,,,,,,928,,Nicola River (Lillooet) Pink Run 1,928,1,Walk,Dead Pitch,Tag Recovery,,,,,,,,,,,NICOLA RIVER,46172,FRASER RIVER,1,Current,PKO,7389
783031,Nicola River (Lillooet) Pink Run 1 1989,1989,213,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,120-246600-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8355516,PRESENT,UNKNOWN,,,,,,,,,2122,,Nicola River (Lillooet) Pink Run 1,2122,1,Walk,Spot Checks,Dead Pitch,,,,,,,,,,,NICOLA RIVER,46172,FRASER RIVER,1,Current,PKO,7389
783925,Narcosli Creek (Quesnel) Pink Run 1 1991,1991,140,29H,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-446700-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8356410,PRESENT,UNKNOWN,,,,,,,,,330,3,Narcosli Creek (Quesnel) Pink Run 1,330,1,Walk,Spot Checks,,,,,,,,,,,,NARCOSLI CREEK,47253,FRASER RIVER,1,Current,PKO,7389
812906,Harrison River (Mission) Pink 1985,1985,179,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,110-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8385391,PRESENT,UNKNOWN,,,,,,,,,438022,,Harrison River (Mission) Pink,438022,,Helicopter,,,,,,,,,,,,,HARRISON RIVER,46032,FRASER RIVER,1,Current,PKO,7389
812913,Harrison River (Mission) Pink 1987,1987,179,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,110-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8385398,PRESENT,UNKNOWN,,,,,,,,,1028892,,Harrison River (Mission) Pink,1028892,,Dead Pitch,Biologist/Working Group,,,,,,,,,,,,HARRISON RIVER,46032,FRASER RIVER,1,Current,PKO,7389
813051,Ryder Creek (Chilliwack) Pink 1985,1985,72,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-21000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8385536,PRESENT,UNKNOWN,,,,,,,,,130,,Ryder Creek (Chilliwack) Pink,130,,Walk,,,,,,,,,,,,,RYDER CREEK,47023,FRASER RIVER,1,Current,PKO,7389
813649,Steelhead Creek (Mission) Pink 1985,1985,184,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-047100-09100-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8386134,PRESENT,UNKNOWN,,,,,,,,,273,,Steelhead Creek (Mission) Pink,273,,Walk,,,,,,,,,,,,,STEELHEAD CREEK,46051,FRASER RIVER,1,Current,PKO,7389
813665,Steelhead Creek (Mission) Pink 1991,1991,184,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-047100-09100-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8386150,PRESENT,UNKNOWN,,,,,,,,,25,1,Steelhead Creek (Mission) Pink,25,,Walk,,,,,,,,,,,,,STEELHEAD CREEK,46051,FRASER RIVER,1,Current,PKO,7389
814044,Sucker Creek (Chilliwack) Pink Run 1 1985,1985,113,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-115400-03100-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8386529,PRESENT,UNKNOWN,,,,,,,,,5720,,Sucker Creek (Chilliwack) Pink Run 1,5720,1,Walk,,,,,,,,,,,,,SUCKER CREEK,47129,FRASER RIVER,1,Current,PKO,7389
814050,Sucker Creek (Chilliwack) Pink Run 1 1987,1987,113,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-115400-03100-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8386535,PRESENT,UNKNOWN,,,,,,,,,130,,Sucker Creek (Chilliwack) Pink Run 1,130,1,Walk,,,,,,,,,,,,,SUCKER CREEK,47129,FRASER RIVER,1,Current,PKO,7389
814060,Sucker Creek (Chilliwack) Pink Run 1 1991,1991,113,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-115400-03100-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8386545,PRESENT,UNKNOWN,,,,,,,,,1945,3,Sucker Creek (Chilliwack) Pink Run 1,1945,1,Walk,,,,,,,,,,,,,SUCKER CREEK,47129,FRASER RIVER,1,Current,PKO,7389
814626,Coquihalla River (Chilliwack) Pink 1985,1985,112,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-115400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8387111,PRESENT,UNKNOWN,,,,,,,,,118921,,Coquihalla River (Chilliwack) Pink,118921,,Walk,Helicopter,,,,,,,,,,,,COQUIHALLA RIVER,47123,FRASER RIVER,1,Current,PKO,7389
814629,Coquihalla River (Chilliwack) Pink 1987,1987,112,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-115400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8387114,PRESENT,UNKNOWN,,,,,,,,,6029,,Coquihalla River (Chilliwack) Pink,6029,,Helicopter,,,,,,,,,,,,,COQUIHALLA RIVER,47123,FRASER RIVER,1,Current,PKO,7389
814636,Coquihalla River (Chilliwack) Pink 1991,1991,112,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-115400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8387121,PRESENT,UNKNOWN,,,,,,,,,69610,3,Coquihalla River (Chilliwack) Pink,69610,,Walk,,,,,,,,,,,,,COQUIHALLA RIVER,47123,FRASER RIVER,1,Current,PKO,7389
821416,Sloquet Creek Pink 1989,1989,197,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,119-025200-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8393901,PRESENT,UNKNOWN,,,,,,,,,15,2,Sloquet Creek Pink,15,,Walk,,,,,,,,,,,,,SLOQUET CREEK,46095,FRASER RIVER,1,Current,PKO,7389
832998,Anderson River (Chilliwack) Pink 1987,1987,124,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-158000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8405483,PRESENT,UNKNOWN,,,,,,,,,283,,Anderson River (Chilliwack) Pink,283,,Walk,,,,,,,,,,,,,ANDERSON RIVER,47154,FRASER RIVER,1,Current,PKO,7389
833005,Anderson River (Chilliwack) Pink 1991,1991,124,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-158000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8405490,PRESENT,UNKNOWN,,,,,,,,,1152,4,Anderson River (Chilliwack) Pink,1152,,Walk,,,,,,,,,,,,,ANDERSON RIVER,47154,FRASER RIVER,1,Current,PKO,7389
833064,Yale Creek (Chilliwack) Pink 1985,1985,122,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-130700-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8405549,PRESENT,UNKNOWN,,,,,,,,,1734,,Yale Creek (Chilliwack) Pink,1734,,Walk,,,,,,,,,,,,,YALE CREEK,47148,FRASER RIVER,1,Current,PKO,7389
833069,Yale Creek (Chilliwack) Pink 1991,1991,122,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-130700-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8405554,PRESENT,UNKNOWN,,,,,,,,,13,4,Yale Creek (Chilliwack) Pink,13,,Walk,,,,,,,,,,,,,YALE CREEK,47148,FRASER RIVER,1,Current,PKO,7389
833974,Alouette River (Coquitlam) Pink 1985,1985,14,29C,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-026700-06000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8406459,PRESENT,UNKNOWN,,,,,,,,,3557,,Alouette River (Coquitlam) Pink,3557,,Walk,Helicopter,Spot Checks,,,,,,,,,,,ALOUETTE RIVER,47924,FRASER RIVER,1,Current,PKO,7389
833980,Alouette River (Coquitlam) Pink 1987,1987,14,29C,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-026700-06000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8406465,PRESENT,UNKNOWN,,,,,,,,,828,,Alouette River (Coquitlam) Pink,828,,Helicopter,Spot Checks,,,,,,,,,,,,ALOUETTE RIVER,47924,FRASER RIVER,1,Current,PKO,7389
833985,Alouette River (Coquitlam) Pink 1989,1989,14,29C,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-026700-06000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8406470,PRESENT,UNKNOWN,,,,,,,,,507,1,Alouette River (Coquitlam) Pink,507,,Helicopter,,,,,,,,,,,,,ALOUETTE RIVER,47924,FRASER RIVER,1,Current,PKO,7389
