"CU","SiteName","popID","rtnYear","EstClass","MissEscCode","SumSpnEstimates_ADonly","SumSpnEstimates_ADinfilled","NatSpwnAD","NatSpwnJA","NatSpwnUNK","BroodStockAD","BroodStockJA","BroodStockUNK","TotRtnRiver","HatchOriginAD","HatchOriginJA","SumSpnEstimates_withJacks","SumSpnEstimates_pC","Comment","EstClassOrig"
"CK-32","BURMAN RIVER",41328,1999,"OtherSource","","2268","2268","2268","7","","","","","2406","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2000,"OtherSource","","149","149","149","2","","","","","214","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2001,"OtherSource","","96","96","96","41","","","","","148","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2002,"OtherSource","","464","464","440","6","","24","24","","446","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2003,"OtherSource","","768","768","571","5","","197","","","773","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2004,"OtherSource","","2615","2615","2389","20","","226","0","","2659","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2005,"OtherSource","","642","642","521","8","","121","0","","650","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2006,"OtherSource","","516","516","404","2","","112","0","","518","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2007,"OtherSource","","351","351","158","1","","193","2","","356","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2008,"OtherSource","","515","515","328","18","","187","11","","544","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2009,"OtherSource","","1800","1800","1500","60","","300","3","","1860","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2010,"OtherSource","","3025","3025","2825","0","","200","3","","3028","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2011,"RELATIVE ABUNDANCE (TYPE-3)","","2024","2024","2024","24","","0","0","","2048","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-32","BURMAN RIVER",41328,2012,"OtherSource","","1203","1203","1003","149","","200","12","","1364","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2013,"OtherSource","","8486","8486","8285","2","","201","2","","8547","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2014,"OtherSource","","2964","2964","2808","76","","156","9","","","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2015,"OtherSource","","6243","6243","6035","20","","208","0","","6312","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2016,"OtherSource","","10730","10730","10534","6","","196","0","","10762","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2017,"OtherSource","","1339","1339","1149","11","","190","1","","1367","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2018,"OtherSource","","3572","3572","3525","6","","47","0","","3585","","","","","","OtherSource"
"CK-32","BURMAN RIVER",41328,2019,"OtherSource","","1877","1877","1831","201","","46","0","","2095","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,1987,"OtherSource","","2587","2587","600","3","3","1987","2","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,1988,"OtherSource","","2988","2988","1000","13","13","1988","","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,1989,"OtherSource","","3989","3989","2000","","","1989","","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,1990,"OtherSource","","3990","3990","2000","","","1990","8","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,1991,"OtherSource","","2991","2991","1000","","","1991","","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,1992,"OtherSource","","4492","4492","2500","","","1992","","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,1995,"OtherSource","","750","750","750","","","","","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,1996,"OtherSource","","922","922","914","100","","8","","","1002","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,1997,"OtherSource","","1874","1874","1874","57","","","","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,1998,"OtherSource","","3880","3880","3880","","","","","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,1999,"INFILL","","","1132.58773875624","","","","","","","","","","","","","QualFiltered"
"CK-32","GOLD RIVER",41348,2000,"INFILL","","","598.792835700661","","","","","","","","","","","","","QualFiltered"
"CK-32","GOLD RIVER",41348,2001,"OtherSource","","272","272","272","","","","","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,2002,"OtherSource","","2154","2154","2000","","","154","1","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,2003,"OtherSource","","1","1","1","","","","","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,2004,"OtherSource","","2030","2030","2000","","","30","","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,2005,"OtherSource","","1004","1004","1000","0","","4","0","","1004","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,2006,"OtherSource","","1368","1368","1300","","","68","","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,2007,"INFILL","","","517.755809242164","","","","","","","","","","","","","QualFiltered"
"CK-32","GOLD RIVER",41348,2008,"OtherSource","","345","345","257","","","88","","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,2009,"OtherSource","","121","121","100","","","21","","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,2010,"INFILL","","","1122.39004330697","","","","","","","","","","","","","QualFiltered"
"CK-32","GOLD RIVER",41348,2011,"OtherSource","","1000","1000","918","0","","82","0","","1000","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,2012,"OtherSource","","982","982","800","0","","182","0","","982","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,2013,"OtherSource","","1746","1746","1580","0","","166","1","","1793","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,2014,"OtherSource","","2661","2661","2500","","","161","","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,2015,"OtherSource","","889","889","850","0","","39","0","","892","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,2016,"OtherSource","","2464","2464","2150","0","","314","0","","2521","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,2017,"OtherSource","","122","122","","","","122","","","","","","","","","OtherSource"
"CK-32","GOLD RIVER",41348,2018,"INFILL","","","985.265691877501","1556","0","","0","0","","1556","","","","","","QualFiltered"
"CK-32","GOLD RIVER",41348,2019,"OtherSource","","1667","1667","1410","0","","257","1","","1779","","","","","","OtherSource"
"CK-32","MUCHALAT RIVER",41364,2001,"TRUE ABUNDANCE (TYPE-1)","","10","","10","","","","","","","","","","","","TRUE ABUNDANCE (TYPE-1)"
"CK-32","MUCHALAT RIVER",41364,2002,"OtherSource","","540","","500","0","","40","0","","540","","","","","","OtherSource"
"CK-32","MUCHALAT RIVER",41364,2003,"OtherSource","","258","","250","","","8","","","","","","","","","OtherSource"
"CK-32","MUCHALAT RIVER",41364,2004,"OtherSource","","1203","","1200","","","3","","","","","","","","","OtherSource"
"CK-32","MUCHALAT RIVER",41364,2005,"OtherSource","","512","","500","","","12","","","","","","","","","OtherSource"
"CK-32","OKTWANCH RIVER",41373,1996,"QualFiltered","","","","14","","","","","","","","","","","","QualFiltered"
"CK-32","OKTWANCH RIVER",41373,2001,"TRUE ABUNDANCE (TYPE-1)","","12","","12","","","","","","","","","","","","TRUE ABUNDANCE (TYPE-1)"
"CK-32","OKTWANCH RIVER",41373,2015,"QualFiltered","","","","65","0","","0","0","","65","","","","","","QualFiltered"
"CK-32","OKTWANCH RIVER",41373,2016,"QualFiltered","","","","9","0","","0","0","","9","","","","","","QualFiltered"
"CK-32","OKTWANCH RIVER",41373,2017,"QualFiltered","","","","42","0","","0","0","","42","","","","","","QualFiltered"
"CK-32","KLEEPTEE CREEK",41393,1995,"OtherSource","","46","","46","13","","","","","","","","","","","OtherSource"
"CK-32","KLEEPTEE CREEK",41393,2002,"OtherSource","","247","","247","22","","","","","269","","","","","","OtherSource"
"CK-32","KLEEPTEE CREEK",41393,2003,"OtherSource","","75","","75","10","","","","","85","","","","","","OtherSource"
"CK-32","KLEEPTEE CREEK",41393,2004,"OtherSource","","39","","39","9","","","","","48","","","","","","OtherSource"
"CK-32","KLEEPTEE CREEK",41393,2006,"OtherSource","","32","","32","0","","0","0","","32","","","","","","OtherSource"
"CK-32","KLEEPTEE CREEK",41393,2007,"OtherSource","","11","","11","2","","0","0","","","","","","","","OtherSource"
"CK-32","KLEEPTEE CREEK",41393,2008,"OtherSource","","20","","20","8","","0","0","","","","","","","","OtherSource"
"CK-32","KLEEPTEE CREEK",41393,2009,"OtherSource","","60","","60","7","","","","","67","","","","","","OtherSource"
"CK-32","KLEEPTEE CREEK",41393,2010,"OtherSource","","280","","280","20","","","","","300","","","","","","OtherSource"
"CK-32","KLEEPTEE CREEK",41393,2011,"QualFiltered","","","","39","5","","0","0","","44","","","","","","QualFiltered"
"CK-32","KLEEPTEE CREEK",41393,2016,"QualFiltered","","","","23","10","","0","0","","33","","","","","","QualFiltered"
"CK-32","TLUPANA RIVER",41423,1984,"OtherSource","","65","","14","","","51","","","","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,1985,"OtherSource","","60","","60","","","","","","","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,1986,"OtherSource","","5","","","","","5","","","","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,1987,"OtherSource","","5","","","","","5","","","","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,1988,"OtherSource","","64","","15","","","49","","","","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,1989,"OtherSource","","50","","50","","","","","","","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,1990,"OtherSource","","347","","300","","","47","","","","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,1991,"OtherSource","","300","","300","","","","","","","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,1993,"OtherSource","","100","","100","","","","","","","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,1995,"OtherSource","","159","","141","1","","18","2","","","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,1996,"OtherSource","","34","","24","6","","10","","","42","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,1997,"OtherSource","","69","","69","3","","","","","","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,1998,"OtherSource","","73","","54","2","","19","1","1","75","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,1999,"OtherSource","","50","","50","15","","","","","","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,2000,"OtherSource","","94","","64","10","","30","","","104","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,2001,"OtherSource","","359","","328","15","","31","","","374","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,2002,"OtherSource","","1200","","1160","10","","40","","","1170","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,2003,"OtherSource","","334","","300","1","","34","0","","335","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,2004,"OtherSource","","474","","450","","","24","","","","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,2005,"OtherSource","","1037","","1000","0","","37","","","1037","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,2006,"OtherSource","","1045","","1000","4","","45","0","","1049","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,2007,"OtherSource","","318","","296","","","22","","","","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,2008,"OtherSource","","177","","150","0","","27","0","","177","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,2009,"OtherSource","","27","","8","2","","19","","","10","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,2010,"OtherSource","","65","","35","1","","30","1","","36","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,2011,"OtherSource","","30","","23","4","","7","0","","34","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,2012,"OtherSource","","56","","29","8","","27","7","","71","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,2013,"OtherSource","","978","","950","0","","28","0","","981","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,2014,"OtherSource","","2529","","2500","","","29","","","","","","","","","OtherSource"
"CK-32","TLUPANA RIVER",41423,2015,"QualFiltered","","","","502","0","","0","0","","502","","","","","","QualFiltered"
"CK-32","TLUPANA RIVER",41423,2016,"QualFiltered","","","","0","0","","0","0","","0","","","","","","QualFiltered"
"CK-32","TLUPANA RIVER",41423,2019,"QualFiltered","","","","31","0","","0","0","","31","","","","","","QualFiltered"
"CK-32","CONUMA RIVER",41438,1982,"OtherSource","","500","500","500","","","","","","","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1983,"OtherSource","","479","479","300","","","179","16","","","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1984,"OtherSource","","1223","1223","718","","","505","5","","","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1985,"OtherSource","","800","800","800","","","","","","","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1986,"OtherSource","","701","701","210","","","491","","","","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1987,"OtherSource","","2260","2260","1200","","","1060","","","","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1988,"OtherSource","","3590","3590","3000","","","590","","","","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1989,"OtherSource","","4849","4849","4000","","","849","26","","","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1990,"OtherSource","","12551","12551","10700","","","1851","132","","","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1991,"OtherSource","","16070","16070","15000","","","1070","28","","","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1992,"OtherSource","","24565","24565","22000","","","2565","","","","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1993,"OtherSource","","13145","13145","11500","","","1645","6","","","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1994,"OtherSource","","23162","23162","21018","","","2144","","","","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1995,"OtherSource","","23245","23245","21928","498","","1317","20","","23569","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1996,"OtherSource","","19422","19422","16313","161","","3109","36","","19583","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1997,"OtherSource","","20923","20923","18992","181","","1931","4","","20994","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1998,"OtherSource","","25511","25511","21865","36","","3646","4","","26347","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,1999,"OtherSource","","15686","15686","14195","1165","","1491","1","","16900","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2000,"OtherSource","","9969","9969","8645","734","","1324","34","","10704","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2001,"OtherSource","","16684","16684","14873","906","","1811","31","","17590","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2002,"OtherSource","","27376","27376","26210","210","","1166","10","","27596","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2003,"OtherSource","","34653","34653","32915","145","","1738","20","","34818","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2004,"OtherSource","","42106","42106","41053","","","1053","5","","41053","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2005,"OtherSource","","6986","6986","5831","293","","1155","42","","7321","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2006,"OtherSource","","23154","23154","22030","28","","1124","22","","23165","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2007,"OtherSource","","8765","8765","7736","184","","1029","60","","9009","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2008,"OtherSource","","13426","13426","11786","272","","1640","65","","13763","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2009,"OtherSource","","18290","18290","17000","465","","1290","58","","17465","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2010,"OtherSource","","18068","18068","14940","38","","3128","0","","17000","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2011,"OtherSource","","22792","22792","21276","455","","1516","0","","23255","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2012,"OtherSource","","6287","6287","4875","529","","1412","133","","6949","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2013,"OtherSource","","62096","62096","60760","66","","1336","4","","62324","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2014,"OtherSource","","16506","16506","15000","5000","","1506","1","","21681","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2015,"OtherSource","","39892","39892","38178","1538","","1714","2","","41567","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2016,"OtherSource","","32018","32018","30387","1171","","1631","3","","38402","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2017,"OtherSource","","13861","13861","12161","858","","1700","54","","25021","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2018,"OtherSource","","11701","11701","9943","102","","1758","0","","11877","","","","","","OtherSource"
"CK-32","CONUMA RIVER",41438,2019,"OtherSource","","6589","6589","4962","24","","1627","5","","9224","","","","","","OtherSource"
"CK-32","CANTON CREEK",41448,1993,"OtherSource","","800","","800","","","","","","","","","","","","OtherSource"
"CK-32","CANTON CREEK",41448,1995,"OtherSource","","1615","","1615","25","","","","","","","","","","","OtherSource"
"CK-32","CANTON CREEK",41448,1996,"OtherSource","","398","","398","16","","","","","","","","","","","OtherSource"
"CK-32","CANTON CREEK",41448,1997,"OtherSource","","140","","140","5","","","","","","","","","","","OtherSource"
"CK-32","CANTON CREEK",41448,1998,"OtherSource","","620","","620","","","","","","","","","","","","OtherSource"
"CK-32","CANTON CREEK",41448,1999,"OtherSource","","140","","140","24","","","","","","","","","","","OtherSource"
"CK-32","CANTON CREEK",41448,2000,"OtherSource","","973","","973","54","","","","","","","","","","","OtherSource"
"CK-32","CANTON CREEK",41448,2001,"OtherSource","","456","","456","59","","","","","","","","","","","OtherSource"
"CK-32","CANTON CREEK",41448,2007,"OtherSource","","102","","102","4","","0","0","","","","","","","","OtherSource"
"CK-32","CANTON CREEK",41448,2009,"OtherSource","","170","","170","13","","","","","183","","","","","","OtherSource"
"CK-32","CANTON CREEK",41448,2010,"OtherSource","","355","","347","3","","8","0","","358","","","","","","OtherSource"
"CK-32","CANTON CREEK",41448,2011,"RELATIVE ABUNDANCE (TYPE-3)","","2150","","2150","96","","0","0","","2246","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-32","CANTON CREEK",41448,2012,"QualFiltered","","","","823","33","","0","0","","856","","","","","","QualFiltered"
"CK-32","CANTON CREEK",41448,2013,"QualFiltered","","","","3000","0","","0","0","","3000","","","","","","QualFiltered"
"CK-32","CANTON CREEK",41448,2016,"RELATIVE ABUNDANCE (TYPE-4)","","9824","","9824","818","","0","0","","10642","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-32","CANTON CREEK",41448,2017,"RELATIVE ABUNDANCE (TYPE-3)","","207","","207","27","","0","0","","234","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-32","SUCWOA RIVER",41458,1984,"OtherSource","","135","","48","","","87","","","","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,1986,"OtherSource","","14","","","","","14","","","","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,1988,"OtherSource","","39","","30","","","9","","","","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,1991,"OtherSource","","10","","10","","","","","","","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,1995,"OtherSource","","442","","442","2","","","","","","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,1996,"OtherSource","","316","","300","6","","16","","","344","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,1997,"OtherSource","","52","","52","2","","","","","","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,1998,"OtherSource","","16","","16","","","","","","","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,1999,"OtherSource","","67","","67","15","","","","","","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,2000,"OtherSource","","215","","196","13","","19","","","228","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,2001,"OtherSource","","110","","110","11","","","","","","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,2002,"OtherSource","","40","","37","0","","3","","","40","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,2003,"OtherSource","","2","","2","0","","","","","2","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,2004,"OtherSource","","325","","300","","","25","","","","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,2005,"OtherSource","","43","","36","","","7","","","43","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,2006,"OtherSource","","227","","202","","","25","","","","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,2007,"OtherSource","","150","","122","0","","28","0","","150","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,2008,"OtherSource","","78","","70","0","","8","2","","80","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,2009,"OtherSource","","10","","1","3","","9","","","4","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,2010,"OtherSource","","24","","6","0","","18","","","6","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,2011,"RELATIVE ABUNDANCE (TYPE-3)","","232","","232","63","","0","0","","295","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-32","SUCWOA RIVER",41458,2012,"OtherSource","","40","","36","6","","4","2","","48","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,2013,"OtherSource","","26","","26","0","","0","0","","26","","","","","","OtherSource"
"CK-32","SUCWOA RIVER",41458,2014,"OtherSource","","23","","23","0","","0","0","","23","","","","","","OtherSource"
"CK-32","DESERTED CREEK",41468,1998,"OtherSource","","1","","1","","","","","","","","","","","","OtherSource"
"CK-32","DESERTED CREEK",41468,2001,"OtherSource","","3","","3","","","","","","","","","","","","OtherSource"
"CK-32","DESERTED CREEK",41468,2006,"OtherSource","","2","","2","0","","0","0","","2","","","","","","OtherSource"
"CK-32","HOISS CREEK",41478,1998,"OtherSource","","1","","1","","","","","","","","","","","","OtherSource"
"CK-32","HOISS CREEK",41478,2001,"OtherSource","","4","","4","","","","","","","","","","","","OtherSource"
"CK-32","HOISS CREEK",41478,2002,"OtherSource","","32","","32","3","","","","","35","","","","","","OtherSource"
"CK-32","HOISS CREEK",41478,2003,"OtherSource","","2","","2","0","","","","","2","","","","","","OtherSource"
"CK-32","HOISS CREEK",41478,2004,"OtherSource","","5","","5","0","","","","","5","","","","","","OtherSource"
"CK-32","HOISS CREEK",41478,2008,"OtherSource","","2","","2","4","","0","0","","","","","","","","OtherSource"
"CK-32","HOISS CREEK",41478,2010,"OtherSource","","21","","21","1","","","","","22","","","","","","OtherSource"
"CK-32","HOISS CREEK",41478,2011,"QualFiltered","","","","1","3","","0","0","","4","","","","","","QualFiltered"
"CK-32","TSOWWIN RIVER",41488,1995,"OtherSource","","4","","4","","","","","","","","","","","","OtherSource"
"CK-32","TSOWWIN RIVER",41488,1996,"OtherSource","","4","","4","29","","","","","","","","","","","OtherSource"
"CK-32","TSOWWIN RIVER",41488,1997,"OtherSource","","16","","16","","","","","","","","","","","","OtherSource"
"CK-32","TSOWWIN RIVER",41488,1998,"OtherSource","","2","","2","","","","","","","","","","","","OtherSource"
"CK-32","TSOWWIN RIVER",41488,1999,"OtherSource","","2","","2","","","","","","","","","","","","OtherSource"
"CK-32","TSOWWIN RIVER",41488,2000,"OtherSource","","3","","3","1","","","","","4","","","","","","OtherSource"
"CK-32","TSOWWIN RIVER",41488,2001,"OtherSource","","4","","4","3","","","","","","","","","","","OtherSource"
"CK-32","TSOWWIN RIVER",41488,2002,"OtherSource","","23","","23","0","","","","","23","","","","","","OtherSource"
"CK-32","TSOWWIN RIVER",41488,2007,"OtherSource","","5","","5","0","","0","0","","","","","","","","OtherSource"
"CK-32","TSOWWIN RIVER",41488,2008,"OtherSource","","2","","2","1","","0","0","","","","","","","","OtherSource"
"CK-32","TSOWWIN RIVER",41488,2010,"OtherSource","","2","","2","2","","","","","4","","","","","","OtherSource"
"CK-32","TSOWWIN RIVER",41488,2011,"QualFiltered","","","","3","1","","0","0","","4","","","","","","QualFiltered"
"CK-32","TSOWWIN RIVER",41488,2013,"QualFiltered","","","","31","1","","0","0","","32","","","","","","QualFiltered"
"CK-32","TSOWWIN RIVER",41488,2014,"QualFiltered","","","","39","0","","0","0","","","","","","","","QualFiltered"
"CK-32","LEINER RIVER",41498,1995,"OtherSource","","402","402","402","75","","","","","487","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,1996,"OtherSource","","721","721","683","17","","38","","","732","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,1997,"OtherSource","","503","503","503","9","","","","","525","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,1998,"OtherSource","","344","344","344","1","","","","","381","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,1999,"OtherSource","","762","762","762","15","","","","","837","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2000,"OtherSource","","132","132","132","13","","","","","145","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2001,"OtherSource","","394","394","394","29","","","","","","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2002,"OtherSource","","944","944","944","18","","","","","962","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2003,"OtherSource","","401","401","401","7","","","","","408","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2004,"RELATIVE ABUNDANCE (TYPE-3)","","702","702","702","15","","0","0","","717","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-32","LEINER RIVER",41498,2005,"OtherSource","","325","325","325","16","","","","","341","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2006,"OtherSource","","177","177","133","2","","44","0","0","179","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2007,"RELATIVE ABUNDANCE (TYPE-3)","","180","180","142","2","","38","0","0","182","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-32","LEINER RIVER",41498,2008,"RELATIVE ABUNDANCE (TYPE-4)","","274","274","214","17","","60","0","0","291","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-32","LEINER RIVER",41498,2009,"OtherSource","","730","730","678","59","","52","","","789","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2010,"OtherSource","","430","430","430","5","","","","","435","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2011,"OtherSource","","392","392","392","2","","0","0","0","394","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2012,"OtherSource","","635","635","566","54","","69","0","","689","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2013,"OtherSource","","477","477","358","15","","119","0","","494","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2014,"OtherSource","","341","341","303","40","","38","0","","","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2015,"OtherSource","","923","923","797","84","","126","0","","984","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2016,"OtherSource","","1609","1609","1466","150","","143","0","","1773","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2017,"OtherSource","","1860","1860","1759","105","","101","0","","1965","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2018,"OtherSource","","750","750","695","46","","55","0","","858","","","","","","OtherSource"
"CK-32","LEINER RIVER",41498,2019,"OtherSource","","848","848","641","25","","207","0","","764","","","","","","OtherSource"
