"CU","SiteName","popID","rtnYear","EstClass","MissEscCode","SumSpnEstimates_ADonly","SumSpnEstimates_ADinfilled","NatSpwnAD","NatSpwnJA","NatSpwnUNK","BroodStockAD","BroodStockJA","BroodStockUNK","TotRtnRiver","HatchOriginAD","HatchOriginJA","SumSpnEstimates_withJacks","SumSpnEstimates_pC","Comment","EstClassOrig"
"CK-25","NANAIMO RIVER",51519,1986,"OtherSource","","562","562","400","","","162","13","","715","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,1987,"OtherSource","","477","477","230","","","247","8","","618","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,1988,"OtherSource","","702","702","434","1053","1053","268","268","","1755","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,1989,"OtherSource","","1198","1198","980","1350","1350","218","7","","2550","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,1990,"OtherSource","","1010","1010","921","710","710","89","31","","1720","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,1991,"OtherSource","","935","935","800","","","135","62","","999","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,1992,"OtherSource","","1048","1048","800","802","802","248","112","","","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,1993,"OtherSource","","719","719","550","286","286","169","25","","740","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,1994,"OtherSource","","491","491","300","400","400","191","290","","940","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,1995,"OtherSource","","1913","1913","1592","3236","","321","158","","5277","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,1996,"OtherSource","","1259","1259","990","888","","269","92","","2542","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,1997,"OtherSource","","690","690","638","173","","52","24","","887","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,1998,"OtherSource","","1288","1288","1011","599","","277","30","","1891","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,1999,"OtherSource","","2163","2163","1920","280","","243","1","","2515","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2000,"OtherSource","","848","848","596","992","","252","12","","1908","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2001,"OtherSource","","1544","1544","1277","1385","","267","12","","3034","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2002,"OtherSource","","1155","1155","946","644","","209","36","","2030","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2003,"OtherSource","","1462","1462","1378","772","","84","48","","2330","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2004,"OtherSource","","2026","2026","1891","190","","135","14","","2450","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2005,"OtherSource","","1425","1425","1239","487","","186","58","","2920","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2006,"OtherSource","","1923","1923","1723","2716","","200","24","","5305","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2007,"OtherSource","","2317","2317","2222","1931","","95","29","","4522","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2008,"OtherSource","","2483","2483","2281","843","","202","27","","4096","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2009,"OtherSource","","1470","1470","1319","580","","151","50","","2549","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2010,"RELATIVE ABUNDANCE (TYPE-3)","","2151","2151","1989","997","","162","43","","3241","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-25","NANAIMO RIVER",51519,2011,"OtherSource","","3577","3577","3385","1394","","192","19","","4990","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2012,"OtherSource","","1043","1043","855","405","","188","17","","1714","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2013,"OtherSource","","2305","2305","2178","1821","","127","46","","4148","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2014,"OtherSource","","1664","1664","1564","472","","100","11","","2169","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2015,"OtherSource","","3105","3105","2965","1841","","140","15","","5023","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2016,"OtherSource","","1897","1897","1798","2965","","99","6","","4964","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2017,"OtherSource","","2101","2101","1950","1964","","151","22","","4211","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2018,"OtherSource","","2928","2928","2679","1103","","249","6","","4074","","","","","","OtherSource"
"CK-25","NANAIMO RIVER",51519,2019,"OtherSource","","2709","2709","2525","2248","","184","31","","5142","","","","","","OtherSource"
"CK-25","HASLAM CREEK",51528,1995,"QualFiltered","","","","100","","","","","","","","","","","","QualFiltered"
"CK-25","HASLAM CREEK",51528,1996,"QualFiltered","","","","30","","","","","","","","","","","","QualFiltered"
"CK-25","HASLAM CREEK",51528,1998,"QualFiltered","","","","4","","","","","","","","","","","","QualFiltered"
"CK-25","HASLAM CREEK",51528,2000,"QualFiltered","","","","","1","","","","","","","","","","","QualFiltered"
"CK-25","HASLAM CREEK",51528,2002,"RELATIVE ABUNDANCE (TYPE-3)","","1","","1","0","","","","","1","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-25","HASLAM CREEK",51528,2003,"RELATIVE ABUNDANCE (TYPE-3)","","147","","147","51","","","","","198","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-27","TSABLE RIVER",52058,1999,"OtherSource","","75","","75","10","","","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-UPPER",52108,1996,"QualFiltered","","","","42","","","","","","","","","","","","QualFiltered"
"CK-31","KENNEDY RIVER-UPPER",52108,1999,"QualFiltered","","","","24","","","","","","","","","","","","QualFiltered"
"CK-31","KENNEDY RIVER-UPPER",52108,2000,"TRUE ABUNDANCE (TYPE-1)","","42","","42","","","","","","","","","","","","TRUE ABUNDANCE (TYPE-1)"
"CK-31","KENNEDY RIVER-UPPER",52108,2001,"TRUE ABUNDANCE (TYPE-1)","","43","","43","1","","","","","","","","","","","TRUE ABUNDANCE (TYPE-1)"
"CK-31","KENNEDY RIVER-UPPER",52108,2002,"RELATIVE ABUNDANCE (TYPE-3)","","13","","13","0","","","","","13","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-31","KENNEDY RIVER-UPPER",52108,2003,"RELATIVE ABUNDANCE (TYPE-4)","","25","","25","0","","","","","25","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-31","KENNEDY RIVER-UPPER",52108,2004,"RELATIVE ABUNDANCE (TYPE-4)","","13","","13","1","","","","","14","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-31","KENNEDY RIVER-UPPER",52108,2006,"RELATIVE ABUNDANCE (TYPE-4)","","1","","1","0","","0","0","","1","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-31","KENNEDY RIVER-UPPER",52108,2007,"RELATIVE ABUNDANCE (TYPE-4)","","8","","8","0","","0","0","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-31","KENNEDY RIVER-UPPER",52108,2008,"QualFiltered","","","","22","2","","0","0","","","","","","","","QualFiltered"
"CK-31","KENNEDY RIVER-UPPER",52108,2009,"QualFiltered","","","","16","1","","","","","17","","","","","","QualFiltered"
"CK-31","KENNEDY RIVER-UPPER",52108,2010,"QualFiltered","","","","9","2","","","","","11","","","","","","QualFiltered"
"CK-31","KENNEDY RIVER-UPPER",52108,2011,"QualFiltered","","","","11","2","","0","0","","13","","","","","","QualFiltered"
"CK-31","KENNEDY RIVER-UPPER",52108,2013,"QualFiltered","","","","16","0","","0","0","","16","","","","","","QualFiltered"
"CK-31","KENNEDY RIVER-UPPER",52108,2019,"QualFiltered","","","","6","0","","","","","6","","","","","","QualFiltered"
"CK-31","KENNEDY RIVER-LOWER",52118,1982,"OtherSource","","6","","","","","6","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,1986,"OtherSource","","6","","","","","6","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,1987,"OtherSource","","267","","200","","","67","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,1988,"OtherSource","","397","","300","","","97","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,1989,"OtherSource","","397","","300","","","97","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,1990,"OtherSource","","105","","","","","105","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,1995,"OtherSource","","40","","40","2","","","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,1997,"OtherSource","","1200","","1200","","","","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,2000,"OtherSource","","342","","342","","","","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,2002,"OtherSource","","274","","","","","274","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,2004,"OtherSource","","161","","","","","161","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,2005,"OtherSource","","301","","","","","301","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,2012,"OtherSource","","1050","","900","","","150","150","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,2013,"OtherSource","","924","","800","","","124","3","","127","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,2015,"OtherSource","","116","","","","","116","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,2016,"OtherSource","","112","","","","","112","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,2017,"OtherSource","","20","","","","","20","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,2018,"OtherSource","","42","","","","","42","","","","","","","","","OtherSource"
"CK-31","KENNEDY RIVER-LOWER",52118,2019,"OtherSource","","14","","","","","14","","","","","","","","","OtherSource"
"CK-31","CLAYOQUOT RIVER-LOWER",52153,1995,"QualFiltered","","","","22","2","","","","","","","","","","","QualFiltered"
"CK-31","CLAYOQUOT RIVER-LOWER",52153,1996,"QualFiltered","","","","4","","","","","","","","","","","","QualFiltered"
"CK-31","CLAYOQUOT RIVER-UPPER",52163,1996,"QualFiltered","","","","8","","","","","","","","","","","","QualFiltered"
"CK-31","CLAYOQUOT RIVER-UPPER",52163,1999,"QualFiltered","","","","22","1","","","","","","","","","","","QualFiltered"
"CK-31","CLAYOQUOT RIVER-UPPER",52163,2001,"TRUE ABUNDANCE (TYPE-1)","","6","","6","","","","","","","","","","","","TRUE ABUNDANCE (TYPE-1)"
"CK-31","CLAYOQUOT RIVER-UPPER",52163,2002,"RELATIVE ABUNDANCE (TYPE-4)","","1","","1","","","","","","1","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-31","TOFINO CREEK",52208,1996,"OtherSource","","8","","8","","","","","","","","","","","","OtherSource"
"CK-31","TOFINO CREEK",52208,2009,"OtherSource","","5","","5","","","","","","5","","","","","","OtherSource"
"CK-31","TOFINO CREEK",52208,2013,"QualFiltered","","","","2","0","","0","0","","2","","","","","","QualFiltered"
"CK-31","TOFINO CREEK",52208,2017,"QualFiltered","","","","0","0","","0","0","","0","","","","","","QualFiltered"
"CK-31","TOFINO CREEK",52208,2018,"RELATIVE ABUNDANCE (TYPE-4)","","1","","1","0","","0","0","","1","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-31","TOFINO CREEK",52208,2019,"RELATIVE ABUNDANCE (TYPE-4)","","2","","2","0","","0","0","","2","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-31","TRANQUIL CREEK",52218,1995,"OtherSource","","450","450","450","","","","","","","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,1996,"OtherSource","","650","650","650","","","","","","","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,1997,"OtherSource","","825","825","825","","","","","","","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,1998,"OtherSource","","800","800","800","","","","","","","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,1999,"OtherSource","","751","751","751","","","","","","","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2000,"OtherSource","","1827","1827","1781","50","50","46","0","","1877","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2001,"OtherSource","","2080","2080","2080","17","","","","","","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2002,"OtherSource","","190","190","190","22","","","","","212","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2003,"OtherSource","","1775","1775","1775","5","","","","","1780","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2004,"OtherSource","","1127","1127","1127","68","","","","","1195","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2005,"OtherSource","","635","635","635","3","","","","","638","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2006,"OtherSource","","414","414","414","5","","0","0","","419","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2007,"OtherSource","","253","253","253","7","","0","0","","","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2008,"OtherSource","","215","215","215","5","","0","0","","","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2009,"OtherSource","","206","206","206","3","","","","","209","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2010,"OtherSource","","225","225","225","9","","","","","234","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2011,"RELATIVE ABUNDANCE (TYPE-3)","","221","221","221","140","","0","0","","361","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-31","TRANQUIL CREEK",52218,2012,"OtherSource","","276","276","262","21","","14","0","","289","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2013,"OtherSource","","712","712","684","1","","28","0","","697","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2014,"RELATIVE ABUNDANCE (TYPE-3)","","219","219","219","25","","0","0","","244","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-31","TRANQUIL CREEK",52218,2015,"RELATIVE ABUNDANCE (TYPE-3)","","199","199","199","25","","0","0","","224","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-31","TRANQUIL CREEK",52218,2016,"OtherSource","","311","311","309","10","","2","0","","321","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2017,"OtherSource","","146","146","119","3","","27","0","","149","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2018,"OtherSource","","112","112","88","2","","24","0","","116","","","","","","OtherSource"
"CK-31","TRANQUIL CREEK",52218,2019,"RELATIVE ABUNDANCE (TYPE-3)","","71","71","71","15","","0","0","","86","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-31","WARN BAY CREEK",52228,1995,"OtherSource","","10","","10","","","","","","","","","","","","OtherSource"
"CK-31","WARN BAY CREEK",52228,1996,"OtherSource","","2","","2","","","","","","","","","","","","OtherSource"
"CK-31","WARN BAY CREEK",52228,2003,"OtherSource","","20","","20","1","","","","","21","","","","","","OtherSource"
"CK-31","WARN BAY CREEK",52228,2004,"OtherSource","","7","","7","0","","","","","7","","","","","","OtherSource"
"CK-31","WARN BAY CREEK",52228,2007,"OtherSource","","13","","13","2","","0","0","","","","","","","","OtherSource"
"CK-31","WARN BAY CREEK",52228,2008,"OtherSource","","3","","3","0","","0","0","","","","","","","","OtherSource"
"CK-31","WARN BAY CREEK",52228,2009,"OtherSource","","6","","6","2","","","","","8","","","","","","OtherSource"
"CK-31","WARN BAY CREEK",52228,2010,"OtherSource","","26","","26","6","","","","","32","","","","","","OtherSource"
"CK-31","WARN BAY CREEK",52228,2011,"QualFiltered","","","","42","15","","0","0","","57","","","","","","QualFiltered"
"CK-31","WARN BAY CREEK",52228,2013,"QualFiltered","","","","16","3","","0","0","","19","","","","","","QualFiltered"
"CK-31","WARN BAY CREEK",52228,2015,"QualFiltered","","","","57","6","","0","0","","63","","","","","","QualFiltered"
"CK-31","WARN BAY CREEK",52228,2016,"QualFiltered","","","","26","2","","0","0","","28","","","","","","QualFiltered"
"CK-31","WARN BAY CREEK",52228,2017,"QualFiltered","","","","17","1","","0","0","","18","","","","","","QualFiltered"
"CK-31","WARN BAY CREEK",52228,2018,"RELATIVE ABUNDANCE (TYPE-4)","","7","","7","0","","0","0","","7","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-31","WARN BAY CREEK",52228,2019,"RELATIVE ABUNDANCE (TYPE-4)","","4","","4","0","","0","0","","4","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-31","CYPRE RIVER",52338,1995,"OtherSource","","6","6","6","","","","","","","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,1996,"OtherSource","","10","10","10","","","","","","","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,1997,"OtherSource","","15","15","15","","","","","","","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,1998,"OtherSource","","20","20","20","","","","","","","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,1999,"OtherSource","","10","10","10","","","","","","","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,2000,"INFILL","","","279.060705491308","","","","","","","","","","","","","QualFiltered"
"CK-31","CYPRE RIVER",52338,2001,"OtherSource","","641","641","641","20","","","","","","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,2002,"OtherSource","","32","32","32","18","","","","","50","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,2003,"OtherSource","","500","500","500","3","","","","","503","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,2004,"OtherSource","","490","490","490","8","","","","","498","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,2005,"OtherSource","","500","500","500","","","0","0","","500","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,2006,"OtherSource","","422","422","422","8","","0","0","","430","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,2007,"OtherSource","","869","869","869","49","","0","0","","","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,2008,"OtherSource","","449","449","449","4","","0","0","","","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,2009,"OtherSource","","245","245","245","75","","","","","320","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,2010,"OtherSource","","440","440","440","9","","","","","449","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,2011,"OtherSource","","1426","1426","1326","238","","100","0","","1564","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,2012,"OtherSource","","733","733","663","63","","70","0","","754","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,2013,"OtherSource","","3674","3674","3630","58","","44","0","","3710","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,2014,"RELATIVE ABUNDANCE (TYPE-4)","","1223","1223","1223","183","","0","0","","1406","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-31","CYPRE RIVER",52338,2015,"OtherSource","","2634","2634","2584","53","","50","0","","2674","","","","","","OtherSource"
"CK-31","CYPRE RIVER",52338,2016,"RELATIVE ABUNDANCE (TYPE-4)","","1253","1253","1253","4","","0","0","","1257","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-31","CYPRE RIVER",52338,2017,"RELATIVE ABUNDANCE (TYPE-4)","","219","219","219","11","","0","0","","230","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-31","CYPRE RIVER",52338,2018,"RELATIVE ABUNDANCE (TYPE-4)","","353","353","353","1","","0","0","","354","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-31","CYPRE RIVER",52338,2019,"RELATIVE ABUNDANCE (TYPE-3)","","333","333","333","4","","0","0","","337","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-29","NAHWITTI RIVER",52528,1998,"QualFiltered","","","","10","","","","","","","","","","","","QualFiltered"
"CK-29","QUATSE RIVER",52573,1992,"OtherSource","","2","","2","2","","","","","","","","","","","OtherSource"
"CK-29","QUATSE RIVER",52573,1995,"OtherSource","","55","","50","2","","5","3","","","","","","","","OtherSource"
"CK-29","QUATSE RIVER",52573,1996,"OtherSource","","61","","50","15","","11","2","","","","","","","","OtherSource"
"CK-29","QUATSE RIVER",52573,1997,"OtherSource","","10","","8","2","","2","1","","","","","","","","OtherSource"
"CK-29","QUATSE RIVER",52573,1998,"OtherSource","","10","","10","15","","","","","37","","","","","","OtherSource"
"CK-29","QUATSE RIVER",52573,1999,"OtherSource","","50","","50","","","","","","","","","","","","OtherSource"
"CK-29","QUATSE RIVER",52573,2001,"OtherSource","","20","","20","","","0","","","20","","","","","","OtherSource"
"CK-29","QUATSE RIVER",52573,2002,"OtherSource","","3","","0","","","3","","","3","","","","","","OtherSource"
"CK-29","QUATSE RIVER",52573,2003,"OtherSource","","1","","1","2","","0","0","","3","","","","","","OtherSource"
"CK-29","QUATSE RIVER",52573,2004,"OtherSource","","14","","10","","","4","0","","14","","","","","","OtherSource"
"CK-29","QUATSE RIVER",52573,2005,"OtherSource","","98","","76","","","22","","","98","","","","","","OtherSource"
"CK-29","QUATSE RIVER",52573,2006,"OtherSource","","3","","3","","","0","0","","3","","","","","","OtherSource"
"CK-29","CLUXEWE RIVER",52603,1988,"OtherSource","","1","","","","","1","","","","","","","","","OtherSource"
"CK-29","CLUXEWE RIVER",52603,1996,"OtherSource","","10","","10","","","","","","","","","","","","OtherSource"
"CK-29","CLUXEWE RIVER",52603,1998,"OtherSource","","10","","10","","","","","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,1985,"OtherSource","","3182","3182","3000","","","182","","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,1986,"OtherSource","","910","910","700","","","210","","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,1987,"OtherSource","","3014","3014","3000","","","14","","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,1988,"OtherSource","","1626","1626","1500","","","126","","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,1989,"OtherSource","","4033","4033","3850","","","183","","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,1990,"OtherSource","","1200","1200","1077","","","123","","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,1991,"OtherSource","","1902","1902","1800","","","102","","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,1992,"OtherSource","","3563","3563","3400","1","1","163","","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,1993,"OtherSource","","515","515","350","","","165","","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,1994,"OtherSource","","70","70","23","","","47","","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,1995,"OtherSource","","368","368","300","","","68","5","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,1996,"OtherSource","","300","300","300","","","","","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,1997,"OtherSource","","350","350","350","25","","","","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,1998,"OtherSource","","450","450","450","","","","","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,1999,"OtherSource","","640","640","640","","","","","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2000,"OtherSource","","350","350","350","","","","","","","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2001,"OtherSource","","365","365","365","","","","","","365","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2002,"OtherSource","","570","570","570","","","","","","570","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2003,"OtherSource","","385","385","385","","","","","","385","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2004,"OtherSource","","912","912","855","","","57","0","","967","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2005,"OtherSource","","500","500","500","","","","","","500","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2006,"OtherSource","","500","500","500","","","0","","","500","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2007,"OtherSource","","453","453","453","","","","","","453","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2008,"OtherSource","","502","502","502","","","","","","502","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2009,"OtherSource","","742","742","735","","","7","","","742","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2010,"OtherSource","","543","543","450","","","93","","","543","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2011,"OtherSource","","675","675","600","20","","75","","","720","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2012,"OtherSource","","2446","2446","2313","","","133","","","2446","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2013,"OtherSource","","2570","2570","2511","","","59","","","2589","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2014,"OtherSource","","2409","2409","2269","","","140","","","2400","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2015,"OtherSource","","1447","1447","1288","","","159","0","","1451","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2016,"OtherSource","","1994","1994","1872","","","122","","","1996","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2017,"OtherSource","","1004","1004","935","","","69","","","1017","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2018,"OtherSource","","872","872","855","0","","17","0","","872","","","","","","OtherSource"
"CK-29","NIMPKISH RIVER",52633,2019,"OtherSource","","2300","2300","2134","0","","166","0","","","","","","","","OtherSource"
"CK-29","KOKISH RIVER",52663,1996,"OtherSource","","25","","25","","","","","","25","","","","","","OtherSource"
"CK-29","KOKISH RIVER",52663,1997,"OtherSource","","20","","20","","","","","","","","","","","","OtherSource"
"CK-29","KOKISH RIVER",52663,2000,"OtherSource","","30","","30","","","","","","","","","","","","OtherSource"
"CK-29","KOKISH RIVER",52663,2002,"OtherSource","","18","","18","","","","","","18","","","","","","OtherSource"
"CK-29","KOKISH RIVER",52663,2003,"OtherSource","","4","","4","","","","","","4","","","","","","OtherSource"
"CK-29","KOKISH RIVER",52663,2004,"OtherSource","","10","","10","","","","","","10","","","","","","OtherSource"
"CK-29","KOKISH RIVER",52663,2012,"RELATIVE ABUNDANCE (TYPE-3)","","30","","30","0","","0","0","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-29","KOKISH RIVER",52663,2014,"QualFiltered","","","","","0","","0","0","","","","","","","","QualFiltered"
"CK-29","KOKISH RIVER",52663,2015,"RELATIVE ABUNDANCE (TYPE-4)","","6","","6","0","","0","0","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-29","KOKISH RIVER",52663,2016,"QualFiltered","","","","2","","","","","","2","","","","","","QualFiltered"
"CK-29","KOKISH RIVER",52663,2018,"RELATIVE ABUNDANCE (TYPE-3)","","6","","6","1","","0","0","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-29","KOKISH RIVER",52663,2019,"OtherSource","","2","","","","","2","","","","","","","","","OtherSource"
"CK-29","TSITIKA RIVER",52678,1998,"OtherSource","","1","","1","","","","","","","","","","","","OtherSource"
"CK-29","TSITIKA RIVER",52678,2016,"QualFiltered","","","","3","","","","","","3","","","","","","QualFiltered"
"CK-29","ADAM RIVER",52698,1999,"INFILL","","","175.295473903288","","","","","","","","","","","","","QualFiltered"
"CK-29","ADAM RIVER",52698,2000,"INFILL","","","181.281490472568","","","","","","","","","","","","","QualFiltered"
