"popID","rtnYear","EstClass","MissEscCode","SumSpnEstimates_ADonly","SumSpnEstimates_ADinfilled","NatSpwnAD","NatSpwnJA","NatSpwnUNK","BroodStockAD","BroodStockJA","BroodStockUNK","TotRtnRiver","HatchOriginAD","HatchOriginJA","SumSpnEstimates_withJacks","SumSpnEstimates_pC","Comment"
40488,1995,"QualFiltered",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40488,2021,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
40518,1995,"OtherSource",NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40518,1999,"OtherSource",NA,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40518,2000,"OtherSource",NA,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40518,2001,"OtherSource",NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40518,2015,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
40518,2017,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
40548,1984,"QualFiltered",NA,NA,NA,750,NA,NA,NA,NA,NA,750,NA,NA,NA,NA,NA
40548,1997,"RELATIVE ABUNDANCE (TYPE-4)",NA,360,NA,360,0,NA,NA,NA,NA,360,NA,NA,NA,NA,NA
40548,1998,"QualFiltered",NA,NA,NA,500,0,NA,NA,NA,NA,500,NA,NA,NA,NA,NA
40548,2001,"RELATIVE ABUNDANCE (TYPE-4)",NA,335,NA,335,17,NA,NA,NA,NA,352,NA,NA,NA,NA,NA
40548,2002,"QualFiltered",NA,NA,NA,1000,2,NA,NA,NA,NA,1002,NA,NA,NA,NA,NA
40583,2001,"TRUE ABUNDANCE (TYPE-1)",NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40593,2016,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
40593,2017,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
40593,2018,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
40608,1995,"OtherSource",NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40608,2015,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
40608,2016,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
40608,2017,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
40608,2018,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
40618,1995,"OtherSource",NA,212,NA,212,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40618,1996,"OtherSource",NA,232,NA,232,236,NA,NA,NA,NA,482,NA,NA,NA,NA,NA
40618,1997,"OtherSource",NA,236,NA,236,33,NA,NA,NA,NA,275,NA,NA,NA,NA,NA
40618,1998,"TRUE ABUNDANCE (TYPE-1)",NA,1013,NA,739,253,NA,274,NA,NA,1266,NA,NA,NA,NA,NA
40618,1999,"OtherSource",NA,688,NA,688,6,NA,NA,NA,NA,937,NA,NA,NA,NA,NA
40618,2000,"OtherSource",NA,68,NA,68,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40618,2001,"OtherSource",NA,213,NA,213,184,NA,NA,NA,NA,409,NA,NA,NA,NA,NA
40618,2002,"OtherSource",NA,541,NA,319,92,NA,222,14,NA,623,NA,NA,NA,NA,NA
40618,2003,"OtherSource",NA,668,NA,630,79,NA,38,0,NA,739,NA,NA,NA,NA,NA
40618,2004,"OtherSource",NA,1221,NA,1192,63,NA,29,0,NA,1284,NA,NA,NA,NA,NA
40618,2005,"OtherSource",NA,159,NA,159,38,NA,0,0,NA,197,NA,NA,NA,NA,NA
40618,2006,"OtherSource",NA,485,NA,351,62,NA,134,2,NA,549,NA,NA,NA,NA,NA
40618,2007,"OtherSource",NA,166,NA,166,36,NA,0,0,NA,NA,NA,NA,NA,NA,NA
40618,2008,"RELATIVE ABUNDANCE (TYPE-4)",NA,154,NA,140,16,NA,14,0,NA,170,NA,NA,NA,NA,NA
40618,2009,"OtherSource",NA,100,NA,100,10,NA,NA,NA,NA,110,NA,NA,NA,NA,NA
40618,2010,"RELATIVE ABUNDANCE (TYPE-3)",NA,470,NA,400,13,NA,70,NA,NA,483,NA,NA,NA,NA,NA
40618,2011,"QualFiltered",NA,NA,NA,640,23,NA,0,0,NA,663,NA,NA,NA,NA,NA
40618,2012,"RELATIVE ABUNDANCE (TYPE-4)",NA,218,NA,178,59,NA,40,1,NA,278,NA,NA,NA,NA,NA
40618,2013,"RELATIVE ABUNDANCE (TYPE-4)",NA,216,NA,192,13,NA,24,0,NA,229,NA,NA,NA,NA,NA
40618,2014,"RELATIVE ABUNDANCE (TYPE-3)",NA,90,NA,73,67,NA,17,2,NA,159,NA,NA,NA,NA,NA
40618,2015,"RELATIVE ABUNDANCE (TYPE-3)",NA,476,NA,396,61,NA,80,0,NA,537,NA,NA,NA,NA,NA
40618,2016,"RELATIVE ABUNDANCE (TYPE-3)",NA,920,NA,847,124,NA,73,0,NA,1044,NA,NA,NA,NA,NA
40618,2017,"RELATIVE ABUNDANCE (TYPE-3)",NA,208,NA,112,31,NA,96,0,NA,239,NA,NA,NA,NA,NA
40618,2018,"RELATIVE ABUNDANCE (TYPE-3)",NA,192,NA,171,5,NA,21,0,NA,197,NA,NA,NA,NA,NA
40618,2019,"RELATIVE ABUNDANCE (TYPE-3)",NA,554,NA,485,21,NA,69,6,NA,581,NA,NA,NA,NA,NA
40618,2020,"RELATIVE ABUNDANCE (TYPE-4)",NA,956,NA,891,46,NA,65,0,NA,1002,NA,NA,NA,NA,NA
40618,2021,"RELATIVE ABUNDANCE (TYPE-4)",NA,310,NA,250,93,NA,60,0,NA,403,NA,NA,NA,NA,NA
40618,2022,"TRUE ABUNDANCE (TYPE-2)",NA,934,NA,865,387,NA,69,0,NA,1321,NA,NA,NA,NA,NA
40638,1995,"QualFiltered",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40648,1995,"OtherSource",NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40698,1995,"OtherSource",NA,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40698,2001,"OtherSource",NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40708,1996,"OtherSource",NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40708,1998,"OtherSource",NA,200,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40708,1999,"OtherSource",NA,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40708,2017,"RELATIVE ABUNDANCE (TYPE-4)",NA,73,NA,73,1,NA,0,0,NA,74,NA,NA,NA,NA,NA
40708,2018,"QualFiltered",NA,NA,NA,5,2,NA,0,0,NA,7,NA,NA,NA,NA,NA
40708,2019,"RELATIVE ABUNDANCE (TYPE-4)",NA,11,NA,11,0,NA,0,0,NA,11,NA,NA,NA,NA,NA
40708,2020,"QualFiltered",NA,NA,NA,17,15,NA,0,0,NA,32,NA,NA,NA,NA,NA
40708,2021,"RELATIVE ABUNDANCE (TYPE-4)",NA,12,NA,12,0,NA,0,0,NA,12,NA,NA,NA,NA,NA
40708,2022,"RELATIVE ABUNDANCE (TYPE-4)",NA,11,NA,11,0,NA,0,0,NA,11,NA,NA,NA,NA,NA
40778,1995,"QualFiltered",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40798,1995,"OtherSource",NA,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40798,1996,"OtherSource",NA,268,NA,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40798,1997,"OtherSource",NA,382,NA,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40798,1998,"OtherSource",NA,308,NA,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40798,1999,"RELATIVE ABUNDANCE (TYPE-3)",NA,160,NA,160,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40798,2000,"RELATIVE ABUNDANCE (TYPE-3)",NA,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40798,2001,"RELATIVE ABUNDANCE (TYPE-3)",NA,168,NA,168,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40798,2002,"OtherSource",NA,202,NA,202,NA,NA,NA,NA,NA,202,NA,NA,NA,NA,NA
40798,2003,"OtherSource",NA,586,NA,463,22,NA,123,0,NA,608,NA,NA,NA,NA,NA
40798,2004,"OtherSource",NA,704,NA,704,21,NA,NA,NA,NA,725,NA,NA,NA,NA,NA
40798,2006,"OtherSource",NA,864,NA,864,1,NA,NA,NA,NA,865,NA,NA,NA,NA,NA
40798,2010,"OtherSource",NA,317,NA,317,11,NA,NA,NA,NA,328,NA,NA,NA,NA,NA
40798,2012,"QualFiltered",NA,NA,NA,334,27,NA,0,0,NA,361,NA,NA,NA,NA,NA
40798,2013,"QualFiltered",NA,NA,NA,249,2,NA,56,0,NA,307,NA,NA,NA,NA,NA
40798,2014,"RELATIVE ABUNDANCE (TYPE-4)",NA,231,NA,161,16,NA,70,6,NA,253,NA,NA,NA,NA,NA
40798,2015,"QualFiltered",NA,NA,NA,336,32,NA,10,0,NA,378,NA,NA,NA,NA,NA
40798,2016,"RELATIVE ABUNDANCE (TYPE-4)",NA,187,NA,168,4,NA,19,0,NA,191,NA,NA,NA,NA,NA
40798,2017,"QualFiltered",NA,NA,NA,191,6,NA,0,0,NA,197,NA,NA,NA,NA,NA
40798,2018,"QualFiltered",NA,NA,NA,89,15,NA,0,0,NA,104,NA,NA,NA,NA,NA
40798,2019,"RELATIVE ABUNDANCE (TYPE-4)",NA,69,NA,63,1,NA,6,0,NA,70,NA,NA,NA,NA,NA
40798,2020,"RELATIVE ABUNDANCE (TYPE-4)",NA,136,NA,110,2,NA,26,0,NA,138,NA,NA,NA,NA,NA
40798,2021,"QualFiltered",NA,NA,NA,21,0,NA,0,0,NA,21,NA,NA,NA,NA,NA
40798,2022,"RELATIVE ABUNDANCE (TYPE-4)",NA,21,NA,21,0,NA,0,0,NA,21,NA,NA,NA,NA,NA
40808,1995,"OtherSource",NA,327,NA,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40808,1996,"OtherSource",NA,1200,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40808,1997,"OtherSource",NA,1500,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40808,1998,"OtherSource",NA,750,NA,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40808,1999,"OtherSource",NA,600,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40808,2000,"OtherSource",NA,800,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40808,2001,"OtherSource",NA,3000,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40808,2002,"OtherSource",NA,2500,NA,2360,NA,NA,140,NA,NA,2500,NA,NA,NA,NA,NA
40808,2004,"OtherSource",NA,1500,NA,1500,NA,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA
40808,2005,"OtherSource",NA,850,NA,850,0,NA,NA,NA,NA,850,NA,NA,NA,NA,NA
40808,2006,"OtherSource",NA,2000,NA,2000,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA
40808,2007,"QualFiltered",NA,NA,NA,507,160,NA,133,10,NA,810,NA,NA,NA,NA,NA
40808,2013,"QualFiltered",NA,NA,NA,1777,10,NA,140,0,NA,1927,NA,NA,NA,NA,NA
40808,2022,"QualFiltered",NA,NA,NA,258,42,NA,39,0,NA,339,NA,NA,NA,NA,NA
40818,1996,"OtherSource",NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40818,1997,"OtherSource",NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40818,1999,"OtherSource",NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40818,2000,"OtherSource",NA,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40818,2001,"OtherSource",NA,40,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40818,2002,"OtherSource",NA,16,NA,16,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
40818,2019,"QualFiltered",NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
40818,2020,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
40818,2021,"QualFiltered",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40818,2022,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
40868,1996,"OtherSource",NA,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40868,1998,"OtherSource",NA,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40868,2001,"OtherSource",NA,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40868,2002,"OtherSource",NA,2,NA,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
40868,2003,"OtherSource",NA,17,NA,17,0,NA,NA,NA,NA,17,NA,NA,NA,NA,NA
40868,2011,"QualFiltered",NA,NA,NA,37,0,NA,0,0,NA,37,NA,NA,NA,NA,NA
40868,2013,"QualFiltered",NA,NA,NA,19,2,NA,0,0,NA,21,NA,NA,NA,NA,NA
40868,2014,"QualFiltered",NA,NA,NA,51,4,NA,0,0,NA,55,NA,NA,NA,NA,NA
40868,2015,"RELATIVE ABUNDANCE (TYPE-4)",NA,347,NA,347,77,NA,0,0,NA,424,NA,NA,NA,NA,NA
40868,2016,"QualFiltered",NA,NA,NA,17,9,NA,0,0,NA,26,NA,NA,NA,NA,NA
40868,2017,"RELATIVE ABUNDANCE (TYPE-4)",NA,307,NA,307,28,NA,0,0,NA,335,NA,NA,NA,NA,NA
40868,2018,"RELATIVE ABUNDANCE (TYPE-4)",NA,175,NA,175,2,NA,0,0,NA,177,NA,NA,NA,NA,NA
40868,2019,"QualFiltered",NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
40868,2020,"QualFiltered",NA,NA,NA,15,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
40868,2021,"QualFiltered",NA,NA,NA,19,3,NA,0,0,NA,NA,NA,NA,NA,NA,NA
40878,1997,"OtherSource",NA,40,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40878,1998,"OtherSource",NA,60,NA,60,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40878,2011,"QualFiltered",NA,NA,NA,1,0,NA,0,0,NA,1,NA,NA,NA,NA,NA
40878,2016,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
40878,2017,"QualFiltered",NA,NA,NA,8,1,NA,0,0,NA,9,NA,NA,NA,NA,NA
40878,2018,"QualFiltered",NA,NA,NA,4,0,NA,0,0,NA,4,NA,NA,NA,NA,NA
40878,2019,"QualFiltered",NA,NA,NA,1,0,NA,0,0,NA,1,NA,NA,NA,NA,NA
40878,2020,"QualFiltered",NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
40888,1997,"OtherSource",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40888,1998,"OtherSource",NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40888,2003,"OtherSource",NA,26,NA,26,0,NA,NA,NA,NA,26,NA,NA,NA,NA,NA
40888,2012,"QualFiltered",NA,NA,NA,11,3,NA,0,0,NA,14,NA,NA,NA,NA,NA
40888,2013,"QualFiltered",NA,NA,NA,18,0,NA,0,0,NA,18,NA,NA,NA,NA,NA
40888,2018,"RELATIVE ABUNDANCE (TYPE-4)",NA,18,NA,18,0,NA,0,0,NA,18,NA,NA,NA,NA,NA
40888,2019,"QualFiltered",NA,NA,NA,20,0,NA,0,0,NA,20,NA,NA,NA,NA,NA
40888,2020,"QualFiltered",NA,NA,NA,NA,5,NA,0,0,NA,NA,NA,NA,NA,NA,NA
40888,2021,"QualFiltered",NA,NA,NA,3,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA
41123,1995,"OtherSource",NA,89,NA,89,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41123,1996,"OtherSource",NA,243,NA,243,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41123,1997,"OtherSource",NA,84,NA,84,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41123,1998,"OtherSource",NA,155,NA,155,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41123,1999,"OtherSource",NA,239,NA,239,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41123,2000,"OtherSource",NA,94,NA,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41123,2001,"OtherSource",NA,115,NA,115,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41123,2002,"OtherSource",NA,54,NA,54,0,NA,NA,NA,NA,54,NA,NA,NA,NA,NA
41123,2003,"OtherSource",NA,155,NA,155,15,NA,NA,NA,NA,170,NA,NA,NA,NA,NA
41123,2004,"OtherSource",NA,362,NA,362,7,NA,NA,NA,NA,369,NA,NA,NA,NA,NA
41123,2005,"OtherSource",NA,115,NA,115,7,NA,NA,NA,NA,122,NA,NA,NA,NA,NA
41123,2006,"OtherSource",NA,85,NA,85,2,NA,0,0,NA,87,NA,NA,NA,NA,NA
41123,2007,"OtherSource",NA,112,NA,112,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA
41123,2008,"OtherSource",NA,149,NA,149,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA
41123,2009,"OtherSource",NA,60,NA,60,4,NA,NA,NA,NA,64,NA,NA,NA,NA,NA
41123,2010,"OtherSource",NA,185,NA,185,15,NA,NA,NA,NA,200,NA,NA,NA,NA,NA
41123,2011,"RELATIVE ABUNDANCE (TYPE-4)",NA,67,NA,67,6,NA,0,0,NA,73,NA,NA,NA,NA,NA
41123,2013,"QualFiltered",NA,NA,NA,5,0,NA,0,0,NA,5,NA,NA,NA,NA,NA
41123,2014,"QualFiltered",NA,NA,NA,44,3,NA,0,0,NA,47,NA,NA,NA,NA,NA
41123,2016,"QualFiltered",NA,NA,NA,139,9,NA,0,0,NA,148,NA,NA,NA,NA,NA
41123,2017,"RELATIVE ABUNDANCE (TYPE-4)",NA,136,NA,136,6,NA,0,0,NA,142,NA,NA,NA,NA,NA
41123,2018,"RELATIVE ABUNDANCE (TYPE-4)",NA,20,NA,20,2,NA,0,0,NA,22,NA,NA,NA,NA,NA
41123,2019,"QualFiltered",NA,NA,NA,22,2,NA,0,0,NA,24,NA,NA,NA,NA,NA
41123,2020,"QualFiltered",NA,NA,NA,43,2,NA,0,0,NA,45,NA,NA,NA,NA,NA
41123,2021,"RELATIVE ABUNDANCE (TYPE-4)",NA,99,NA,99,2,NA,0,0,NA,101,NA,NA,NA,NA,NA
41123,2022,"RELATIVE ABUNDANCE (TYPE-4)",NA,131,NA,131,20,NA,0,0,NA,151,NA,NA,NA,NA,NA
41133,2018,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
41133,2021,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
41168,1995,"OtherSource",NA,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41168,1996,"OtherSource",NA,13,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41168,2008,"OtherSource",NA,3,NA,3,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
41168,2009,"OtherSource",NA,8,NA,8,1,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
41168,2010,"OtherSource",NA,6,NA,6,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
41168,2020,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
41178,1995,"OtherSource",NA,323,NA,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41178,1996,"OtherSource",NA,164,NA,164,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41178,1997,"OtherSource",NA,266,NA,266,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41178,1998,"OtherSource",NA,370,NA,370,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41178,1999,"OtherSource",NA,234,NA,234,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41178,2000,"OtherSource",NA,160,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41178,2002,"OtherSource",NA,23,NA,23,1,NA,NA,NA,NA,24,NA,NA,NA,NA,NA
41178,2003,"OtherSource",NA,28,NA,28,5,NA,NA,NA,NA,33,NA,NA,NA,NA,NA
41178,2004,"OtherSource",NA,72,NA,72,5,NA,NA,NA,NA,77,NA,NA,NA,NA,NA
41178,2005,"OtherSource",NA,36,NA,36,4,NA,NA,NA,NA,40,NA,NA,NA,NA,NA
41178,2006,"OtherSource",NA,117,NA,117,2,NA,0,NA,NA,119,NA,NA,NA,NA,NA
41178,2007,"OtherSource",NA,13,NA,13,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
41178,2008,"OtherSource",NA,24,NA,24,1,NA,0,0,NA,25,NA,NA,NA,NA,NA
41178,2009,"OtherSource",NA,15,NA,15,6,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
41178,2010,"OtherSource",NA,9,NA,9,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
41178,2011,"RELATIVE ABUNDANCE (TYPE-4)",NA,48,NA,48,6,NA,0,0,NA,54,NA,NA,NA,NA,NA
41178,2012,"RELATIVE ABUNDANCE (TYPE-3)",NA,80,NA,80,5,NA,0,0,NA,85,NA,NA,NA,NA,NA
41178,2013,"RELATIVE ABUNDANCE (TYPE-3)",NA,73,NA,73,0,NA,0,0,NA,73,NA,NA,NA,NA,NA
41178,2014,"RELATIVE ABUNDANCE (TYPE-4)",NA,37,NA,37,4,NA,0,0,NA,41,NA,NA,NA,NA,NA
41178,2015,"RELATIVE ABUNDANCE (TYPE-3)",NA,49,NA,49,5,NA,0,0,NA,54,NA,NA,NA,NA,NA
41178,2016,"QualFiltered",NA,NA,NA,17,0,NA,0,0,NA,17,NA,NA,NA,NA,NA
41178,2017,"RELATIVE ABUNDANCE (TYPE-4)",NA,61,NA,61,2,NA,0,0,NA,63,NA,NA,NA,NA,NA
41178,2018,"QualFiltered",NA,NA,NA,7,0,NA,0,0,NA,7,NA,NA,NA,NA,NA
41178,2019,"RELATIVE ABUNDANCE (TYPE-4)",NA,10,NA,10,4,NA,0,0,NA,14,NA,NA,NA,NA,NA
41178,2020,"QualFiltered",NA,NA,NA,14,1,NA,0,0,NA,15,NA,NA,NA,NA,NA
41178,2021,"QualFiltered",NA,NA,NA,23,1,NA,0,0,NA,24,NA,NA,NA,NA,NA
41178,2022,"RELATIVE ABUNDANCE (TYPE-4)",NA,87,NA,87,5,NA,0,0,NA,92,NA,NA,NA,NA,NA
41198,1995,"OtherSource",NA,40,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41198,1996,"OtherSource",NA,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41198,2001,"OtherSource",NA,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41198,2009,"OtherSource",NA,11,NA,11,2,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
41198,2010,"OtherSource",NA,3,NA,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
41198,2014,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
41208,1995,"OtherSource",NA,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41208,1996,"OtherSource",NA,30,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41208,2001,"OtherSource",NA,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41208,2008,"OtherSource",NA,2,NA,2,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
41208,2009,"OtherSource",NA,6,NA,6,4,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
41208,2010,"OtherSource",NA,6,NA,6,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
41208,2015,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
41208,2018,"QualFiltered",NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA
41288,1995,"OtherSource",NA,42,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41288,1999,"OtherSource",NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41288,2000,"OtherSource",NA,15,NA,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41288,2001,"OtherSource",NA,80,NA,80,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41288,2002,"OtherSource",NA,214,NA,214,7,NA,NA,NA,NA,221,NA,NA,NA,NA,NA
41288,2003,"OtherSource",NA,11,NA,11,3,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
41288,2004,"OtherSource",NA,24,NA,24,4,NA,NA,NA,NA,28,NA,NA,NA,NA,NA
41288,2005,"QualFiltered",NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
41288,2006,"OtherSource",NA,5,NA,5,0,NA,0,0,NA,5,NA,NA,NA,NA,NA
41288,2008,"OtherSource",NA,2,NA,2,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
41288,2009,"OtherSource",NA,4,NA,4,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
41288,2010,"OtherSource",NA,78,NA,78,6,NA,NA,NA,NA,84,NA,NA,NA,NA,NA
41288,2011,"QualFiltered",NA,NA,NA,17,4,NA,0,0,NA,21,NA,NA,NA,NA,NA
41288,2022,"QualFiltered",NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
41328,1995,"OtherSource",NA,335,NA,335,198,NA,NA,NA,NA,792,NA,NA,NA,NA,NA
41328,1996,"OtherSource",NA,693,NA,693,15,NA,NA,NA,NA,739,NA,NA,NA,NA,NA
41328,1997,"OtherSource",NA,2224,NA,2224,16,NA,NA,NA,NA,2370,NA,NA,NA,NA,NA
41328,1998,"OtherSource",NA,3065,NA,3065,31,NA,NA,NA,NA,3236,NA,NA,NA,NA,NA
41328,1999,"OtherSource",NA,2268,NA,2268,7,NA,NA,NA,NA,2406,NA,NA,NA,NA,NA
41328,2000,"OtherSource",NA,149,NA,149,2,NA,NA,NA,NA,214,NA,NA,NA,NA,NA
41328,2001,"OtherSource",NA,96,NA,96,41,NA,NA,NA,NA,148,NA,NA,NA,NA,NA
41328,2002,"OtherSource",NA,440,NA,440,6,NA,NA,NA,NA,446,NA,NA,NA,NA,NA
