"popID","rtnYear","EstClass","MissEscCode","SumSpnEstimates_ADonly","SumSpnEstimates_ADinfilled","NatSpwnAD","NatSpwnJA","NatSpwnUNK","BroodStockAD","BroodStockJA","BroodStockUNK","TotRtnRiver","HatchOriginAD","HatchOriginJA","SumSpnEstimates_withJacks","SumSpnEstimates_pC","Comment"
46718,1985,"QualFiltered",NA,NA,NA,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,1986,"QualFiltered",NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,1987,"QualFiltered",NA,NA,NA,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,1988,"QualFiltered",NA,NA,NA,800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
46718,1989,"QualFiltered",NA,NA,NA,700,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA
46718,1990,"QualFiltered",NA,NA,NA,550,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
46718,1991,"QualFiltered",NA,NA,NA,355,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA
46718,1992,"QualFiltered",NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,1993,"QualFiltered",NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,1994,"QualFiltered",NA,NA,NA,935,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA
46718,1995,"QualFiltered",NA,NA,NA,1371,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
46718,1996,"QualFiltered",NA,NA,NA,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,1997,"RELATIVE ABUNDANCE (TYPE-4)",NA,1230,NA,1230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,1998,"RELATIVE ABUNDANCE (TYPE-3)",NA,405,NA,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,1999,"RELATIVE ABUNDANCE (TYPE-3)",NA,1095,NA,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2000,"RELATIVE ABUNDANCE (TYPE-3)",NA,936,NA,936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2001,"RELATIVE ABUNDANCE (TYPE-4)",NA,237,NA,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2002,"RELATIVE ABUNDANCE (TYPE-3)",NA,443,NA,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2003,"RELATIVE ABUNDANCE (TYPE-4)",NA,311,NA,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2004,"RELATIVE ABUNDANCE (TYPE-3)",NA,741,NA,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2005,"RELATIVE ABUNDANCE (TYPE-4)",NA,132,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2006,"RELATIVE ABUNDANCE (TYPE-3)",NA,152,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2007,"RELATIVE ABUNDANCE (TYPE-3)",NA,38,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2008,"RELATIVE ABUNDANCE (TYPE-3)",NA,395,NA,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2009,"RELATIVE ABUNDANCE (TYPE-3)",NA,194,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2010,"RELATIVE ABUNDANCE (TYPE-3)",NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2011,"RELATIVE ABUNDANCE (TYPE-3)",NA,37,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2012,"RELATIVE ABUNDANCE (TYPE-3)",NA,166,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2013,"RELATIVE ABUNDANCE (TYPE-3)",NA,134,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2014,"RELATIVE ABUNDANCE (TYPE-3)",NA,203,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2015,"RELATIVE ABUNDANCE (TYPE-3)",NA,134,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2016,"RELATIVE ABUNDANCE (TYPE-4)",NA,35,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2017,"RELATIVE ABUNDANCE (TYPE-3)",NA,29,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2018,"RELATIVE ABUNDANCE (TYPE-3)",NA,95,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2019,"RELATIVE ABUNDANCE (TYPE-4)",NA,106,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2020,"RELATIVE ABUNDANCE (TYPE-4)",NA,122,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2021,"RELATIVE ABUNDANCE (TYPE-4)",NA,106,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46718,2022,"RELATIVE ABUNDANCE (TYPE-3)",NA,146,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1976,"QualFiltered",NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1978,"QualFiltered",NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1980,"QualFiltered",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1981,"QualFiltered",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1982,"QualFiltered",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1983,"QualFiltered",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1984,"QualFiltered",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1985,"QualFiltered",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1986,"QualFiltered",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1987,"QualFiltered",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1988,"QualFiltered",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1989,"QualFiltered",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1990,"QualFiltered",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1991,"QualFiltered",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1992,"QualFiltered",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1993,"QualFiltered",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1994,"QualFiltered",NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1995,"QualFiltered",NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1996,"QualFiltered",NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,1999,"RELATIVE ABUNDANCE (TYPE-4)",NA,38,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,2000,"QualFiltered",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,2001,"RELATIVE ABUNDANCE (TYPE-4)",NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,2002,"QualFiltered",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,2008,"RELATIVE ABUNDANCE (TYPE-4)",NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,2009,"RELATIVE ABUNDANCE (TYPE-4)",NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,2010,"RELATIVE ABUNDANCE (TYPE-4)",NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,2011,"RELATIVE ABUNDANCE (TYPE-4)",NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,2012,"RELATIVE ABUNDANCE (TYPE-4)",NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46780,2013,"RELATIVE ABUNDANCE (TYPE-4)",NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1975,"QualFiltered",NA,NA,NA,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1976,"QualFiltered",NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1977,"QualFiltered",NA,NA,NA,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1978,"QualFiltered",NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1979,"QualFiltered",NA,NA,NA,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1980,"QualFiltered",NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1981,"QualFiltered",NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1982,"QualFiltered",NA,NA,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1983,"QualFiltered",NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1984,"QualFiltered",NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1985,"QualFiltered",NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1986,"QualFiltered",NA,NA,NA,1300,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA
46790,1987,"QualFiltered",NA,NA,NA,1300,NA,NA,242,NA,NA,NA,NA,NA,NA,NA,NA
46790,1988,"QualFiltered",NA,NA,NA,1600,NA,NA,263,263,NA,NA,NA,NA,NA,NA,NA
46790,1989,"QualFiltered",NA,NA,NA,900,NA,NA,244,244,NA,NA,NA,NA,NA,NA,NA
46790,1990,"QualFiltered",NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1991,"QualFiltered",NA,NA,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1992,"QualFiltered",NA,NA,NA,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1993,"QualFiltered",NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1994,"QualFiltered",NA,NA,NA,1837,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
46790,1995,"QualFiltered",NA,NA,NA,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1996,"QualFiltered",NA,NA,NA,1569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1997,"QualFiltered",NA,NA,NA,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1998,"RELATIVE ABUNDANCE (TYPE-3)",NA,369,NA,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,1999,"RELATIVE ABUNDANCE (TYPE-3)",NA,524,NA,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2000,"RELATIVE ABUNDANCE (TYPE-3)",NA,1511,NA,1511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2001,"RELATIVE ABUNDANCE (TYPE-4)",NA,1121,NA,1121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2002,"RELATIVE ABUNDANCE (TYPE-3)",NA,480,NA,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2003,"RELATIVE ABUNDANCE (TYPE-3)",NA,45,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2004,"RELATIVE ABUNDANCE (TYPE-3)",NA,538,NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2005,"RELATIVE ABUNDANCE (TYPE-3)",NA,189,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2006,"RELATIVE ABUNDANCE (TYPE-3)",NA,198,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2007,"RELATIVE ABUNDANCE (TYPE-3)",NA,38,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2008,"RELATIVE ABUNDANCE (TYPE-3)",NA,97,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2009,"RELATIVE ABUNDANCE (TYPE-3)",NA,91,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2010,"RELATIVE ABUNDANCE (TYPE-3)",NA,72,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2011,"RELATIVE ABUNDANCE (TYPE-3)",NA,91,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2012,"RELATIVE ABUNDANCE (TYPE-3)",NA,91,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2013,"RELATIVE ABUNDANCE (TYPE-3)",NA,17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2014,"RELATIVE ABUNDANCE (TYPE-3)",NA,62,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2015,"RELATIVE ABUNDANCE (TYPE-3)",NA,58,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2016,"RELATIVE ABUNDANCE (TYPE-4)",NA,40,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2017,"RELATIVE ABUNDANCE (TYPE-3)",NA,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2018,"RELATIVE ABUNDANCE (TYPE-4)",NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2019,"RELATIVE ABUNDANCE (TYPE-3)",NA,149,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2020,"RELATIVE ABUNDANCE (TYPE-4)",NA,111,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2021,"RELATIVE ABUNDANCE (TYPE-4)",NA,32,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46790,2022,"RELATIVE ABUNDANCE (TYPE-4)",NA,109,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1979,"QualFiltered",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1980,"QualFiltered",NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1984,"QualFiltered",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1985,"QualFiltered",NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1986,"QualFiltered",NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1987,"QualFiltered",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1988,"QualFiltered",NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1989,"QualFiltered",NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1990,"QualFiltered",NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1991,"QualFiltered",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1992,"QualFiltered",NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1993,"QualFiltered",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1994,"QualFiltered",NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1995,"QualFiltered",NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1996,"QualFiltered",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1997,"QualFiltered",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1998,"RELATIVE ABUNDANCE (TYPE-4)",NA,110,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,1999,"RELATIVE ABUNDANCE (TYPE-4)",NA,11,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2000,"RELATIVE ABUNDANCE (TYPE-4)",NA,235,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2001,"RELATIVE ABUNDANCE (TYPE-4)",NA,88,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2002,"RELATIVE ABUNDANCE (TYPE-4)",NA,480,NA,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2003,"RELATIVE ABUNDANCE (TYPE-4)",NA,329,NA,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2004,"RELATIVE ABUNDANCE (TYPE-4)",NA,152,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2006,"RELATIVE ABUNDANCE (TYPE-4)",NA,212,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2007,"RELATIVE ABUNDANCE (TYPE-4)",NA,117,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2008,"RELATIVE ABUNDANCE (TYPE-4)",NA,141,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2009,"RELATIVE ABUNDANCE (TYPE-4)",NA,63,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2010,"RELATIVE ABUNDANCE (TYPE-4)",NA,152,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2011,"RELATIVE ABUNDANCE (TYPE-4)",NA,228,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2012,"RELATIVE ABUNDANCE (TYPE-4)",NA,105,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2013,"RELATIVE ABUNDANCE (TYPE-4)",NA,142,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2014,"RELATIVE ABUNDANCE (TYPE-4)",NA,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2016,"RELATIVE ABUNDANCE (TYPE-4)",NA,134,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2017,"RELATIVE ABUNDANCE (TYPE-4)",NA,72,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2018,"RELATIVE ABUNDANCE (TYPE-4)",NA,52,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2019,"RELATIVE ABUNDANCE (TYPE-4)",NA,275,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2020,"RELATIVE ABUNDANCE (TYPE-4)",NA,362,NA,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2021,"RELATIVE ABUNDANCE (TYPE-4)",NA,249,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46801,2022,"RELATIVE ABUNDANCE (TYPE-4)",NA,260,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,1995,"RELATIVE ABUNDANCE (TYPE-4)",NA,289,NA,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,1996,"RELATIVE ABUNDANCE (TYPE-4)",NA,732,NA,732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,1997,"RELATIVE ABUNDANCE (TYPE-4)",NA,358,NA,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,1998,"RELATIVE ABUNDANCE (TYPE-4)",NA,589,NA,589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,1999,"RELATIVE ABUNDANCE (TYPE-4)",NA,277,NA,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2000,"RELATIVE ABUNDANCE (TYPE-4)",NA,229,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2001,"RELATIVE ABUNDANCE (TYPE-4)",NA,243,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2002,"RELATIVE ABUNDANCE (TYPE-4)",NA,520,NA,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2003,"RELATIVE ABUNDANCE (TYPE-4)",NA,686,NA,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2004,"RELATIVE ABUNDANCE (TYPE-4)",NA,222,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2005,"RELATIVE ABUNDANCE (TYPE-4)",NA,97,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2006,"RELATIVE ABUNDANCE (TYPE-4)",NA,159,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2007,"RELATIVE ABUNDANCE (TYPE-4)",NA,91,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2008,"RELATIVE ABUNDANCE (TYPE-4)",NA,240,NA,240,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA
46841,2009,"RELATIVE ABUNDANCE (TYPE-4)",NA,243,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2010,"RELATIVE ABUNDANCE (TYPE-4)",NA,171,NA,171,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA
46841,2011,"RELATIVE ABUNDANCE (TYPE-4)",NA,66,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA
46841,2012,"RELATIVE ABUNDANCE (TYPE-4)",NA,82,NA,82,NA,NA,0,NA,NA,82,NA,NA,NA,NA,NA
46841,2013,"RELATIVE ABUNDANCE (TYPE-4)",NA,223,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2014,"RELATIVE ABUNDANCE (TYPE-4)",NA,392,NA,392,NA,NA,NA,NA,NA,392,NA,NA,NA,NA,NA
46841,2015,"RELATIVE ABUNDANCE (TYPE-4)",NA,215,NA,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2016,"RELATIVE ABUNDANCE (TYPE-4)",NA,115,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2017,"RELATIVE ABUNDANCE (TYPE-4)",NA,94,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2018,"RELATIVE ABUNDANCE (TYPE-4)",NA,63,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2019,"RELATIVE ABUNDANCE (TYPE-4)",NA,15,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2020,"RELATIVE ABUNDANCE (TYPE-4)",NA,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2021,"RELATIVE ABUNDANCE (TYPE-4)",NA,185,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46841,2022,"RELATIVE ABUNDANCE (TYPE-4)",NA,260,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1975,"RELATIVE ABUNDANCE (TYPE-4)",NA,1328.350592,NA,1328.350592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1976,"RELATIVE ABUNDANCE (TYPE-4)",NA,1250.212322,NA,1250.212322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1977,"RELATIVE ABUNDANCE (TYPE-4)",NA,1093.935782,NA,1093.935782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1978,"RELATIVE ABUNDANCE (TYPE-4)",NA,1328.350592,NA,1328.350592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1979,"RELATIVE ABUNDANCE (TYPE-4)",NA,2344.148104,NA,2344.148104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1980,"RELATIVE ABUNDANCE (TYPE-4)",NA,2187.871564,NA,2187.871564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1981,"RELATIVE ABUNDANCE (TYPE-4)",NA,937.6592415,NA,937.6592415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1982,"RELATIVE ABUNDANCE (TYPE-4)",NA,859.5209714,NA,859.5209714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1983,"RELATIVE ABUNDANCE (TYPE-4)",NA,1562.765403,NA,1562.765403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1984,"RELATIVE ABUNDANCE (TYPE-4)",NA,1484.627132,NA,1484.627132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1985,"RELATIVE ABUNDANCE (TYPE-4)",NA,2344.148104,NA,2344.148104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1986,"RELATIVE ABUNDANCE (TYPE-4)",NA,5157.125828,NA,5157.125828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1987,"RELATIVE ABUNDANCE (TYPE-4)",NA,5938.50853,NA,5938.50853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1988,"RELATIVE ABUNDANCE (TYPE-4)",NA,5329.030023,NA,5329.030023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1989,"RELATIVE ABUNDANCE (TYPE-4)",NA,4063.190047,NA,4063.190047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1990,"RELATIVE ABUNDANCE (TYPE-4)",NA,4219.466587,NA,4219.466587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1991,"RELATIVE ABUNDANCE (TYPE-4)",NA,4907.083364,NA,4907.083364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1992,"RELATIVE ABUNDANCE (TYPE-4)",NA,3885.034791,NA,3885.034791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1993,"RELATIVE ABUNDANCE (TYPE-4)",NA,5157.125828,NA,5157.125828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46842,1994,"RELATIVE ABUNDANCE (TYPE-4)",NA,10633.0558,NA,10633.0558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
