"CU_ID","Year","AllSitesInfilled","LowUnkSitesInfilled","ModHighSitesInfilled","DU_ID","CU_Name","CU_acro"
"CK-01",2007,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-01",2008,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-01",2009,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-01",2010,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-01",2011,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-01",2012,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-01",2013,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-01",2014,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-01",2015,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-01",2016,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-01",2017,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-01",2018,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-01",2019,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-01",2020,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-01",2021,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-01",2022,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-01",2023,NA,NA,NA,"DU_Ok","Okanagan_1.x","OK"
"CK-02",1929,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1930,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1931,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1932,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1933,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1934,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1935,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1936,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1937,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1938,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1939,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1940,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1941,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1942,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1943,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1944,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1945,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1946,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1947,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1948,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1949,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1950,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1951,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1952,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1953,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1954,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1955,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1956,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1957,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1958,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1959,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1960,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1961,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1962,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1963,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1964,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1965,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1966,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1967,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1968,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1969,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1970,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1971,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1972,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1973,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1974,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1975,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1976,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1977,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1978,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1979,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1980,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1981,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1982,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1983,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1984,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
