CU_ID,Species,Stock,DataType,Label,Year,Metric,Compare,LBM,UBM,Value,Status
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,5,Green
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,SpnForAbd_Wild,2010,LongTrend,656,50,75,656,Green
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,SpnForAbd_Wild,2010,PercChange,103,-25,-15,103,Green
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,SpnForAbd_Wild,2010,RelLBM,NA,NA,NA,NA,NA
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,SpnForAbd_Wild,2010,RelUBM,NA,NA,NA,NA,NA
CU-14,Sockeye,Nahatlatch_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,1674,1000,10000,1.674,Amber
CU-14,Sockeye,Nahatlatch_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,1674,1000,10000,0.1674,Amber
CU-14,Sockeye,Nahatlatch_ES,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,1,Red
CU-14,Sockeye,Nahatlatch_ES,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,54,50,75,54,Amber
CU-14,Sockeye,Nahatlatch_ES,Abs_Abd,SpnForAbd_Wild,2010,PercChange,-82,-25,-15,-82,Red
CU-14,Sockeye,Nahatlatch_ES,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,1674,NA,NA,NA,NA
CU-14,Sockeye,Nahatlatch_ES,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,1674,NA,NA,NA,NA
CU-15,Sockeye,Taseko_ES,Rel_Idx,SpnForAbd_Wild,2010,AbsLBM,NA,1000,10000,NA,NA
CU-15,Sockeye,Taseko_ES,Rel_Idx,SpnForAbd_Wild,2010,AbsUBM,NA,1000,10000,NA,NA
CU-15,Sockeye,Taseko_ES,Rel_Idx,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,1,Red
CU-15,Sockeye,Taseko_ES,Rel_Idx,SpnForAbd_Wild,2010,LongTrend,22,50,75,22,Red
CU-15,Sockeye,Taseko_ES,Rel_Idx,SpnForAbd_Wild,2010,PercChange,-88,-25,-15,-88,Red
CU-15,Sockeye,Taseko_ES,Rel_Idx,SpnForAbd_Wild,2010,RelLBM,NA,NA,NA,NA,NA
CU-15,Sockeye,Taseko_ES,Rel_Idx,SpnForAbd_Wild,2010,RelUBM,NA,NA,NA,NA,NA
CU-16,Sockeye,Widgeon_RT,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,357,1000,10000,0.357,Red
CU-16,Sockeye,Widgeon_RT,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,357,1000,10000,0.0357,Red
CU-16,Sockeye,Widgeon_RT,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,1,Red
CU-16,Sockeye,Widgeon_RT,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,46,50,75,46,Red
CU-16,Sockeye,Widgeon_RT,Abs_Abd,SpnForAbd_Wild,2010,PercChange,736,-25,-15,736,Green
CU-16,Sockeye,Widgeon_RT,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,357,NA,NA,NA,NA
CU-16,Sockeye,Widgeon_RT,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,357,NA,NA,NA,NA
CU-17,Sockeye,Chilliwack_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,5840,1000,10000,5.84,Amber
CU-17,Sockeye,Chilliwack_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,5840,1000,10000,0.584,Amber
CU-17,Sockeye,Chilliwack_ES,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,2,RedAmber
CU-17,Sockeye,Chilliwack_ES,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,NA,NA,NA,NA,NA
CU-17,Sockeye,Chilliwack_ES,Abs_Abd,SpnForAbd_Wild,2010,PercChange,NA,NA,NA,NA,NA
CU-17,Sockeye,Chilliwack_ES,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,5840,8000,16000,0.73,Red
CU-17,Sockeye,Chilliwack_ES,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,5840,8000,16000,0.37,Red
CU-18,Sockeye,Takla_Trem_EStu,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,23135,1000,10000,23.135,Green
CU-18,Sockeye,Takla_Trem_EStu,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,23135,1000,10000,2.3135,Green
CU-18,Sockeye,Takla_Trem_EStu,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,1,Red
CU-18,Sockeye,Takla_Trem_EStu,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,59,50,75,59,Amber
CU-18,Sockeye,Takla_Trem_EStu,Abs_Abd,SpnForAbd_Wild,2010,PercChange,-58,-25,-15,-58,Red
CU-18,Sockeye,Takla_Trem_EStu,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,23135,14114,75032,NA,NA
CU-18,Sockeye,Takla_Trem_EStu,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,23135,14114,75032,NA,NA
CU-19,Sockeye,Anderson_Seton_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,4980,1000,10000,4.98,Amber
CU-19,Sockeye,Anderson_Seton_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,4980,1000,10000,0.498,Amber
CU-19,Sockeye,Anderson_Seton_ES,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,3,Amber
CU-19,Sockeye,Anderson_Seton_ES,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,175,50,75,175,Green
CU-19,Sockeye,Anderson_Seton_ES,Abs_Abd,SpnForAbd_Wild,2010,PercChange,-39,-25,-15,-39,Red
CU-19,Sockeye,Anderson_Seton_ES,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,4980,3000,19000,NA,NA
CU-19,Sockeye,Anderson_Seton_ES,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,4980,3000,19000,NA,NA
CU-2,Sockeye,Kamloops_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,8469,1000,10000,8.469,Amber
CU-2,Sockeye,Kamloops_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,8469,1000,10000,0.8469,Amber
CU-2,Sockeye,Kamloops_ES,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,3,Amber
CU-2,Sockeye,Kamloops_ES,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,223,50,75,223,Green
CU-2,Sockeye,Kamloops_ES,Abs_Abd,SpnForAbd_Wild,2010,PercChange,-31,-25,-15,-31,Red
CU-2,Sockeye,Kamloops_ES,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,8469,6000,23000,1.41,Amber
CU-2,Sockeye,Kamloops_ES,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,8469,6000,23000,0.37,Amber
CU-20,Sockeye,Shuswap_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,19612,1000,10000,19.612,Green
CU-20,Sockeye,Shuswap_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,19612,1000,10000,1.9612,Green
CU-20,Sockeye,Shuswap_ES,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,4,AmberGreen
CU-20,Sockeye,Shuswap_ES,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,89,50,75,89,Green
CU-20,Sockeye,Shuswap_ES,Abs_Abd,SpnForAbd_Wild,2010,PercChange,-34,-25,-15,-34,Red
CU-20,Sockeye,Shuswap_ES,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,19612,6924,36494,NA,NA
CU-20,Sockeye,Shuswap_ES,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,19612,6924,36494,NA,NA
CU-21,Sockeye,Takla_Trem_S_S,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,44543,1000,10000,44.543,Green
CU-21,Sockeye,Takla_Trem_S_S,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,44543,1000,10000,4.4543,Green
CU-21,Sockeye,Takla_Trem_S_S,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,2,RedAmber
CU-21,Sockeye,Takla_Trem_S_S,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,154,50,75,154,Green
CU-21,Sockeye,Takla_Trem_S_S,Abs_Abd,SpnForAbd_Wild,2010,PercChange,-85,-25,-15,-85,Red
CU-21,Sockeye,Takla_Trem_S_S,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,44543,28661,171266,NA,NA
CU-21,Sockeye,Takla_Trem_S_S,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,44543,28661,171266,NA,NA
CU-22,Sockeye,Quesnel_S,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,56825,1000,10000,56.825,Green
CU-22,Sockeye,Quesnel_S,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,56825,1000,10000,5.6825,Green
CU-22,Sockeye,Quesnel_S,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,2,RedAmber
CU-22,Sockeye,Quesnel_S,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,574,50,75,574,Green
CU-22,Sockeye,Quesnel_S,Abs_Abd,SpnForAbd_Wild,2010,PercChange,-92,-25,-15,-92,Red
CU-22,Sockeye,Quesnel_S,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,56825,42975,344655,NA,NA
CU-22,Sockeye,Quesnel_S,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,56825,42975,344655,NA,NA
CU-23,Sockeye,Shuswap_L,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,35807,1000,10000,35.807,Green
CU-23,Sockeye,Shuswap_L,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,35807,1000,10000,3.5807,Green
CU-23,Sockeye,Shuswap_L,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,5,Green
CU-23,Sockeye,Shuswap_L,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,76,50,75,76,Green
CU-23,Sockeye,Shuswap_L,Abs_Abd,SpnForAbd_Wild,2010,PercChange,46,-25,-15,46,Green
CU-23,Sockeye,Shuswap_L,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,NA,NA,NA,NA,NA
CU-23,Sockeye,Shuswap_L,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,NA,NA,NA,NA,NA
CU-3,Sockeye,Nadina_Francois_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,8806,1000,10000,8.806,Amber
CU-3,Sockeye,Nadina_Francois_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,8806,1000,10000,0.8806,Amber
CU-3,Sockeye,Nadina_Francois_ES,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,1,Red
CU-3,Sockeye,Nadina_Francois_ES,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,91,50,75,91,Green
CU-3,Sockeye,Nadina_Francois_ES,Abs_Abd,SpnForAbd_Wild,2010,PercChange,-44,-25,-15,-44,Red
CU-3,Sockeye,Nadina_Francois_ES,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,8806,17000,58000,0.52,Red
CU-3,Sockeye,Nadina_Francois_ES,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,8806,17000,58000,0.15,Red
CU-4,Sockeye,North_Barriere_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,2664,1000,10000,2.664,Amber
CU-4,Sockeye,North_Barriere_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,2664,1000,10000,0.2664,Amber
CU-4,Sockeye,North_Barriere_ES,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,3,Amber
CU-4,Sockeye,North_Barriere_ES,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,127,50,75,127,Green
CU-4,Sockeye,North_Barriere_ES,Abs_Abd,SpnForAbd_Wild,2010,PercChange,-68,-25,-15,-68,Red
CU-4,Sockeye,North_Barriere_ES,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,2664,510,5000,5.22,Amber
CU-4,Sockeye,North_Barriere_ES,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,2664,510,5000,0.53,Amber
CU-5,Sockeye,Pitt_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,21991,1000,10000,21.991,Green
CU-5,Sockeye,Pitt_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,21991,1000,10000,2.1991,Green
CU-5,Sockeye,Pitt_ES,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,4,AmberGreen
CU-5,Sockeye,Pitt_ES,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,168,50,75,168,Green
CU-5,Sockeye,Pitt_ES,Abs_Abd,SpnForAbd_Wild,2010,PercChange,-54,-25,-15,-54,Red
CU-5,Sockeye,Pitt_ES,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,21991,6000,22000,3.67,Green
CU-5,Sockeye,Pitt_ES,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,21991,6000,22000,1,Green
CU-6,Sockeye,Chilko_S_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,365259,1000,10000,365.259,Green
CU-6,Sockeye,Chilko_S_ES,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,365259,1000,10000,36.5259,Green
CU-6,Sockeye,Chilko_S_ES,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,5,Green
CU-6,Sockeye,Chilko_S_ES,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,123,50,75,123,Green
CU-6,Sockeye,Chilko_S_ES,Abs_Abd,SpnForAbd_Wild,2010,PercChange,-74,-25,-15,-74,Red
CU-6,Sockeye,Chilko_S_ES,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,365259,39000,273000,9.37,Green
CU-6,Sockeye,Chilko_S_ES,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,365259,39000,273000,1.34,Green
CU-7,Sockeye,Fran_Fras_S,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,73282,1000,10000,73.282,Green
CU-7,Sockeye,Fran_Fras_S,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,73272,1000,10000,7.3272,Green
CU-7,Sockeye,Fran_Fras_S,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,2,RedAmber
CU-7,Sockeye,Fran_Fras_S,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,115,50,75,115,Green
CU-7,Sockeye,Fran_Fras_S,Abs_Abd,SpnForAbd_Wild,2010,PercChange,-57,-25,-15,-57,Red
CU-7,Sockeye,Fran_Fras_S,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,73282,42000,195000,1.74,Amber
CU-7,Sockeye,Fran_Fras_S,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,73272,42000,195000,0.38,Amber
CU-8,Sockeye,Cultus_L,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,278,1000,10000,0.278,Red
CU-8,Sockeye,Cultus_L,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,278,1000,10000,0.0278,Red
CU-8,Sockeye,Cultus_L,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,1,Red
CU-8,Sockeye,Cultus_L,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,9,50,75,9,Red
CU-8,Sockeye,Cultus_L,Abs_Abd,SpnForAbd_Wild,2010,PercChange,-69,-25,-15,-69,Red
CU-8,Sockeye,Cultus_L,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,278,12000,32000,0.02,Red
CU-8,Sockeye,Cultus_L,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,278,12000,32000,0.01,Red
CU-9,Sockeye,Harrison_R,Abs_Abd,SpnForAbd_Wild,2010,AbsLBM,115284,1000,10000,115.284,Green
CU-9,Sockeye,Harrison_R,Abs_Abd,SpnForAbd_Wild,2010,AbsUBM,115284,1000,10000,11.5284,Green
CU-9,Sockeye,Harrison_R,Abs_Abd,SpnForAbd_Wild,2010,IntStatus,NA,NA,NA,5,Green
CU-9,Sockeye,Harrison_R,Abs_Abd,SpnForAbd_Wild,2010,LongTrend,885,50,75,885,Green
CU-9,Sockeye,Harrison_R,Abs_Abd,SpnForAbd_Wild,2010,PercChange,3388,-25,-15,3388,Green
CU-9,Sockeye,Harrison_R,Abs_Abd,SpnForAbd_Wild,2010,RelLBM,115284,9000,32000,12.81,Green
CU-9,Sockeye,Harrison_R,Abs_Abd,SpnForAbd_Wild,2010,RelUBM,115284,9000,32000,3.6,Green
CU-1,Sockeye,Bowron_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,1656,1000,10000,1.656,Amber
CU-1,Sockeye,Bowron_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,1656,1000,10000,0.1656,Amber
CU-1,Sockeye,Bowron_ES,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,1,Red
CU-1,Sockeye,Bowron_ES,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,35,50,75,35,Red
CU-1,Sockeye,Bowron_ES,Abs_Abd,SpnForAbd_Wild,2015,PercChange,-37,-25,-15,-37,Red
CU-1,Sockeye,Bowron_ES,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,1656,5047,18580,0.33,Red
CU-1,Sockeye,Bowron_ES,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,1656,5047,18580,0.09,Red
CU-10,Sockeye,Seton_L,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,599,1000,10000,0.599,Red
CU-10,Sockeye,Seton_L,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,599,1000,10000,0.0599,Red
CU-10,Sockeye,Seton_L,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,1,Red
CU-10,Sockeye,Seton_L,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,31,50,75,31,Red
CU-10,Sockeye,Seton_L,Abs_Abd,SpnForAbd_Wild,2015,PercChange,-91,-25,-15,-91,Red
CU-10,Sockeye,Seton_L,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,599,2193,13453,0.27,Red
CU-10,Sockeye,Seton_L,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,599,2193,13453,0.04,Red
CU-11,Sockeye,Harrison_US_L,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,5400,1000,10000,5.4,Amber
CU-11,Sockeye,Harrison_US_L,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,5400,1000,10000,0.54,Amber
CU-11,Sockeye,Harrison_US_L,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,1,Red
CU-11,Sockeye,Harrison_US_L,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,45,50,75,45,Red
CU-11,Sockeye,Harrison_US_L,Abs_Abd,SpnForAbd_Wild,2015,PercChange,-82,-25,-15,-82,Red
CU-11,Sockeye,Harrison_US_L,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,5400,10731,84597,0.5,Red
CU-11,Sockeye,Harrison_US_L,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,5400,10731,84597,0.06,Red
CU-12,Sockeye,Lillooet_Harr_L,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,28800,1000,10000,28.8,Green
CU-12,Sockeye,Lillooet_Harr_L,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,28800,1000,10000,2.88,Green
CU-12,Sockeye,Lillooet_Harr_L,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,3,Amber
CU-12,Sockeye,Lillooet_Harr_L,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,81,50,75,81,Green
CU-12,Sockeye,Lillooet_Harr_L,Abs_Abd,SpnForAbd_Wild,2015,PercChange,-72,-25,-15,-72,Red
CU-12,Sockeye,Lillooet_Harr_L,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,28800,14178,76930,2.03,Amber
CU-12,Sockeye,Lillooet_Harr_L,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,28800,14178,76930,0.37,Amber
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,SpnForAbd_Wild,2015,AbsLBM,NA,1000,10000,4.2,Amber
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,SpnForAbd_Wild,2015,AbsUBM,NA,1000,10000,0.42,Amber
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,4,AmberGreen
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,SpnForAbd_Wild,2015,LongTrend,445,50,75,445,Green
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,SpnForAbd_Wild,2015,PercChange,-75,-25,-15,-75,Red
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,SpnForAbd_Wild,2015,RelLBM,NA,NA,NA,NA,NA
CU-13,Sockeye,Harrison_DS_L,Rel_Idx,SpnForAbd_Wild,2015,RelUBM,NA,NA,NA,NA,NA
CU-14,Sockeye,Nahatlatch_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,2300,1000,10000,2.3,Amber
CU-14,Sockeye,Nahatlatch_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,2300,1000,10000,0.23,Amber
CU-14,Sockeye,Nahatlatch_ES,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,3,Amber
CU-14,Sockeye,Nahatlatch_ES,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,100,50,75,100,Green
CU-14,Sockeye,Nahatlatch_ES,Abs_Abd,SpnForAbd_Wild,2015,PercChange,16,-25,-15,16,Green
CU-14,Sockeye,Nahatlatch_ES,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,2300,NA,NA,NA,NA
CU-14,Sockeye,Nahatlatch_ES,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,2300,NA,NA,NA,NA
CU-15,Sockeye,Taseko_ES,Rel_Idx,SpnForAbd_Wild,2015,AbsLBM,NA,1000,10000,NA,NA
CU-15,Sockeye,Taseko_ES,Rel_Idx,SpnForAbd_Wild,2015,AbsUBM,NA,1000,10000,NA,NA
CU-15,Sockeye,Taseko_ES,Rel_Idx,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,1,Red
CU-15,Sockeye,Taseko_ES,Rel_Idx,SpnForAbd_Wild,2015,LongTrend,25,50,75,25,Red
CU-15,Sockeye,Taseko_ES,Rel_Idx,SpnForAbd_Wild,2015,PercChange,-81,-25,-15,-81,Red
CU-15,Sockeye,Taseko_ES,Rel_Idx,SpnForAbd_Wild,2015,RelLBM,NA,NA,NA,NA,NA
CU-15,Sockeye,Taseko_ES,Rel_Idx,SpnForAbd_Wild,2015,RelUBM,NA,NA,NA,NA,NA
CU-16,Sockeye,Widgeon_RT,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,435,1000,10000,0.435,Red
CU-16,Sockeye,Widgeon_RT,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,435,1000,10000,0.0435,Red
CU-16,Sockeye,Widgeon_RT,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,1,Red
CU-16,Sockeye,Widgeon_RT,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,178,50,75,178,Green
CU-16,Sockeye,Widgeon_RT,Abs_Abd,SpnForAbd_Wild,2015,PercChange,1158,-25,-15,1158,Green
CU-16,Sockeye,Widgeon_RT,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,435,NA,NA,NA,NA
CU-16,Sockeye,Widgeon_RT,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,435,NA,NA,NA,NA
CU-17,Sockeye,Chilliwack_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,12600,1000,10000,12.6,Green
CU-17,Sockeye,Chilliwack_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,12600,1000,10000,1.26,Green
CU-17,Sockeye,Chilliwack_ES,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,4,AmberGreen
CU-17,Sockeye,Chilliwack_ES,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,158,50,75,158,Green
CU-17,Sockeye,Chilliwack_ES,Abs_Abd,SpnForAbd_Wild,2015,PercChange,102,-25,-15,102,Green
CU-17,Sockeye,Chilliwack_ES,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,12600,8000,16000,1.58,Amber
CU-17,Sockeye,Chilliwack_ES,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,12600,8000,16000,0.79,Amber
CU-18,Sockeye,Takla_Trem_EStu,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,26819,1000,10000,26.819,Green
CU-18,Sockeye,Takla_Trem_EStu,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,26819,1000,10000,2.6819,Green
CU-18,Sockeye,Takla_Trem_EStu,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,1,Red
CU-18,Sockeye,Takla_Trem_EStu,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,43,50,75,43,Red
CU-18,Sockeye,Takla_Trem_EStu,Abs_Abd,SpnForAbd_Wild,2015,PercChange,-44,-25,-15,-44,Red
CU-18,Sockeye,Takla_Trem_EStu,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,75310,97682,376174,0.77097111,Red
CU-18,Sockeye,Takla_Trem_EStu,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,75310,97682,376174,0.200199907,Red
CU-19,Sockeye,Anderson_Seton_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,18045,1000,10000,18.045,Green
CU-19,Sockeye,Anderson_Seton_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,18045,1000,10000,1.8045,Green
CU-19,Sockeye,Anderson_Seton_ES,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,3,AmberGreen
CU-19,Sockeye,Anderson_Seton_ES,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,684,50,75,684,Green
CU-19,Sockeye,Anderson_Seton_ES,Abs_Abd,SpnForAbd_Wild,2015,PercChange,430,-25,-15,430,Green
CU-19,Sockeye,Anderson_Seton_ES,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,18045,3662,22534,4.93,Amber
CU-19,Sockeye,Anderson_Seton_ES,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,18045,3662,22534,0.8,Amber
CU-2,Sockeye,Kamloops_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,10700,1000,10000,10.7,Green
CU-2,Sockeye,Kamloops_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,10700,1000,10000,1.07,Green
CU-2,Sockeye,Kamloops_ES,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,3,Amber
CU-2,Sockeye,Kamloops_ES,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,169,50,75,169,Green
CU-2,Sockeye,Kamloops_ES,Abs_Abd,SpnForAbd_Wild,2015,PercChange,-40,-25,-15,-40,Red
CU-2,Sockeye,Kamloops_ES,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,10700,4958,17838,2.16,Amber
CU-2,Sockeye,Kamloops_ES,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,10700,4958,17838,0.6,Amber
