,Year,CU_ID,Species,Stock,Label,Metric,Compare,LBM,UBM,Value,Status
703,2010,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,RelLBM,515.9436737,NA,NA,NA,NA
704,2011,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,RelLBM,453.6212072,NA,NA,NA,NA
705,2012,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,RelLBM,480.9876971,NA,NA,NA,NA
706,2013,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,RelLBM,514.1850187,NA,NA,NA,NA
707,2014,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,RelLBM,580.3231115,NA,NA,NA,NA
708,2015,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,RelLBM,492.3611439,NA,NA,NA,NA
709,2016,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,RelLBM,435.3406174,NA,NA,NA,NA
710,2017,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,RelLBM,448.7684958,NA,NA,NA,NA
711,2018,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,RelLBM,393.567137,NA,NA,NA,NA
712,2010,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,AbsLBM,515.9436737,1000,10000,0.515943674,Red
713,2011,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,AbsLBM,453.6212072,1000,10000,0.453621207,Red
714,2012,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,AbsLBM,480.9876971,1000,10000,0.480987697,Red
715,2013,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,AbsLBM,514.1850187,1000,10000,0.514185019,Red
716,2014,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,AbsLBM,580.3231115,1000,10000,0.580323111,Red
717,2015,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,AbsLBM,492.3611439,1000,10000,0.492361144,Red
718,2016,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,AbsLBM,435.3406174,1000,10000,0.435340617,Red
719,2017,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,AbsLBM,448.7684958,1000,10000,0.448768496,Red
720,2018,CK-14,Chinook,South Thompson_SU_1.3,SpnForAbd_Wild,AbsLBM,393.567137,1000,10000,0.393567137,Red
721,2010,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,LongTrend,0.89,0.5,0.75,0.89,Green
722,2011,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,LongTrend,0.8,0.5,0.75,0.8,Green
723,2012,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,LongTrend,0.86,0.5,0.75,0.86,Green
724,2013,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,LongTrend,0.91,0.5,0.75,0.91,Green
725,2014,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,LongTrend,1.02,0.5,0.75,1.02,Green
726,2015,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,LongTrend,0.87,0.5,0.75,0.87,Green
727,2016,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,LongTrend,0.8,0.5,0.75,0.8,Green
728,2017,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,LongTrend,0.83,0.5,0.75,0.83,Green
729,2018,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,LongTrend,0.74,0.5,0.75,0.74,Amber
730,2010,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,PercChange,106.501,-25,-15,106.501,Green
731,2011,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,PercChange,85.0629,-25,-15,85.0629,Green
732,2012,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,PercChange,70.4907,-25,-15,70.4907,Green
733,2013,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,PercChange,64.9617,-25,-15,64.9617,Green
734,2014,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,PercChange,56.7592,-25,-15,56.7592,Green
735,2015,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,PercChange,30.3324,-25,-15,30.3324,Green
736,2016,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,PercChange,5.3228,-25,-15,5.3228,Green
737,2017,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,PercChange,-8.5003,-25,-15,-8.5003,Green
738,2018,CK-14,Chinook,South Thompson_SU_1.3,SpnForTrend_Wild,PercChange,-17.2078,-25,-15,-17.2078,Amber
739,2010,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelUBM,22026.42643,NA,NA,NA,NA
740,2011,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelUBM,22933.68201,NA,NA,NA,NA
741,2012,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelUBM,16689.56594,NA,NA,NA,NA
742,2013,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelUBM,17239.86296,NA,NA,NA,NA
743,2014,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelUBM,15260.09154,NA,NA,NA,NA
744,2015,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelUBM,18459.769,NA,NA,NA,NA
745,2016,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelUBM,20611.13634,NA,NA,NA,NA
746,2017,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelUBM,17065.90471,NA,NA,NA,NA
747,2018,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelUBM,13593.40998,NA,NA,NA,NA
748,2010,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsUBM,22026.42643,1000,10000,2.202642643,Green
749,2011,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsUBM,22933.68201,1000,10000,2.293368201,Green
750,2012,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsUBM,16689.56594,1000,10000,1.668956594,Green
751,2013,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsUBM,17239.86296,1000,10000,1.723986296,Green
752,2014,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsUBM,15260.09154,1000,10000,1.526009154,Green
753,2015,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsUBM,18459.769,1000,10000,1.8459769,Green
754,2016,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsUBM,20611.13634,1000,10000,2.061113634,Green
755,2017,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsUBM,17065.90471,1000,10000,1.706590471,Green
756,2018,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsUBM,13593.40998,1000,10000,1.359340998,Green
757,2010,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
758,2011,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
759,2012,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
760,2013,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
761,2014,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
762,2015,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
763,2016,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
764,2017,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
765,2018,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
766,2010,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelLBM,22026.42643,NA,NA,NA,NA
767,2011,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelLBM,22933.68201,NA,NA,NA,NA
768,2012,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelLBM,16689.56594,NA,NA,NA,NA
769,2013,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelLBM,17239.86296,NA,NA,NA,NA
770,2014,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelLBM,15260.09154,NA,NA,NA,NA
771,2015,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelLBM,18459.769,NA,NA,NA,NA
772,2016,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelLBM,20611.13634,NA,NA,NA,NA
773,2017,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelLBM,17065.90471,NA,NA,NA,NA
774,2018,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,RelLBM,13593.40998,NA,NA,NA,NA
775,2010,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsLBM,22026.42643,1000,10000,22.02642643,Green
776,2011,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsLBM,22933.68201,1000,10000,22.93368201,Green
777,2012,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsLBM,16689.56594,1000,10000,16.68956594,Green
778,2013,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsLBM,17239.86296,1000,10000,17.23986296,Green
779,2014,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsLBM,15260.09154,1000,10000,15.26009154,Green
780,2015,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsLBM,18459.769,1000,10000,18.459769,Green
781,2016,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsLBM,20611.13634,1000,10000,20.61113634,Green
782,2017,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsLBM,17065.90471,1000,10000,17.06590471,Green
783,2018,CK-15,Chinook,Shuswap River_SU_0.3,SpnForAbd_Wild,AbsLBM,13593.40998,1000,10000,13.59340998,Green
784,2010,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,LongTrend,1.37,0.5,0.75,1.37,Green
785,2011,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,LongTrend,1.43,0.5,0.75,1.43,Green
786,2012,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,LongTrend,1.08,0.5,0.75,1.08,Green
787,2013,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,LongTrend,1.1,0.5,0.75,1.1,Green
788,2014,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,LongTrend,0.96,0.5,0.75,0.96,Green
789,2015,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,LongTrend,1.14,0.5,0.75,1.14,Green
790,2016,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,LongTrend,1.3,0.5,0.75,1.3,Green
791,2017,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,LongTrend,1.08,0.5,0.75,1.08,Green
792,2018,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,LongTrend,0.86,0.5,0.75,0.86,Green
793,2010,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,PercChange,-38.6491,-25,-15,-38.6491,Red
794,2011,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,PercChange,-37.9339,-25,-15,-37.9339,Red
795,2012,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,PercChange,-45.9227,-25,-15,-45.9227,Red
796,2013,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,PercChange,-47.4158,-25,-15,-47.4158,Red
797,2014,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,PercChange,-46.5681,-25,-15,-46.5681,Red
798,2015,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,PercChange,-38.2456,-25,-15,-38.2456,Red
799,2016,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,PercChange,-26.6129,-25,-15,-26.6129,Red
800,2017,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,PercChange,-23.6397,-25,-15,-23.6397,Amber
801,2018,CK-15,Chinook,Shuswap River_SU_0.3,SpnForTrend_Wild,PercChange,-25.2683,-25,-15,-25.2683,Red
802,2010,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelUBM,24.43408289,NA,NA,NA,NA
803,2011,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelUBM,43.0531238,NA,NA,NA,NA
804,2012,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelUBM,28.17264947,NA,NA,NA,NA
805,2013,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelUBM,45.54958747,NA,NA,NA,NA
806,2014,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelUBM,37.43682596,NA,NA,NA,NA
807,2015,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelUBM,76.00676696,NA,NA,NA,NA
808,2016,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelUBM,62.64738803,NA,NA,NA,NA
809,2017,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelUBM,32.82703542,NA,NA,NA,NA
810,2018,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelUBM,15.63768942,NA,NA,NA,NA
811,2010,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsUBM,24.43408289,1000,10000,0.002443408,Red
812,2011,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsUBM,43.0531238,1000,10000,0.004305312,Red
813,2012,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsUBM,28.17264947,1000,10000,0.002817265,Red
814,2013,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsUBM,45.54958747,1000,10000,0.004554959,Red
815,2014,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsUBM,37.43682596,1000,10000,0.003743683,Red
816,2015,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsUBM,76.00676696,1000,10000,0.007600677,Red
817,2016,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsUBM,62.64738803,1000,10000,0.006264739,Red
818,2017,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsUBM,32.82703542,1000,10000,0.003282704,Red
819,2018,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsUBM,15.63768942,1000,10000,0.001563769,Red
820,2010,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
821,2011,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
822,2012,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
823,2013,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
824,2014,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
825,2015,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
826,2016,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,Red
827,2017,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,Red
828,2018,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,Red
829,2010,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelLBM,24.43408289,NA,NA,NA,NA
830,2011,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelLBM,43.0531238,NA,NA,NA,NA
831,2012,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelLBM,28.17264947,NA,NA,NA,NA
832,2013,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelLBM,45.54958747,NA,NA,NA,NA
833,2014,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelLBM,37.43682596,NA,NA,NA,NA
834,2015,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelLBM,76.00676696,NA,NA,NA,NA
835,2016,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelLBM,62.64738803,NA,NA,NA,NA
836,2017,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelLBM,32.82703542,NA,NA,NA,NA
837,2018,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,RelLBM,15.63768942,NA,NA,NA,NA
838,2010,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsLBM,24.43408289,1000,10000,0.024434083,Red
839,2011,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsLBM,43.0531238,1000,10000,0.043053124,Red
840,2012,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsLBM,28.17264947,1000,10000,0.028172649,Red
841,2013,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsLBM,45.54958747,1000,10000,0.045549587,Red
842,2014,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsLBM,37.43682596,1000,10000,0.037436826,Red
843,2015,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsLBM,76.00676696,1000,10000,0.076006767,Red
844,2016,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsLBM,62.64738803,1000,10000,0.062647388,Red
845,2017,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsLBM,32.82703542,1000,10000,0.032827035,Red
846,2018,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForAbd_Wild,AbsLBM,15.63768942,1000,10000,0.015637689,Red
847,2010,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,LongTrend,NA,0.5,0.75,NA,NA
848,2011,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,LongTrend,NA,0.5,0.75,NA,NA
849,2012,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,LongTrend,NA,0.5,0.75,NA,NA
850,2013,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,LongTrend,NA,0.5,0.75,NA,NA
851,2014,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,LongTrend,0.58,0.5,0.75,0.58,Amber
852,2015,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,LongTrend,1.14,0.5,0.75,1.14,Green
853,2016,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,LongTrend,1.04,0.5,0.75,1.04,Green
854,2017,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,LongTrend,0.58,0.5,0.75,0.58,Amber
855,2018,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,LongTrend,0.31,0.5,0.75,0.31,Red
856,2010,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,PercChange,-64.1937,-25,-15,-64.1937,Red
857,2011,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,PercChange,-80.7466,-25,-15,-80.7466,Red
858,2012,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,PercChange,-90.8863,-25,-15,-90.8863,Red
859,2013,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,PercChange,-91.1653,-25,-15,-91.1653,Red
860,2014,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,PercChange,-88.0157,-25,-15,-88.0157,Red
861,2015,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,PercChange,-76.9356,-25,-15,-76.9356,Red
862,2016,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,PercChange,-51.9513,-25,-15,-51.9513,Red
863,2017,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,PercChange,-26.8637,-25,-15,-26.8637,Red
864,2018,CK-16,Chinook,South Thompson-Bessette Creek_SU_1.2,SpnForTrend_Wild,PercChange,-7.9052,-25,-15,-7.9052,Green
865,2010,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelUBM,2766.796898,NA,NA,NA,NA
866,2011,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelUBM,3309.415688,NA,NA,NA,NA
867,2012,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelUBM,3285.837871,NA,NA,NA,NA
868,2013,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelUBM,4291.80417,NA,NA,NA,NA
869,2014,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelUBM,5381.415106,NA,NA,NA,NA
870,2015,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelUBM,6405.302768,NA,NA,NA,NA
871,2016,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelUBM,5966.639361,NA,NA,NA,NA
872,2017,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelUBM,5562.58706,NA,NA,NA,NA
873,2018,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelUBM,3425.021746,NA,NA,NA,NA
874,2010,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,AbsUBM,2766.796898,1000,10000,0.27667969,Amber
875,2011,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,AbsUBM,3309.415688,1000,10000,0.330941569,Amber
876,2012,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,AbsUBM,3285.837871,1000,10000,0.328583787,Amber
877,2013,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,AbsUBM,4291.80417,1000,10000,0.429180417,Amber
878,2014,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,AbsUBM,5381.415106,1000,10000,0.538141511,Amber
879,2015,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,AbsUBM,6405.302768,1000,10000,0.640530277,Amber
880,2016,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,AbsUBM,5966.639361,1000,10000,0.596663936,Amber
881,2017,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,AbsUBM,5562.58706,1000,10000,0.556258706,Amber
882,2018,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,AbsUBM,3425.021746,1000,10000,0.342502175,Amber
883,2010,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
884,2011,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
885,2012,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
886,2013,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
887,2014,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
888,2015,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,NA
889,2016,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,Red
890,2017,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,Red
891,2018,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,IntStatus,NA,NA,NA,NA,Red
892,2010,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelLBM,2766.796898,NA,NA,NA,NA
893,2011,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelLBM,3309.415688,NA,NA,NA,NA
894,2012,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelLBM,3285.837871,NA,NA,NA,NA
895,2013,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelLBM,4291.80417,NA,NA,NA,NA
896,2014,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelLBM,5381.415106,NA,NA,NA,NA
897,2015,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelLBM,6405.302768,NA,NA,NA,NA
898,2016,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelLBM,5966.639361,NA,NA,NA,NA
899,2017,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelLBM,5562.58706,NA,NA,NA,NA
900,2018,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,RelLBM,3425.021746,NA,NA,NA,NA
901,2010,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,AbsLBM,2766.796898,1000,10000,2.766796898,Amber
902,2011,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,AbsLBM,3309.415688,1000,10000,3.309415688,Amber
903,2012,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,AbsLBM,3285.837871,1000,10000,3.285837871,Amber
904,2013,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,AbsLBM,4291.80417,1000,10000,4.29180417,Amber
905,2014,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,AbsLBM,5381.415106,1000,10000,5.381415106,Amber
906,2015,CK-17,Chinook,Lower Thompson_SP_1.2,SpnForAbd_Wild,AbsLBM,6405.302768,1000,10000,6.405302768,Amber
