Pop_UID,Pop_ID,Pop_Name,CU_ID,TimeSeriesData_Pop_Name
PKE-01.51404,51404,FRENCH CREEK,PKE-01,NA
PKE-01.51414,51414,ENGLISHMAN RIVER,PKE-01,NA
PKE-01.51434,51434,NANOOSE CREEK,PKE-01,NA
PKE-01.51514,51514,NANAIMO RIVER,PKE-01,NA
PKE-01.51584,51584,HOLLAND CREEK,PKE-01,NA
PKE-01.52034,52034,TRENT RIVER,PKE-01,NA
PKE-01.52054,52054,TSABLE RIVER,PKE-01,NA
PKE-01.52824,52824,VILLAGE BAY CREEK,PKE-01,NA
PKE-01.52834,52834,OPEN BAY CREEK,PKE-01,NA
PKE-01.52844,52844,HYACINTHE CREEK,PKE-01,NA
PKE-01.52854,52854,DREW CREEK,PKE-01,NA
PKE-01.52894,52894,MENZIES CREEK,PKE-01,NA
PKE-01.52904,52904,MOHUN CREEK,PKE-01,NA
PKE-01.52914,52914,CAMPBELL RIVER,PKE-01,NA
PKE-01.52924,52924,NUNNS CREEK,PKE-01,NA
PKE-01.52934,52934,KINGFISHER CREEK,PKE-01,NA
PKE-01.52944,52944,QUINSAM RIVER,PKE-01,NA
PKE-01.52954,52954,SIMMS CREEK,PKE-01,NA
PKE-01.52964,52964,WILLOW CREEK,PKE-01,NA
PKE-01.52994,52994,OYSTER RIVER,PKE-01,NA
PKE-01.53054,53054,BROOKLYN CREEK,PKE-01,NA
PKE-01.53064,53064,PUNTLEDGE RIVER,PKE-01,NA
PKE-01.53074,53074,TSOLUM RIVER,PKE-01,NA
PKE-01.53104,53104,MORRISON CREEK,PKE-01,NA
PKE-01.53124,53124,MILLARD CREEK,PKE-01,NA
PKE-02.3304,3304,SOMASS-SPROAT-GC SYSTEM,PKE-02,NA
PKE-02.39614,39614,JANSEN LAKE CREEK,PKE-02,NA
PKE-02.39624,39624,CHAMISS CREEK,PKE-02,NA
PKE-02.39644,39644,MCKAY COVE CREEK,PKE-02,NA
PKE-02.39654,39654,CLANNINICK CREEK,PKE-02,NA
PKE-02.39664,39664,MALKSOPE RIVER,PKE-02,NA
PKE-02.39674,39674,OUOUKINSH RIVER,PKE-02,NA
PKE-02.39684,39684,POWER RIVER,PKE-02,NA
PKE-02.39694,39694,BATTLE BAY RIVER,PKE-02,NA
PKE-02.39704,39704,NASPARTI RIVER,PKE-02,NA
PKE-02.40249,40249,SAN JUAN RIVER,PKE-02,NA
PKE-02.40319,40319,GORDON RIVER,PKE-02,NA
PKE-02.40359,40359,NITINAT RIVER,PKE-02,NA
PKE-02.40454,40454,SARITA RIVER,PKE-02,NA
PKE-02.40474,40474,CARNATION CREEK,PKE-02,NA
PKE-02.40514,40514,FRANKLIN RIVER,PKE-02,NA
PKE-02.40524,40524,CHINA CREEK,PKE-02,NA
PKE-02.40614,40614,NAHMINT RIVER,PKE-02,NA
PKE-02.40644,40644,HENDERSON LAKE,PKE-02,NA
PKE-02.40704,40704,EFFINGHAM RIVER,PKE-02,NA
PKE-02.40794,40794,TOQUART RIVER,PKE-02,NA
PKE-02.40804,40804,THORNTON CREEK,PKE-02,NA
PKE-02.40814,40814,SMITH CREEK,PKE-02,NA
PKE-02.40824,40824,LOST SHOE CREEK,PKE-02,NA
PKE-02.40844,40844,SOUTH BAY #1 CREEK,PKE-02,NA
PKE-02.40854,40854,YAKU RIVER,PKE-02,NA
PKE-02.40864,40864,KAUWINCH RIVER,PKE-02,NA
PKE-02.40874,40874,KASHUTL RIVER,PKE-02,NA
PKE-02.40884,40884,EASY CREEK,PKE-02,NA
PKE-02.40894,40894,ELAINE CREEK,PKE-02,NA
PKE-02.41119,41119,MOYEHA RIVER,PKE-02,NA
PKE-02.41129,41129,ATLEO RIVER,PKE-02,NA
PKE-02.41164,41164,WATTA CREEK,PKE-02,NA
PKE-02.41174,41174,MEGIN RIVER,PKE-02,NA
PKE-02.41194,41194,ICE RIVER,PKE-02,NA
PKE-02.41204,41204,SYDNEY RIVER,PKE-02,NA
PKE-02.41284,41284,MOOYAH RIVER,PKE-02,NA
PKE-02.41294,41294,SILVERADO CREEK,PKE-02,NA
PKE-02.41304,41304,HOUSTON RIVER,PKE-02,NA
PKE-02.41314,41314,JACKLAH RIVER,PKE-02,NA
PKE-02.41324,41324,BURMAN RIVER,PKE-02,NA
PKE-02.41344,41344,GOLD RIVER,PKE-02,NA
PKE-02.41379,41379,MCCURDY CREEK,PKE-02,NA
PKE-02.41389,41389,KLEEPTEE CREEK,PKE-02,NA
PKE-02.41409,41409,COUGAR CREEK,PKE-02,NA
PKE-02.41419,41419,TLUPANA RIVER,PKE-02,NA
PKE-02.41434,41434,CONUMA RIVER,PKE-02,NA
PKE-02.41444,41444,CANTON CREEK,PKE-02,NA
PKE-02.41454,41454,SUCWOA RIVER,PKE-02,NA
PKE-02.41464,41464,DESERTED CREEK,PKE-02,NA
PKE-02.41474,41474,HOISS CREEK,PKE-02,NA
PKE-02.41484,41484,TSOWWIN RIVER,PKE-02,NA
PKE-02.41494,41494,LEINER RIVER,PKE-02,NA
PKE-02.41514,41514,TAHSIS RIVER,PKE-02,NA
PKE-02.41534,41534,KENDRICK CREEK,PKE-02,NA
PKE-02.41544,41544,MARVINAS BAY CREEK,PKE-02,NA
PKE-02.41589,41589,INNER BASIN RIVER (RANSOM),PKE-02,NA
PKE-02.41619,41619,OWOSSITSA CREEK,PKE-02,NA
PKE-02.41629,41629,APPLE CREEK,PKE-02,NA
PKE-02.41639,41639,BRODICK CREEK,PKE-02,NA
PKE-02.41669,41669,BARR CREEK,PKE-02,NA
PKE-02.41679,41679,LITTLE ZEBALLOS RIVER,PKE-02,NA
PKE-02.41709,41709,ZEBALLOS RIVER,PKE-02,NA
PKE-02.41719,41719,EHATISAHT CREEK,PKE-02,NA
PKE-02.41729,41729,MAMAT CREEK,PKE-02,NA
PKE-02.41739,41739,ESPINOSA CREEK,PKE-02,NA
PKE-02.41749,41749,CHUM CREEK,PKE-02,NA
PKE-02.41759,41759,PARK RIVER,PKE-02,NA
PKE-02.41769,41769,HAMMOND CREEK,PKE-02,NA
PKE-02.41779,41779,ELIZA CREEK,PKE-02,NA
PKE-02.41789,41789,TATCHU CREEK,PKE-02,NA
PKE-02.41809,41809,KAPOOSE CREEK,PKE-02,NA
PKE-02.41829,41829,NARROWGUT CREEK,PKE-02,NA
PKE-02.41839,41839,AMAI CREEK,PKE-02,NA
PKE-02.41859,41859,KAOUK RIVER,PKE-02,NA
PKE-02.41869,41869,ARTLISH RIVER,PKE-02,NA
PKE-02.41879,41879,TAHSISH RIVER,PKE-02,NA
PKE-02.45186,45186,BEDWELL SYSTEM,PKE-02,NA
PKE-02.52104,52104,UPPER KENNEDY RIVER,PKE-02,NA
PKE-02.52159,52159,CLAYOQUOT RIVER-UPPER,PKE-02,NA
PKE-02.52214,52214,TRANQUIL CREEK,PKE-02,NA
PKE-02.52224,52224,WARN BAY CREEK,PKE-02,NA
PKE-02.52314,52314,BEDWELL RIVER,PKE-02,NA
PKE-02.52324,52324,URSUS CREEK,PKE-02,NA
PKE-02.52334,52334,CYPRE RIVER,PKE-02,NA
PKE-03.39724,39724,CANOE CREEK,PKE-03,NA
PKE-03.39734,39734,EAST CREEK,PKE-03,NA
PKE-03.39744,39744,KLASKISH RIVER,PKE-03,NA
PKE-03.39754,39754,JIM'S CREEK,PKE-03,NA
PKE-03.39764,39764,HEAD CREEK,PKE-03,NA
PKE-03.39774,39774,KEITH RIVER,PKE-03,NA
PKE-03.39784,39784,BUCK CREEK,PKE-03,NA
PKE-03.39804,39804,MAHATTA CREEK,PKE-03,NA
PKE-03.39814,39814,MONKEY CREEK,PKE-03,NA
PKE-03.39834,39834,KEWQUODIE CREEK,PKE-03,NA
PKE-03.39844,39844,KLOOTCHLIMMIS CREEK,PKE-03,NA
PKE-03.39904,39904,CAYEGHLE CREEK,PKE-03,NA
PKE-03.39914,39914,COLONIAL CREEK,PKE-03,NA
PKE-03.39944,39944,KWOKWESTA CREEK,PKE-03,NA
PKE-03.39954,39954,MARBLE RIVER,PKE-03,NA
PKE-03.39964,39964,COETKWAUS CREEK,PKE-03,NA
PKE-03.41079,41079,WAUKWAAS CREEK,PKE-03,NA
PKE-03.42089,42089,RUPERT CREEK,PKE-03,NA
PKE-03.42099,42099,WASHLAWLIS CREEK,PKE-03,NA
PKE-03.42109,42109,STEPHENS CREEK,PKE-03,NA
PKE-03.42129,42129,WANOKANA CREEK,PKE-03,NA
PKE-03.42169,42169,GOODSPEED RIVER,PKE-03,NA
PKE-03.42209,42209,HATHAWAY CREEK,PKE-03,NA
PKE-03.42219,42219,LEWIS CREEK,PKE-03,NA
PKE-03.42259,42259,KOPRINO RIVER,PKE-03,NA
PKE-03.42329,42329,KLAYINA CREEK,PKE-03,NA
PKE-03.42339,42339,DENAD CREEK,PKE-03,NA
PKE-03.42359,42359,LEESON CREEK,PKE-03,NA
PKE-03.42369,42369,KWATLEO CREEK,PKE-03,NA
PKE-03.42389,42389,RONNING CREEK,PKE-03,NA
PKE-03.42399,42399,SAN JOSEF RIVER,PKE-03,NA
PKE-03.42409,42409,DOMINIC CREEK,PKE-03,NA
PKE-03.42419,42419,FISHERMAN RIVER,PKE-03,NA
PKE-03.42429,42429,CAPE SCOTT CREEK,PKE-03,NA
PKE-03.44788,44788,CAYEGHLE SYSTEM,PKE-03,NA
PKE-04.3068,3068,JACK CREEK,PKE-04,NA
PKE-04.45341,45341,COLLINSON CREEK,PKE-04,NA
PKE-04.45351,45351,CORTINA CREEK,PKE-04,NA
PKE-04.45401,45401,GEORGE CREEK,PKE-04,NA
PKE-04.45411,45411,BLIND CREEK,PKE-04,NA
PKE-04.45911,45911,BOND RIVER NO. 1,PKE-04,NA
PKE-04.45937,45937,DEEPWATER BAY CREEK,PKE-04,NA
PKE-04.49528,49528,SEYMOUR RIVER,PKE-04,NA
PKE-04.49548,49548,RAINBOW CREEK,PKE-04,NA
PKE-04.49608,49608,WAUMP CREEK,PKE-04,NA
PKE-04.49638,49638,DRIFTWOOD CREEK,PKE-04,NA
PKE-04.49658,49658,PACK LAKE CREEK,PKE-04,NA
PKE-04.49678,49678,ROWLEY CREEK,PKE-04,NA
PKE-04.50189,50189,KENNETH RIVER,PKE-04,NA
PKE-04.50199,50199,COHOE CREEK,PKE-04,NA
PKE-04.50209,50209,BRADLEY CREEK,PKE-04,NA
PKE-04.50534,50534,ORFORD RIVER,PKE-04,NA
PKE-04.50544,50544,SOUTHGATE RIVER,PKE-04,NA
PKE-04.50554,50554,TEAQUAHAN RIVER,PKE-04,NA
PKE-04.50564,50564,HOMATHKO RIVER,PKE-04,NA
PKE-04.50574,50574,CUMSACK CREEK,PKE-04,NA
PKE-04.50584,50584,FREDERICK ARM CREEK,PKE-04,NA
PKE-04.50594,50594,HEMMING BAY CREEK,PKE-04,NA
PKE-04.50604,50604,KNOX BAY CREEK,PKE-04,NA
PKE-04.50614,50614,PHILLIPS RIVER,PKE-04,NA
PKE-04.50624,50624,FANNY BAY CREEK,PKE-04,NA
PKE-04.50634,50634,GRASSY CREEK,PKE-04,NA
PKE-04.50644,50644,GRAY CREEK,PKE-04,NA
PKE-04.50654,50654,APPLE RIVER,PKE-04,NA
PKE-04.50664,50664,STAFFORD RIVER,PKE-04,NA
PKE-04.50674,50674,FRAZER CREEK,PKE-04,NA
PKE-04.50684,50684,HEYDON CREEK,PKE-04,NA
PKE-04.50694,50694,WORTLEY CREEK,PKE-04,NA
PKE-04.50704,50704,READ CREEK,PKE-04,NA
PKE-04.50714,50714,TUNA RIVER,PKE-04,NA
PKE-04.50724,50724,SHOAL CREEK,PKE-04,NA
PKE-04.50734,50734,FULMORE RIVER,PKE-04,NA
PKE-04.50744,50744,ROBBERS KNOB CREEK,PKE-04,NA
PKE-04.50754,50754,BOUGHEY CREEK,PKE-04,NA
PKE-04.50774,50774,WALDON CREEK,PKE-04,NA
PKE-04.50804,50804,CALL CREEK,PKE-04,NA
PKE-04.50814,50814,KAMANO BAY CREEK,PKE-04,NA
PKE-04.50824,50824,NEW VANCOUVER CREEK,PKE-04,NA
PKE-04.50834,50834,PROTECTION POINT CREEK,PKE-04,NA
PKE-04.50844,50844,GLENDALE CREEK,PKE-04,NA
PKE-04.50874,50874,KLINAKLINI RIVER,PKE-04,NA
PKE-04.50884,50884,SIM RIVER,PKE-04,NA
PKE-04.50894,50894,AHNUHATI RIVER,PKE-04,NA
PKE-04.50904,50904,KWALATE CREEK,PKE-04,NA
PKE-04.50914,50914,SALLIE CREEK,PKE-04,NA
PKE-04.50924,50924,MATSIU CREEK,PKE-04,NA
PKE-04.50934,50934,NIGGER CREEK,PKE-04,NA
PKE-04.50944,50944,HOEYA SOUND CREEK,PKE-04,NA
PKE-04.50954,50954,LULL CREEK,PKE-04,NA
PKE-04.50964,50964,MCALISTER CREEK,PKE-04,NA
PKE-04.50974,50974,KAKWEIKEN RIVER,PKE-04,NA
PKE-04.50984,50984,AHTA RIVER,PKE-04,NA
PKE-04.50994,50994,AHTA VALLEY CREEK,PKE-04,NA
PKE-04.51004,51004,GILFORD CREEK,PKE-04,NA
PKE-04.51014,51014,MAPLE CREEK,PKE-04,NA
PKE-04.51024,51024,HEALTH LAGOON CREEK,PKE-04,NA
PKE-04.51034,51034,SHOAL HARBOUR CREEK,PKE-04,NA
PKE-04.51044,51044,SCOTT COVE CREEK,PKE-04,NA
PKE-04.51054,51054,VINER SOUND CREEK,PKE-04,NA
PKE-04.51074,51074,SIMOOM SOUND CREEK,PKE-04,NA
PKE-04.51094,51094,KINGCOME RIVER,PKE-04,NA
PKE-04.51104,51104,CHARLES CREEK,PKE-04,NA
PKE-04.51114,51114,WAKEMAN RIVER,PKE-04,NA
PKE-04.51129,51129,MACKENZIE RIVER,PKE-04,NA
PKE-04.51139,51139,NIMMO CREEK,PKE-04,NA
PKE-04.51149,51149,EMBLEY CREEK,PKE-04,NA
PKE-04.51159,51159,CARRIDEN CREEK,PKE-04,NA
PKE-04.51169,51169,BUGHOUSE CREEK,PKE-04,NA
PKE-04.51179,51179,JENNIS BAY CREEK,PKE-04,NA
PKE-04.51189,51189,TANCRED CREEK,PKE-04,NA
PKE-04.51209,51209,HAUSKIN CREEK,PKE-04,NA
PKE-04.52514,52514,STRANBY RIVER,PKE-04,NA
PKE-04.52524,52524,NAHWITTI RIVER,PKE-04,NA
PKE-04.52534,52534,SHUSHARTIE RIVER,PKE-04,NA
PKE-04.52549,52549,SONGHEES CREEK,PKE-04,NA
PKE-04.52559,52559,TSULQUATE RIVER,PKE-04,NA
PKE-04.52569,52569,QUATSE RIVER,PKE-04,NA
PKE-04.52589,52589,KEOGH RIVER,PKE-04,NA
PKE-04.52599,52599,CLUXEWE RIVER,PKE-04,NA
PKE-04.52609,52609,MILLS CREEK,PKE-04,NA
PKE-04.52619,52619,HYDE CREEK,PKE-04,NA
PKE-04.52629,52629,NIMPKISH RIVER,PKE-04,NA
PKE-04.52649,52649,THIEMER CREEK,PKE-04,NA
PKE-04.52659,52659,KOKISH RIVER,PKE-04,NA
PKE-04.52674,52674,TSITIKA RIVER,PKE-04,NA
PKE-04.52684,52684,NAKA CREEK,PKE-04,NA
PKE-04.52694,52694,ADAM RIVER,PKE-04,NA
PKE-04.52704,52704,EVE RIVER,PKE-04,NA
PKE-04.52714,52714,SALMON RIVER,PKE-04,NA
PKE-04.52724,52724,WHITE RIVER,PKE-04,NA
PKE-04.52734,52734,AMOR DE COSMOS CREEK,PKE-04,NA
PKE-04.52744,52744,PYE CREEK,PKE-04,NA
PKE-04.52764,52764,ST. AUBYN CREEK,PKE-04,NA
PKE-04.52774,52774,CAMELEON HARBOUR CREEK,PKE-04,NA
PKE-04.52784,52784,THURSTON BAY CREEK,PKE-04,NA
PKE-04.52864,52864,GRANITE BAY CREEK,PKE-04,NA
PKE-04.52874,52874,KANISH CREEK,PKE-04,NA
PKE-05.3152,3152,ADA COVE CREEK,PKE-05,NA
PKE-05.3198,3198,JOANIE CREEK,PKE-05,NA
PKE-05.3228,3228,KAMIN CREEK,PKE-05,NA
PKE-05.3229,3229,GOIN CREEK,PKE-05,NA
PKE-05.3419,3419,FANNIE COVE LEFT HAND CREEK,PKE-05,NA
PKE-05.3422,3422,BULLOCK CHANNEL #2 CREEK,PKE-05,NA
PKE-05.3424,3424,BULLOCK CHANNEL #3 NORTH CREEK,PKE-05,NA
PKE-05.3426,3426,BULLOCK CHANNEL #3 SOUTH CREEK,PKE-05,NA
PKE-05.42697,42697,KITASU CREEK,PKE-05,NA
PKE-05.42702,42702,GULL CREEK,PKE-05,NA
PKE-05.42707,42707,OSMENT CREEK,PKE-05,NA
PKE-05.42712,42712,KWAKWA CREEK,PKE-05,NA
PKE-05.42717,42717,MEYERS PASS CREEK,PKE-05,NA
PKE-05.42722,42722,GORILLA CREEK,PKE-05,NA
PKE-05.42737,42737,CALDER CREEK,PKE-05,NA
PKE-05.42742,42742,LAGOON CREEK,PKE-05,NA
PKE-05.42747,42747,MARY COVE CREEK,PKE-05,NA
PKE-05.42752,42752,WATSON BAY CREEK,PKE-05,NA
PKE-05.42757,42757,BOTTLENECK CREEK,PKE-05,NA
PKE-05.42767,42767,CANYON CREEK,PKE-05,NA
PKE-05.42772,42772,GEISH CREEK,PKE-05,NA
PKE-05.43242,43242,MCLOUGHLIN CREEK,PKE-05,NA
PKE-05.43247,43247,SHIP POINT CREEK,PKE-05,NA
PKE-05.43257,43257,SOUND POINT LAGOON CREEK,PKE-05,NA
PKE-05.43262,43262,KWAKUSDIS RIVER,PKE-05,NA
PKE-05.43272,43272,LITTLE CREEK,PKE-05,NA
PKE-05.43647,43647,OATSOALIS CREEK,PKE-05,NA
PKE-05.43657,43657,DE COSMOS LAGOON CREEK,PKE-05,NA
PKE-05.43662,43662,CRAB HARBOUR CREEK,PKE-05,NA
PKE-05.43667,43667,WATT CREEK,PKE-05,NA
PKE-05.43677,43677,KILDIDT LAGOON #2 CREEK,PKE-05,NA
PKE-05.43682,43682,STEWART CREEK,PKE-05,NA
PKE-05.43687,43687,CHOKE PASS CREEKS (3),PKE-05,NA
PKE-05.43692,43692,COOPER INLET CREEKS,PKE-05,NA
PKE-05.43697,43697,GRASSY BAY CREEK,PKE-05,NA
PKE-05.43702,43702,KISAMEET RIVER,PKE-05,NA
PKE-05.43707,43707,SAGAR CREEK,PKE-05,NA
PKE-05.43712,43712,EVANS INLET #3 CREEK,PKE-05,NA
PKE-05.43717,43717,HOOK NOSE CREEK,PKE-05,NA
PKE-05.43722,43722,FOUR LAKES CREEK,PKE-05,NA
PKE-05.43737,43737,KADJUSDIS RIVER,PKE-05,NA
PKE-05.43742,43742,KUNSOOT RIVER,PKE-05,NA
PKE-05.43747,43747,DREW CREEK,PKE-05,NA
PKE-05.43752,43752,BEALE'S LAGOON CREEK,PKE-05,NA
PKE-05.43757,43757,SALLY CREEK,PKE-05,NA
PKE-05.43762,43762,LILIAN CREEK,PKE-05,NA
PKE-05.43767,43767,DEER PASS LAGOON CREEKS,PKE-05,NA
PKE-05.43772,43772,WEBSTER LAKE CREEK,PKE-05,NA
PKE-05.43777,43777,KWAKIUTL CREEK,PKE-05,NA
PKE-05.43782,43782,ROBINSON CREEKS,PKE-05,NA
PKE-05.43787,43787,BULLEY BAY CREEK,PKE-05,NA
PKE-05.43792,43792,PRICE CREEK,PKE-05,NA
PKE-05.43802,43802,QUIGLEY CREEK,PKE-05,NA
PKE-05.43807,43807,POWLES CREEK,PKE-05,NA
PKE-05.43812,43812,BLEE CREEK,PKE-05,NA
PKE-05.43817,43817,BLOOMFIELD CREEK,PKE-05,NA
PKE-05.43887,43887,PACKE CREEK,PKE-05,NA
PKE-05.43892,43892,TYLER CREEK,PKE-05,NA
PKE-05.43897,43897,PYNE CREEK,PKE-05,NA
PKE-05.43902,43902,BUSEY CREEK,PKE-05,NA
PKE-05.43907,43907,TRAHEY CREEK,PKE-05,NA
PKE-05.43912,43912,STEEP CREEK,PKE-05,NA
PKE-05.43917,43917,DALLAIN CREEK,PKE-05,NA
PKE-05.43922,43922,TALAMOOSA CREEK,PKE-05,NA
PKE-05.43927,43927,KENT INLET LAGOON CREEK,PKE-05,NA
PKE-05.43932,43932,EVINRUDE CREEK,PKE-05,NA
PKE-05.43937,43937,WALE CREEK,PKE-05,NA
PKE-05.43942,43942,ARGYH CREEK,PKE-05,NA
PKE-05.43947,43947,PENN CREEK,PKE-05,NA
PKE-05.43952,43952,ROLAND CREEK,PKE-05,NA
PKE-05.43957,43957,DOUGLAS CREEK,PKE-05,NA
PKE-05.43962,43962,CHAPPLE CREEK,PKE-05,NA
PKE-05.43967,43967,BARNARD CREEK,PKE-05,NA
PKE-05.43987,43987,DEVIL CREEK,PKE-05,NA
PKE-05.43992,43992,LIMESTONE CREEK,PKE-05,NA
PKE-05.43997,43997,FURY CREEK,PKE-05,NA
PKE-05.44002,44002,DON CREEK,PKE-05,NA
PKE-05.44007,44007,LINNEA CREEK,PKE-05,NA
PKE-05.44012,44012,DUFFEY CREEK,PKE-05,NA
PKE-05.44017,44017,NOBLE  CREEK,PKE-05,NA
PKE-05.44022,44022,KDELMASHAN CREEK,PKE-05,NA
PKE-05.44027,44027,SENTINEL CREEK,PKE-05,NA
PKE-05.44032,44032,CLIFFORD CREEK,PKE-05,NA
PKE-05.44037,44037,FLUX CREEK,PKE-05,NA
PKE-05.44042,44042,MCDONALD CREEK,PKE-05,NA
PKE-05.44047,44047,LITTLE KETTLE CREEK,PKE-05,NA
PKE-05.44052,44052,SALMON CREEK,PKE-05,NA
PKE-05.44057,44057,EAGLE CREEK,PKE-05,NA
PKE-05.44062,44062,TRENEMAN CREEK,PKE-05,NA
PKE-05.44067,44067,STANNARD CREEK,PKE-05,NA
PKE-05.44072,44072,BORROWMAN CREEK,PKE-05,NA
PKE-05.44077,44077,WEST CREEK,PKE-05,NA
PKE-05.44082,44082,WEST CREEK AND LAKE,PKE-05,NA
PKE-05.44087,44087,ESTEVAN CREEK,PKE-05,NA
PKE-05.44092,44092,CARTWRIGHT CREEK,PKE-05,NA
PKE-05.44097,44097,MCMICKING CREEK,PKE-05,NA
PKE-05.44107,44107,GIL CREEK,PKE-05,NA
PKE-05.44112,44112,LEDGE CREEK,PKE-05,NA
PKE-05.44117,44117,WINDY ISLAND CREEK,PKE-05,NA
PKE-05.44122,44122,BLACK ROCK CREEK,PKE-05,NA
PKE-05.44127,44127,TURN CREEK,PKE-05,NA
PKE-05.44132,44132,CRANE BAY CREEK,PKE-05,NA
PKE-05.44137,44137,TURTLE CREEK,PKE-05,NA
PKE-05.44177,44177,LAGOON CREEK,PKE-05,NA
PKE-05.44182,44182,STEWART CREEK,PKE-05,NA
PKE-05.44187,44187,FALSE STEWART CREEK,PKE-05,NA
PKE-05.44192,44192,PA-AAT RIVER,PKE-05,NA
PKE-05.44197,44197,SALTER LAKE CREEK,PKE-05,NA
PKE-05.44202,44202,TSIMTACK LAKE CREEK,PKE-05,NA
PKE-05.44207,44207,CRIDGE INLET CREEK,PKE-05,NA
PKE-05.44212,44212,TUWARTZ CREEK,PKE-05,NA
PKE-05.44217,44217,CHERRY CREEK,PKE-05,NA
PKE-05.44222,44222,MONCKTON INLET CREEK,PKE-05,NA
PKE-05.44227,44227,PORT STEPHENS CREEK,PKE-05,NA
PKE-05.44232,44232,OAR POINT CREEK,PKE-05,NA
PKE-05.44237,44237,MIKADO CREEK,PKE-05,NA
PKE-05.44242,44242,DEVON LAKE CREEK,PKE-05,NA
PKE-05.44247,44247,CURTIS INLET CREEK,PKE-05,NA
PKE-05.44252,44252,SHENEEZA CREEK,PKE-05,NA
PKE-05.44257,44257,WILSON CREEK,PKE-05,NA
PKE-05.44262,44262,MARKLE INLET CREEK,PKE-05,NA
PKE-05.44267,44267,HEVENOR INLET CREEK,PKE-05,NA
PKE-05.44272,44272,NEWCOMBE HARBOUR CREEK,PKE-05,NA
PKE-05.44277,44277,CAPTAIN COVE CREEK,PKE-05,NA
PKE-05.44287,44287,END HILL CREEK,PKE-05,NA
PKE-05.44292,44292,SPENCER CREEK,PKE-05,NA
PKE-05.44297,44297,BOLTON CREEK,PKE-05,NA
PKE-05.44302,44302,KOORYET CREEK,PKE-05,NA
PKE-05.44307,44307,KEECHA CREEK,PKE-05,NA
PKE-05.44312,44312,DEER LAKE CREEK,PKE-05,NA
PKE-05.44322,44322,LEWIS CREEK,PKE-05,NA
PKE-05.44327,44327,INDIAN HARBOUR CREEK,PKE-05,NA
PKE-05.44332,44332,BANKS LAKES CREEK,PKE-05,NA
PKE-05.44342,44342,KINGKOWN INLET CREEKS,PKE-05,NA
PKE-05.44347,44347,SKULL CREEK,PKE-05,NA
PKE-05.44352,44352,RAWLINSON ANCHORAGE CREEK,PKE-05,NA
PKE-05.44357,44357,DEADMAN CREEK,PKE-05,NA
PKE-05.44362,44362,SHAW CREEK,PKE-05,NA
PKE-05.44367,44367,RYAN CREEK,PKE-05,NA
PKE-05.44372,44372,KESWAR CREEK,PKE-05,NA
PKE-05.44377,44377,HANKIN CREEK,PKE-05,NA
PKE-05.45925,45925,SPILLER INLET CREEK,PKE-05,NA
PKE-05.48416,48416,LADEKIN CREEK,PKE-05,NA
PKE-05.48432,48432,RESCUE BAY CREEKS,PKE-05,NA
PKE-05.49686,49686,TAKUSH RIVER,PKE-05,NA
PKE-05.49726,49726,BOSWELL CREEK,PKE-05,NA
PKE-05.49751,49751,HOGAN CREEK,PKE-05,NA
PKE-05.49776,49776,JOHNSTON CREEK,PKE-05,NA
PKE-05.49781,49781,NEWICHY CREEK,PKE-05,NA
PKE-05.51692,51692,MACNAIR CREEK,PKE-05,NA
PKE-05.51697,51697,DORIS CREEK,PKE-05,NA
PKE-05.51702,51702,BEAVER CREEK,PKE-05,NA
PKE-05.51712,51712,KOEYE RIVER,PKE-05,NA
PKE-05.51717,51717,COLD CREEK,PKE-05,NA
PKE-05.51722,51722,NAMU RIVER,PKE-05,NA
PKE-05.51727,51727,NOOTUM RIVER,PKE-05,NA
PKE-05.51867,51867,GOAT BUSHU CREEK,PKE-05,NA
PKE-05.51872,51872,WALKER LAKE CREEK,PKE-05,NA
PKE-05.51877,51877,CLATSE CREEK,PKE-05,NA
PKE-05.51907,51907,BULLOCK CHANNEL CREEKS,PKE-05,NA
PKE-05.51912,51912,ELLERSLIE LAGOON CREEK,PKE-05,NA
PKE-05.51922,51922,CHAMISS CREEK,PKE-05,NA
PKE-05.51927,51927,NEEKAS CREEK,PKE-05,NA
PKE-05.51932,51932,SPILLER LAGOON CREEK,PKE-05,NA
PKE-05.51937,51937,TANKEEAH RIVER,PKE-05,NA
PKE-05.51942,51942,TUNO CREEK,PKE-05,NA
PKE-05.51952,51952,WINDFALL CREEK,PKE-05,NA
PKE-05.51957,51957,TOM BAY CREEK,PKE-05,NA
PKE-05.51962,51962,NAMELESS CREEK,PKE-05,NA
PKE-05.51967,51967,SALMON BAY CREEK,PKE-05,NA
PKE-05.51972,51972,HIRD POINT CREEK,PKE-05,NA
PKE-05.52447,52447,KISKOSH CREEK,PKE-05,NA
PKE-05.52452,52452,MISSED CREEK,PKE-05,NA
PKE-05.52457,52457,KEESIL CREEK,PKE-05,NA
PKE-05.52462,52462,HARTLEY BAY CREEK,PKE-05,NA
PKE-05.52467,52467,BELOWE CREEK,PKE-05,NA
PKE-05.52472,52472,LOWE INLET SYSTEM,PKE-05,NA
PKE-05.52477,52477,KLEWNUGGIT INLET CREEK,PKE-05,NA
PKE-05.52482,52482,KXNGEAL CREEK,PKE-05,NA
PKE-05.52487,52487,NORTHNESS CREEK,PKE-05,NA
PKE-05.52497,52497,KUMEALON CREEK,PKE-05,NA
PKE-06.3065,3065,HAWKSBURY ISLAND CREEK,PKE-06,NA
