Pop_UID,Pop_ID,Pop_Name,CU_ID,TimeSeriesData_Pop_Name
CM-16.51833,51833,STEELHEAD CREEK,CM-16,NA
CM-16.51838,51838,NASCALL CREEK,CM-16,NA
CM-17.3119,3119,AIRPORT SIDE CHANNEL,CM-17,NA
CM-17.3122,3122,GARBAGE DUMP CREEK,CM-17,NA
CM-17.3125,3125,GEORGE HALL CREEK,CM-17,NA
CM-17.3128,3128,SKIMLETS CREEK,CM-17,NA
CM-17.3138,3138,NOOHALK CREEK,CM-17,NA
CM-17.3143,3143,FISH CREEK,CM-17,NA
CM-17.51771,51771,BELLA COOLA RIVER,CM-17,NA
CM-17.51772,51772,BELLA COOLA RIVER,CM-17,NA
CM-17.51778,51778,SNOOTLI CREEK,CM-17,NA
CM-18.3232,3232,KAMIN CREEK,CM-18,NA
CM-18.3233,3233,GOIN CREEK,CM-18,NA
CM-18.3298,3298,RED BLUFF CREEK,CM-18,NA
CM-18.42698,42698,KITASU CREEK,CM-18,NA
CM-18.42703,42703,GULL CREEK,CM-18,NA
CM-18.42708,42708,OSMENT CREEK,CM-18,NA
CM-18.42713,42713,KWAKWA CREEK,CM-18,NA
CM-18.42718,42718,MEYERS PASS CREEK,CM-18,NA
CM-18.42723,42723,GORILLA CREEK,CM-18,NA
CM-18.42728,42728,REAK CREEK,CM-18,NA
CM-18.42733,42733,PENO CREEK,CM-18,NA
CM-18.42738,42738,CALDER CREEK,CM-18,NA
CM-18.42743,42743,LAGOON CREEK,CM-18,NA
CM-18.42748,42748,MARY COVE CREEK,CM-18,NA
CM-18.42753,42753,WATSON BAY CREEK,CM-18,NA
CM-18.42758,42758,BOTTLENECK CREEK,CM-18,NA
CM-18.42768,42768,CANYON CREEK,CM-18,NA
CM-18.42773,42773,GEISH CREEK,CM-18,NA
CM-18.42778,42778,DUTHIE CREEK,CM-18,NA
CM-18.42793,42793,SODA CREEK,CM-18,NA
CM-18.43253,43253,WAHGILAH CREEK,CM-18,NA
CM-18.43258,43258,SOUND POINT LAGOON CREEK,CM-18,NA
CM-18.43273,43273,LITTLE CREEK,CM-18,NA
CM-18.43783,43783,ROBINSON CREEKS,CM-18,NA
CM-18.43788,43788,BULLEY BAY CREEK,CM-18,NA
CM-18.43793,43793,PRICE CREEK,CM-18,NA
CM-18.43803,43803,QUIGLEY CREEK,CM-18,NA
CM-18.43808,43808,POWLES CREEK,CM-18,NA
CM-18.43813,43813,BLEE CREEK,CM-18,NA
CM-18.43818,43818,BLOOMFIELD CREEK,CM-18,NA
CM-18.43823,43823,FIFER COVE CREEK,CM-18,NA
CM-18.43828,43828,DALLY CREEK,CM-18,NA
CM-18.43873,43873,ARNOUP CREEK,CM-18,NA
CM-18.43878,43878,RONALD CREEK,CM-18,NA
CM-18.43883,43883,NIAS CREEK,CM-18,NA
CM-18.43888,43888,PACKE CREEK,CM-18,NA
CM-18.43893,43893,TYLER CREEK,CM-18,NA
CM-18.43898,43898,PYNE CREEK,CM-18,NA
CM-18.43903,43903,BUSEY CREEK,CM-18,NA
CM-18.43908,43908,TRAHEY CREEK,CM-18,NA
CM-18.43913,43913,STEEP CREEK,CM-18,NA
CM-18.43918,43918,DALLAIN CREEK,CM-18,NA
CM-18.43923,43923,TALAMOOSA CREEK,CM-18,NA
CM-18.43928,43928,KENT INLET LAGOON CREEK,CM-18,NA
CM-18.43933,43933,EVINRUDE CREEK,CM-18,NA
CM-18.43938,43938,WALE CREEK,CM-18,NA
CM-18.43943,43943,ARGYH CREEK,CM-18,NA
CM-18.43948,43948,PENN CREEK,CM-18,NA
CM-18.43953,43953,ROLAND CREEK,CM-18,NA
CM-18.43958,43958,DOUGLAS CREEK,CM-18,NA
CM-18.43963,43963,CHAPPLE CREEK,CM-18,NA
CM-18.43968,43968,BARNARD CREEK,CM-18,NA
CM-18.43973,43973,WEST ARM CREEK,CM-18,NA
CM-18.43978,43978,EAST ARM CREEK,CM-18,NA
CM-18.43988,43988,DEVIL CREEK,CM-18,NA
CM-18.43993,43993,LIMESTONE CREEK,CM-18,NA
CM-18.43998,43998,FURY CREEK,CM-18,NA
CM-18.44003,44003,DON CREEK,CM-18,NA
CM-18.44008,44008,LINNEA CREEK,CM-18,NA
CM-18.44013,44013,DUFFEY CREEK,CM-18,NA
CM-18.44018,44018,NOBLE  CREEK,CM-18,NA
CM-18.44023,44023,KDELMASHAN CREEK,CM-18,NA
CM-18.44028,44028,SENTINEL CREEK,CM-18,NA
CM-18.44033,44033,CLIFFORD CREEK,CM-18,NA
CM-18.44038,44038,FLUX CREEK,CM-18,NA
CM-18.44043,44043,MCDONALD CREEK,CM-18,NA
CM-18.44048,44048,LITTLE KETTLE CREEK,CM-18,NA
CM-18.44053,44053,SALMON CREEK,CM-18,NA
CM-18.44058,44058,EAGLE CREEK,CM-18,NA
CM-18.44063,44063,TRENEMAN CREEK,CM-18,NA
CM-18.44068,44068,STANNARD CREEK,CM-18,NA
CM-18.44073,44073,BORROWMAN CREEK,CM-18,NA
CM-18.44078,44078,WEST CREEK,CM-18,NA
CM-18.44083,44083,WEST CREEK AND LAKE,CM-18,NA
CM-18.44088,44088,ESTEVAN CREEK,CM-18,NA
CM-18.44093,44093,CARTWRIGHT CREEK,CM-18,NA
CM-18.44098,44098,MCMICKING CREEK,CM-18,NA
CM-18.44108,44108,GIL CREEK,CM-18,NA
CM-18.44113,44113,LEDGE CREEK,CM-18,NA
CM-18.44118,44118,WINDY ISLAND CREEK,CM-18,NA
CM-18.44123,44123,BLACK ROCK CREEK,CM-18,NA
CM-18.44128,44128,TURN CREEK,CM-18,NA
CM-18.44133,44133,CRANE BAY CREEK,CM-18,NA
CM-18.44138,44138,TURTLE CREEK,CM-18,NA
CM-18.44178,44178,LAGOON CREEK,CM-18,NA
CM-18.44183,44183,STEWART CREEK,CM-18,NA
CM-18.44188,44188,FALSE STEWART CREEK,CM-18,NA
CM-18.44193,44193,PA-AAT RIVER,CM-18,NA
CM-18.44198,44198,SALTER LAKE CREEK,CM-18,NA
CM-18.44203,44203,TSIMTACK LAKE CREEK,CM-18,NA
CM-18.44208,44208,CRIDGE INLET CREEK,CM-18,NA
CM-18.44213,44213,TUWARTZ CREEK,CM-18,NA
CM-18.44218,44218,CHERRY CREEK,CM-18,NA
CM-18.44223,44223,MONCKTON INLET CREEK,CM-18,NA
CM-18.44228,44228,PORT STEPHENS CREEK,CM-18,NA
CM-18.44233,44233,OAR POINT CREEK,CM-18,NA
CM-18.44238,44238,MIKADO CREEK,CM-18,NA
CM-18.44243,44243,DEVON LAKE CREEK,CM-18,NA
CM-18.44248,44248,CURTIS INLET CREEK,CM-18,NA
CM-18.44253,44253,SHENEEZA CREEK,CM-18,NA
CM-18.44258,44258,WILSON CREEK,CM-18,NA
CM-18.44263,44263,MARKLE INLET CREEK,CM-18,NA
CM-18.44268,44268,HEVENOR INLET CREEK,CM-18,NA
CM-18.44273,44273,NEWCOMBE HARBOUR CREEK,CM-18,NA
CM-18.44278,44278,CAPTAIN COVE CREEK,CM-18,NA
CM-18.44288,44288,END HILL CREEK,CM-18,NA
CM-18.44293,44293,SPENCER CREEK,CM-18,NA
CM-18.44298,44298,BOLTON CREEK,CM-18,NA
CM-18.44303,44303,KOORYET CREEK,CM-18,NA
CM-18.44308,44308,KEECHA CREEK,CM-18,NA
CM-18.44313,44313,DEER LAKE CREEK,CM-18,NA
CM-18.44318,44318,KENZUWASH CREEKS,CM-18,NA
CM-18.44323,44323,LEWIS CREEK,CM-18,NA
CM-18.44328,44328,INDIAN HARBOUR CREEK,CM-18,NA
CM-18.44333,44333,BANKS LAKES CREEK,CM-18,NA
CM-18.44343,44343,KINGKOWN INLET CREEKS,CM-18,NA
CM-18.44348,44348,SKULL CREEK,CM-18,NA
CM-18.44353,44353,RAWLINSON ANCHORAGE CREEK,CM-18,NA
CM-18.44358,44358,DEADMAN CREEK,CM-18,NA
CM-18.44363,44363,SHAW CREEK,CM-18,NA
CM-18.44368,44368,RYAN CREEK,CM-18,NA
CM-18.44373,44373,KESWAR CREEK,CM-18,NA
CM-18.44378,44378,HANKIN CREEK,CM-18,NA
CM-18.44871,44871,SYLVIA CREEK,CM-18,NA
CM-18.45305,45305,KLEMTU CREEK,CM-18,NA
CM-18.48417,48417,LADEKIN CREEK,CM-18,NA
CM-18.48433,48433,RESCUE BAY CREEKS,CM-18,NA
CM-18.51933,51933,SPILLER LAGOON CREEK,CM-18,NA
CM-18.51938,51938,TANKEEAH RIVER,CM-18,NA
CM-18.51943,51943,TUNO CREEK,CM-18,NA
CM-18.51948,51948,TUNO CREEK WEST,CM-18,NA
CM-18.51953,51953,WINDFALL CREEK,CM-18,NA
CM-18.51958,51958,TOM BAY CREEK,CM-18,NA
CM-18.51963,51963,NAMELESS CREEK,CM-18,NA
CM-18.51968,51968,SALMON BAY CREEK,CM-18,NA
CM-18.51973,51973,HIRD POINT CREEK,CM-18,NA
CM-18.52448,52448,KISKOSH CREEK,CM-18,NA
CM-18.52453,52453,MISSED CREEK,CM-18,NA
CM-18.52458,52458,KEESIL CREEK,CM-18,NA
CM-18.52463,52463,HARTLEY BAY CREEK,CM-18,NA
CM-18.52468,52468,BELOWE CREEK,CM-18,NA
CM-18.52473,52473,LOWE INLET SYSTEM,CM-18,NA
CM-18.52478,52478,KLEWNUGGIT INLET CREEK,CM-18,NA
CM-18.52483,52483,KXNGEAL CREEK,CM-18,NA
CM-18.52488,52488,NORTHNESS CREEK,CM-18,NA
CM-18.52493,52493,ALVIN CREEK,CM-18,NA
CM-18.52498,52498,KUMEALON CREEK,CM-18,NA
CM-19.42763,42763,JAMES BAY CREEK,CM-19,NA
CM-19.42783,42783,WINDY BAY CREEK,CM-19,NA
CM-19.43863,43863,OTTY CREEK,CM-19,NA
CM-19.51228,51228,GREEN RIVER,CM-19,NA
CM-19.51233,51233,TAYLOR CREEK,CM-19,NA
CM-19.51978,51978,LARD CREEK,CM-19,NA
CM-19.51983,51983,KAINET CREEK,CM-19,NA
CM-19.51988,51988,BIG CREEK,CM-19,NA
CM-19.51993,51993,BIG BAY CREEK,CM-19,NA
CM-19.51998,51998,KORICH CREEK,CM-19,NA
CM-19.52003,52003,POISON COVE CREEK,CM-19,NA
CM-19.52008,52008,MUSSEL RIVER,CM-19,NA
CM-19.52013,52013,BOLIN BAY CREEK,CM-19,NA
CM-19.52018,52018,CARTER RIVER,CM-19,NA
CM-20.3064,3064,HAWKSBURY ISLAND CREEK,CM-20,NA
CM-20.3433,3433,HEYSHAM CREEK,CM-20,NA
CM-20.42788,42788,CANOONA RIVER,CM-20,NA
CM-20.43983,43983,WHALEN LAKE CREEK,CM-20,NA
CM-20.44143,44143,GRIBBLE ISLAND CREEK,CM-20,NA
CM-20.44148,44148,RIORDAN CREEK,CM-20,NA
CM-20.44153,44153,EVELYN CREEK,CM-20,NA
CM-20.44158,44158,VERNEY PASSAGE CREEK,CM-20,NA
CM-20.44163,44163,FISHTRAP BAY CREEK,CM-20,NA
CM-20.44168,44168,LITTLE TILLHORN CREEK,CM-20,NA
CM-20.44173,44173,BIG TILLHORN CREEK,CM-20,NA
CM-20.44438,44438,WATHLSTO CREEK,CM-20,NA
CM-20.45777,45777,HOME BAY CREEKS,CM-20,NA
CM-20.50228,50228,AALTANHASH RIVER,CM-20,NA
CM-20.50233,50233,MARMOT COVE CREEK,CM-20,NA
CM-20.50238,50238,SCOW BAY CREEK,CM-20,NA
CM-20.50243,50243,KLEKANE RIVER,CM-20,NA
CM-20.50248,50248,ANGLER COVE CREEK,CM-20,NA
CM-20.50253,50253,GOAT RIVER,CM-20,NA
CM-20.50258,50258,PARIL RIVER,CM-20,NA
CM-20.50263,50263,KILTUISH RIVER,CM-20,NA
CM-20.50268,50268,KOWESAS RIVER,CM-20,NA
CM-20.50273,50273,KITLOPE RIVER,CM-20,NA
CM-20.50278,50278,TSAYTIS RIVER,CM-20,NA
CM-20.50283,50283,KEMANO RIVER,CM-20,NA
CM-20.50288,50288,WAHOO RIVER,CM-20,NA
CM-20.50293,50293,BRIM RIVER,CM-20,NA
CM-20.50298,50298,HOTSPRING CREEK,CM-20,NA
CM-20.50303,50303,CRAB RIVER,CM-20,NA
CM-20.50308,50308,PIKE CREEK,CM-20,NA
CM-20.50313,50313,WEEWANIE CREEK,CM-20,NA
CM-20.50318,50318,HUGH CREEK,CM-20,NA
CM-20.50323,50323,EAGLE BAY CREEK,CM-20,NA
CM-20.50328,50328,FALLS RIVER,CM-20,NA
CM-20.50333,50333,KILDALA RIVER,CM-20,NA
CM-20.50338,50338,DALA RIVER,CM-20,NA
CM-20.50343,50343,WATHL CREEK,CM-20,NA
CM-20.50358,50358,PINE CREEK,CM-20,NA
CM-20.50363,50363,KITIMAT RIVER,CM-20,NA
CM-20.50373,50373,DUCK CREEK,CM-20,NA
CM-20.50378,50378,GOOSE CREEK,CM-20,NA
CM-20.50383,50383,HIRSCH CREEK,CM-20,NA
CM-20.50398,50398,LITTLE WEDEENE RIVER,CM-20,NA
CM-20.50413,50413,WEDEENE RIVER,CM-20,NA
CM-20.50428,50428,RALEY CREEK,CM-20,NA
CM-20.50433,50433,LONE WOLF CREEK,CM-20,NA
CM-20.50438,50438,AVELING CREEK,CM-20,NA
CM-20.50448,50448,NALBEELAH CREEK,CM-20,NA
CM-20.50453,50453,HUMPHRYS CREEK,CM-20,NA
CM-20.51238,51238,MARSHALL CREEK,CM-20,NA
CM-20.51243,51243,KHUTZE RIVER,CM-20,NA
CM-20.51248,51248,DOME CREEK,CM-20,NA
CM-20.52368,52368,CECIL CREEK,CM-20,NA
CM-20.52373,52373,CHIST CREEK,CM-20,NA
CM-20.52378,52378,MCKAY CREEK,CM-20,NA
CM-20.52388,52388,TETLOCK CREEK,CM-20,NA
CM-20.52393,52393,HUNTER CREEK,CM-20,NA
CM-20.52398,52398,ANDERSON CREEK,CM-20,NA
CM-20.52413,52413,BISH CREEK,CM-20,NA
CM-20.52418,52418,EMSLEY CREEK,CM-20,NA
CM-20.52423,52423,GILTTOYEES CREEK,CM-20,NA
CM-20.52428,52428,FOCH RIVER,CM-20,NA
CM-20.52433,52433,KIHESS CREEK,CM-20,NA
CM-20.52438,52438,KITKIATA CREEK,CM-20,NA
CM-20.52443,52443,QUAAL RIVER,CM-20,NA
CM-21.41053,41053,BLAINE CREEK,CM-21,NA
CM-21.41058,41058,MACINTYRE CREEK,CM-21,NA
CM-21.41063,41063,COPPER CREEK,CM-21,NA
CM-21.41073,41073,GRAY BAY CREEK,CM-21,NA
CM-21.42003,42003,HAANS CREEK,CM-21,NA
CM-21.42013,42013,SKEDANS CREEK,CM-21,NA
CM-21.42018,42018,BREAKER BAY CREEK,CM-21,NA
CM-21.42023,42023,TRAYNOR CREEK,CM-21,NA
CM-21.42028,42028,MATHERS CREEK,CM-21,NA
CM-21.42038,42038,WASTE CREEK,CM-21,NA
CM-21.42048,42048,THURSTON HARBOUR CREEK,CM-21,NA
CM-21.42053,42053,TALUNKWAN CREEK,CM-21,NA
CM-21.42058,42058,TANU ISLAND CREEK,CM-21,NA
CM-21.42068,42068,MOORE CREEK,CM-21,NA
CM-21.42073,42073,TAKELLY COVE CREEK,CM-21,NA
CM-21.42078,42078,BELJAY BAY CREEK,CM-21,NA
CM-21.42483,42483,MILLER CREEK,CM-21,NA
CM-21.42493,42493,MISSION CREEK,CM-21,NA
CM-21.42798,42798,SANDY CREEK,CM-21,NA
CM-21.42803,42803,AERO CREEK,CM-21,NA
CM-21.42808,42808,PALLANT CREEK,CM-21,NA
CM-21.42813,42813,BRAVERMAN CREEK,CM-21,NA
CM-21.42818,42818,CHADSEY CREEK,CM-21,NA
CM-21.42823,42823,CARMICHAEL CREEK,CM-21,NA
CM-21.42828,42828,LAGOON CREEK,CM-21,NA
CM-21.42833,42833,DASS CREEK,CM-21,NA
CM-21.42838,42838,SEWELL POINT CREEK,CM-21,NA
CM-21.42843,42843,WATERFALL CREEK,CM-21,NA
CM-21.42848,42848,SEWELL INLET CREEK,CM-21,NA
CM-21.42853,42853,CLINT CREEK,CM-21,NA
CM-21.42858,42858,SEWELL INLET CREEK L.H. #2,CM-21,NA
CM-21.42863,42863,THORSEN CREEK,CM-21,NA
CM-21.42868,42868,LITTLE GOOSE CREEK,CM-21,NA
CM-21.42873,42873,BIG GOOSE CREEK,CM-21,NA
CM-21.42878,42878,PACOFI CREEK,CM-21,NA
CM-21.42883,42883,DANA #1 CREEK,CM-21,NA
CM-21.42888,42888,DANA #2 CREEK,CM-21,NA
CM-21.42893,42893,DANA #3 CREEK,CM-21,NA
CM-21.42898,42898,CRESCENT INLET CREEK,CM-21,NA
CM-21.42903,42903,LOCKEPORT CREEK,CM-21,NA
CM-21.42908,42908,ANNA INLET CREEK,CM-21,NA
CM-21.42913,42913,SALMON RIVER,CM-21,NA
CM-21.42918,42918,ECHO HARBOUR CREEK,CM-21,NA
CM-21.42923,42923,KOSTAN CREEK,CM-21,NA
CM-21.42933,42933,HUTTON HEAD CREEK,CM-21,NA
CM-21.42938,42938,HUTTON LEFT HAND CREEK,CM-21,NA
CM-21.42943,42943,MARKO CREEK,CM-21,NA
CM-21.42948,42948,MARSHALL INLET RIGHT HAND CREEK,CM-21,NA
CM-21.42953,42953,MATHESON R.H. CREEK,CM-21,NA
CM-21.42958,42958,MATHESON L.H. CREEK,CM-21,NA
CM-21.42963,42963,ARROW CREEK,CM-21,NA
CM-21.42968,42968,HAIDA CREEK,CM-21,NA
CM-21.42973,42973,SKAAT HARBOUR R.H. CREEK,CM-21,NA
CM-21.42978,42978,SKAAT HARBOUR HEAD CREEK,CM-21,NA
CM-21.42983,42983,SKAAT HARBOUR L.H.CREEK,CM-21,NA
CM-21.42988,42988,FORGOTTEN CREEK,CM-21,NA
CM-21.42993,42993,ISLAND BAY RIGHT HAND CREEK,CM-21,NA
CM-21.42998,42998,ISLAND BAY LEFT HAND CREEK,CM-21,NA
CM-21.43003,43003,BURNABY STRAIGHTS CREEK,CM-21,NA
CM-21.43008,43008,BAG HARBOUR CREEK,CM-21,NA
CM-21.43013,43013,TANGLE COVE CREEK,CM-21,NA
CM-21.43018,43018,GEORGE BAY CREEK,CM-21,NA
CM-21.43023,43023,SLIM INLET CREEK,CM-21,NA
CM-21.43028,43028,HUSTON R.H. AND L.H. CREEKS,CM-21,NA
CM-21.43033,43033,SURPRISE CREEK,CM-21,NA
CM-21.43038,43038,JEDWAY CREEK,CM-21,NA
CM-21.43043,43043,HARRIET CREEK,CM-21,NA
CM-21.43048,43048,IKEDA CREEK,CM-21,NA
CM-21.43058,43058,GONA POINT CREEK,CM-21,NA
CM-21.43063,43063,CARPENTER BAY CREEK,CM-21,NA
CM-21.43068,43068,SOUTH COVE CREEK,CM-21,NA
CM-21.43073,43073,KOYA CREEK,CM-21,NA
CM-21.43078,43078,RASPBERRY CREEK,CM-21,NA
CM-21.43083,43083,KENDRICK POINT CREEK,CM-21,NA
CM-21.43088,43088,SEDMOND CREEK,CM-21,NA
CM-21.43278,43278,POWRIVCO CREEK,CM-21,NA
CM-21.43283,43283,RICHARDSON CREEK,CM-21,NA
CM-21.43288,43288,WINDY BAY CREEK,CM-21,NA
CM-21.43293,43293,GATE CREEK,CM-21,NA
CM-21.43298,43298,KOGANGAS CREEK,CM-21,NA
CM-21.43303,43303,LANDRICK CREEK,CM-21,NA
CM-21.43308,43308,SEDGWICK BAY CREEK,CM-21,NA
CM-21.43313,43313,BERESFORD BAY CREEK,CM-21,NA
CM-21.43318,43318,SCUDDER POINT CREEK,CM-21,NA
CM-21.43323,43323,POOLE INLET CREEKS (4),CM-21,NA
CM-21.43328,43328,BURNABY NARROWS FIRST R.H. CR.,CM-21,NA
CM-21.43333,43333,BURNABY NARROWS SECOND R.H. CR.,CM-21,NA
CM-21.43338,43338,MARKER CREEK,CM-21,NA
CM-21.43343,43343,SECTION COVE RIGHT HAND CREEK,CM-21,NA
CM-21.43348,43348,ALDER ISLAND CREEK,CM-21,NA
CM-21.43353,43353,ROSE HARBOUR CREEK,CM-21,NA
CM-21.43358,43358,MOODY CREEK,CM-21,NA
CM-21.43363,43363,HEATER HARBOUR CREEK,CM-21,NA
CM-21.43368,43368,BALCOM INLET CREEK,CM-21,NA
CM-21.43373,43373,LUXANA CREEK,CM-21,NA
CM-22.3046,3046,SLEEPING BEAUTY CREEK,CM-22,NA
CM-22.3049,3049,BRANCH 10 CREEK,CM-22,NA
CM-22.41938,41938,CANOE PASS CREEK,CM-22,NA
CM-22.41943,41943,BROWNS CABIN CREEK,CM-22,NA
CM-22.41948,41948,EAST NARROWS DOLPHIN CREEK,CM-22,NA
CM-22.41953,41953,EAST NARROWS CREEK,CM-22,NA
CM-22.41958,41958,EAST NARROWS CAN BUOY CREEK,CM-22,NA
CM-22.41968,41968,DEENA CREEK,CM-22,NA
CM-22.41973,41973,CAMERON CREEK,CM-22,NA
CM-22.41978,41978,SOUTH BAY CULVERT CREEK,CM-22,NA
CM-22.41983,41983,SOUTH BAY DUMP CREEK,CM-22,NA
CM-22.41988,41988,MACMILLAN CREEK,CM-22,NA
CM-22.41993,41993,SACHS CREEK,CM-22,NA
CM-22.42498,42498,MUNCORD CREEK,CM-22,NA
CM-22.42508,42508,CHARLIE HARTIE CREEK,CM-22,NA
CM-22.42513,42513,GORE BROOK,CM-22,NA
CM-22.42518,42518,CRABAPPLE BROOK,CM-22,NA
CM-22.42528,42528,HONNA RIVER,CM-22,NA
CM-22.42533,42533,TARUNDL CREEK,CM-22,NA
CM-22.42538,42538,OUTLOOK CREEK,CM-22,NA
CM-22.42543,42543,SLATECHUCK CREEK,CM-22,NA
CM-22.42548,42548,MUD BAY CREEK,CM-22,NA
CM-22.42553,42553,LAGINS RIGHT HAND CREEK,CM-22,NA
CM-22.42558,42558,LAGINS CREEK,CM-22,NA
CM-22.42563,42563,INDIAN CABIN CREEK RIGHT HAND,CM-22,NA
CM-22.42568,42568,INDIAN CABIN CREEK,CM-22,NA
CM-22.42573,42573,SALTSPRING BAY CREEK,CM-22,NA
CM-22.42578,42578,SALTSPRING BAY L.H. CREEK,CM-22,NA
CM-22.42583,42583,TWO TORRENT CREEK,CM-22,NA
CM-22.42588,42588,NORTH ARM CREEK RIGHT HAND,CM-22,NA
CM-22.42593,42593,NORTH ARM HEAD CREEK,CM-22,NA
CM-22.42598,42598,WEST NARROWS CREEK,CM-22,NA
CM-22.43228,43228,BUCK CHANNEL CREEK #ONE,CM-22,NA
CM-22.43233,43233,BUCK CHANNEL CREEK #THREE,CM-22,NA
CM-22.43238,43238,BUCK CHANNEL CREEK #EIGHT,CM-22,NA
CM-22.44478,44478,BUCK CHANNEL CREEK #SIX,CM-22,NA
CM-22.44730,44730,BUCK CHANNEL CREEK #FOUR,CM-22,NA
CM-22.44807,44807,SLATECHUCK R.H. CREEK,CM-22,NA
CM-22.44866,44866,BUCK CHANNEL CREEK #FIVE,CM-22,NA
CM-22.44876,44876,BUCK CHANNEL CREEK #TWO,CM-22,NA
CM-22.53138,53138,BUCK CHANNEL CREEK #SEVEN,CM-22,NA
CM-23.40903,40903,NESTO INLET CREEK INNER,CM-23,NA
CM-23.40908,40908,MERCER CREEK,CM-23,NA
CM-23.40913,40913,HOBBS CREEK,CM-23,NA
CM-23.40918,40918,MACE CREEK,CM-23,NA
CM-23.40923,40923,CELESTIAL RIVER,CM-23,NA
CM-23.40928,40928,COATES CREEK,CM-23,NA
CM-23.40933,40933,STEEL CREEK,CM-23,NA
CM-23.40938,40938,PORT LOUIS CREEK OUTER,CM-23,NA
CM-23.40943,40943,OTARD CREEK,CM-23,NA
CM-23.41898,41898,YAKOUN TRAIL CREEK,CM-23,NA
CM-23.41903,41903,RILEY CREEK,CM-23,NA
CM-23.41908,41908,GREGORY CREEK,CM-23,NA
CM-23.41918,41918,TARTU INLET OUTER CREEK,CM-23,NA
CM-23.41923,41923,TARTU INLET HEAD CREEK,CM-23,NA
CM-23.41928,41928,SEAL INLET CREEK,CM-23,NA
CM-23.41933,41933,NESTO INLET OUTER CREEK,CM-23,NA
CM-23.42603,42603,DAWSON HARBOUR CREEK,CM-23,NA
CM-23.42608,42608,DAWSON INLET CREEK,CM-23,NA
CM-23.42618,42618,KANO INLET CREEK (OUTER),CM-23,NA
CM-23.42623,42623,GIVENCHY ANCHORAGE CREEK,CM-23,NA
CM-23.42628,42628,KANO INLET HEAD CREEK,CM-23,NA
CM-23.42638,42638,INDIAN BAY CREEK,CM-23,NA
CM-23.42643,42643,CLAPP BASIN CREEK,CM-23,NA
CM-23.42648,42648,RENNELL CREEK,CM-23,NA
CM-23.42653,42653,MOUNTAIN CREEK,CM-23,NA
CM-23.42658,42658,ROCKRUN CREEK,CM-23,NA
CM-23.42663,42663,SHIELDS CREEK,CM-23,NA
CM-23.42668,42668,PEEL INLET 1ST LEFT HAND CREEK,CM-23,NA
CM-23.42673,42673,INSKIP CREEK,CM-23,NA
CM-23.42678,42678,SECURITY INLET CREEK R.H.,CM-23,NA
CM-23.42683,42683,SECURITY INLET LEFT HAND CREEK,CM-23,NA
CM-23.42688,42688,MCKENZIE COVE CREEK,CM-23,NA
CM-23.42693,42693,KAISUN CREEK,CM-23,NA
CM-23.43053,43053,COLLISON BAY CREEK,CM-23,NA
CM-23.43093,43093,FANNY CREEK,CM-23,NA
CM-23.43098,43098,LOUSCOONE INLET CREEK,CM-23,NA
CM-23.43103,43103,LOUSCOONE INLET CREEK OUTER,CM-23,NA
CM-23.43108,43108,SPERM BAY CREEK,CM-23,NA
CM-23.43113,43113,STAKI CREEK,CM-23,NA
CM-23.43118,43118,FLAMINGO INLET CREEK,CM-23,NA
CM-23.43123,43123,YAKULANAS CREEK,CM-23,NA
CM-23.43128,43128,GOSKI BAY CREEK,CM-23,NA
CM-23.43133,43133,FAIRFAX OUTER CREEK,CM-23,NA
CM-23.43138,43138,FAIRFAX CREEK,CM-23,NA
CM-23.43143,43143,BOTANY INLET OUTER CREEK,CM-23,NA
CM-23.43148,43148,BOTANY INLET HEAD CREEK,CM-23,NA
CM-23.43153,43153,WILSON BAY CREEK,CM-23,NA
CM-23.43158,43158,FLAT CREEK,CM-23,NA
CM-23.43163,43163,EDWARDS CREEK,CM-23,NA
CM-23.43168,43168,TASU CREEK,CM-23,NA
CM-23.43173,43173,LOMGON BAY CREEK,CM-23,NA
CM-23.43178,43178,KOOTENAY INLET SOUTH ARM CREEK,CM-23,NA
CM-23.43183,43183,KOOTENAY INLET NORTH ARM CREEK,CM-23,NA
CM-23.43188,43188,BOTTLE INLET CREEK,CM-23,NA
CM-23.43193,43193,DOUGLAS INLET RIGHT HAND CREEK,CM-23,NA
CM-23.43198,43198,DOUGLAS INLET HEAD CREEK,CM-23,NA
CM-23.43203,43203,GOLD HARBOUR CREEK,CM-23,NA
CM-23.43208,43208,MORESBY LAKE CREEK,CM-23,NA
CM-23.43213,43213,MUDGE CREEK,CM-23,NA
CM-23.43218,43218,PEEL INLET HEAD CREEK,CM-23,NA
CM-23.43223,43223,PEEL INLET 2ND LEFT HAND CREEK,CM-23,NA
CM-23.44817,44817,CRAZY CREEK,CM-23,NA
CM-24.40958,40958,DAVIDSON CREEK,CM-24,NA
CM-24.40963,40963,NADEN RIVER,CM-24,NA
CM-24.40968,40968,LIGNITE CREEK,CM-24,NA
CM-24.40983,40983,AIN RIVER,CM-24,NA
CM-24.40993,40993,DINAN CREEK,CM-24,NA
CM-24.40998,40998,MCCLINTON CREEK,CM-24,NA
CM-24.41003,41003,AWUN RIVER,CM-24,NA
CM-24.41008,41008,DATLAMEN CREEK,CM-24,NA
CM-24.41018,41018,MAMIN RIVER,CM-24,NA
CM-24.41023,41023,YAKOUN RIVER,CM-24,NA
CM-24.41043,41043,SANGAN RIVER,CM-24,NA
