AF_ID,AF_PopName,AF_AltPopName,AF_Timing,AF_CU_ID,AF_Notes,AF_POP_ID,NF_POP_ID,NF_PopName,NF_AltPopName,NF_CU_ID,NF_CUName,SF_ID,SF_PopName,SF_CU_ID,SF_CUName,MF_POP_ID,MF_PopName,MF_AltPopName,MF_TSName,MF_CU_ID
5054,Cruikshank Pt. West - shore,,T4,18,,3394,3394,CRUIKSHANK POINT WEST,CRUIKSHANK POINT WEST,L-09-03,SHUSWAP COMPLEX-LATE TIMING,319,Cruikshank Pt. West - shore,SEL-L-09-03,Shuswap_L,3394,CRUIKSHANK POINT-LAKE SHORE W,CRUIKSHANK POINT-LAKE SHORE W,Cruikshank Pt. West - shore,SEL-09-03
7001,Cultus Lake,,T4,6,,45093,45093,CULTUS LAKE,CULTUS LAKE,L-03-02,CULTUS-LATE TIMING,386,Cultus Lake,SEL-L-03-02,Cultus_L,45093,CULTUS LAKE,CULTUS LAKE,Cultus Lake,SEL-03-02
11112,Cunningham Creek,,T3,99,New in 2014,0,NA,NA,NA,NA,NA,295,Cunningham Creek,NA,NA,NA,NA,NA,NA,NA
7034,Cypress Creek,,T2,15,,7694,NA,NA,NA,NA,NA,105,Cypress Creek,SEL-L-03-05,Pitt_ES,NA,NA,NA,NA,NA
5031,Deadman River,,T4,99,,46208,NA,NA,NA,NA,NA,320,Deadman River,NA,NA,NA,NA,NA,NA,NA
11021,Deception Point,,T3,16,,45077,45077,DECEPTION POINT,DECEPTION POINT,L-06-10,QUESNEL-SUMMER TIMING,207,Deception Point,SEL-L-06-10,Quesnel_S,45077,DECEPTION POINT,DECEPTION POINT,Deception Point,SEL-06-10
7026,Depot Creek,,T2,5,,7726,7726,DEPOT CREEK,DEPOT CREEK,L-03-01,CHILLIWACK-EARLY SUMMER TIMING,2,Depot Creek,NA,NA,7726,DEPOT CREEK,DEPOT CREEK,Depot Creek,SEL-03-01
11030,Devoe Creek,,T3,16,,45057,45057,DEVOE CREEK,DEVOE CREEK,L-06-10,QUESNEL-SUMMER TIMING,208,Devoe Creek,SEL-L-06-10,Quesnel_S,45057,DEVOE CREEK,DEVOE CREEK,Devoe Creek,SEL-06-10
11054,Devoe Creek - Shore,,T3,16,,3367,3367,DEVOE CR. - LAKE SHORE,DEVOE CR. - LAKE SHORE,L-06-10,QUESNEL-SUMMER TIMING,209,Devoe Creek - Shore,SEL-L-06-10,Quesnel_S,3367,DEVOE CREEK-LAKE SHORE,DEVOE CREEK-LAKE SHORE,Devoe Creek - Shore,SEL-06-10
8007,Dog Creek,Gravel Creek,T2,99,,NA,NA,NA,NA,NA,NA,98,Dog Creek,NA,NA,NA,NA,NA,NA,NA
11070,Double T - Shore,,T3,16,,3349,3349,DOUBLE T - LAKE SHORE,DOUBLE T - LAKE SHORE,L-06-10,QUESNEL-SUMMER TIMING,210,Double T - Shore,SEL-L-06-10,Quesnel_S,3349,DOUBLE T-LAKE SHORE,DOUBLE T-LAKE SHORE,Double T - Shore,SEL-06-10
4004,Douglas Creek,,T4,8,,46083,46083,DOUGLAS CREEK,DOUGLAS CREEK,L-03-03,HARRISON-DOWNSTREAM MIGRATING-LATE TIMING,391,Douglas Creek,SEL-L-03-03,Harrison_DS_L,46083,DOUGLAS CREEK/LILL,DOUGLAS CREEK/LILL,Douglas Creek,SEL-03-03
3021,Driftwood River,,T1,19,,45598,45598,DRIFTWOOD RIVER,DRIFTWOOD RIVER,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,16,Driftwood River,SEL-L-06-14,Takla_Trem_Estu,45598,DRIFTWOOD RIVER,DRIFTWOOD RIVER,Driftwood River,SEL-06-14
9010,Dunn Creek,Boulder Creek,T3,11,,0,NA,NA,NA,NA,NA,74,Dunn Creek,SEL-L-10-01,Kamloops_ES,NA,NA,NA,NA,NA
3022,Dust Creek,,T1,19,,45581,45581,DUST CREEK,DUST CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,2,Dust Creek,2,2,45581,DUST CREEK,DUST CREEK,Dust Creek,SEL-06-14
6009,Dust Creek,,T3,20,,45582,45582,DUST CREEK,DUST CREEK,L-06-13,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,2,Dust Creek,2,2,45582,DUST CREEK,DUST CREEK,Dust Creek,SEL-06-13
2009,Eagle River,,T2,17,,46358,46358,EAGLE RIVER,EAGLE RIVER,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,2,Eagle River,2,2,46358,EAGLE RIVER,EAGLE RIVER,Eagle River,SEL-09-02
5002,Eagle River,,T4,18,,46359,46359,EAGLE RIVER,EAGLE RIVER,L-09-03,SHUSWAP COMPLEX-LATE TIMING,2,Eagle River,2,2,46359,EAGLE RIVER,EAGLE RIVER,Eagle River,SEL-09-03
8011,Early Nadina River,,T2,26,,45524,NA,NA,NA,NA,NA,2,Early Nadina River,SEL-L-06-20,Nadina_Francois_ES,NA,NA,NA,NA,NA
11080,East Arm - unnamed creek 1,,T3,16,,3080,3080,QUESNEL LAKE EAST ARM - UNNAMED CREEK 1,QUESNEL LAKE EAST ARM - UNNAMED CREEK 1,L-06-10,QUESNEL-SUMMER TIMING,212,East Arm - unnamed creek 1,SEL-L-06-10,Quesnel_S,3080,QUESNEL LAKE EAST ARM-UNNAMED CREEK #1,QUESNEL LAKE EAST ARM-UNNAMED CREEK #1,East Arm - unnamed creek 1,SEL-06-10
11081,East Arm - unnamed creek 2 - shore,,T3,16,,3361,3361,UNNAMED CR. 2 - EAST ARM SHORE,UNNAMED CR. 2 - EAST ARM SHORE,L-06-10,QUESNEL-SUMMER TIMING,213,East Arm - unnamed creek 2 - shore,SEL-L-06-10,Quesnel_S,3361,UNNAMED CREEK #2-LAKE SHORE,UNNAMED CREEK #2-LAKE SHORE,East Arm - unnamed creek 2 - shore,SEL-06-10
11082,East Arm - unnamed point,,T3,16,,3362,3362,UNNAMED POINT,UNNAMED POINT,L-06-10,QUESNEL-SUMMER TIMING,214,East Arm - unnamed point,SEL-L-06-10,Quesnel_S,3362,UNNAMED POINT-LAKE SHORE,UNNAMED POINT-LAKE SHORE,East Arm - unnamed point,SEL-06-10
4005,East Creek,,T4,9,,46055,46055,EAST CREEK,EAST CREEK,L-03-04,HARRISON-UPSTREAM MIGRATING-LATE TIMING,396,East Creek,SEL-L-03-04,Harrison_US_L,46055,EAST CREEK/LFR,EAST CREEK/LFR,East Creek,SEL-03-04
1007,Elkin Creek,,T2,29,,46863,46863,ELKIN CREEK,ELKIN CREEK,L-06-16,TASEKO-EARLY SUMMER TIMING,157,Elkin Creek,NA,NA,46863,ELKIN CREEK,ELKIN CREEK,Elkin Creek,SEL-06-16
11071,Elysia - Shore,,T3,16,,3350,3350,ELYSIA - LAKE SHORE,ELYSIA - LAKE SHORE,L-06-10,QUESNEL-SUMMER TIMING,215,Elysia - Shore,SEL-L-06-10,Quesnel_S,3350,ELYSIA SHORE,ELYSIA SHORE,Elysia - Shore,SEL-06-10
11066,Elysia shore - 1 km west,Spusks Cr. Shore,T3,16,,3413,3413,ELYSIA - SHORE 1 KM WEST,ELYSIA - SHORE 1 KM WEST,L-06-10,QUESNEL-SUMMER TIMING,216,Elysia shore - 1 km west,SEL-L-06-10,Quesnel_S,3413,ELYSIA SHORE-1KM W,ELYSIA SHORE-1KM W,Elysia shore - 1 km west,SEL-06-10
7009,Emory Creek,,T4,99,,47144,NA,NA,NA,NA,NA,423,Emory Creek,NA,NA,NA,NA,NA,NA,NA
8000,Endako River,,T2,34,,45502,NA,NA,NA,NA,NA,94,Endako River,NA,NA,NA,NA,NA,NA,NA
13008,Euchiniko River,,T3,99,,0,NA,NA,NA,NA,NA,178,Euchiniko River,NA,NA,NA,NA,NA,NA,NA
9006,Finn Creek,,T3,11,,46782,46782,FINN CREEK,FINN CREEK,L-10-01,KAMLOOPS-EARLY SUMMER TIMING,76,Finn Creek,SEL-L-10-01,Kamloops_ES,46782,FINN CREEK,FINN CREEK,Finn Creek,SEL-10-01
7032,Fish Hatchery Creek,Four Mile Creek,T2,15,,7695,7695,FISH HATCHERY CREEK,FISH HATCHERY CREEK,L-03-05,PITT-EARLY SUMMER TIMING,106,Fish Hatchery Creek,SEL-L-03-05,Pitt_ES,7695,FISH HATCHERY CREEK,FISH HATCHERY CREEK,Fish Hatchery Creek,SEL-03-05
3024,Fleming Creek,,T1,19,,45556,45556,FLEMING CREEK,FLEMING CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,19,Fleming Creek,SEL-L-06-14,Takla_Trem_Estu,45556,FLEMING CREEK,FLEMING CREEK,Fleming Creek,SEL-06-14
3025,Forfar Creek,,T1,19,,45571,45571,FORFAR CREEK,FORFAR CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,20,Forfar Creek,SEL-L-06-14,Takla_Trem_Estu,45571,FORFAR CREEK,FORFAR CREEK,Forfar Creek,SEL-06-14
5079,Fortune Creek,,T4,18,,0,NA,NA,NA,NA,NA,322,Fortune Creek,NA,NA,NA,NA,NA,NA,NA
2031,Four Mile Creek,,T2,17,,7636,7636,FOUR MILE CREEK,FOUR MILE CREEK,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,2,Four Mile Creek,NA,NA,7636,FOUR MILE CREEK/STh,FOUR MILE CREEK/STh,Four Mile Creek,SEL-09-02
5075,Four Mile Creek,,T4,18,,7639,NA,NA,NA,NA,NA,2,Four Mile Creek,NA,NA,NA,NA,NA,NA,NA
5050,Four Mile Creek - shore,,T4,18,,3390,3390,FOUR MILE CREEK - SHORE,FOUR MILE CREEK - SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,323,Four Mile Creek - shore,SEL-L-09-03,Shuswap_L,3390,FOUR MILE CREEK-LAKE SHORE,FOUR MILE CREEK-LAKE SHORE,Four Mile Creek - shore,SEL-09-03
2033,Four Mile Creek - Shore,,T2,17,New in 2015,0,NA,NA,NA,NA,NA,122,Four Mile Creek - Shore,NA,NA,NA,NA,NA,NA,NA
8014,Francois Lake,,T3,7,,45806,45806,FRANCOIS LAKE,FRANCOIS LAKE,L-06-07,FRANCOIS/FRASER-SUMMER TIMING,180,Francois Lake,NA,NA,45806,FRANCOIS LAKE,FRANCOIS LAKE,Francois Lake,SEL-06-07
11109,Frank Creek (Cariboo),,T3,99,,0,NA,NA,NA,NA,NA,292,Frank Creek (Cariboo),NA,NA,NA,NA,NA,NA,NA
11031,Franks Creek,,T3,16,,45068,45068,FRANKS CREEK,FRANKS CREEK,L-06-10,QUESNEL-SUMMER TIMING,217,Franks Creek,SEL-L-06-10,Quesnel_S,45068,FRANKS CREEK,FRANKS CREEK,Franks Creek,SEL-06-10
11072,Franks Creek - shore,,T3,16,,3351,3351,FRANKS CR. - LAKE SHORE,FRANKS CR. - LAKE SHORE,L-06-10,QUESNEL-SUMMER TIMING,218,Franks Creek - shore,SEL-L-06-10,Quesnel_S,3351,FRANKS CREEK-LAKE SHORE,FRANKS CREEK-LAKE SHORE,Franks Creek - shore,SEL-06-10
10005,Fraser River (@ Tete Jaune),,T2,30,,1054,NA,NA,NA,NA,NA,67,Fraser River (@ Tete Jaune),SER-R06,UFR_RT,NA,NA,NA,NA,NA
3027,French Creek,,T1,19,,45595,45595,FRENCH CREEK,FRENCH CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,22,French Creek,SEL-L-06-14,Takla_Trem_Estu,45595,FRENCH CREEK/MFR,FRENCH CREEK/MFR,French Creek,SEL-06-14
3028,Frypan Creek,,T1,19,,45593,45593,FRYPAN CREEK,FRYPAN CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,23,Frypan Creek,SEL-L-06-14,Takla_Trem_Estu,45593,FRYPAN CREEK,FRYPAN CREEK,Frypan Creek,SEL-06-14
4007,Gallagher Creek,Mahood Creek,T3,10,This is a Lower Fraser stock. Escapement record moved.,47106,NA,NA,NA,NA,NA,403,Gallagher Creek,SK_28,LFR_RT,NA,NA,NA,NA,NA
7010,Gallagher Creek,"Mahood Creek, Johnson Slough",T4,99,,49808,NA,NA,NA,NA,NA,403,Gallagher Creek,SK_28,LFR_RT,NA,NA,NA,NA,NA
12001,Gates Channel,,T2,1,,45102,45102,GATES CHANNEL,GATES CHANNEL,L-06-01,ANDERSON/SETON-EARLY SUMMER TIMING,85,Gates Channel,SEL-L-06-01,Anderson_Seton_ES,45102,GATES CHANNEL,GATES CHANNEL,Gates Channel,SEL-06-01
12000,Gates River,,T2,1,,47211,47211,GATES CREEK,GATES CREEK,L-06-01,ANDERSON/SETON-EARLY SUMMER TIMING,86,Gates River,SEL-L-06-01,Anderson_Seton_ES,47211,GATES RIVER,GATES RIVER,,SEL-06-01
8015,Glacier Creek,,T2,13,,44732,NA,NA,NA,NA,NA,96,Glacier Creek,SEL-L-06-20,Nadina_Francois_ES,NA,NA,NA,NA,NA
3029,Gluske Creek,,T1,19,,45572,45572,GLUSKE CREEK,GLUSKE CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,24,Gluske Creek,SEL-L-06-14,Takla_Trem_Estu,45572,GLUSKE CREEK,GLUSKE CREEK,Gluske Creek,SEL-06-14
10011,Goat River,,T2,30,,1099,NA,NA,NA,NA,NA,68,Goat River,NA,NA,NA,NA,NA,NA,NA
11085,Goose Creek,,T3,16,,3078,3078,GOOSE CREEK,GOOSE CREEK,L-06-10,QUESNEL-SUMMER TIMING,219,Goose Creek,SEL-L-06-10,Quesnel_S,3078,GOOSE CREEK/MFR,GOOSE CREEK/MFR,Goose Creek,SEL-06-10
11055,Goose Point - Shore,,T3,16,,3368,3368,GOOSE POINT,GOOSE POINT,L-06-10,QUESNEL-SUMMER TIMING,220,Goose Point - Shore,SEL-L-06-10,Quesnel_S,3368,GOOSE POINT-LAKE SHORE,GOOSE POINT-LAKE SHORE,Goose Point - Shore,SEL-06-10
11087,"Goose Pt., .8 km south - shore",,T3,16,,3369,3369,GOOSE PT. - LAKE SHORE .8KM S,GOOSE PT. - LAKE SHORE .8KM S,L-06-10,QUESNEL-SUMMER TIMING,221,"Goose Pt., .8 km south - shore",SEL-L-06-10,Quesnel_S,3369,GOOSE CREEK-LAKE SHORE 0.8KM S,GOOSE CREEK-LAKE SHORE 0.8KM S,"Goose Pt., .8 km south - shore",SEL-06-10
11086,"Goose Pt., 5 km south - shore",,T3,16,,3370,3370,GOOSE PT. - LAKE SHORE 5KM S,GOOSE PT. - LAKE SHORE 5KM S,L-06-10,QUESNEL-SUMMER TIMING,222,"Goose Pt., 5 km south - shore",SEL-L-06-10,Quesnel_S,3370,GOOSE POINT-LAKE SHORE-5 KM S,GOOSE POINT-LAKE SHORE-5 KM S,"Goose Pt., 5 km south - shore",SEL-06-10
11056,Grain Cr. - Shore,,T3,16,,3371,3371,GRAIN CR. - LAKE SHORE,GRAIN CR. - LAKE SHORE,L-06-10,QUESNEL-SUMMER TIMING,223,Grain Cr. - Shore,SEL-L-06-10,Quesnel_S,3371,GRAIN CREEK-LAKE SHORE,GRAIN CREEK-LAKE SHORE,Grain Cr. - Shore,SEL-06-10
11032,Grain Creek,,T3,16,,45055,45055,GRAIN CREEK,GRAIN CREEK,L-06-10,QUESNEL-SUMMER TIMING,224,Grain Creek,SEL-L-06-10,Quesnel_S,45055,GRAIN CREEK,GRAIN CREEK,Grain Creek,SEL-06-10
4008,Green River,,T4,12,,46107,46107,GREEN RIVER,GREEN RIVER,L-04-01,LILLOOET/HARRISON-LATE TIMING,414,Green River,SEL-L-04-01,Lillooet_Harr_L,46107,GREEN RIVER/LILL,GREEN RIVER/LILL,Green River,SEL-04-01
9011,Grouse Creek,Moul Creek,T3,11,,3441,3441,GROUSE CREEK,GROUSE CREEK,L-10-01,KAMLOOPS-EARLY SUMMER TIMING,77,Grouse Creek,SEL-L-10-01,Kamloops_ES,3441,GROUSE (MOUL) CREEK,GROUSE (MOUL) CREEK,Grouse Creek,SEL-10-01
10012,Haggen Creek,,T2,30,New in 2014,7745,NA,NA,NA,NA,NA,69,Haggen Creek,NA,NA,7745,HAGGEN CREEK,HAGGEN CREEK,,SEL-07-01
9005,Harper Creek,,T2,23,,45028,45028,HARPER CREEK,HARPER CREEK,L-10-03,NORTH BARRIERE-EARLY SUMMER TIMING,78,Harper Creek,SEL-L-10-03,North_Barriere_ES,45028,HARPER CREEK,HARPER CREEK,Harper Creek,SEL-10-03
4009,Harrison Lake,,T4,8,,45086,45086,HARRISON LAKE,HARRISON LAKE,L-03-03,HARRISON-DOWNSTREAM MIGRATING-LATE TIMING,424,Harrison Lake,NA,NA,45086,HARRISON LAKE,HARRISON LAKE,Harrison Lake,SEL-03-03
4010,Harrison River,,T3,10,,46030,46030,HARRISON RIVER,HARRISON RIVER,R-03,HARRISON RIVER,404,Harrison River,SER-R03,Harrison_RT,46030,HARRISON RIVER,HARRISON RIVER,Harrison River,SER-03
12009,Hatchery Creek,,T2,29,Likely a tributary of Gates.,NA,NA,NA,NA,NA,NA,2,Hatchery Creek,2,2,NA,NA,NA,NA,NA
13000,Hawks Creek,,T3,29,,3389,NA,NA,NA,NA,NA,176,Hawks Creek,NA,NA,NA,NA,NA,NA,NA
12011,Haylmore Creek,,T2,1,,7688,7688,HAYLMORE CREEK,HAYLMORE CREEK,L-06-01,ANDERSON/SETON-EARLY SUMMER TIMING,87,Haylmore Creek,NA,NA,7688,HAYLMORE CREEK,HAYLMORE CREEK,Haylmore Creek,SEL-06-01
11022,Hazeltine Creek,,T3,16,,45039,45039,HAZELTINE CREEK,HAZELTINE CREEK,L-06-10,QUESNEL-SUMMER TIMING,225,Hazeltine Creek,SEL-L-06-10,Quesnel_S,45039,HAZELTINE CREEK,HAZELTINE CREEK,Hazeltine Creek,SEL-06-10
9012,Hemp Creek,,T3,11,,3442,3442,HEMP CREEK,HEMP CREEK,L-10-01,KAMLOOPS-EARLY SUMMER TIMING,79,Hemp Creek,SEL-L-10-01,Kamloops_ES,3442,HEMP CREEK,HEMP CREEK,Hemp Creek,SEL-10-01
7036,Hicks Creek,,T4,99,,0,NA,NA,NA,NA,NA,425,Hicks Creek,NA,NA,NA,NA,NA,NA,NA
2020,Hiuihill Creek,Bear Creek,T2,17,,44983,44983,HIUIHILL CREEK,HIUIHILL CREEK,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,2,Hiuihill Creek,2,2,44983,HIUIHILL CREEK,HIUIHILL CREEK,Hiuihill Creek,SEL-09-02
5030,Hiuihill Creek,Bear Creek,T4,18,,44984,44984,HIUIHILL CREEK,HIUIHILL CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,2,Hiuihill Creek,2,2,44984,HIUIHILL CREEK,HIUIHILL CREEK,Hiuihill Creek,SEL-09-03
5076,Hlina Creek,,T4,18,,7640,NA,NA,NA,NA,NA,324,Hlina Creek,NA,NA,NA,NA,NA,NA,NA
5055,Hlina Creek - shore,,T4,18,,3395,3395,HLINA CREEK - SHORE,HLINA CREEK - SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,325,Hlina Creek - shore,SEL-L-09-03,Shuswap_L,3395,HLINA CREEK-LAKE SHORE,HLINA CREEK-LAKE SHORE,Hlina Creek - shore,SEL-09-03
3030,Hooker Creek,,T1,19,,45584,45584,HOOKER CREEK,HOOKER CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,25,Hooker Creek,SEL-L-06-14,Takla_Trem_Estu,45584,HOOKER CREEK,HOOKER CREEK,Hooker Creek,SEL-06-14
11023,Horsefly Channel,,T3,16,,45100,45100,HORSEFLY CHANNEL,HORSEFLY CHANNEL,L-06-10,QUESNEL-SUMMER TIMING,226,Horsefly Channel,SEL-L-06-10,Quesnel_S,45100,HORSEFLY CHANNEL,HORSEFLY CHANNEL,Horsefly Channel,SEL-06-10
11040,Horsefly Lake,,T3,16,,45101,45101,HORSEFLY LAKE,HORSEFLY LAKE,L-06-10,QUESNEL-SUMMER TIMING,227,Horsefly Lake,SEL-L-06-10,Quesnel_S,45101,HORSEFLY LAKE,HORSEFLY LAKE,Horsefly Lake,SEL-06-10
11000,Horsefly River,,T3,16,,46893,46893,HORSEFLY RIVER,HORSEFLY RIVER,L-06-10,QUESNEL-SUMMER TIMING,228,Horsefly River,SEL-L-06-10,Quesnel_S,46893,HORSEFLY RIVER,HORSEFLY RIVER,Horsefly River,SEL-06-10
11006,Horsefly River - Above Falls,,T3,16,,46893,46893,HORSEFLY RIVER,HORSEFLY RIVER,L-06-10,QUESNEL-SUMMER TIMING,229,Horsefly River - Above Falls,SEL-L-06-10,Quesnel_S,46893,HORSEFLY RIVER,HORSEFLY RIVER,Horsefly River,SEL-06-10
11002,"Horsefly River, lower",,T3,16,,46893,46893,HORSEFLY RIVER,HORSEFLY RIVER,L-06-10,QUESNEL-SUMMER TIMING,230,"Horsefly River, lower",SEL-L-06-10,Quesnel_S,46893,HORSEFLY RIVER,HORSEFLY RIVER,Horsefly River,SEL-06-10
11001,"Horsefly River, upper",,T3,16,,45097,45097,HORSEFLY RIVER - UPPER,HORSEFLY RIVER - UPPER,L-06-10,QUESNEL-SUMMER TIMING,231,"Horsefly River, upper",SEL-L-06-10,Quesnel_S,45097,HORSEFLY RIVER-UPPER,HORSEFLY RIVER-UPPER,"Horsefly River, upper",SEL-06-10
10006,Huckey Creek,Moose Creek,T2,2,,3219,3219,HUCKEY CREEK,HUCKEY CREEK,L-07-01,BOWRON-EARLY SUMMER TIMING,58,Huckey Creek,SEL-L-07-01,Bowron_ES,3219,HUCKEY CREEK,HUCKEY CREEK,Huckey Creek,SEL-07-01
3031,Hudson Bay Creek,,T1,19,,45592,45592,HUDSON BAY CREEK,HUDSON BAY CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,26,Hudson Bay Creek,SEL-L-06-14,Takla_Trem_Estu,45592,HUDSON BAY CREEK,HUDSON BAY CREEK,Hudson Bay Creek,SEL-06-14
2001,Hunakwa Creek,,T2,17,,46338,46338,HUNAKWA CREEK,HUNAKWA CREEK,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,2,Hunakwa Creek,2,2,46338,HUNAKWA CREEK,HUNAKWA CREEK,Hunakwa Creek,SEL-09-02
5033,Hunakwa Creek,,T4,18,,46339,46339,HUNAKWA CREEK,HUNAKWA CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,2,Hunakwa Creek,2,2,46339,HUNAKWA CREEK,HUNAKWA CREEK,Hunakwa Creek,SEL-09-03
11073,Hurricane Point,,T3,16,,3352,3352,HURRICANE POINT,HURRICANE POINT,L-06-10,QUESNEL-SUMMER TIMING,232,Hurricane Point,SEL-L-06-10,Quesnel_S,3352,HURRICANE POINT SHORE,HURRICANE POINT SHORE,Hurricane Point,SEL-06-10
10002,Indianpoint Creek,,T2,28,,47439,NA,NA,NA,NA,NA,62,Indianpoint Creek,SER-R06,UFR_RT,NA,NA,NA,NA,NA
11033,Isaiah Creek,,T3,16,,45064,45064,ISAIAH CREEK,ISAIAH CREEK,L-06-10,QUESNEL-SUMMER TIMING,233,Isaiah Creek,SEL-L-06-10,Quesnel_S,45064,ISAIAH CREEK,ISAIAH CREEK,Isaiah Creek,SEL-06-10
4032,Joffre Creek,,T4,12,New in 2016,0,NA,NA,NA,NA,NA,426,Joffre Creek,NA,NA,NA,NA,NA,NA,NA
5080,Johnson Creek,,T4,18,,7641,7641,JOHNSON CREEK,JOHNSON CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,328,Johnson Creek,NA,NA,7641,JOHNSON CREEK,JOHNSON CREEK,Johnson Creek,SEL-09-03
7025,Jones Creek,Wahleach Creek,T4,99,,47099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11088,Junction Creek,,T3,16,,3079,3079,JUNCTION CREEK,JUNCTION CREEK,L-06-10,QUESNEL-SUMMER TIMING,234,Junction Creek,SEL-L-06-10,Quesnel_S,3079,JUNCTION CREEK,JUNCTION CREEK,Junction Creek,SEL-06-10
11074,Junction Shore,,T3,16,,3353,3353,JUNCTION SHORE,JUNCTION SHORE,L-06-10,QUESNEL-SUMMER TIMING,235,Junction Shore,SEL-L-06-10,Quesnel_S,3353,JUNCTION CREEK-LAKE SHORE,JUNCTION CREEK-LAKE SHORE,Junction Shore,SEL-06-10
3003,Kastberg Creek,,T1,19,,45605,45605,KASTBERG CREEK,KASTBERG CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,27,Kastberg Creek,SEL-L-06-14,Takla_Trem_Estu,45605,KASTBERG CREEK,KASTBERG CREEK,Kastberg Creek,SEL-06-14
7011,Kawkawa Creek/Lake,Sucker Creek,T4,35,,47125,NA,NA,NA,NA,NA,427,Kawkawa Creek/Lake,NA,NA,NA,NA,NA,NA,NA
3004,Kazchek Creek,Hoy Creek,T1,19,,45559,45559,KAZCHEK CREEK,KAZCHEK CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,2,Kazchek Creek,2,2,45559,KAZCHEK CREEK,KAZCHEK CREEK,Kazchek Creek,SEL-06-14
6000,Kazchek Creek,Hoy Creek,T3,20,,45560,45560,KAZCHEK CREEK,KAZCHEK CREEK,L-06-13,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,2,Kazchek Creek,2,2,45560,KAZCHEK CREEK,KAZCHEK CREEK,Kazchek Creek,SEL-06-13
11110,Keithley Creek (Cariboo),,T3,99,,0,NA,NA,NA,NA,NA,293,Keithley Creek (Cariboo),NA,NA,NA,NA,NA,NA,NA
11016,Killdog Creek,,T3,16,,45072,45072,KILLDOG CREEK,KILLDOG CREEK,L-06-10,QUESNEL-SUMMER TIMING,236,Killdog Creek,SEL-L-06-10,Quesnel_S,45072,KILLDOG CREEK,KILLDOG CREEK,Killdog Creek,SEL-06-10
11075,Killdog Creek - Shore,,T3,16,,3354,3354,KILLDOG CR. - LAKE SHORE,KILLDOG CR. - LAKE SHORE,L-06-10,QUESNEL-SUMMER TIMING,237,Killdog Creek - Shore,SEL-L-06-10,Quesnel_S,3354,KILLDOG CREEK-LAKE SHORE,KILLDOG CREEK-LAKE SHORE,Killdog Creek - Shore,SEL-06-10
5072,Kingfisher Creek,,T4,18,,46490,46490,KINGFISHER CREEK,KINGFISHER CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,329,Kingfisher Creek,SEL-L-09-03,Shuswap_L,46490,KINGFISHER CREEK/STh,KINGFISHER CREEK/STh,Kingfisher Creek,SEL-09-03
5062,Knight Creek - shore,,T4,18,,3402,3402,KNIGHT CREEK - SHORE,KNIGHT CREEK - SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,330,Knight Creek - shore,SEL-L-09-03,Shuswap_L,3402,KNIGHT CREEK-LAKE SHORE,KNIGHT CREEK-LAKE SHORE,Knight Creek - shore,SEL-09-03
3005,Kotsine River,Kotsine Creek,T1,19,,45603,45603,KOTSINE RIVER,KOTSINE RIVER,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,29,Kotsine River,SEL-L-06-14,Takla_Trem_Estu,45603,KOTSINE RIVER,KOTSINE RIVER,Kotsine River,SEL-06-14
10010,Kruger Creek,,T2,30,,0,NA,NA,NA,NA,NA,63,Kruger Creek,SK_29,Indian_Kruger_ES_(Validation_required),NA,NA,NA,NA,NA
6001,Kuzkwa Creek,,T3,20,,45554,45554,KUZKWA CREEK,KUZKWA CREEK,L-06-13,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,158,Kuzkwa Creek,SEL-L-06-13,Takla_Trem_S_S,45554,KUZKWA RIVER,KUZKWA RIVER,Kuzkwa Creek,SEL-06-13
