AF_ID,AF_PopName,AF_AltPopName,AF_Timing,AF_CU_ID,AF_Notes,AF_POP_ID,NF_POP_ID,NF_PopName,NF_AltPopName,NF_CU_ID,NF_CUName,SF_ID,SF_PopName,SF_CU_ID,SF_CUName,MF_POP_ID,MF_PopName,MF_AltPopName,MF_TSName,MF_CU_ID
1011,Lastman Creek,,T2,21,New in 2014,7744,7744,LASTMAN CREEK,LASTMAN CREEK,L-06-16,TASEKO-EARLY SUMMER TIMING,151,Lastman Creek,NA,NA,7744,LASTMAN CREEK,LASTMAN CREEK,Lastman Creek,SEL-06-16
8002,Late Nadina Channel,,T2,13,,45525,45525,NADINA RIVER,NADINA RIVER,L-06-20,NADINA/FRANCOIS-EARLY SUMMER TIMING,2,Late Nadina Channel,SEL-L-06-20,Nadina_Francois_ES,45525,NADINA RIVER,NADINA RIVER,Late Nadina River,SEL-06-20
8001,Late Nadina River,,T2,13,,45525,45525,NADINA RIVER,NADINA RIVER,L-06-20,NADINA/FRANCOIS-EARLY SUMMER TIMING,2,Late Nadina River,SEL-L-06-20,Nadina_Francois_ES,45525,NADINA RIVER,NADINA RIVER,Late Nadina River,SEL-06-20
5056,Lee Creek - shore,,T4,18,,3396,3396,LEE CREEK - SHORE,LEE CREEK - SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,331,Lee Creek - shore,SEL-L-09-03,Shuswap_L,3396,LEE CREEK-LAKE SHORE,LEE CREEK-LAKE SHORE,Lee Creek - shore,SEL-09-03
9007,Lemieux Creek,,T3,11,,46640,46640,LEMIEUX CREEK,LEMIEUX CREEK,L-10-01,KAMLOOPS-EARLY SUMMER TIMING,80,Lemieux Creek,SEL-L-10-01,Kamloops_ES,46640,LEMIEUX CREEK,LEMIEUX CREEK,Lemieux Creek,SEL-10-01
3033,Leo Creek,,T1,19,,45575,45575,LEO CREEK,LEO CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,31,Leo Creek,SEL-L-06-14,Takla_Trem_Estu,45575,LEO CREEK,LEO CREEK,Leo Creek,SEL-06-14
11089,Lester Shore,,T3,16,,3372,3372,LESTER SHORE,LESTER SHORE,L-06-10,QUESNEL-SUMMER TIMING,238,Lester Shore,SEL-L-06-10,Quesnel_S,3372,LESTER SHORE,LESTER SHORE,Lester Shore,SEL-06-10
4012,Lillooet Slough,,T4,12,,46025,46025,LILLOOET RIVER (UPPER),LILLOOET RIVER (UPPER),L-04-01,LILLOOET/HARRISON-LATE TIMING,416,Lillooet Slough,SEL-L-04-01,Lillooet_Harr_L,46025,LILLOOET RIVER-UPPER,LILLOOET RIVER-UPPER,Lillooet Slough,SEL-04-01
11090,Limestone Creek,,T3,16,,3262,3262,LIMESTONE CREEK,LIMESTONE CREEK,L-06-10,QUESNEL-SUMMER TIMING,239,Limestone Creek,SEL-L-06-10,Quesnel_S,3262,LIMESTONE CREEK/MFR,LIMESTONE CREEK/MFR,Limestone Creek,SEL-06-10
11057,Limestone Point - Shore,,T3,16,,3373,3373,LIMESTONE POINT,LIMESTONE POINT,L-06-10,QUESNEL-SUMMER TIMING,240,Limestone Point - Shore,SEL-L-06-10,Quesnel_S,3373,LIMESTONE PIONT-LAKE SHORE,LIMESTONE PIONT-LAKE SHORE,Limestone Point - Shore,SEL-06-10
11091,"Limestone Pt, .5 km south - shore",,T3,16,,3374,3374,LIMESTONE PT. - LAKE SHORE .5KM S,LIMESTONE PT. - LAKE SHORE .5KM S,L-06-10,QUESNEL-SUMMER TIMING,241,"Limestone Pt, .5 km south - shore",SEL-L-06-10,Quesnel_S,3374,LIMESTONE PIONT-LAKE SHORE-S,LIMESTONE PIONT-LAKE SHORE-S,"Limestone Pt, .5 km south - shore",SEL-06-10
3006,Lion Creek,Lyon Creek,T1,19,,45601,45601,LION CREEK,LION CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,2,Lion Creek,2,2,45601,LION CREEK,LION CREEK,Lion Creek,SEL-06-14
9008,Lion Creek,,T3,11,,46772,46772,LION CREEK,LION CREEK,L-10-01,KAMLOOPS-EARLY SUMMER TIMING,2,Lion Creek,2,2,46772,LYON CREEK,LYON CREEK,Lion Creek,SEL-10-01
11007,Little Horsefly River,,T3,16,,46903,46903,LITTLE HORSEFLY RIVER,LITTLE HORSEFLY RIVER,L-06-10,QUESNEL-SUMMER TIMING,242,Little Horsefly River,SEL-L-06-10,Quesnel_S,46903,LITTLE HORSEFLY RIVER,LITTLE HORSEFLY RIVER,Little Horsefly River,SEL-06-10
5003,Little River,,T4,18,,46228,46228,LITTLE RIVER,LITTLE RIVER,L-09-03,SHUSWAP COMPLEX-LATE TIMING,332,Little River,SEL-L-09-03,Shuswap_L,46228,LITTLE RIVER/STh,LITTLE RIVER/STh,Little River,SEL-09-03
11111,Little River (Cariboo),,T3,99,,0,NA,NA,NA,NA,NA,294,Little River (Cariboo),NA,NA,NA,NA,NA,NA,NA
2023,Loftus Creek,Malakwa Creek,T2,17,,45085,45085,LOFTUS CREEK,LOFTUS CREEK,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,2,Loftus Creek,2,2,45085,LOFTUS CREEK,LOFTUS CREEK,Loftus Creek,SEL-09-02
5063,Loftus Creek,,T4,18,,3438,NA,NA,NA,NA,NA,2,Loftus Creek,2,2,NA,NA,NA,NA,NA
11092,Logger Landing,,T3,16,,3375,3375,LOGGER LANDING,LOGGER LANDING,L-06-10,QUESNEL-SUMMER TIMING,243,Logger Landing,SEL-L-06-10,Quesnel_S,3375,LOGGER LANDING,LOGGER LANDING,Logger Landing,SEL-06-10
11058,Long Cr. - Shore,,T3,16,,3376,3376,LONG CR. - LAKE SHORE,LONG CR. - LAKE SHORE,L-06-10,QUESNEL-SUMMER TIMING,244,Long Cr. - Shore,SEL-L-06-10,Quesnel_S,3376,LONG CREEK-LAKE SHORE,LONG CREEK-LAKE SHORE,Long Cr. - Shore,SEL-06-10
11034,Long Creek,,T3,16,,45058,45058,LONG CREEK,LONG CREEK,L-06-10,QUESNEL-SUMMER TIMING,245,Long Creek,SEL-L-06-10,Quesnel_S,45058,LONG CREEK,LONG CREEK,Long Creek,SEL-06-10
12010,Lost Valley Creek Shore,,T4,24,,7644,7644,LOST VALLEY CREEK-SHORE SPAWNERS,LOST VALLEY CREEK-SHORE SPAWNERS,L-06-01,ANDERSON/SETON-EARLY SUMMER TIMING,382,Lost Valley Creek Shore,NA,NA,7644,LOST VALLEY CREEK-LAKE SHORE,LOST VALLEY CREEK-LAKE SHORE,Lost Valley Creek Shore,SEL-06-01
3026,Lovell Creek,Forsythe Creek,T1,19,,45594,45594,FORSYTHE CREEK,FORSYTHE CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,33,Lovell Creek,NA,NA,45594,LOVELL CREEK,LOVELL CREEK,Lovell Creek,SEL-06-14
5005,Lower Shuswap River,,T4,18,,46429,46429,LOWER SHUSWAP RIVER,LOWER SHUSWAP RIVER,L-09-03,SHUSWAP COMPLEX-LATE TIMING,334,Lower Shuswap River,SEL-L-09-03,Shuswap_L,46429,SHUSWAP RIVER-LOWER,SHUSWAP RIVER-LOWER,Lower Shuswap River,SEL-09-03
11048,Lynx Cr. - Shore,,T3,16,,3355,3355,LYNX CR. - LAKE SHORE,LYNX CR. - LAKE SHORE,L-06-10,QUESNEL-SUMMER TIMING,246,Lynx Cr. - Shore,SEL-L-06-10,Quesnel_S,3355,LYNX CREEK-LAKE SHORE,LYNX CREEK-LAKE SHORE,Lynx Cr. - Shore,SEL-06-10
11011,Lynx Creek,,T3,16,,45069,45069,LYNX CREEK,LYNX CREEK,L-06-10,QUESNEL-SUMMER TIMING,247,Lynx Creek,SEL-L-06-10,Quesnel_S,45069,LYNX CREEK,LYNX CREEK,Lynx Creek,SEL-06-10
3001,Maclaing Creek,5 Mile Creek,T1,19,,45591,45591,MACLAING CREEK,MACLAING CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,34,Maclaing Creek,NA,NA,45591,MACLAING CREEK,MACLAING CREEK,Maclaing Creek,SEL-06-14
9009,Mann Creek,Blackwater River,T3,11,,46670,46670,MANN CREEK,MANN CREEK,L-10-01,KAMLOOPS-EARLY SUMMER TIMING,82,Mann Creek,SEL-L-10-01,Kamloops_ES,46670,MANN CREEK,MANN CREEK,Mann Creek,SEL-10-01
5049,Mara Lake - shore,,T4,18,,3090,3090,MARA LAKE,MARA LAKE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,335,Mara Lake - shore,SEL-L-09-03,Shuswap_L,3090,MARA LAKE,MARA LAKE,Mara Lake - shore,SEL-09-03
7012,Maria Slough,,T4,99,,47092,NA,NA,NA,NA,NA,406,Maria Slough,SK_28,LFR_RT,NA,NA,NA,NA,NA
11059,Marten Cr. - Shore,,T3,16,,3377,3377,MARTEN CR. - LAKE SHORE,MARTEN CR. - LAKE SHORE,L-06-10,QUESNEL-SUMMER TIMING,248,Marten Cr. - Shore,SEL-L-06-10,Quesnel_S,3377,MARTEN CREEK-LAKE SHORE,MARTEN CREEK-LAKE SHORE,Marten Cr. - Shore,SEL-06-10
11035,Marten Creek,,T3,16,,45059,45059,MARTEN CREEK,MARTEN CREEK,L-06-10,QUESNEL-SUMMER TIMING,249,Marten Creek,SEL-L-06-10,Quesnel_S,45059,MARTEN CREEK,MARTEN CREEK,Marten Creek,SEL-06-10
3034,McDougall Creek,,T1,19,,45579,45579,MCDOUGALL CREEK,MCDOUGALL CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,35,McDougall Creek,SEL-L-06-14,Takla_Trem_Estu,45579,MCDOUGALL CREEK,MCDOUGALL CREEK,McDougall Creek,SEL-06-14
11003,McKinley Creek,,T3,16,,45043,45043,MCKINLEY CREEK,MCKINLEY CREEK,L-06-10,QUESNEL-SUMMER TIMING,250,McKinley Creek,SEL-L-06-10,Quesnel_S,45043,MCKINLEY CREEK,MCKINLEY CREEK,McKinley Creek,SEL-06-10
11004,"McKinley Creek, lower",,T3,16,,45043,45043,MCKINLEY CREEK,MCKINLEY CREEK,L-06-10,QUESNEL-SUMMER TIMING,251,"McKinley Creek, lower",SEL-L-06-10,Quesnel_S,45043,MCKINLEY CREEK,MCKINLEY CREEK,McKinley Creek,SEL-06-10
11008,"McKinley Creek, upper",,T3,16,,45098,45098,MCKINLEY CREEK - UPPER,MCKINLEY CREEK - UPPER,L-06-10,QUESNEL-SUMMER TIMING,252,"McKinley Creek, upper",SEL-L-06-10,Quesnel_S,45098,MCKINLEY CREEK-UPPER,MCKINLEY CREEK-UPPER,"McKinley Creek, upper",SEL-06-10
2019,McNomee Creek,,T2,17,,45014,45014,MCNOMEE CREEK,MCNOMEE CREEK,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,2,McNomee Creek,2,2,45014,MCNOMEE CREEK,MCNOMEE CREEK,McNomee Creek,SEL-09-02
5034,McNomee Creek,,T4,18,,45015,45015,MCNOMEE CREEK,MCNOMEE CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,2,McNomee Creek,2,2,45015,MCNOMEE CREEK,MCNOMEE CREEK,McNomee Creek,SEL-09-03
6002,Middle River,,T3,20,,45552,45552,MIDDLE RIVER (ROSSETTE BAR),MIDDLE RIVER (ROSSETTE BAR),L-06-13,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,161,Middle River,SEL-L-06-13,Takla_Trem_S_S,45552,MIDDLE RIVER-ROSSETTE BAR,MIDDLE RIVER-ROSSETTE BAR,Middle River,SEL-06-13
3035,Middle River (Rossette Bar),,T1,19,,45551,45551,MIDDLE RIVER (ROSSETTE BAR),MIDDLE RIVER (ROSSETTE BAR),L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,36,Middle River (Rossette Bar),SEL-L-06-14,Takla_Trem_Estu,45551,MIDDLE RIVER-ROSSETTE BAR,MIDDLE RIVER-ROSSETTE BAR,Middle River (Rossette Bar),SEL-06-14
2011,Middle Shuswap River,,T2,17,,46439,46439,MIDDLE SHUSWAP RIVER,MIDDLE SHUSWAP RIVER,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,2,Middle Shuswap River,2,2,46439,SHUSWAP RIVER-MIDDLE,SHUSWAP RIVER-MIDDLE,Middle Shuswap River,SEL-09-02
5006,Middle Shuswap River,,T4,18,,46440,46440,MIDDLE SHUSWAP RIVER,MIDDLE SHUSWAP RIVER,L-09-03,SHUSWAP COMPLEX-LATE TIMING,2,Middle Shuswap River,2,2,46440,SHUSWAP RIVER-MIDDLE,SHUSWAP RIVER-MIDDLE,Middle Shuswap River,SEL-09-03
4013,Miller Creek,,T4,12,,46117,46117,MILLER CREEK,MILLER CREEK,L-04-01,LILLOOET/HARRISON-LATE TIMING,417,Miller Creek,SEL-L-04-01,Lillooet_Harr_L,46117,MILLER CREEK/LILL,MILLER CREEK/LILL,Miller Creek,SEL-04-01
11005,Mitchell River,,T3,16,,46913,46913,MITCHELL RIVER,MITCHELL RIVER,L-06-10,QUESNEL-SUMMER TIMING,257,Mitchell River,SEL-L-06-10,Quesnel_S,46913,MITCHELL RIVER,MITCHELL RIVER,Mitchell River,SEL-06-10
11024,Moffat Creek,,T3,16,,45042,45042,MOFFAT CREEK,MOFFAT CREEK,L-06-10,QUESNEL-SUMMER TIMING,258,Moffat Creek,SEL-L-06-10,Quesnel_S,45042,MOFFAT CREEK,MOFFAT CREEK,Moffat Creek,SEL-06-10
5035,Momich River,,T4,18,,46269,46269,MOMICH RIVER,MOMICH RIVER,L-09-03,SHUSWAP COMPLEX-LATE TIMING,338,Momich River,SEL-L-09-03,Shuswap_L,46269,MOMICH RIVER,MOMICH RIVER,Momich River,SEL-09-03
5047,Momich River - shore,,T4,18,,3411,3411,MOMICH RIVER - LAKE SHORE,MOMICH RIVER - LAKE SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,339,Momich River - shore,SEL-L-09-03,Shuswap_L,3411,MOMICH RIVER-LAKE SHORE,MOMICH RIVER-LAKE SHORE,Momich River - shore,SEL-09-03
2012,"Momich River, lower",,T2,17,,46268,NA,NA,NA,NA,NA,128,"Momich River, lower",NA,NA,NA,NA,NA,NA,NA
2022,"Momich River, upper",,T2,17,,45084,NA,NA,NA,NA,NA,129,"Momich River, upper",NA,NA,NA,NA,NA,NA,NA
4014,Mystery Creek,,T4,8,,46063,46063,MYSTERY CREEK,MYSTERY CREEK,L-03-03,HARRISON-DOWNSTREAM MIGRATING-LATE TIMING,428,Mystery Creek,NA,NA,46063,MYSTERY CREEK,MYSTERY CREEK,Mystery Creek,SEL-03-03
1004,N. End Chilko Lake,,T3,4,,45080,45080,NORTH END CHILKO LAKE,NORTH END CHILKO LAKE,L-06-03,CHILKO-SUMMER TIMING,156,N. End Chilko Lake,SEL-L-06-03,Chilko_S_ES,45080,CHILKO LAKE-NORTH END,CHILKO LAKE-NORTH END,N. End Chilko Lake,SEL-06-03
7003,Nahatlatch Lake,,T2,14,,45094,45094,NAHATLATCH LAKE,NAHATLATCH LAKE,L-05-02,NAHATLATCH-EARLY SUMMER TIMING,147,Nahatlatch Lake,SEL-L-05-02,Nahatlatch_ES,45094,NAHATLATCH LAKE,NAHATLATCH LAKE,Nahatlatch Lake,SEL-05-02
7002,Nahatlatch River,,T2,14,,47157,47157,NAHATLATCH RIVER,NAHATLATCH RIVER,L-05-02,NAHATLATCH-EARLY SUMMER TIMING,146,Nahatlatch River,SEL-L-05-02,Nahatlatch_ES,47157,NAHATLATCH RIVER,NAHATLATCH RIVER,Nahatlatch River,SEL-05-02
3036,Nahounli Creek,,T1,19,,45537,NA,NA,NA,NA,NA,37,Nahounli Creek,NA,NA,NA,NA,NA,NA,NA
3049,Nancut Creek,Cunningham Creek,T1,99,,3092,NA,NA,NA,NA,NA,38,Nancut Creek,SEL-L-06-14,Takla_Trem_Estu,NA,NA,NA,NA,NA
3037,Narrows Creek,,T1,19,,45586,45586,NARROWS CREEK,NARROWS CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,39,Narrows Creek,SEL-L-06-14,Takla_Trem_Estu,45586,NARROWS CREEK,NARROWS CREEK,Narrows Creek,SEL-06-14
8010,Nechako River,,T3,30,,45993,NA,NA,NA,NA,NA,185,Nechako River,SER-R05,MFR_RT,NA,NA,NA,NA,NA
11012,Niagara Creek,,T3,16,,45071,45071,NIAGARA CREEK,NIAGARA CREEK,L-06-10,QUESNEL-SUMMER TIMING,259,Niagara Creek,SEL-L-06-10,Quesnel_S,45071,NIAGARA CREEK,NIAGARA CREEK,Niagara Creek,SEL-06-10
2021,Nikwikwaia Creek,Gold Creek,T2,17,,45008,45008,NIKWIKWAIA CREEK,NIKWIKWAIA CREEK,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,2,Nikwikwaia Creek,2,2,45008,NIKWIKWAIA CREEK,NIKWIKWAIA CREEK,Nikwikwaia Creek,SEL-09-02
5017,Nikwikwaia Creek,Gold Creek,T4,18,,45009,45009,NIKWIKWAIA CREEK,NIKWIKWAIA CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,2,Nikwikwaia Creek,2,2,45009,NIKWIKWAIA CREEK,NIKWIKWAIA CREEK,Nikwikwaia Creek,SEL-09-03
8003,Nithi River,,T3,7,,45522,45522,NITHI RIVER,NITHI RIVER,L-06-07,FRANCOIS/FRASER-SUMMER TIMING,181,Nithi River,NA,NA,45522,NITHI RIVER,NITHI RIVER,Nithi River,SEL-06-07
5019,Noisy Creek,,T4,18,,46509,46509,NOISY CREEK,NOISY CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,341,Noisy Creek,SEL-L-09-03,Shuswap_L,46509,NOISY CREEK,NOISY CREEK,Noisy Creek,SEL-09-03
11093,"North Arm - shore, Bowling to Goose Pt.",,T3,16,,3382,3382,BOWLING PT. - GOOSE PT.,BOWLING PT. - GOOSE PT.,L-06-10,QUESNEL-SUMMER TIMING,260,"North Arm - shore, Bowling to Goose Pt.",SEL-L-06-10,Quesnel_S,3382,BOWLING POINT TO GOOSE POINT,BOWLING POINT TO GOOSE POINT,"North Arm - shore, Bowling to Goose Pt.",SEL-06-10
11094,"North Arm - shore, Roaring to Deception Pt.",,T3,16,,3383,3383,ROARING R. - DECEPTION PT.,ROARING R. - DECEPTION PT.,L-06-10,QUESNEL-SUMMER TIMING,261,"North Arm - shore, Roaring to Deception Pt.",SEL-L-06-10,Quesnel_S,3383,ROARING RIVER TO DECEPTION POINT-LAKE SHORE,ROARING RIVER TO DECEPTION POINT-LAKE SHORE,"North Arm - shore, Roaring to Deception Pt.",SEL-06-10
11099,North Arm - unnamed cove,,T3,16,,3386,3386,NORTH ARM - UNNAMED COVE,NORTH ARM - UNNAMED COVE,L-06-10,QUESNEL-SUMMER TIMING,262,North Arm - unnamed cove,SEL-L-06-10,Quesnel_S,3386,NORTH ARM UNNAMED COVE-LAKE SHORE,NORTH ARM UNNAMED COVE-LAKE SHORE,North Arm - unnamed cove,SEL-06-10
7029,North Boise Creek,,T2,15,,7691,7691,NORTH BOISE CREEK,NORTH BOISE CREEK,L-03-05,PITT-EARLY SUMMER TIMING,102,North Boise Creek,SEL-L-03-05,Pitt_ES,7691,NORTH BOISE CREEK,NORTH BOISE CREEK,North Boise Creek,SEL-03-05
4033,North Creek,,T4,12,New in 2016,0,NA,NA,NA,NA,NA,429,North Creek,NA,NA,NA,NA,NA,NA,NA
9003,North Thompson River,,T3,11,,46580,46580,NORTH THOMPSON RIVER,NORTH THOMPSON RIVER,L-10-01,KAMLOOPS-EARLY SUMMER TIMING,84,North Thompson River,SEL-L-10-01,Kamloops_ES,46580,NORTH THOMPSON RIVER,NORTH THOMPSON RIVER,North Thompson River,SEL-10-01
3032,O'Ne-ell Creek,Kynock Creek,T1,19,,45570,45570,O'NE-ELL CREEK,O'NE-ELL CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,40,O'Ne-ell Creek,NA,NA,45570,O'NE-ELL CREEK,O'NE-ELL CREEK,O'Ne-ell Creek,SEL-06-14
7038,Olsen Creek,,T2,15,New in 2016,1874,NA,NA,NA,NA,NA,108,Olsen Creek,NA,NA,NA,NA,NA,NA,NA
2017,Onyx Creek,,T2,17,,46298,46298,ONYX CREEK,ONYX CREEK,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,2,Onyx Creek,2,2,46298,ONYX CREEK,ONYX CREEK,Onyx Creek,SEL-09-02
5036,Onyx Creek,,T4,18,,46299,46299,ONYX CREEK,ONYX CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,2,Onyx Creek,2,2,46299,ONYX CREEK,ONYX CREEK,Onyx Creek,SEL-09-03
5059,Onyx Creek - shore,,T4,18,,3399,3399,ONYX CREEK - SHORE,ONYX CREEK - SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,343,Onyx Creek - shore,SEL-L-09-03,Shuswap_L,3399,ONYX CREEK-LAKE SHORE,ONYX CREEK-LAKE SHORE,Onyx Creek - shore,SEL-09-03
11095,Opa Beach,,T3,16,,3378,3378,OPA BEACH,OPA BEACH,L-06-10,QUESNEL-SUMMER TIMING,263,Opa Beach,SEL-L-06-10,Quesnel_S,3378,OPA BEACH-LAKE SHORE,OPA BEACH-LAKE SHORE,Opa Beach,SEL-06-10
8004,Ormond Creek,Canyon Creek,T3,34,,46023,NA,NA,NA,NA,NA,183,Ormond Creek,SEL-L-06-07,Fran_Fras_S,NA,NA,NA,NA,NA
4034,Owl Creek,,T4,12,New in 2016,0,NA,NA,NA,NA,NA,430,Owl Creek,NA,NA,NA,NA,NA,NA,NA
5077,Owlhead Creek,,T4,18,,0,NA,NA,NA,NA,NA,344,Owlhead Creek,NA,NA,NA,NA,NA,NA,NA
7035,Paleface Creek,,T2,5,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3038,Paula Creek,,T1,19,,45557,45557,PAULA CREEK,PAULA CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,41,Paula Creek,SEL-L-06-14,Takla_Trem_Estu,45557,PAULA CREEK,PAULA CREEK,Paula Creek,SEL-06-14
4030,Pemberton Creek,,T4,12,,46112,46112,PEMBERTON CREEK,PEMBERTON CREEK,L-04-01,LILLOOET/HARRISON-LATE TIMING,431,Pemberton Creek,NA,NA,46112,PEMBERTON CREEK,PEMBERTON CREEK,Pemberton Creek,SEL-04-01
11096,Penfold Camp Shore,,T3,16,,3379,3379,PENFOLD CAMP SHORE,PENFOLD CAMP SHORE,L-06-10,QUESNEL-SUMMER TIMING,264,Penfold Camp Shore,SEL-L-06-10,Quesnel_S,3379,PENFOLD CAMP-LAKE SHORE,PENFOLD CAMP-LAKE SHORE,Penfold Camp Shore,SEL-06-10
11019,Penfold Creek,,T3,16,,45060,45060,PENFOLD CREEK,PENFOLD CREEK,L-06-10,QUESNEL-SUMMER TIMING,265,Penfold Creek,SEL-L-06-10,Quesnel_S,45060,PENFOLD CREEK,PENFOLD CREEK,Penfold Creek,SEL-06-10
11076,Peninsula Bay,East Arm - Rock Slide to Peninsula Pt. Shore,T3,16,Updated name in 2015,3358,3358,ROCK SLIDE TO PENINSULA PT. SHORE,ROCK SLIDE TO PENINSULA PT. SHORE,L-06-10,QUESNEL-SUMMER TIMING,266,Peninsula Bay,SEL-L-06-10,Quesnel_S,3358,ROCK SLIDE TO PENINSULA POINT-LAKE SHORE,ROCK SLIDE TO PENINSULA POINT-LAKE SHORE,Peninsula Bay,SEL-06-10
2004,Perry River,Perry Creek,T2,17,,45026,45026,PERRY RIVER,PERRY RIVER,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,2,Perry River,2,2,45026,PERRY RIVER/STh,PERRY RIVER/STh,Perry River,SEL-09-02
5041,Perry River,Perry Creek,T4,18,,45027,45027,PERRY RIVER,PERRY RIVER,L-09-03,SHUSWAP COMPLEX-LATE TIMING,2,Perry River,2,2,45027,PERRY RIVER/STh,PERRY RIVER/STh,Perry River,SEL-09-03
6003,Pinchi Creek,,T3,20,,45539,45539,PINCHI CREEK,PINCHI CREEK,L-06-13,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,162,Pinchi Creek,SEL-L-06-13,Takla_Trem_S_S,45539,PINCHI CREEK,PINCHI CREEK,Pinchi Creek,SEL-06-13
7020,Pitt Lake,,T4,99,,45095,45095,PITT LAKE,PITT LAKE,L-03-05,PITT-EARLY SUMMER TIMING,432,Pitt Lake,NA,NA,45095,PITT LAKE,PITT LAKE,Pitt Lake,SEL-03-05
3039,Point Creek,,T1,19,,45585,45585,POINT CREEK,POINT CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,42,Point Creek,SEL-L-06-14,Takla_Trem_Estu,45585,POINT CREEK,POINT CREEK,Point Creek,SEL-06-14
10007,Pomeroy Creek,,T2,2,,3220,3220,POMEROY CREEK,POMEROY CREEK,L-07-01,BOWRON-EARLY SUMMER TIMING,59,Pomeroy Creek,SEL-L-07-01,Bowron_ES,NA,NA,NA,NA,NA
4026,Poole Creek,,T4,12,,46102,46102,POOLE CREEK,POOLE CREEK,L-04-01,LILLOOET/HARRISON-LATE TIMING,418,Poole Creek,SEL-L-04-01,Lillooet_Harr_L,46102,POOLE CREEK,POOLE CREEK,Poole Creek,SEL-04-01
8008,Popal Creek,Tagetochlain Creek,T2,26,,45526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12002,Portage Creek,,T4,24,,47181,47181,PORTAGE CREEK,PORTAGE CREEK,L-06-11,SETON-LATE TIMING,381,Portage Creek,SEL-L-06-11,Seton_L,47181,PORTAGE CREEK,PORTAGE CREEK,Portage Creek,SEL-06-11
3007,Porter Creek,,T1,19,,45602,45602,PORTER CREEK,PORTER CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,43,Porter Creek,SEL-L-06-14,Takla_Trem_Estu,45602,PORTER CREEK/MFR,PORTER CREEK/MFR,Porter Creek,SEL-06-14
11077,Quartz Point,,T3,16,,3356,3356,QUARTZ POINT SHORE,QUARTZ POINT SHORE,L-06-10,QUESNEL-SUMMER TIMING,267,Quartz Point,SEL-L-06-10,Quesnel_S,3356,QUARTZ POINT SHORE,QUARTZ POINT SHORE,Quartz Point,SEL-06-10
5051,Queest Creek - shore,,T4,18,,3391,3391,QUEEST CREEK - SHORE,QUEEST CREEK - SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,348,Queest Creek - shore,SEL-L-09-03,Shuswap_L,3391,QUEEST CREEK-LAKE SHORE,QUEEST CREEK-LAKE SHORE,Queest Creek - shore,SEL-09-03
11015,Quesnel Lake,,T3,16,,45099,45099,QUESNEL LAKE,QUESNEL LAKE,L-06-10,QUESNEL-SUMMER TIMING,268,Quesnel Lake,SEL-L-06-10,Quesnel_S,45099,QUESNEL LAKE,QUESNEL LAKE,Quesnel Lake,SEL-06-10
11013,Quesnel River,,T3,29,,46873,46873,QUESNEL RIVER,QUESNEL RIVER,L-06-10,QUESNEL-SUMMER TIMING,297,Quesnel River,NA,NA,46873,QUESNEL RIVER,QUESNEL RIVER,Quesnel River,SEL-06-10
11036,Raft Creek,,T3,16,,45038,NA,NA,NA,NA,NA,269,Raft Creek,SEL-L-06-10,Quesnel_S,NA,NA,NA,NA,NA
9000,Raft River,,T3,11,,46710,46710,RAFT RIVER,RAFT RIVER,L-10-01,KAMLOOPS-EARLY SUMMER TIMING,70,Raft River,SEL-L-10-01,Kamloops_ES,46710,RAFT RIVER,RAFT RIVER,Raft River,SEL-10-01
