"CU_ID","Species","Stock","Year","DataType","RelLBM","AbsLBM","LongTrend","PercChange","ProbDeclBelowLBM","Percentile","RelUBM","AbsUBM","NumStdMetrics","GenAvgUsed"
"CK-03","Chinook","Lower Fraser River_FA_0.3",1995,"Abs_Abd",1.91713851602202,82.2797508306332,NA,-47.1206,74.3667,NA,1.1521838182747,8.22797508306332,5,82279.7508306332
"CK-03","Chinook","Lower Fraser River_FA_0.3",1996,"Abs_Abd",1.40916389132312,60.4784958878056,NA,-59.76,85.4667,NA,0.846895422167221,6.04784958878056,5,60478.4958878056
"CK-03","Chinook","Lower Fraser River_FA_0.3",1997,"Abs_Abd",1.23877291962388,53.1656561644177,NA,-47.1004,73.9667,NA,0.744491908424602,5.31656561644177,5,53165.6561644177
"CK-03","Chinook","Lower Fraser River_FA_0.3",1998,"Abs_Abd",1.47677174077149,63.3800895704306,68,10.8065,26.9,NA,0.887527160287215,6.33800895704306,6,63380.0895704306
"CK-03","Chinook","Lower Fraser River_FA_0.3",1999,"Abs_Abd",2.04260100688293,87.6643500134017,94,24.5527,21.3667,NA,1.22758570007004,8.76643500134017,6,87664.3500134017
"CK-03","Chinook","Lower Fraser River_FA_0.3",2000,"Abs_Abd",2.44352179070022,104.871068213272,113,-21.8556,47.6333,NA,1.46853565525783,10.4871068213272,6,104871.068213272
"CK-03","Chinook","Lower Fraser River_FA_0.3",2001,"Abs_Abd",2.71604617499138,116.56726973828,125,-21.8982,47.2,NA,1.63232047468605,11.656726973828,6,116567.26973828
"CK-03","Chinook","Lower Fraser River_FA_0.3",2002,"Abs_Abd",2.18572599573539,93.8069882849713,101,4.3734,26.2667,NA,1.31360259179089,9.38069882849713,6,93806.9882849713
"CK-03","Chinook","Lower Fraser River_FA_0.3",2003,"Abs_Abd",2.7059620354921,116.13447863925,119,71.871,8.1667,NA,1.62625999326794,11.613447863925,6,116134.47863925
"CK-03","Chinook","Lower Fraser River_FA_0.3",2004,"Abs_Abd",3.12221290911494,133.999133633395,135,134.2867,2.4333,NA,1.87642320105017,13.3999133633395,6,133999.133633395
"CK-03","Chinook","Lower Fraser River_FA_0.3",2005,"Abs_Abd",2.9604155529564,127.055114701783,129,152.2239,1.6667,NA,1.77918437660033,12.7055114701783,6,127055.114701783
"CK-03","Chinook","Lower Fraser River_FA_0.3",2006,"Abs_Abd",2.7254638077492,116.97145570098,121,124.245,3.4333,NA,1.63798039126449,11.697145570098,6,116971.45570098
"CK-03","Chinook","Lower Fraser River_FA_0.3",2007,"Abs_Abd",2.03242049282741,87.2274227111667,91,19.2542,17.4667,NA,1.22146729836956,8.72274227111667,6,87227.4227111667
"CK-03","Chinook","Lower Fraser River_FA_0.3",2008,"Abs_Abd",1.50168700624875,64.4494029341839,70,-46.0063,76.6333,NA,0.90250102131552,6.44494029341839,6,64449.4029341839
"CK-03","Chinook","Lower Fraser River_FA_0.3",2009,"Abs_Abd",1.41648691414875,60.792785381436,66,-59.3792,93.7333,NA,0.851296496127205,6.0792785381436,6,60792.785381436
"CK-03","Chinook","Lower Fraser River_FA_0.3",2010,"Abs_Abd",1.61963677317971,69.5115710313266,75,-40.4601,70.7,NA,0.973387820412908,6.95115710313266,6,69511.5710313266
"CK-03","Chinook","Lower Fraser River_FA_0.3",2011,"Abs_Abd",1.82544833342394,78.3445915738885,84,-25.3256,50.4333,NA,1.09707880431704,7.83445915738885,6,78344.5915738885
"CK-03","Chinook","Lower Fraser River_FA_0.3",2012,"Abs_Abd",1.8561689631129,79.6630595588794,88,-49.3963,81.8,NA,1.11554163948467,7.96630595588794,6,79663.0595588794
"CK-03","Chinook","Lower Fraser River_FA_0.3",2013,"Abs_Abd",1.64315443187213,70.520901907088,80,-58.7533,91.0667,NA,0.987521731740996,7.0520901907088,6,70520.901907088
"CK-03","Chinook","Lower Fraser River_FA_0.3",2014,"Abs_Abd",1.33316822615251,57.2169139300136,66,-67.7116,96.7667,NA,0.801222678681645,5.72169139300136,6,57216.9139300136
"CK-03","Chinook","Lower Fraser River_FA_0.3",2015,"Abs_Abd",1.26969486836092,54.492764360314,63,-34.9913,63.6333,NA,0.763075734614827,5.4492764360314,6,54492.764360314
"CK-03","Chinook","Lower Fraser River_FA_0.3",2016,"Abs_Abd",1.24509593796122,53.4370274654195,63,-28.0644,54.5,NA,0.748291988257149,5.34370274654195,6,53437.0274654195
"CK-03","Chinook","Lower Fraser River_FA_0.3",2017,"Abs_Abd",1.13496607364965,48.7104739488958,59,-38.593,68.4667,NA,0.682104883617541,4.87104739488958,6,48710.4739488958
"CK-03","Chinook","Lower Fraser River_FA_0.3",2018,"Abs_Abd",1.14234195679048,49.027032101534,60,-45.1232,76.7333,NA,0.686537726173948,4.9027032101534,6,49027.032101534
"CK-03","Chinook","Lower Fraser River_FA_0.3",2019,"Abs_Abd",0.9324627487134,40.0194362492817,50,-43.4699,74.6667,NA,0.560402120781965,4.00194362492817,6,40019.4362492817
"CK-03","Chinook","Lower Fraser River_FA_0.3",2020,"Abs_Abd",0.942235765381614,40.4388745786481,51,-56.2341,91.8,NA,0.566275620044924,4.04388745786481,6,40438.8745786481
"CK-03","Chinook","Lower Fraser River_FA_0.3",2021,"Abs_Abd",0.990901685276003,42.5275185286755,55,-58.287,93.5667,NA,0.595523420835091,4.25275185286755,6,42527.5185286755
"CK-03","Chinook","Lower Fraser River_FA_0.3",2022,"Abs_Abd",1.14316043540668,49.0621595667839,64,-30.0483,56.6667,NA,0.68702962480793,4.90621595667839,6,49062.1595667839
"CK-04","Chinook","Lower Fraser River_SP_1.3",1995,"Rel_Idx",NA,NA,83,-29.9088,54.9667,NA,NA,NA,2,357.293984997069
"CK-04","Chinook","Lower Fraser River_SP_1.3",1996,"Rel_Idx",NA,NA,88,-50.8597,82.9667,NA,NA,NA,2,374.204606247232
"CK-04","Chinook","Lower Fraser River_SP_1.3",1997,"Rel_Idx",NA,NA,83,-23.2818,47.2,NA,NA,NA,2,359.355781061562
"CK-04","Chinook","Lower Fraser River_SP_1.3",1998,"Rel_Idx",NA,NA,96,24.8042,11.6333,NA,NA,NA,2,424.619885408594
"CK-04","Chinook","Lower Fraser River_SP_1.3",1999,"Rel_Idx",NA,NA,85,11.8741,18.4667,NA,NA,NA,2,363.84215625426
"CK-04","Chinook","Lower Fraser River_SP_1.3",2000,"Rel_Idx",NA,NA,100,10.4617,20.2667,NA,NA,NA,2,430.970778109684
"CK-04","Chinook","Lower Fraser River_SP_1.3",2001,"Rel_Idx",NA,NA,113,30.4032,11.9667,NA,NA,NA,2,493.183199511491
"CK-04","Chinook","Lower Fraser River_SP_1.3",2002,"Rel_Idx",NA,NA,107,0.3052,25.2333,NA,NA,NA,2,473.209451020481
"CK-04","Chinook","Lower Fraser River_SP_1.3",2003,"Rel_Idx",NA,NA,101,28.2485,8.4,NA,NA,NA,2,448.168856431157
"CK-04","Chinook","Lower Fraser River_SP_1.3",2004,"Rel_Idx",NA,NA,105,-3.4559,28.1,NA,NA,NA,2,454.653331605861
