"Species","Year","SpnForAbd_Total","SpnForTrend_Total","SpnForAbd_Wild","SpnForTrend_Wild","CU_ID","CU_Name","DU_ID","STK_ID","STK_NAME","TotalER","Recruits_Total","sr_spn","Recruits_Wild","Trends_StartYr","Abd_StartYr","FirstYrUse"
"Sockeye",1950,NA,NA,NA,NA,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1951,NA,NA,NA,NA,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1952,NA,NA,NA,NA,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1953,NA,NA,NA,NA,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1954,NA,NA,NA,NA,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1955,NA,NA,NA,NA,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1956,NA,NA,NA,NA,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",NA,37412.84209,NA,37412.84209,1950,1950,1950
"Sockeye",1957,NA,NA,NA,NA,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",NA,30051.93504,NA,30051.93504,1950,1950,1950
"Sockeye",1958,NA,NA,NA,NA,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",NA,17526.54987,NA,17526.54987,1950,1950,1950
"Sockeye",1959,NA,NA,NA,NA,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",NA,14254.02738,NA,14254.02738,1950,1950,1950
"Sockeye",1960,7763.168203,7763.168203,7763.168203,7763.168203,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.3220447609711,25957.85943,7763.168203,25957.85943,1950,1950,1950
"Sockeye",1961,29389.13677,29389.13677,29389.13677,29389.13677,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.304296120412126,37048.09703,29389.13677,37048.09703,1950,1950,1950
"Sockeye",1962,22058.48794,22058.48794,22058.48794,22058.48794,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.332543912251561,49046.34754,22058.48794,49046.34754,1950,1950,1950
"Sockeye",1963,19962.43252,19962.43252,19962.43252,19962.43252,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.204082734420362,34620.52679,19962.43252,34620.52679,1950,1950,1950
"Sockeye",1964,4214.29131,4214.29131,4214.29131,4214.29131,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.321603169068039,9991.13483,4214.29131,9991.13483,1950,1950,1950
"Sockeye",1965,17522.57966,17522.57966,17522.57966,17522.57966,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.273235398164799,5861.047942,17522.57966,5861.047942,1950,1950,1950
"Sockeye",1966,18631.60369,18631.60369,18631.60369,18631.60369,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.378963250176274,7902.214394,18631.60369,7902.214394,1950,1950,1950
"Sockeye",1967,27725.60073,27725.60073,27725.60073,27725.60073,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.416051123222379,13444.72342,27725.60073,13444.72342,1950,1950,1950
"Sockeye",1968,33270.72087,33270.72087,33270.72087,33270.72087,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.368186927617852,11040.67389,33270.72087,11040.67389,1950,1950,1950
"Sockeye",1969,6654.144174,6654.144174,6654.144174,6654.144174,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.302526223113301,4840.724766,6654.144174,4840.724766,1950,1950,1950
"Sockeye",1970,4990.608131,4990.608131,4990.608131,4990.608131,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.304807424858459,5415.688986,4990.608131,5415.688986,1950,1950,1950
"Sockeye",1971,2550.755267,2550.755267,2550.755267,2550.755267,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.330471479270486,15558.06805,2550.755267,15558.06805,1950,1950,1950
"Sockeye",1972,8872.192233,8872.192233,8872.192233,8872.192233,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.338718931580893,26501.23024,8872.192233,26501.23024,1950,1950,1950
"Sockeye",1973,8872.192233,8872.192233,8872.192233,8872.192233,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.377517521932032,30617.64809,8872.192233,30617.64809,1950,1950,1950
"Sockeye",1974,3881.584102,3881.584102,3881.584102,3881.584102,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.408979884831506,39192.23418,3881.584102,39192.23418,1950,1950,1950
"Sockeye",1975,1330.828835,1330.828835,1330.828835,1330.828835,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.254541217823273,30894.40377,1330.828835,30894.40377,1950,1950,1950
"Sockeye",1976,6654.144174,6654.144174,6654.144174,6654.144174,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.345330281917055,11028.40641,6654.144174,11028.40641,1950,1950,1950
"Sockeye",1977,15526.33641,15526.33641,15526.33641,15526.33641,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.349050219129429,18423.62576,15526.33641,18423.62576,1950,1950,1950
"Sockeye",1978,19962.43252,19962.43252,19962.43252,19962.43252,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.363051794375342,16913.26171,19962.43252,16913.26171,1950,1950,1950
"Sockeye",1979,19962.43252,19962.43252,19962.43252,19962.43252,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.338878084846144,13268.64671,19962.43252,13268.64671,1950,1950,1950
"Sockeye",1980,33270.72087,33270.72087,33270.72087,33270.72087,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.357918258053913,22215.92281,33270.72087,22215.92281,1950,1950,1950
"Sockeye",1981,1996.243252,1996.243252,1996.243252,1996.243252,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.346273815053615,25707.47179,1996.243252,25707.47179,1950,1950,1950
"Sockeye",1982,10535.72828,10535.72828,10535.72828,10535.72828,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.427354621107939,19066.39934,10535.72828,19066.39934,1950,1950,1950
"Sockeye",1983,14417.31238,14417.31238,14417.31238,14417.31238,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.267670867659233,23832.41771,14417.31238,23832.41771,1950,1950,1950
"Sockeye",1984,8872.192233,8872.192233,8872.192233,8872.192233,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.322538478033872,20898.50391,8872.192233,20898.50391,1950,1950,1950
"Sockeye",1985,8872.192233,8872.192233,8872.192233,8872.192233,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.316739099031666,27323.58286,8872.192233,27323.58286,1950,1950,1950
"Sockeye",1986,23289.50461,23289.50461,23289.50461,23289.50461,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.339366657794873,37766.25803,23289.50461,37766.25803,1950,1950,1950
"Sockeye",1987,11090.24029,11090.24029,11090.24029,11090.24029,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.207698178765048,31772.72687,11090.24029,31772.72687,1950,1950,1950
"Sockeye",1988,14417.31238,14417.31238,14417.31238,14417.31238,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.412257651006191,25875.11628,14417.31238,25875.11628,1950,1950,1950
"Sockeye",1989,16560.22965,16560.22965,16560.22965,16560.22965,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.300935174552186,27873.30716,16560.22965,27873.30716,1950,1950,1950
"Sockeye",1990,11090.24029,11090.24029,11090.24029,11090.24029,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.343274020938134,40958.01901,11090.24029,40958.01901,1950,1950,1950
"Sockeye",1991,24398.52864,24398.52864,24398.52864,24398.52864,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.412502160021518,53506.83154,24398.52864,53506.83154,1950,1950,1950
"Sockeye",1992,17744.38447,17744.38447,17744.38447,17744.38447,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.484457298587344,45645.62935,17744.38447,45645.62935,1950,1950,1950
"Sockeye",1993,16635.36044,16635.36044,16635.36044,16635.36044,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.394285353418791,20720.25927,16635.36044,20720.25927,1950,1950,1950
"Sockeye",1994,14417.31238,14417.31238,14417.31238,14417.31238,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.375145653309157,12681.94154,14417.31238,12681.94154,1950,1950,1950
"Sockeye",1995,18853.40849,18853.40849,18853.40849,18853.40849,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.450439797950438,21577.41945,18853.40849,21577.41945,1950,1950,1950
"Sockeye",1996,27725.60073,27725.60073,27725.60073,27725.60073,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.459093905284825,17935.34082,27725.60073,17935.34082,1950,1950,1950
"Sockeye",1997,26616.5767,26616.5767,26616.5767,26616.5767,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.541423328378853,38304.17782,26616.5767,38304.17782,1950,1950,1950
"Sockeye",1998,20516.94454,20516.94454,20516.94454,20516.94454,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.284339627079349,53473.71243,20516.94454,53473.71243,1950,1950,1950
"Sockeye",1999,5545.120145,5545.120145,5545.120145,5545.120145,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.223026810355601,19937.9408,5545.120145,19937.9408,1950,1950,1950
"Sockeye",2000,12075.4233,12075.4233,12075.4233,12075.4233,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.357570795756954,15021.42738,12075.4233,15021.42738,1950,1950,1950
"Sockeye",2001,19611.24158,19611.24158,19611.24158,19611.24158,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.258289309476428,28795.96512,19611.24158,28795.96512,1950,1950,1950
"Sockeye",2002,4341.829074,4341.829074,4341.829074,4341.829074,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.334704211955997,28237.86925,4341.829074,28237.86925,1950,1950,1950
"Sockeye",2003,64663.28901,64663.28901,64663.28901,64663.28901,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.207790284232215,15912.6027,64663.28901,15912.6027,1950,1950,1950
"Sockeye",2004,15935.63229,15935.63229,15935.63229,15935.63229,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.190914687451646,54858.09472,15935.63229,54858.09472,1950,1950,1950
"Sockeye",2005,13311.77219,13311.77219,13311.77219,13311.77219,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.131416026808426,72978.41121,13311.77219,72978.41121,1950,1950,1950
"Sockeye",2006,11478.3987,11478.3987,11478.3987,11478.3987,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.194023212111651,52065.88768,11478.3987,52065.88768,1950,1950,1950
"Sockeye",2007,35057.87332,35057.87332,35057.87332,35057.87332,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.288589636793044,40273.77674,35057.87332,40273.77674,1950,1950,1950
"Sockeye",2008,984.2658272,984.2658272,984.2658272,984.2658272,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.244152273382845,25353.20045,984.2658272,25353.20045,1950,1950,1950
"Sockeye",2009,29522.0922,29522.0922,29522.0922,29522.0922,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.0978401919767096,19342.92484,29522.0922,19342.92484,1950,1950,1950
"Sockeye",2010,79093.36085,79093.36085,79093.36085,79093.36085,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.107851888487096,48116.98756,79093.36085,48116.98756,1950,1950,1950
"Sockeye",2011,44267.37816,44267.37816,44267.37816,44267.37816,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.199457243917917,51392.9085,44267.37816,51392.9085,1950,1950,1950
"Sockeye",2012,36375.98815,36375.98815,36375.98815,36375.98815,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.188597484368141,12244.95999,36375.98815,12244.95999,1950,1950,1950
"Sockeye",2013,30475.4425,30475.4425,30475.4425,30475.4425,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.0763797523412412,4619.874875,30475.4425,4619.874875,1950,1950,1950
"Sockeye",2014,11598.17655,11598.17655,11598.17655,11598.17655,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.147509763834104,3250.943412,11598.17655,3250.943412,1950,1950,1950
"Sockeye",2015,23600.03134,23600.03134,23600.03134,23600.03134,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.0888441169961146,7273.001863,23600.03134,7273.001863,1950,1950,1950
"Sockeye",2016,66596.89295,66596.89295,66596.89295,66596.89295,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.172699038729248,20248.33947,66596.89295,20248.33947,1950,1950,1950
"Sockeye",2017,13862.80036,13862.80036,13862.80036,13862.80036,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.0520601225866726,NA,13862.80036,NA,1950,1950,1950
"Sockeye",2018,3278.49878,3278.49878,3278.49878,3278.49878,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.0924331429421515,NA,3278.49878,NA,1950,1950,1950
"Sockeye",2019,4306.578784,4306.578784,4306.578784,4306.578784,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.165848821917806,NA,4306.578784,NA,1950,1950,1950
"Sockeye",2020,602.8865865,602.8865865,602.8865865,602.8865865,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.103977365396945,NA,602.8865865,NA,1950,1950,1950
"Sockeye",2021,12642.87393,12642.87393,12642.87393,12642.87393,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.221594809698326,NA,12642.87393,NA,1950,1950,1950
"Sockeye",2022,23489.12894,23489.12894,23489.12894,23489.12894,"SEL-20-01","Alastair",NA,"SEL-20-01","Alastair",0.135034197258453,NA,23489.12894,NA,1950,1950,1950
"Sockeye",1950,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1951,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1952,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1953,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1954,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1955,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1956,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1957,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1958,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1959,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1960,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1961,600,600,600,600,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.50428889373072,1307.250474,600,1307.250474,1950,1950,1950
"Sockeye",1962,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,1727.142501,NA,1727.142501,1950,1950,1950
"Sockeye",1963,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,1717.690217,NA,1717.690217,1950,1950,1950
"Sockeye",1964,500,500,500,500,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.532970667122427,1156.574212,500,1156.574212,1950,1950,1950
"Sockeye",1965,550,550,550,550,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.452811513539789,515.3139629,550,515.3139629,1950,1950,1950
"Sockeye",1966,600,600,600,600,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.628029558593929,246.0519393,600,246.0519393,1950,1950,1950
"Sockeye",1967,600,600,600,600,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.689488770730902,223.1293602,600,223.1293602,1950,1950,1950
"Sockeye",1968,600,600,600,600,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.61017070529307,900.4401826,600,900.4401826,1950,1950,1950
"Sockeye",1969,350,350,350,350,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.501352891508813,725.8268602,350,725.8268602,1950,1950,1950
"Sockeye",1970,100,100,100,100,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.50513624314057,NA,100,NA,1950,1950,1950
"Sockeye",1971,100,100,100,100,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.547664364380057,NA,100,NA,1950,1950,1950
"Sockeye",1972,100,100,100,100,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.561335435342571,NA,100,NA,1950,1950,1950
"Sockeye",1973,600,600,600,600,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.625633653414147,NA,600,NA,1950,1950,1950
"Sockeye",1974,2,2,2,2,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.677774049315624,NA,2,NA,1950,1950,1950
"Sockeye",1975,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,325.4351392,NA,325.4351392,1950,1950,1950
"Sockeye",1976,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1977,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1978,600,600,600,600,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.60166060444231,NA,600,NA,1950,1950,1950
"Sockeye",1979,100,100,100,100,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.561599189166127,NA,100,NA,1950,1950,1950
"Sockeye",1980,100,100,100,100,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.593153150280741,NA,100,NA,1950,1950,1950
"Sockeye",1981,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1982,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1983,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1984,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1985,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1986,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1987,100,100,100,100,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.407286768575899,1723.43286,100,1723.43286,1950,1950,1950
"Sockeye",1988,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,1853.481164,NA,1853.481164,1950,1950,1950
"Sockeye",1989,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1990,260,260,260,260,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.583801329129367,NA,260,NA,1950,1950,1950
"Sockeye",1991,530,530,530,530,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.624541835929258,NA,530,NA,1950,1950,1950
"Sockeye",1992,800,800,800,800,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.629654254706933,NA,800,NA,1950,1950,1950
"Sockeye",1993,700,700,700,700,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.573109427618132,NA,700,NA,1950,1950,1950
"Sockeye",1994,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1995,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1996,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,1660.025181,NA,1660.025181,1950,1950,1950
"Sockeye",1997,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,2155.467439,NA,2155.467439,1950,1950,1950
"Sockeye",1998,NA,NA,NA,NA,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",NA,1935.912578,NA,1935.912578,1950,1950,1950
"Sockeye",1999,406.1538462,406.1538462,406.1538462,406.1538462,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.252412876529763,1399.280363,406.1538462,1399.280363,1950,1950,1950
"Sockeye",2000,504.6153846,504.6153846,504.6153846,504.6153846,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.581772302796198,774.1532722,504.6153846,774.1532722,1950,1950,1950
"Sockeye",2001,1164.307692,1164.307692,1164.307692,1164.307692,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.477168549549916,316.8199114,1164.307692,316.8199114,1950,1950,1950
"Sockeye",2002,1115.82906,1115.82906,1115.82906,1115.82906,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.49862949709625,370.2779332,1115.82906,370.2779332,1950,1950,1950
"Sockeye",2003,1067.350427,1067.350427,1067.350427,1067.350427,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.346651512448348,344.0037716,1067.350427,344.0037716,1950,1950,1950
"Sockeye",2004,667.1636858,667.1636858,667.1636858,667.1636858,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.377046619175253,592.5448537,667.1636858,592.5448537,1950,1950,1950
"Sockeye",2005,266.9769446,266.9769446,266.9769446,266.9769446,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.306321073973497,1289.878284,266.9769446,1289.878284,1950,1950,1950
"Sockeye",2006,88,88,88,88,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.407866852488276,1896.257438,88,1896.257438,1950,1950,1950
"Sockeye",2007,292.8205128,292.8205128,292.8205128,292.8205128,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.484430584045292,3143.618747,292.8205128,3143.618747,1950,1950,1950
"Sockeye",2008,95.00674764,95.00674764,95.00674764,95.00674764,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.440764130450712,2342.218761,95.00674764,2342.218761,1950,1950,1950
"Sockeye",2009,780.432553,780.432553,780.432553,780.432553,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.201111236620905,4046.097295,780.432553,4046.097295,1950,1950,1950
"Sockeye",2010,1310.722689,1310.722689,1310.722689,1310.722689,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.242638882894413,3914.38652,1310.722689,3914.38652,1950,1950,1950
"Sockeye",2011,1380.710059,1380.710059,1380.710059,1380.710059,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.3654219307752,1988.882682,1380.710059,1988.882682,1950,1950,1950
"Sockeye",2012,2860,2860,2860,2860,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.321632830138388,1021.456081,2860,1021.456081,1950,1950,1950
"Sockeye",2013,550,550,550,550,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.187938906009868,900.5633527,550,900.5633527,1950,1950,1950
"Sockeye",2014,4831.71143,4831.71143,4831.71143,4831.71143,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.315401954677562,1377.916015,4831.71143,1377.916015,1950,1950,1950
"Sockeye",2015,1257.370777,1257.370777,1257.370777,1257.370777,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.183851650058138,863.2188477,1257.370777,863.2188477,1950,1950,1950
"Sockeye",2016,1134.358974,1134.358974,1134.358974,1134.358974,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.322545194416725,1114.13559,1134.358974,1114.13559,1950,1950,1950
"Sockeye",2017,329.1468531,329.1468531,329.1468531,329.1468531,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.0843187668682497,1154.154637,329.1468531,1154.154637,1950,1950,1950
"Sockeye",2018,1123.778542,1123.778542,1123.778542,1123.778542,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.121011574087958,NA,1123.778542,NA,1950,1950,1950
"Sockeye",2019,1318.837607,1318.837607,1318.837607,1318.837607,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.181787594762563,NA,1318.837607,NA,1950,1950,1950
"Sockeye",2020,112,112,112,112,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.136813409160381,NA,112,NA,1950,1950,1950
"Sockeye",2021,1496,1496,1496,1496,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.225131210070541,NA,1496,NA,1950,1950,1950
"Sockeye",2022,448,448,448,448,"SEL-22-01","Asitka",NA,"SEL-22-01","Asitka",0.252859632518253,NA,448,NA,1950,1950,1950
"Sockeye",1953,NA,NA,NA,NA,"SEL-21-02-1","Babine Early Wild",NA,"SEL-21-02-1","Babine Early Wild",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1954,NA,NA,NA,NA,"SEL-21-02-1","Babine Early Wild",NA,"SEL-21-02-1","Babine Early Wild",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1955,NA,NA,NA,NA,"SEL-21-02-1","Babine Early Wild",NA,"SEL-21-02-1","Babine Early Wild",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1956,NA,NA,NA,NA,"SEL-21-02-1","Babine Early Wild",NA,"SEL-21-02-1","Babine Early Wild",NA,NA,NA,NA,1950,1950,1950
"Sockeye",1957,NA,NA,NA,NA,"SEL-21-02-1","Babine Early Wild",NA,"SEL-21-02-1","Babine Early Wild",NA,232638.4056,NA,232638.4056,1950,1950,1950
"Sockeye",1958,NA,NA,NA,NA,"SEL-21-02-1","Babine Early Wild",NA,"SEL-21-02-1","Babine Early Wild",NA,42248.66663,NA,42248.66663,1950,1950,1950
"Sockeye",1959,NA,NA,NA,NA,"SEL-21-02-1","Babine Early Wild",NA,"SEL-21-02-1","Babine Early Wild",NA,166191.3603,NA,166191.3603,1950,1950,1950
"Sockeye",1960,42484.86364,42484.86364,42484.86364,42484.86364,"SEL-21-02-1","Babine Early Wild",NA,"SEL-21-02-1","Babine Early Wild",0.49551062207261,74525.57157,42484.86364,74525.57157,1950,1950,1950
"Sockeye",1961,133007.0186,133007.0186,133007.0186,133007.0186,"SEL-21-02-1","Babine Early Wild",NA,"SEL-21-02-1","Babine Early Wild",0.468201871919793,67885.92172,133007.0186,67885.92172,1950,1950,1950
