"Year","Watershed.Group.Name","Pop_Name","Timing.Group","CU_Name","SpnForTrend_Total","adults","eff_fem","EstClass","SpnForTrend_Wild","SpnForAbd_Wild","SpnForAbd_Total","Recruits_Total","Recruits_Wild","Pop_ID","MapPOP_ID","CU_ID","CU_Name.Check","DU_ID","CU_ID_Alt2_CULookup"
1947,"Late South Thompson","Eagle River","t4","Shuswap Complex - Late",0,0,0,"",0,0,0,NA,NA,46359,46359,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1947,"Late South Thompson","Hunakwa Creek","t4","Shuswap Complex - Late",0,0,0,"",0,0,0,NA,NA,46339,46339,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1947,"Late South Thompson","Little River","t4","Shuswap Complex - Late",16251,16056,10303,"",16251,16251,16251,NA,NA,46228,46228,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1947,"Late South Thompson","Lower Shuswap River","t4","Shuswap Complex - Late",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46429,46429,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1947,"Late South Thompson","Middle Shuswap River","t4","Shuswap Complex - Late",0,0,0,"",0,0,0,NA,NA,46440,46440,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1947,"Late South Thompson","Momich River","t4","Shuswap Complex - Late",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46269,46269,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1947,"Late South Thompson","Salmon River","t4","Shuswap Complex - Late",0,0,0,"",0,0,0,NA,NA,46400,46400,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1947,"Late South Thompson","Scotch Creek","t4","Shuswap Complex - Late",58,58,29,"RELATIVE ABUNDANCE (TYPE-4)",58,58,58,NA,NA,46289,46289,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1947,"Late South Thompson","Seymour River","t4","Shuswap Complex - Late",45,45,23,"RELATIVE ABUNDANCE (TYPE-4)",45,45,45,NA,NA,46329,46329,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1947,"Late South Thompson","Shuswap Lake","t4","Shuswap Complex - Late",0,0,0,"",0,0,0,NA,NA,45764,45764,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1947,"Late South Thompson","Sinmax Creek","t4","Shuswap Complex - Late",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46259,46259,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1947,"Late South Thompson","South Thompson River","t4","Shuswap Complex - Late",100,99,64,"RELATIVE ABUNDANCE (TYPE-4)",100,100,100,NA,NA,46218,46218,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1947,"Late Stuart","Kazchek Creek","t3","Takla-Trembleur-Stuart - Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,45560,45560,"L-06-13","TAKLA/TREMBLEUR/STUART-SUMMER TIMING",NA,"SEL-06-13"
1947,"Late Stuart","Kuzkwa Creek","t3","Takla-Trembleur-Stuart - Summer",0,0,0,"",0,0,0,NA,NA,45554,45554,"L-06-13","TAKLA/TREMBLEUR/STUART-SUMMER TIMING",NA,"SEL-06-13"
1947,"Late Stuart","Middle River","t3","Takla-Trembleur-Stuart - Summer",52,52,23,"RELATIVE ABUNDANCE (TYPE-4)",52,52,52,NA,NA,45552,45552,"L-06-13","TAKLA/TREMBLEUR/STUART-SUMMER TIMING",NA,"SEL-06-13"
1947,"Late Stuart","Pinchi Creek","t3","Takla-Trembleur-Stuart - Summer",0,0,0,"",0,0,0,NA,NA,45539,45539,"L-06-13","TAKLA/TREMBLEUR/STUART-SUMMER TIMING",NA,"SEL-06-13"
1947,"Late Stuart","Sakeniche River","t3","Takla-Trembleur-Stuart - Summer",0,0,0,"",0,0,0,NA,NA,45578,45578,"L-06-13","TAKLA/TREMBLEUR/STUART-SUMMER TIMING",NA,"SEL-06-13"
1947,"Late Stuart","Tachie River","t3","Takla-Trembleur-Stuart - Summer",0,0,0,"",0,0,0,NA,NA,45549,45549,"L-06-13","TAKLA/TREMBLEUR/STUART-SUMMER TIMING",NA,"SEL-06-13"
1947,"Lower Fraser","Chilliwack Lake","t2","Chilliwack - Early Summer",0,0,0,"",0,0,0,NA,NA,45092,45092,"L-03-01","CHILLIWACK-EARLY SUMMER TIMING",NA,"SEL-03-01"
1947,"Lower Fraser","Cultus Lake","t4","Cultus - Late",8898,8699,0,"TRUE ABUNDANCE (TYPE-1)",8898,8898,8898,NA,NA,45093,45093,"L-03-02","CULTUS-LATE TIMING",NA,"SEL-03-02"
1947,"Lower Fraser","Nahatlatch Lake","t2","Nahatlatch - Early Summer",0,0,0,"",0,0,0,NA,NA,45094,45094,"L-05-02","NAHATLATCH-EARLY SUMMER TIMING",NA,"SEL-05-02"
1947,"Lower Fraser","Upper Pitt River","t2","Pitt - Early Summer",106685,106685,68115,"TRUE ABUNDANCE (TYPE-2)",106685,106685,106685,NA,NA,47917,47917,"L-03-05","PITT-EARLY SUMMER TIMING",NA,"SEL-03-05"
1947,"Lower Fraser","Widgeon Slough","t3","Widgeon - Summer",751,751,406,"TRUE ABUNDANCE (TYPE-2)",751,751,751,NA,NA,47954,47954,"R-02","WIDGEON",NA,"SER-02"
1947,"Mid Fraser","Bridge River","t3","Middle Fraser - Summer",0,0,0,"",0,0,0,NA,NA,47221,NA,NA,NA,NA,NA
1947,"Nechako","Endako River","t2","Fraser - Early Summer",409,409,199,"RELATIVE ABUNDANCE (TYPE-4)",409,409,409,NA,NA,45502,NA,NA,NA,NA,NA
1947,"Nechako","Nithi River","t3","Francois-Fraser - Summer",59,59,24,"RELATIVE ABUNDANCE (TYPE-4)",59,59,59,NA,NA,45522,45522,"L-06-07","FRANCOIS/FRASER-SUMMER TIMING",NA,"SEL-06-07"
1947,"Nechako","Ormond Creek","t3","Francois-Fraser - Summer",34,34,14,"RELATIVE ABUNDANCE (TYPE-4)",34,34,34,NA,NA,46023,NA,NA,NA,NA,NA
1947,"Nechako","Stellako River","t3","Francois-Fraser - Summer",59904,59885,28268,"TRUE ABUNDANCE (TYPE-2)",59904,59904,59904,NA,NA,46013,46013,"L-06-07","FRANCOIS/FRASER-SUMMER TIMING",NA,"SEL-06-07"
1947,"Nechako","Uncha Creek","t3","Francois-Fraser - Summer",4,4,2,"RELATIVE ABUNDANCE (TYPE-4)",4,4,4,NA,NA,45523,45523,"L-06-07","FRANCOIS/FRASER-SUMMER TIMING",NA,"SEL-06-07"
1947,"North Thompson","Barriere River","t3","Kamloops - Summer",0,0,0,"",0,0,0,NA,NA,46600,46600,"L-10-01","KAMLOOPS-EARLY SUMMER TIMING",NA,"SEL-10-01"
1947,"North Thompson","Barriere River, upper","t2","North Barriere - Early Summer",0,0,0,"",0,0,0,NA,NA,3416,3416,"L-10-03","NORTH BARRIERE-EARLY SUMMER TIMING",NA,"SEL-10-03"
1947,"North Thompson","Clearwater River","t3","Kamloops - Summer",0,0,0,"",0,0,0,NA,NA,46680,46680,"L-10-01","KAMLOOPS-EARLY SUMMER TIMING",NA,"SEL-10-01"
1947,"North Thompson","North Thompson River","t3","Kamloops - Summer",0,0,0,"",0,0,0,NA,NA,46580,46580,"L-10-01","KAMLOOPS-EARLY SUMMER TIMING",NA,"SEL-10-01"
1947,"North Thompson","Raft River","t3","Kamloops - Summer",10009,10009,5329,"TRUE ABUNDANCE (TYPE-2)",10009,10009,10009,NA,NA,46710,46710,"L-10-01","KAMLOOPS-EARLY SUMMER TIMING",NA,"SEL-10-01"
1947,"Quesnel","Blue Lead Creek","t3","Quesnel - Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,45073,45073,"L-06-10","QUESNEL-SUMMER TIMING",NA,"SEL-06-10"
1947,"Quesnel","Cameron Creek","t3","Quesnel - Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,45061,45061,"L-06-10","QUESNEL-SUMMER TIMING",NA,"SEL-06-10"
1947,"Quesnel","Grain Creek","t3","Quesnel - Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,45055,45055,"L-06-10","QUESNEL-SUMMER TIMING",NA,"SEL-06-10"
1947,"Quesnel","Horsefly River","t3","Quesnel - Summer",11,9,6,"RELATIVE ABUNDANCE (TYPE-4)",11,11,11,NA,NA,46893,46893,"L-06-10","QUESNEL-SUMMER TIMING",NA,"SEL-06-10"
1947,"Quesnel","Hurricane Point","t3","Quesnel - Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,3352,3352,"L-06-10","QUESNEL-SUMMER TIMING",NA,"SEL-06-10"
1947,"Quesnel","Killdog Creek","t3","Quesnel - Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,45072,45072,"L-06-10","QUESNEL-SUMMER TIMING",NA,"SEL-06-10"
1947,"Quesnel","Little Horsefly River","t3","Quesnel - Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46903,46903,"L-06-10","QUESNEL-SUMMER TIMING",NA,"SEL-06-10"
1947,"Quesnel","Lynx Creek","t3","Quesnel - Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,45069,45069,"L-06-10","QUESNEL-SUMMER TIMING",NA,"SEL-06-10"
1947,"Quesnel","Marten Creek","t3","Quesnel - Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,45059,45059,"L-06-10","QUESNEL-SUMMER TIMING",NA,"SEL-06-10"
1947,"Quesnel","McKinley Creek","t3","Quesnel - Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,45043,45043,"L-06-10","QUESNEL-SUMMER TIMING",NA,"SEL-06-10"
1947,"Quesnel","Mitchell River","t3","Quesnel - Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46913,46913,"L-06-10","QUESNEL-SUMMER TIMING",NA,"SEL-06-10"
1947,"Quesnel","Moffat Creek","t3","Quesnel - Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,45042,45042,"L-06-10","QUESNEL-SUMMER TIMING",NA,"SEL-06-10"
1947,"Quesnel","Summit Creek","t3","Quesnel - Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,45074,45074,"L-06-10","QUESNEL-SUMMER TIMING",NA,"SEL-06-10"
1947,"Quesnel","Tisdall Creek","t3","Quesnel - Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,3414,3414,"L-06-10","QUESNEL-SUMMER TIMING",NA,"SEL-06-10"
1947,"Quesnel","Wasko Creek","t3","Quesnel - Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,45065,45065,"L-06-10","QUESNEL-SUMMER TIMING",NA,"SEL-06-10"
1947,"Seton-Anderson","Gates River","t2","Anderson-Seton - Early Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,47211,47211,"L-06-01","ANDERSON/SETON-EARLY SUMMER TIMING",NA,"SEL-06-01"
1947,"Seton-Anderson","Portage Creek","t4","Seton - Late",50,50,25,"",50,50,50,NA,NA,47181,47181,"L-06-11","SETON-LATE TIMING",NA,"SEL-06-11"
1947,"Seton-Anderson","Seton Creek","t3","CU not identified",0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1947,"Upper Fraser","Antler Creek","t2","CU not identified",94,94,48,"RELATIVE ABUNDANCE (TYPE-4)",94,94,94,NA,NA,47449,47449,"L-07-01","BOWRON-EARLY SUMMER TIMING",NA,"SEL-07-01"
1947,"Upper Fraser","Bowron River, upper","t2","Bowron - Early Summer",23945,23945,12364,"TRUE ABUNDANCE (TYPE-1)",23945,23945,23945,NA,NA,47419,47419,"L-07-01","BOWRON-EARLY SUMMER TIMING",NA,"SEL-07-01"
1948,"Chilcotin","Chilko River","t3","Chilko - Summer",671025,670622,364597,"TRUE ABUNDANCE (TYPE-2)",671025,671025,671025,NA,NA,46843,46843,"L-06-03","CHILKO-SUMMER TIMING",NA,"SEL-06-03/SEL-06-02"
1948,"Chilcotin","S. End Chilko Lake","t2","Chilko - Early Summer",0,0,0,"",0,0,0,NA,NA,45081,45081,"L-06-02","CHILKO-EARLY SUMMER TIMING",NA,"SEL-06-02"
1948,"Chilcotin","Taseko Lake","t2","Taseko - Early Summer",0,0,0,"",0,0,0,NA,NA,46853,46853,"L-06-16","TASEKO-EARLY SUMMER TIMING",NA,"SEL-06-16"
1948,"Early South Thompson","Adams River, upper","t2","Shuswap - Early Summer",0,0,0,"",0,0,0,NA,NA,46248,NA,NA,NA,NA,NA
1948,"Early South Thompson","Anstey River","t2","Shuswap - Early Summer",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46348,46348,"L-09-02","SHUSWAP COMPLEX-EARLY SUMMER TIMING",NA,"SEL-09-02"
1948,"Early South Thompson","Eagle River","t2","Shuswap - Early Summer",0,0,0,"",0,0,0,NA,NA,46358,46358,"L-09-02","SHUSWAP COMPLEX-EARLY SUMMER TIMING",NA,"SEL-09-02"
1948,"Early South Thompson","Momich River, lower","t2","Shuswap - Early Summer",0,0,0,"",0,0,0,NA,NA,46268,NA,NA,NA,NA,NA
1948,"Early South Thompson","Scotch Creek","t2","Shuswap - Early Summer",50,10,5,"RELATIVE ABUNDANCE (TYPE-4)",50,50,50,NA,NA,46288,46288,"L-09-02","SHUSWAP COMPLEX-EARLY SUMMER TIMING",NA,"SEL-09-02"
1948,"Early South Thompson","Seymour River","t2","Shuswap - Early Summer",4099,3889,1280,"TRUE ABUNDANCE (TYPE-2)",4099,4099,4099,NA,NA,46328,46328,"L-09-02","SHUSWAP COMPLEX-EARLY SUMMER TIMING",NA,"SEL-09-02"
1948,"Early Stuart","15 Mile Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45590,45590,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","25 Mile Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45587,45587,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Ankwill Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45596,45596,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Bivouac Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45574,45574,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Blanchet Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45589,45589,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Crow Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45583,45583,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Driftwood River","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45598,45598,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Dust Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45581,45581,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Fleming Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,45556,45556,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Forfar Creek","t1","Takla-Trembleur - Early Stuart",2650,2533,1643,"RELATIVE ABUNDANCE (TYPE-4)",2650,2650,2650,NA,NA,45571,45571,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","French Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45595,45595,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Frypan Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45593,45593,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Gluske Creek","t1","Takla-Trembleur - Early Stuart",2477,2251,1261,"RELATIVE ABUNDANCE (TYPE-4)",2477,2477,2477,NA,NA,45572,45572,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Hudson Bay Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45592,45592,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Leo Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45575,45575,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Lovell Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45594,45594,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Maclaing Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45591,45591,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","McDougall Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45579,45579,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Narrows Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45586,45586,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","O'Ne-ell Creek","t1","Takla-Trembleur - Early Stuart",13336,12945,6599,"RELATIVE ABUNDANCE (TYPE-4)",13336,13336,13336,NA,NA,45570,45570,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Paula Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45557,45557,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Point Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45585,45585,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Sakeniche River","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45577,45577,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Sandpoint Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45576,45576,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Shale Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,45588,45588,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Sidney Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45558,45558,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Sinta Creek","t1","Takla-Trembleur - Early Stuart",0,0,0,"",0,0,0,NA,NA,45580,45580,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Early Stuart","Van Decar Creek","t1","Takla-Trembleur - Early Stuart",2497,2250,1356,"RELATIVE ABUNDANCE (TYPE-4)",2497,2497,2497,NA,NA,45569,45569,"L-06-14","TAKLA/TREMBLEUR-EARLY STUART TIMING",NA,"SEL-06-14"
1948,"Harrison-Lillooet","Bear Creek","t4","Harrison (D/S) - Late",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1948,"Harrison-Lillooet","Big Silver Creek","t4","Harrison (D/S) - Late",11542,11542,4904,"RELATIVE ABUNDANCE (TYPE-3)",11542,11542,11542,NA,NA,46072,46072,"L-03-03","HARRISON-DOWNSTREAM MIGRATING-LATE TIMING",NA,"SEL-03-03"
1948,"Harrison-Lillooet","Birkenhead River","t4","Lillooet-Harrison - Late",122424,83787,54755,"TRUE ABUNDANCE (TYPE-2)",122424,122424,122424,NA,NA,46098,46098,"L-04-01","LILLOOET/HARRISON-LATE TIMING",NA,"SEL-04-01"
1948,"Harrison-Lillooet","Douglas Creek","t4","Harrison (D/S) - Late",644,644,330,"RELATIVE ABUNDANCE (TYPE-3)",644,644,644,NA,NA,46083,46083,"L-03-03","HARRISON-DOWNSTREAM MIGRATING-LATE TIMING",NA,"SEL-03-03"
1948,"Harrison-Lillooet","East Creek","t4","Harrison (U/S) - Late",77,73,48,"RELATIVE ABUNDANCE (TYPE-4)",77,77,77,NA,NA,46055,46055,"L-03-04","HARRISON-UPSTREAM MIGRATING-LATE TIMING",NA,"SEL-03-04"
1948,"Harrison-Lillooet","Harrison River","t3","Harrison River - Summer",26186,26162,14577,"TRUE ABUNDANCE (TYPE-2)",26186,26186,26186,NA,NA,46030,46030,"R-03","HARRISON RIVER",NA,"SER-03"
1948,"Harrison-Lillooet","Miller Creek","t4","Lillooet-Harrison - Late",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46117,46117,"L-04-01","LILLOOET/HARRISON-LATE TIMING",NA,"SEL-04-01"
1948,"Harrison-Lillooet","Mystery Creek","t4","Harrison (D/S) - Late",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46063,46063,"L-03-03","HARRISON-DOWNSTREAM MIGRATING-LATE TIMING",NA,"SEL-03-03"
1948,"Harrison-Lillooet","Ryan River","t4","Lillooet-Harrison - Late",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46122,46122,"L-04-01","LILLOOET/HARRISON-LATE TIMING",NA,"SEL-04-01"
1948,"Harrison-Lillooet","Sampson Creek","t4","Lillooet-Harrison - Late",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46152,46152,"L-04-01","LILLOOET/HARRISON-LATE TIMING",NA,"SEL-04-01"
1948,"Harrison-Lillooet","Trout Lake Creek","t4","Harrison (D/S) - Late",218,218,136,"RELATIVE ABUNDANCE (TYPE-3)",218,218,218,NA,NA,46059,46059,"L-03-03","HARRISON-DOWNSTREAM MIGRATING-LATE TIMING",NA,"SEL-03-03"
1948,"Harrison-Lillooet","Weaver Creek","t4","Harrison (U/S) - Late",19970,19431,12663,"TRUE ABUNDANCE (TYPE-2)",19970,19970,19970,NA,NA,46044,46044,"L-03-04","HARRISON-UPSTREAM MIGRATING-LATE TIMING",NA,"SEL-03-04"
1948,"Late South Thompson","Adams River, lower","t4","Shuswap Complex - Late",15384,10147,8351,"TRUE ABUNDANCE (TYPE-2)",15384,15384,15384,NA,NA,46239,46239,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1948,"Late South Thompson","Adams River, upper","t4","Shuswap Complex - Late",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46249,46249,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1948,"Late South Thompson","Anstey River","t4","Shuswap Complex - Late",0,0,0,"",0,0,0,NA,NA,46349,46349,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1948,"Late South Thompson","Eagle River","t4","Shuswap Complex - Late",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46359,46359,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1948,"Late South Thompson","Hunakwa Creek","t4","Shuswap Complex - Late",0,0,0,"",0,0,0,NA,NA,46339,46339,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1948,"Late South Thompson","Little River","t4","Shuswap Complex - Late",1313,59,43,"RELATIVE ABUNDANCE (TYPE-4)",1313,1313,1313,NA,NA,46228,46228,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1948,"Late South Thompson","Lower Shuswap River","t4","Shuswap Complex - Late",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46429,46429,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1948,"Late South Thompson","Middle Shuswap River","t4","Shuswap Complex - Late",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46440,46440,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1948,"Late South Thompson","Momich River","t4","Shuswap Complex - Late",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46269,46269,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1948,"Late South Thompson","Noisy Creek","t4","Shuswap Complex - Late",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46509,46509,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1948,"Late South Thompson","Salmon River","t4","Shuswap Complex - Late",0,0,0,"",0,0,0,NA,NA,46400,46400,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1948,"Late South Thompson","Scotch Creek","t4","Shuswap Complex - Late",0,0,0,"",0,0,0,NA,NA,46289,46289,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1948,"Late South Thompson","Seymour River","t4","Shuswap Complex - Late",0,0,0,"",0,0,0,NA,NA,46329,46329,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1948,"Late South Thompson","Shuswap Lake","t4","Shuswap Complex - Late",0,0,0,"",0,0,0,NA,NA,45764,45764,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1948,"Late South Thompson","Sinmax Creek","t4","Shuswap Complex - Late",0,0,0,"RELATIVE ABUNDANCE (TYPE-4)",0,0,0,NA,NA,46259,46259,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
1948,"Late South Thompson","South Thompson River","t4","Shuswap Complex - Late",202,150,108,"RELATIVE ABUNDANCE (TYPE-4)",202,202,202,NA,NA,46218,46218,"L-09-03","SHUSWAP COMPLEX-LATE TIMING",NA,"SEL-09-03"
