"Species","CU_ID","Year","SpnForTrend_Total","SpnForTrend_Wild","DU_ID","CU_Name","CU_acro","SpnForAbd_Total","SpnForAbd_Wild","Recruits_Total","Recruits_Wild"
"Chinook","CK-02",1996,123,NA,"DU1","Boundary Bay_FA_0.3","BB",123,NA,NA,NA
"Chinook","CK-02",1997,381,NA,"DU1","Boundary Bay_FA_0.3","BB",381,NA,NA,NA
"Chinook","CK-03",1975,15000,15000,"DU2","Lower Fraser River_FA_0.3","LFR-fall",15000,15000,NA,NA
"Chinook","CK-03",1976,7500,7500,"DU2","Lower Fraser River_FA_0.3","LFR-fall",7500,7500,NA,NA
"Chinook","CK-03",1977,25000,25000,"DU2","Lower Fraser River_FA_0.3","LFR-fall",25000,25000,NA,NA
"Chinook","CK-03",1978,15000,15000,"DU2","Lower Fraser River_FA_0.3","LFR-fall",15000,15000,NA,NA
"Chinook","CK-03",1979,15000,15000,"DU2","Lower Fraser River_FA_0.3","LFR-fall",15000,15000,NA,NA
"Chinook","CK-03",1980,10000,10000,"DU2","Lower Fraser River_FA_0.3","LFR-fall",10000,10000,NA,NA
"Chinook","CK-03",1981,20000,20000,"DU2","Lower Fraser River_FA_0.3","LFR-fall",20000,20000,NA,NA
"Chinook","CK-03",1982,22000,22000,"DU2","Lower Fraser River_FA_0.3","LFR-fall",22000,22000,NA,NA
"Chinook","CK-03",1983,6000,6000,"DU2","Lower Fraser River_FA_0.3","LFR-fall",6000,6000,NA,NA
"Chinook","CK-03",1984,122403,122403,"DU2","Lower Fraser River_FA_0.3","LFR-fall",122403,122403,NA,NA
"Chinook","CK-03",1985,175419,175419,"DU2","Lower Fraser River_FA_0.3","LFR-fall",175419,175419,NA,NA
"Chinook","CK-03",1986,163329,163329,"DU2","Lower Fraser River_FA_0.3","LFR-fall",163329,163329,NA,NA
"Chinook","CK-03",1987,79956,79956,"DU2","Lower Fraser River_FA_0.3","LFR-fall",79956,79956,NA,NA
"Chinook","CK-03",1988,35583,35583,"DU2","Lower Fraser River_FA_0.3","LFR-fall",35583,35583,NA,NA
"Chinook","CK-03",1989,76085,76085,"DU2","Lower Fraser River_FA_0.3","LFR-fall",76085,76085,NA,NA
"Chinook","CK-03",1990,178854,178854,"DU2","Lower Fraser River_FA_0.3","LFR-fall",178854,178854,NA,NA
"Chinook","CK-03",1991,92079,92079,"DU2","Lower Fraser River_FA_0.3","LFR-fall",92079,92079,NA,NA
"Chinook","CK-03",1992,132385,132385,"DU2","Lower Fraser River_FA_0.3","LFR-fall",132385,132385,NA,NA
"Chinook","CK-03",1993,120487,120487,"DU2","Lower Fraser River_FA_0.3","LFR-fall",120487,120487,NA,NA
"Chinook","CK-03",1994,99649,99649,"DU2","Lower Fraser River_FA_0.3","LFR-fall",99649,99649,NA,NA
"Chinook","CK-03",1995,28835,28835,"DU2","Lower Fraser River_FA_0.3","LFR-fall",28835,28835,NA,NA
"Chinook","CK-03",1996,38643,38643,"DU2","Lower Fraser River_FA_0.3","LFR-fall",38643,38643,NA,NA
"Chinook","CK-03",1997,71955,71955,"DU2","Lower Fraser River_FA_0.3","LFR-fall",71955,71955,NA,NA
"Chinook","CK-03",1998,201261,201261,"DU2","Lower Fraser River_FA_0.3","LFR-fall",201261,201261,NA,NA
"Chinook","CK-03",1999,105536,105536,"DU2","Lower Fraser River_FA_0.3","LFR-fall",105536,105536,NA,NA
"Chinook","CK-03",2000,79141,79141,"DU2","Lower Fraser River_FA_0.3","LFR-fall",79141,79141,NA,NA
"Chinook","CK-03",2001,109836,109836,"DU2","Lower Fraser River_FA_0.3","LFR-fall",109836,109836,NA,NA
"Chinook","CK-03",2002,84410,84410,"DU2","Lower Fraser River_FA_0.3","LFR-fall",84410,84410,NA,NA
"Chinook","CK-03",2003,247916,247916,"DU2","Lower Fraser River_FA_0.3","LFR-fall",247916,247916,NA,NA
"Chinook","CK-03",2004,140270,140270,"DU2","Lower Fraser River_FA_0.3","LFR-fall",140270,140270,NA,NA
"Chinook","CK-03",2005,88778,88778,"DU2","Lower Fraser River_FA_0.3","LFR-fall",88778,88778,NA,NA
"Chinook","CK-03",2006,60638,60638,"DU2","Lower Fraser River_FA_0.3","LFR-fall",60638,60638,NA,NA
"Chinook","CK-03",2007,76665,76665,"DU2","Lower Fraser River_FA_0.3","LFR-fall",76665,76665,NA,NA
"Chinook","CK-03",2008,41805,41805,"DU2","Lower Fraser River_FA_0.3","LFR-fall",41805,41805,NA,NA
"Chinook","CK-03",2009,70281,70281,"DU2","Lower Fraser River_FA_0.3","LFR-fall",70281,70281,NA,NA
"Chinook","CK-03",2010,103649,103649,"DU2","Lower Fraser River_FA_0.3","LFR-fall",103649,103649,NA,NA
"Chinook","CK-03",2011,123710,123710,"DU2","Lower Fraser River_FA_0.3","LFR-fall",123710,123710,NA,NA
"Chinook","CK-03",2012,44691,44691,"DU2","Lower Fraser River_FA_0.3","LFR-fall",44691,44691,NA,NA
"Chinook","CK-03",2013,43160,43160,"DU2","Lower Fraser River_FA_0.3","LFR-fall",43160,43160,NA,NA
"Chinook","CK-03",2014,44915,44915,"DU2","Lower Fraser River_FA_0.3","LFR-fall",44915,44915,NA,NA
"Chinook","CK-03",2015,101780,101780,"DU2","Lower Fraser River_FA_0.3","LFR-fall",101780,101780,NA,NA
"Chinook","CK-03",2016,41327,41327,"DU2","Lower Fraser River_FA_0.3","LFR-fall",41327,41327,NA,NA
"Chinook","CK-03",2017,29799,29799,"DU2","Lower Fraser River_FA_0.3","LFR-fall",29799,29799,NA,NA
"Chinook","CK-03",2018,46094,46094,"DU2","Lower Fraser River_FA_0.3","LFR-fall",46094,46094,NA,NA
"Chinook","CK-03",2019,45186,45186,"DU2","Lower Fraser River_FA_0.3","LFR-fall",45186,45186,NA,NA
"Chinook","CK-03",2020,43087,43087,"DU2","Lower Fraser River_FA_0.3","LFR-fall",43087,43087,NA,NA
"Chinook","CK-03",2021,36449,36449,"DU2","Lower Fraser River_FA_0.3","LFR-fall",36449,36449,NA,NA
"Chinook","CK-03",2022,81649,81649,"DU2","Lower Fraser River_FA_0.3","LFR-fall",81649,81649,NA,NA
"Chinook","CK-04",1975,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA
"Chinook","CK-04",1976,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA
"Chinook","CK-04",1977,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA
"Chinook","CK-04",1978,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA
"Chinook","CK-04",1979,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA
"Chinook","CK-04",1980,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA
"Chinook","CK-04",1981,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA
"Chinook","CK-04",1982,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA
"Chinook","CK-04",1983,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA
"Chinook","CK-04",1984,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA
"Chinook","CK-04",1985,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA
"Chinook","CK-04",1986,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA
"Chinook","CK-04",1987,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA
"Chinook","CK-04",1988,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA
"Chinook","CK-04",1989,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA
"Chinook","CK-04",1990,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA
"Chinook","CK-04",1991,265,265,"DU3","Lower Fraser River_SP_1.3","LFR-spring",265,265,NA,NA
"Chinook","CK-04",1992,738,738,"DU3","Lower Fraser River_SP_1.3","LFR-spring",738,738,NA,NA
"Chinook","CK-04",1993,268,268,"DU3","Lower Fraser River_SP_1.3","LFR-spring",268,268,NA,NA
"Chinook","CK-04",1994,371,371,"DU3","Lower Fraser River_SP_1.3","LFR-spring",371,371,NA,NA
"Chinook","CK-04",1995,162,162,"DU3","Lower Fraser River_SP_1.3","LFR-spring",162,162,NA,NA
"Chinook","CK-04",1996,292,292,"DU3","Lower Fraser River_SP_1.3","LFR-spring",292,292,NA,NA
"Chinook","CK-04",1997,573,573,"DU3","Lower Fraser River_SP_1.3","LFR-spring",573,573,NA,NA
"Chinook","CK-04",1998,567,567,"DU3","Lower Fraser River_SP_1.3","LFR-spring",567,567,NA,NA
"Chinook","CK-04",1999,147,147,"DU3","Lower Fraser River_SP_1.3","LFR-spring",147,147,NA,NA
"Chinook","CK-04",2000,404,404,"DU3","Lower Fraser River_SP_1.3","LFR-spring",404,404,NA,NA
"Chinook","CK-04",2001,703,703,"DU3","Lower Fraser River_SP_1.3","LFR-spring",703,703,NA,NA
"Chinook","CK-04",2002,512,512,"DU3","Lower Fraser River_SP_1.3","LFR-spring",512,512,NA,NA
"Chinook","CK-04",2003,480,480,"DU3","Lower Fraser River_SP_1.3","LFR-spring",480,480,NA,NA
"Chinook","CK-04",2004,202,202,"DU3","Lower Fraser River_SP_1.3","LFR-spring",202,202,NA,NA
"Chinook","CK-04",2005,1491,1491,"DU3","Lower Fraser River_SP_1.3","LFR-spring",1491,1491,NA,NA
"Chinook","CK-04",2006,1259,1259,"DU3","Lower Fraser River_SP_1.3","LFR-spring",1259,1259,NA,NA
"Chinook","CK-04",2007,1968,1968,"DU3","Lower Fraser River_SP_1.3","LFR-spring",1968,1968,NA,NA
"Chinook","CK-04",2008,234,234,"DU3","Lower Fraser River_SP_1.3","LFR-spring",234,234,NA,NA
"Chinook","CK-04",2009,631,631,"DU3","Lower Fraser River_SP_1.3","LFR-spring",631,631,NA,NA
"Chinook","CK-04",2010,1520,1520,"DU3","Lower Fraser River_SP_1.3","LFR-spring",1520,1520,NA,NA
"Chinook","CK-04",2011,941,941,"DU3","Lower Fraser River_SP_1.3","LFR-spring",941,941,NA,NA
"Chinook","CK-04",2012,624,624,"DU3","Lower Fraser River_SP_1.3","LFR-spring",624,624,NA,NA
"Chinook","CK-04",2013,224,224,"DU3","Lower Fraser River_SP_1.3","LFR-spring",224,224,NA,NA
"Chinook","CK-04",2014,383,383,"DU3","Lower Fraser River_SP_1.3","LFR-spring",383,383,NA,NA
"Chinook","CK-04",2015,460,460,"DU3","Lower Fraser River_SP_1.3","LFR-spring",460,460,NA,NA
"Chinook","CK-04",2016,238,238,"DU3","Lower Fraser River_SP_1.3","LFR-spring",238,238,NA,NA
"Chinook","CK-04",2017,320,320,"DU3","Lower Fraser River_SP_1.3","LFR-spring",320,320,NA,NA
"Chinook","CK-04",2018,144,144,"DU3","Lower Fraser River_SP_1.3","LFR-spring",144,144,NA,NA
"Chinook","CK-04",2019,178,178,"DU3","Lower Fraser River_SP_1.3","LFR-spring",178,178,NA,NA
"Chinook","CK-04",2020,191,191,"DU3","Lower Fraser River_SP_1.3","LFR-spring",191,191,NA,NA
"Chinook","CK-04",2021,134,134,"DU3","Lower Fraser River_SP_1.3","LFR-spring",134,134,NA,NA
"Chinook","CK-04",2022,275,275,"DU3","Lower Fraser River_SP_1.3","LFR-spring",275,275,NA,NA
"Chinook","CK-05",1975,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1976,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1977,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1978,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1979,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1980,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1981,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1982,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1983,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1984,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1985,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1986,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1987,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1988,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1989,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1990,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1991,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1992,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",1993,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA
"Chinook","CK-05",2002,276,276,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",276,276,NA,NA
"Chinook","CK-05",2003,180,180,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",180,180,NA,NA
"Chinook","CK-05",2005,188,188,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",188,188,NA,NA
"Chinook","CK-05",2006,211,211,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",211,211,NA,NA
"Chinook","CK-05",2007,103,103,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",103,103,NA,NA
"Chinook","CK-05",2008,198,198,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",198,198,NA,NA
"Chinook","CK-05",2009,105,105,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",105,105,NA,NA
"Chinook","CK-05",2010,85,85,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",85,85,NA,NA
"Chinook","CK-05",2011,178,178,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",178,178,NA,NA
"Chinook","CK-05",2012,103,103,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",103,103,NA,NA
"Chinook","CK-05",2014,75,75,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",75,75,NA,NA
"Chinook","CK-05",2016,49,49,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",49,49,NA,NA
"Chinook","CK-05",2017,74,74,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",74,74,NA,NA
"Chinook","CK-05",2018,175,175,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",175,175,NA,NA
"Chinook","CK-05",2019,18,18,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",18,18,NA,NA
"Chinook","CK-05",2020,46,46,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",46,46,NA,NA
"Chinook","CK-05",2021,86,86,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",86,86,NA,NA
"Chinook","CK-05",2022,11,11,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",11,11,NA,NA
"Chinook","CK-06",1975,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",1976,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",1977,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",1978,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",1979,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",1980,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",1981,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",1982,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",1983,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",1984,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",1985,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",1986,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",2005,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",2006,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",2007,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",2008,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",2009,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",2010,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",2011,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",2012,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",2013,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",2014,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA
"Chinook","CK-06",2015,94,94,"DU5","Lower Fraser River_SU_1.3","LFR-summer",94,94,NA,NA
"Chinook","CK-06",2016,48,48,"DU5","Lower Fraser River_SU_1.3","LFR-summer",48,48,NA,NA
"Chinook","CK-06",2017,105,105,"DU5","Lower Fraser River_SU_1.3","LFR-summer",105,105,NA,NA
"Chinook","CK-06",2018,20,20,"DU5","Lower Fraser River_SU_1.3","LFR-summer",20,20,NA,NA
"Chinook","CK-06",2019,31,31,"DU5","Lower Fraser River_SU_1.3","LFR-summer",31,31,NA,NA
"Chinook","CK-06",2020,66,66,"DU5","Lower Fraser River_SU_1.3","LFR-summer",66,66,NA,NA
"Chinook","CK-06",2021,60,60,"DU5","Lower Fraser River_SU_1.3","LFR-summer",60,60,NA,NA
"Chinook","CK-06",2022,12,12,"DU5","Lower Fraser River_SU_1.3","LFR-summer",12,12,NA,NA
"Chinook","CK-07",1975,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",1976,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",1977,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",1978,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",1979,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",1980,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",1981,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",1982,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",1983,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",1984,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",1985,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",1986,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",1987,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",1988,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",1989,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",1990,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",1996,100,100,"DU6","Maria Slough_SU_0.3","Maria",100,100,NA,NA
"Chinook","CK-07",1997,100,100,"DU6","Maria Slough_SU_0.3","Maria",100,100,NA,NA
"Chinook","CK-07",1998,176,176,"DU6","Maria Slough_SU_0.3","Maria",176,176,NA,NA
"Chinook","CK-07",1999,220,220,"DU6","Maria Slough_SU_0.3","Maria",220,220,NA,NA
"Chinook","CK-07",2000,282,282,"DU6","Maria Slough_SU_0.3","Maria",282,282,NA,NA
"Chinook","CK-07",2001,422,422,"DU6","Maria Slough_SU_0.3","Maria",422,422,NA,NA
"Chinook","CK-07",2002,927,927,"DU6","Maria Slough_SU_0.3","Maria",927,927,NA,NA
"Chinook","CK-07",2003,782,782,"DU6","Maria Slough_SU_0.3","Maria",782,782,NA,NA
"Chinook","CK-07",2004,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA
"Chinook","CK-07",2005,424,424,"DU6","Maria Slough_SU_0.3","Maria",424,424,NA,NA
"Chinook","CK-07",2006,321,321,"DU6","Maria Slough_SU_0.3","Maria",321,321,NA,NA
"Chinook","CK-07",2007,713,713,"DU6","Maria Slough_SU_0.3","Maria",713,713,NA,NA
"Chinook","CK-07",2008,682,682,"DU6","Maria Slough_SU_0.3","Maria",682,682,NA,NA
"Chinook","CK-07",2009,645,645,"DU6","Maria Slough_SU_0.3","Maria",645,645,NA,NA
"Chinook","CK-07",2010,617,617,"DU6","Maria Slough_SU_0.3","Maria",617,617,NA,NA
"Chinook","CK-07",2011,1509,1509,"DU6","Maria Slough_SU_0.3","Maria",1509,1509,NA,NA
"Chinook","CK-07",2012,328,328,"DU6","Maria Slough_SU_0.3","Maria",328,328,NA,NA
"Chinook","CK-07",2013,1043,1043,"DU6","Maria Slough_SU_0.3","Maria",1043,1043,NA,NA
"Chinook","CK-07",2014,346,346,"DU6","Maria Slough_SU_0.3","Maria",346,346,NA,NA
"Chinook","CK-07",2015,1238,1238,"DU6","Maria Slough_SU_0.3","Maria",1238,1238,NA,NA
"Chinook","CK-07",2016,105,105,"DU6","Maria Slough_SU_0.3","Maria",105,105,NA,NA
"Chinook","CK-07",2017,71,71,"DU6","Maria Slough_SU_0.3","Maria",71,71,NA,NA
"Chinook","CK-07",2018,0,1,"DU6","Maria Slough_SU_0.3","Maria",0,1,NA,NA
"Chinook","CK-07",2019,302,302,"DU6","Maria Slough_SU_0.3","Maria",302,302,NA,NA
"Chinook","CK-07",2020,26,26,"DU6","Maria Slough_SU_0.3","Maria",26,26,NA,NA
"Chinook","CK-07",2021,32,32,"DU6","Maria Slough_SU_0.3","Maria",32,32,NA,NA
"Chinook","CK-07",2022,38,38,"DU6","Maria Slough_SU_0.3","Maria",38,38,NA,NA
"Chinook","CK-08",1975,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1976,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1977,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1978,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1979,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1980,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1981,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1982,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1983,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1984,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1985,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1987,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1988,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1989,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1990,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1992,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1993,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1994,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1996,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA
"Chinook","CK-08",1997,31,31,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",31,31,NA,NA
"Chinook","CK-08",1998,8,8,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",8,8,NA,NA
"Chinook","CK-08",2000,40,40,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",40,40,NA,NA
"Chinook","CK-08",2001,97,97,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",97,97,NA,NA
