"DataSet","Year","Pop_Name","CU_Name","SpnForTrend_Total","SpnForTrend_Wild","SpnForAbd_Wild","SpnForAbd_Total","Recruits_Total","Recruits_Wild","Pop_ID","CU_ID","DU_ID"
"Sk_Fraser",1985,"Little Horsefly River","Quesnel - Summer",17030,17030,17030,17030,NA,NA,46903,"L-06-10",NA
"Sk_Fraser",1985,"McKinley Creek, lower","Quesnel - Summer",82553,82553,82553,82553,NA,NA,45043,"L-06-10",NA
"Sk_Fraser",1985,"McKinley Creek, upper","Quesnel - Summer",14999,14999,14999,14999,NA,NA,45098,"L-06-10",NA
"Sk_Fraser",1985,"Sakeniche River","Takla-Trembleur - Early Stuart",2839,2839,2839,2839,NA,NA,45577,"L-06-14",NA
"Sk_Fraser",1985,"Chilko River","Chilko - Summer",86120,86120,86120,86120,NA,NA,46843,"L-06-03",NA
"Sk_Fraser",1985,"S. End Chilko Lake","Chilko - Early Summer",2000,2000,2000,2000,NA,NA,45081,"L-06-02",NA
"Sk_Fraser",1985,"Momich River, lower","Shuswap - Early Summer",56,56,56,56,NA,NA,46268,NA,NA
"Sk_Fraser",1985,"Scotch Creek","Shuswap - Early Summer",3442,3442,3442,3442,NA,NA,46288,"L-09-02",NA
"Sk_Fraser",1985,"Seymour River","Shuswap - Early Summer",6435,6435,6435,6435,NA,NA,46328,"L-09-02",NA
"Sk_Fraser",1985,"Adams River, upper","Shuswap - Early Summer",83,83,83,83,NA,NA,46248,NA,NA
"Sk_Fraser",1985,"15 Mile Creek","Takla-Trembleur - Early Stuart",352,352,352,352,NA,NA,45590,"L-06-14",NA
"Sk_Fraser",1985,"25 Mile Creek","Takla-Trembleur - Early Stuart",583,583,583,583,NA,NA,45587,"L-06-14",NA
"Sk_Fraser",1985,"Maclaing Creek","Takla-Trembleur - Early Stuart",638,638,638,638,NA,NA,45591,"L-06-14",NA
"Sk_Fraser",1985,"Ankwill Creek","Takla-Trembleur - Early Stuart",12012,12012,12012,12012,NA,NA,45596,"L-06-14",NA
"Sk_Fraser",1985,"Bivouac Creek","Takla-Trembleur - Early Stuart",937,937,937,937,NA,NA,45574,"L-06-14",NA
"Sk_Fraser",1985,"Blackwater Creek","Takla-Trembleur - Early Stuart",279,279,279,279,NA,NA,45600,"L-06-14",NA
"Sk_Fraser",1985,"Blanchet Creek","Takla-Trembleur - Early Stuart",169,169,169,169,NA,NA,45589,"L-06-14",NA
"Sk_Fraser",1985,"Consolidated Creek","Takla-Trembleur - Early Stuart",143,143,143,143,NA,NA,45604,"L-06-14",NA
"Sk_Fraser",1985,"Crow Creek","Takla-Trembleur - Early Stuart",1839,1839,1839,1839,NA,NA,45583,"L-06-14",NA
"Sk_Fraser",1985,"Driftwood River","Takla-Trembleur - Early Stuart",93959,93959,93959,93959,NA,NA,45598,"L-06-14",NA
"Sk_Fraser",1985,"Dust Creek","Takla-Trembleur - Early Stuart",5459,5459,5459,5459,NA,NA,45581,"L-06-14",NA
"Sk_Fraser",1985,"Sidney Creek","Takla-Trembleur - Early Stuart",20606,20606,20606,20606,NA,NA,45558,"L-06-14",NA
"Sk_Fraser",1985,"Fleming Creek","Takla-Trembleur - Early Stuart",1687,1687,1687,1687,NA,NA,45556,"L-06-14",NA
"Sk_Fraser",1985,"Forfar Creek","Takla-Trembleur - Early Stuart",19433,19433,19433,19433,NA,NA,45571,"L-06-14",NA
"Sk_Fraser",1985,"Lovell Creek","Takla-Trembleur - Early Stuart",3262,3262,3262,3262,NA,NA,45594,"L-06-14",NA
"Sk_Fraser",1985,"French Creek","Takla-Trembleur - Early Stuart",661,661,661,661,NA,NA,45595,"L-06-14",NA
"Sk_Fraser",1985,"Frypan Creek","Takla-Trembleur - Early Stuart",3044,3044,3044,3044,NA,NA,45593,"L-06-14",NA
"Sk_Fraser",1985,"Gluske Creek","Takla-Trembleur - Early Stuart",17381,17381,17381,17381,NA,NA,45572,"L-06-14",NA
"Sk_Fraser",1985,"Hooker Creek","Takla-Trembleur - Early Stuart",399,399,399,399,NA,NA,45584,"L-06-14",NA
"Sk_Fraser",1985,"Hudson Bay Creek","Takla-Trembleur - Early Stuart",44,44,44,44,NA,NA,45592,"L-06-14",NA
"Sk_Fraser",1985,"Kastberg Creek","Takla-Trembleur - Early Stuart",758,758,758,758,NA,NA,45605,"L-06-14",NA
"Sk_Fraser",1985,"Kazchek Creek","Takla-Trembleur - Early Stuart",435,435,435,435,NA,NA,45559,"L-06-14",NA
"Sk_Fraser",1985,"Kotsine River","Takla-Trembleur - Early Stuart",1178,1178,1178,1178,NA,NA,45603,"L-06-14",NA
"Sk_Fraser",1985,"O'Ne-ell Creek","Takla-Trembleur - Early Stuart",20347,20347,20347,20347,NA,NA,45570,"L-06-14",NA
"Sk_Fraser",1985,"Leo Creek","Takla-Trembleur - Early Stuart",29,29,29,29,NA,NA,45575,"L-06-14",NA
"Sk_Fraser",1985,"Lion Creek","Takla-Trembleur - Early Stuart",376,376,376,376,NA,NA,45601,"L-06-14",NA
"Sk_Fraser",1985,"McDougall Creek","Takla-Trembleur - Early Stuart",30,30,30,30,NA,NA,45579,"L-06-14",NA
"Sk_Fraser",1985,"Narrows Creek","Takla-Trembleur - Early Stuart",4209,4209,4209,4209,NA,NA,45586,"L-06-14",NA
"Sk_Fraser",1985,"Paula Creek","Takla-Trembleur - Early Stuart",3219,3219,3219,3219,NA,NA,45557,"L-06-14",NA
"Sk_Fraser",1985,"Point Creek","Takla-Trembleur - Early Stuart",1999,1999,1999,1999,NA,NA,45585,"L-06-14",NA
"Sk_Fraser",1985,"Porter Creek","Takla-Trembleur - Early Stuart",279,279,279,279,NA,NA,45602,"L-06-14",NA
"Sk_Fraser",1985,"Van Decar Creek","Takla-Trembleur - Early Stuart",15704,15704,15704,15704,NA,NA,45569,"L-06-14",NA
"Sk_Fraser",1985,"Sandpoint Creek","Takla-Trembleur - Early Stuart",1577,1577,1577,1577,NA,NA,45576,"L-06-14",NA
"Sk_Fraser",1985,"Birkenhead River","Lillooet-Harrison - Late",37612,37612,37612,37612,NA,NA,46098,"L-04-01",NA
"Sk_Fraser",1985,"Harrison River","Harrison River - Summer",5097,5097,5097,5097,NA,NA,46030,"R-03",NA
"Sk_Fraser",1985,"Railroad Creek","Lillooet-Harrison - Late",97,97,97,97,NA,NA,46147,"L-04-01",NA
"Sk_Fraser",1985,"Weaver Channel","Harrison (U/S) - Late",21839,21839,21839,21839,NA,NA,45087,"L-03-04",NA
"Sk_Fraser",1985,"Weaver Creek","Harrison (U/S) - Late",17621,17621,17621,17621,NA,NA,46044,"L-03-04",NA
"Sk_Fraser",1985,"Little River","Shuswap Complex - Late",972,972,972,972,NA,NA,46228,"L-09-03",NA
"Sk_Fraser",1985,"Adams River, lower","Shuswap Complex - Late",10715,10715,10715,10715,NA,NA,46239,"L-09-03",NA
"Sk_Fraser",1985,"Lower Shuswap River","Shuswap Complex - Late",3123,3123,3123,3123,NA,NA,46429,"L-09-03",NA
"Sk_Fraser",1985,"Middle Shuswap River","Shuswap Complex - Late",180,180,180,180,NA,NA,46440,"L-09-03",NA
"Sk_Fraser",1985,"Kazchek Creek","Takla-Trembleur-Stuart - Summer",1955,1955,1955,1955,NA,NA,45560,"L-06-13",NA
"Sk_Fraser",1985,"Sakeniche River","Takla-Trembleur-Stuart - Summer",286,286,286,286,NA,NA,45578,"L-06-13",NA
"Sk_Fraser",1985,"Tachie River","Takla-Trembleur-Stuart - Summer",155655,155655,155655,155655,NA,NA,45549,"L-06-13",NA
"Sk_Fraser",1985,"Cultus Lake","Cultus - Late",571,571,571,571,NA,NA,45093,"L-03-02",NA
"Sk_Fraser",1985,"Nahatlatch River","Nahatlatch - Early Summer",635,635,635,635,NA,NA,47157,"L-05-02",NA
"Sk_Fraser",1985,"Upper Pitt River","Pitt - Early Summer",3574,3574,3574,3574,NA,NA,47917,"L-03-05",NA
"Sk_Fraser",1985,"Widgeon Slough","Widgeon - Summer",801,801,801,801,NA,NA,47954,"R-02",NA
"Sk_Fraser",1985,"Late Nadina Channel","Nadina-Francois - Early Summer",12291,12291,12291,12291,NA,NA,45525,"L-06-20",NA
"Sk_Fraser",1985,"Nahatlatch Lake","Nahatlatch - Early Summer",660,660,660,660,NA,NA,45094,"L-05-02",NA
"Sk_Fraser",1985,"Stellako River","Francois-Fraser - Summer",42296,42296,42296,42296,NA,NA,46013,"L-06-07",NA
"Sk_Fraser",1985,"Barriere River, upper","North Barriere - Early Summer",1620,1620,1620,1620,NA,NA,3416,"L-10-03",NA
"Sk_Fraser",1985,"North Thompson River","Kamloops - Summer",1883,1883,1883,1883,NA,NA,46580,"L-10-01",NA
"Sk_Fraser",1985,"Raft River","Kamloops - Summer",3638,3638,3638,3638,NA,NA,46710,"L-10-01",NA
"Sk_Fraser",1985,"Bowron River, upper","Bowron - Early Summer",6395,6395,6395,6395,NA,NA,47419,"L-07-01",NA
"Sk_Fraser",1985,"Indianpoint Creek","Indian/Kruger - Early Summer (extirpated?)",24,24,24,24,NA,NA,47439,NA,NA
"Sk_Fraser",1985,"Cameron Creek","Quesnel - Summer",2237,2237,2237,2237,NA,NA,45061,"L-06-10",NA
"Sk_Fraser",1985,"Horsefly River - Above Falls","Quesnel - Summer",31512,31512,31512,31512,NA,NA,46893,"L-06-10",NA
"Sk_Fraser",1985,"Horsefly River, lower","Quesnel - Summer",257961,257961,257961,257961,NA,NA,46893,"L-06-10",NA
"Sk_Fraser",1985,"Horsefly River, upper","Quesnel - Summer",730749,730749,730749,730749,NA,NA,45097,"L-06-10",NA
"Sk_Fraser",1985,"Mitchell River","Quesnel - Summer",204579,204579,204579,204579,NA,NA,46913,"L-06-10",NA
"Sk_Fraser",1985,"Penfold Creek","Quesnel - Summer",225,225,225,225,NA,NA,45060,"L-06-10",NA
"Sk_Fraser",1985,"Summit Creek","Quesnel - Summer",1170,1170,1170,1170,NA,NA,45074,"L-06-10",NA
"Sk_Fraser",1985,"Wasko Creek","Quesnel - Summer",540,540,540,540,NA,NA,45065,"L-06-10",NA
"Sk_Fraser",1985,"Bridge River","Middle Fraser - Summer",502,502,502,502,NA,NA,47221,NA,NA
"Sk_Fraser",1985,"Gates Channel","Anderson-Seton - Early Summer",4664,4664,4664,4664,NA,NA,45102,"L-06-01",NA
"Sk_Fraser",1985,"Gates River","Anderson-Seton - Early Summer",1140,1140,1140,1140,NA,NA,47211,"L-06-01",NA
"Sk_Fraser",1985,"Portage Creek","Seton - Late",2083,2083,2083,2083,NA,NA,47181,"L-06-11",NA
"Sk_Fraser",1985,"Upper & Lower Seton Channels","CU not identified",50,50,50,50,NA,NA,45103,NA,NA
"Sk_Fraser",1985,"South Thompson River","Shuswap Complex - Late",0,0,0,0,NA,NA,46218,"L-09-03",NA
"Sk_Fraser",1985,"Barriere River","Kamloops - Summer",0,0,0,0,NA,NA,46600,"L-10-01",NA
"Sk_Fraser",1985,"Taseko Lake","Taseko - Early Summer",0,0,0,0,NA,NA,46853,"L-06-16",NA
"Sk_Fraser",1985,"Endako River","Fraser - Early Summer",0,0,0,0,NA,NA,45502,NA,NA
"Sk_Fraser",1985,"Nithi River","Francois-Fraser - Summer",0,0,0,0,NA,NA,45522,"L-06-07",NA
"Sk_Fraser",1985,"Bates Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45597,"L-06-14",NA
"Sk_Fraser",1985,"Sinta Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45580,"L-06-14",NA
"Sk_Fraser",1985,"Pinchi Creek","Takla-Trembleur-Stuart - Summer",0,0,0,0,NA,NA,45539,"L-06-13",NA
"Sk_Fraser",1985,"Swift Creek","Upper Fraser - Summer",0,0,0,0,NA,NA,46953,NA,NA
"Sk_Fraser",1985,"Eagle River","Shuswap - Early Summer",53,53,53,53,NA,NA,46358,"L-09-02",NA
"Sk_Fraser",1985,"Grain Creek","Quesnel - Summer",0,0,0,0,NA,NA,45055,"L-06-10",NA
"Sk_Fraser",1985,"Isaiah Creek","Quesnel - Summer",0,0,0,0,NA,NA,45064,"L-06-10",NA
"Sk_Fraser",1985,"Long Creek","Quesnel - Summer",0,0,0,0,NA,NA,45058,"L-06-10",NA
"Sk_Fraser",1985,"Lynx Creek","Quesnel - Summer",0,0,0,0,NA,NA,45069,"L-06-10",NA
"Sk_Fraser",1985,"Blue Lead Cr. - Shore","Quesnel - Summer",4950,4950,4950,4950,NA,NA,3346,"L-06-10",NA
"Sk_Fraser",1985,"Deception Point","Quesnel - Summer",374,374,374,374,NA,NA,45077,"L-06-10",NA
"Sk_Fraser",1985,"Goose Point - Shore","Quesnel - Summer",384,384,384,384,NA,NA,3368,"L-06-10",NA
"Sk_Fraser",1985,"Bouldery Creek","Quesnel - Summer",0,0,0,0,NA,NA,45066,"L-06-10",NA
"Sk_Fraser",1985,"Bowling Point","Quesnel - Summer",0,0,0,0,NA,NA,3366,"L-06-10",NA
"Sk_Fraser",1985,"Roaring River","Quesnel - Summer",0,0,0,0,NA,NA,45063,"L-06-10",NA
"Sk_Fraser",1986,"Shale Creek","Takla-Trembleur - Early Stuart",416,416,416,416,NA,NA,45588,"L-06-14",NA
"Sk_Fraser",1986,"Big Silver Creek","Harrison (D/S) - Late",2610,2610,2610,2610,NA,NA,46072,"L-03-03",NA
"Sk_Fraser",1986,"Anstey River","Shuswap Complex - Late",3168,3168,3168,3168,NA,NA,46349,"L-09-03",NA
"Sk_Fraser",1986,"Bush Creek","Shuswap Complex - Late",104,104,104,104,NA,NA,45012,"L-09-03",NA
"Sk_Fraser",1986,"Canoe Creek","Shuswap Complex - Late",41,41,41,41,NA,NA,46419,"L-09-03",NA
"Sk_Fraser",1986,"Eagle River","Shuswap Complex - Late",25719,25719,25719,25719,NA,NA,46359,"L-09-03",NA
"Sk_Fraser",1986,"Nikwikwaia Creek","Shuswap Complex - Late",83,83,83,83,NA,NA,45009,"L-09-03",NA
"Sk_Fraser",1986,"Hunakwa Creek","Shuswap Complex - Late",299,299,299,299,NA,NA,46339,"L-09-03",NA
"Sk_Fraser",1986,"Kuzkwa Creek","Takla-Trembleur-Stuart - Summer",4039,4039,4039,4039,NA,NA,45554,"L-06-13",NA
"Sk_Fraser",1986,"Middle River","Takla-Trembleur-Stuart - Summer",9940,9940,9940,9940,NA,NA,45552,"L-06-13",NA
"Sk_Fraser",1986,"Chilliwack Lake","Chilliwack - Early Summer",1164,1164,1164,1164,NA,NA,45092,"L-03-01",NA
"Sk_Fraser",1986,"McKinley Creek, lower","Quesnel - Summer",4973,4973,4973,4973,NA,NA,45043,"L-06-10",NA
"Sk_Fraser",1986,"McKinley Creek, upper","Quesnel - Summer",662,662,662,662,NA,NA,45098,"L-06-10",NA
"Sk_Fraser",1986,"Chilko River","Chilko - Summer",310397,310397,310397,310397,NA,NA,46843,"L-06-03",NA
"Sk_Fraser",1986,"S. End Chilko Lake","Chilko - Early Summer",13574,13574,13574,13574,NA,NA,45081,"L-06-02",NA
"Sk_Fraser",1986,"Anstey River","Shuswap - Early Summer",7103,7103,7103,7103,NA,NA,46348,"L-09-02",NA
"Sk_Fraser",1986,"Eagle River","Shuswap - Early Summer",7152,7152,7152,7152,NA,NA,46358,"L-09-02",NA
"Sk_Fraser",1986,"Momich River, lower","Shuswap - Early Summer",56,56,56,56,NA,NA,46268,NA,NA
"Sk_Fraser",1986,"Scotch Creek","Shuswap - Early Summer",26624,26624,26624,26624,NA,NA,46288,"L-09-02",NA
"Sk_Fraser",1986,"Seymour River","Shuswap - Early Summer",128497,128497,128497,128497,NA,NA,46328,"L-09-02",NA
"Sk_Fraser",1986,"Adams River, upper","Shuswap - Early Summer",567,567,567,567,NA,NA,46248,NA,NA
"Sk_Fraser",1986,"15 Mile Creek","Takla-Trembleur - Early Stuart",32,32,32,32,NA,NA,45590,"L-06-14",NA
"Sk_Fraser",1986,"Ankwill Creek","Takla-Trembleur - Early Stuart",1302,1302,1302,1302,NA,NA,45596,"L-06-14",NA
"Sk_Fraser",1986,"Bivouac Creek","Takla-Trembleur - Early Stuart",70,70,70,70,NA,NA,45574,"L-06-14",NA
"Sk_Fraser",1986,"Blanchet Creek","Takla-Trembleur - Early Stuart",21,21,21,21,NA,NA,45589,"L-06-14",NA
"Sk_Fraser",1986,"Crow Creek","Takla-Trembleur - Early Stuart",703,703,703,703,NA,NA,45583,"L-06-14",NA
"Sk_Fraser",1986,"Driftwood River","Takla-Trembleur - Early Stuart",74,74,74,74,NA,NA,45598,"L-06-14",NA
"Sk_Fraser",1986,"Dust Creek","Takla-Trembleur - Early Stuart",429,429,429,429,NA,NA,45581,"L-06-14",NA
"Sk_Fraser",1986,"Sidney Creek","Takla-Trembleur - Early Stuart",3756,3756,3756,3756,NA,NA,45558,"L-06-14",NA
"Sk_Fraser",1986,"Fleming Creek","Takla-Trembleur - Early Stuart",11,11,11,11,NA,NA,45556,"L-06-14",NA
"Sk_Fraser",1986,"Forfar Creek","Takla-Trembleur - Early Stuart",4946,4946,4946,4946,NA,NA,45571,"L-06-14",NA
"Sk_Fraser",1986,"Lovell Creek","Takla-Trembleur - Early Stuart",97,97,97,97,NA,NA,45594,"L-06-14",NA
"Sk_Fraser",1986,"French Creek","Takla-Trembleur - Early Stuart",11,11,11,11,NA,NA,45595,"L-06-14",NA
"Sk_Fraser",1986,"Frypan Creek","Takla-Trembleur - Early Stuart",285,285,285,285,NA,NA,45593,"L-06-14",NA
"Sk_Fraser",1986,"Gluske Creek","Takla-Trembleur - Early Stuart",3468,3468,3468,3468,NA,NA,45572,"L-06-14",NA
"Sk_Fraser",1986,"O'Ne-ell Creek","Takla-Trembleur - Early Stuart",7000,7000,7000,7000,NA,NA,45570,"L-06-14",NA
"Sk_Fraser",1986,"Narrows Creek","Takla-Trembleur - Early Stuart",1083,1083,1083,1083,NA,NA,45586,"L-06-14",NA
"Sk_Fraser",1986,"Paula Creek","Takla-Trembleur - Early Stuart",171,171,171,171,NA,NA,45557,"L-06-14",NA
"Sk_Fraser",1986,"Point Creek","Takla-Trembleur - Early Stuart",158,158,158,158,NA,NA,45585,"L-06-14",NA
"Sk_Fraser",1986,"Van Decar Creek","Takla-Trembleur - Early Stuart",4763,4763,4763,4763,NA,NA,45569,"L-06-14",NA
"Sk_Fraser",1986,"Sandpoint Creek","Takla-Trembleur - Early Stuart",200,200,200,200,NA,NA,45576,"L-06-14",NA
"Sk_Fraser",1986,"Birkenhead River","Lillooet-Harrison - Late",348294,348294,348294,348294,NA,NA,46098,"L-04-01",NA
"Sk_Fraser",1986,"Chehalis River","CU not identified",100,100,100,100,NA,NA,46038,NA,NA
"Sk_Fraser",1986,"Green River","Lillooet-Harrison - Late",104,104,104,104,NA,NA,46107,"L-04-01",NA
"Sk_Fraser",1986,"Harrison River","Harrison River - Summer",7290,7290,7290,7290,NA,NA,46030,"R-03",NA
"Sk_Fraser",1986,"Railroad Creek","Lillooet-Harrison - Late",283,283,283,283,NA,NA,46147,"L-04-01",NA
"Sk_Fraser",1986,"Ryan River","Lillooet-Harrison - Late",49,49,49,49,NA,NA,46122,"L-04-01",NA
"Sk_Fraser",1986,"Weaver Channel","Harrison (U/S) - Late",45113,45113,45113,45113,NA,NA,45087,"L-03-04",NA
"Sk_Fraser",1986,"Weaver Creek","Harrison (U/S) - Late",66483,66483,66483,66483,NA,NA,46044,"L-03-04",NA
"Sk_Fraser",1986,"Adams Lake","Shuswap Complex - Late",2965,2965,2965,2965,NA,NA,45089,"L-09-03",NA
"Sk_Fraser",1986,"Little River","Shuswap Complex - Late",227919,227919,227919,227919,NA,NA,46228,"L-09-03",NA
"Sk_Fraser",1986,"Adams River, lower","Shuswap Complex - Late",1334590,1334590,1334590,1334590,NA,NA,46239,"L-09-03",NA
"Sk_Fraser",1986,"Lower Shuswap River","Shuswap Complex - Late",600495,600495,600495,600495,NA,NA,46429,"L-09-03",NA
"Sk_Fraser",1986,"Middle Shuswap River","Shuswap Complex - Late",80529,80529,80529,80529,NA,NA,46440,"L-09-03",NA
"Sk_Fraser",1986,"Momich River","Shuswap Complex - Late",315,315,315,315,NA,NA,46269,"L-09-03",NA
"Sk_Fraser",1986,"Noisy Creek","Shuswap Complex - Late",122,122,122,122,NA,NA,46509,"L-09-03",NA
"Sk_Fraser",1986,"Sinmax Creek","Shuswap Complex - Late",585,585,585,585,NA,NA,46259,"L-09-03",NA
"Sk_Fraser",1986,"Salmon River","Shuswap Complex - Late",1465,1465,1465,1465,NA,NA,46400,"L-09-03",NA
"Sk_Fraser",1986,"Scotch Creek","Shuswap Complex - Late",4232,4232,4232,4232,NA,NA,46289,"L-09-03",NA
"Sk_Fraser",1986,"Seymour River","Shuswap Complex - Late",1145,1145,1145,1145,NA,NA,46329,"L-09-03",NA
"Sk_Fraser",1986,"Shuswap Lake - Anstey Arm","Shuswap Complex - Late",7839,7839,7839,7839,NA,NA,7421,"L-09-03",NA
"Sk_Fraser",1986,"Shuswap Lake - Main Arm","Shuswap Complex - Late",24818,24818,24818,24818,NA,NA,7424,"L-09-03",NA
"Sk_Fraser",1986,"Shuswap Lake - Salmon Arm","Shuswap Complex - Late",6858,6858,6858,6858,NA,NA,7423,"L-09-03",NA
"Sk_Fraser",1986,"Shuswap Lake - Seymour Arm","Shuswap Complex - Late",155,155,155,155,NA,NA,7422,"L-09-03",NA
"Sk_Fraser",1986,"South Thompson River","Shuswap Complex - Late",30730,30730,30730,30730,NA,NA,46218,"L-09-03",NA
"Sk_Fraser",1986,"Tappen Creek","Shuswap Complex - Late",1006,1006,1006,1006,NA,NA,46389,"L-09-03",NA
"Sk_Fraser",1986,"Tsuius Creek","Shuswap Complex - Late",13,13,13,13,NA,NA,46529,"L-09-03",NA
"Sk_Fraser",1986,"Wap Creek","Shuswap Complex - Late",1069,1069,1069,1069,NA,NA,46519,"L-09-03",NA
"Sk_Fraser",1986,"Kazchek Creek","Takla-Trembleur-Stuart - Summer",603,603,603,603,NA,NA,45560,"L-06-13",NA
"Sk_Fraser",1986,"Pinchi Creek","Takla-Trembleur-Stuart - Summer",464,464,464,464,NA,NA,45539,"L-06-13",NA
"Sk_Fraser",1986,"Sakeniche River","Takla-Trembleur-Stuart - Summer",52,52,52,52,NA,NA,45578,"L-06-13",NA
"Sk_Fraser",1986,"Tachie River","Takla-Trembleur-Stuart - Summer",13617,13617,13617,13617,NA,NA,45549,"L-06-13",NA
"Sk_Fraser",1986,"Cultus Lake","Cultus - Late",3533,3533,3533,3533,NA,NA,45093,"L-03-02",NA
"Sk_Fraser",1986,"Gallagher Creek","CU not identified",100,100,100,100,NA,NA,49808,NA,NA
"Sk_Fraser",1986,"Kawkawa Creek/Lake","Kawkawa - Late",500,500,500,500,NA,NA,47125,NA,NA
"Sk_Fraser",1986,"Maria Slough","CU not identified",100,100,100,100,NA,NA,47092,NA,NA
"Sk_Fraser",1986,"Nahatlatch River","Nahatlatch - Early Summer",3006,3006,3006,3006,NA,NA,47157,"L-05-02",NA
"Sk_Fraser",1986,"Upper Pitt River","Pitt - Early Summer",29195,29195,29195,29195,NA,NA,47917,"L-03-05",NA
"Sk_Fraser",1986,"Wahleach Creek","CU not identified",500,500,500,500,NA,NA,47099,NA,NA
"Sk_Fraser",1986,"Widgeon Slough","Widgeon - Summer",1300,1300,1300,1300,NA,NA,47954,"R-02",NA
"Sk_Fraser",1986,"Late Nadina Channel","Nadina-Francois - Early Summer",3440,3440,3440,3440,NA,NA,45525,"L-06-20",NA
"Sk_Fraser",1986,"Nahatlatch Lake","Nahatlatch - Early Summer",6083,6083,6083,6083,NA,NA,45094,"L-05-02",NA
"Sk_Fraser",1986,"Miller Creek","Lillooet-Harrison - Late",0,0,0,0,NA,NA,46117,"L-04-01",NA
"Sk_Fraser",1986,"Stellako River","Francois-Fraser - Summer",77378,77378,77378,77378,NA,NA,46013,"L-06-07",NA
"Sk_Fraser",1986,"Barriere River, upper","North Barriere - Early Summer",6120,6120,6120,6120,NA,NA,3416,"L-10-03",NA
"Sk_Fraser",1986,"North Thompson River","Kamloops - Summer",72,72,72,72,NA,NA,46580,"L-10-01",NA
"Sk_Fraser",1986,"Raft River","Kamloops - Summer",2126,2126,2126,2126,NA,NA,46710,"L-10-01",NA
"Sk_Fraser",1986,"Bowron River, upper","Bowron - Early Summer",3131,3131,3131,3131,NA,NA,47419,"L-07-01",NA
"Sk_Fraser",1986,"Indianpoint Creek","Indian/Kruger - Early Summer (extirpated?)",6,6,6,6,NA,NA,47439,NA,NA
"Sk_Fraser",1986,"Horsefly River, lower","Quesnel - Summer",15354,15354,15354,15354,NA,NA,46893,"L-06-10",NA
"Sk_Fraser",1986,"Horsefly River, upper","Quesnel - Summer",129403,129403,129403,129403,NA,NA,45097,"L-06-10",NA
"Sk_Fraser",1986,"Mitchell River","Quesnel - Summer",30827,30827,30827,30827,NA,NA,46913,"L-06-10",NA
"Sk_Fraser",1986,"Summit Creek","Quesnel - Summer",254,254,254,254,NA,NA,45074,"L-06-10",NA
"Sk_Fraser",1986,"Bridge River","Middle Fraser - Summer",540,540,540,540,NA,NA,47221,NA,NA
"Sk_Fraser",1986,"Gates Channel","Anderson-Seton - Early Summer",4253,4253,4253,4253,NA,NA,45102,"L-06-01",NA
"Sk_Fraser",1986,"Gates River","Anderson-Seton - Early Summer",563,563,563,563,NA,NA,47211,"L-06-01",NA
"Sk_Fraser",1986,"Portage Creek","Seton - Late",14447,14447,14447,14447,NA,NA,47181,"L-06-11",NA
"Sk_Fraser",1986,"Barriere River","Kamloops - Summer",0,0,0,0,NA,NA,46600,"L-10-01",NA
"Sk_Fraser",1986,"Little Horsefly River","Quesnel - Summer",0,0,0,0,NA,NA,46903,"L-06-10",NA
"Sk_Fraser",1986,"Endako River","Fraser - Early Summer",0,0,0,0,NA,NA,45502,NA,NA
"Sk_Fraser",1986,"Nithi River","Francois-Fraser - Summer",0,0,0,0,NA,NA,45522,"L-06-07",NA
"Sk_Fraser",1986,"Hooker Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45584,"L-06-14",NA
"Sk_Fraser",1986,"Leo Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45575,"L-06-14",NA
"Sk_Fraser",1986,"Sinta Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45580,"L-06-14",NA
"Sk_Fraser",1986,"Maclaing Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45591,"L-06-14",NA
"Sk_Fraser",1986,"25 Mile Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45587,"L-06-14",NA
"Sk_Fraser",1986,"Swift Creek","Upper Fraser - Summer",0,0,0,0,NA,NA,46953,NA,NA
"Sk_Fraser",1986,"Sakeniche River","Takla-Trembleur - Early Stuart",8,8,8,8,NA,NA,45577,"L-06-14",NA
"Sk_Fraser",1986,"Hudson Bay Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45592,"L-06-14",NA
"Sk_Fraser",1986,"McDougall Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45579,"L-06-14",NA
"Sk_Fraser",1986,"Blackwater Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45600,"L-06-14",NA
"Sk_Fraser",1986,"Blue Lead Cr. - Shore","Quesnel - Summer",0,0,0,0,NA,NA,3346,"L-06-10",NA
"Sk_Fraser",1987,"Shale Creek","Takla-Trembleur - Early Stuart",2700,2700,2700,2700,NA,NA,45588,"L-06-14",NA
"Sk_Fraser",1987,"Big Silver Creek","Harrison (D/S) - Late",589,589,589,589,NA,NA,46072,"L-03-03",NA
"Sk_Fraser",1987,"Anstey River","Shuswap Complex - Late",436,436,436,436,NA,NA,46349,"L-09-03",NA
