"CU_Name","Year","SpnForTrend_Total","CU_ID","Dataset","Species","SpnForAbd_Total","SpnForAbd_Wild","SpnForTrend_Wild","Recruits_Total","Recruits_Wild","DU_ID"
"Loughborough",1964,114507.7477,"CM-06","Cm_ISC","Chum",114507.7477,114507.7477,114507.7477,"NA","NA","NA"
"Loughborough",1965,5522.155348,"CM-06","Cm_ISC","Chum",5522.155348,5522.155348,5522.155348,"NA","NA","NA"
"Loughborough",1966,32380.98412,"CM-06","Cm_ISC","Chum",32380.98412,32380.98412,32380.98412,"NA","NA","NA"
"Loughborough",1967,68290.17241,"CM-06","Cm_ISC","Chum",68290.17241,68290.17241,68290.17241,"NA","NA","NA"
"Loughborough",1968,92450.39781,"CM-06","Cm_ISC","Chum",92450.39781,92450.39781,92450.39781,"NA","NA","NA"
"Loughborough",1969,24100.12028,"CM-06","Cm_ISC","Chum",24100.12028,24100.12028,24100.12028,"NA","NA","NA"
"Loughborough",1970,157625.3059,"CM-06","Cm_ISC","Chum",157625.3059,157625.3059,157625.3059,"NA","NA","NA"
"Loughborough",1971,20067.1377,"CM-06","Cm_ISC","Chum",20067.1377,20067.1377,20067.1377,"NA","NA","NA"
"Loughborough",1972,83725.27744,"CM-06","Cm_ISC","Chum",83725.27744,83725.27744,83725.27744,"NA","NA","NA"
"Loughborough",1973,132054.8375,"CM-06","Cm_ISC","Chum",132054.8375,132054.8375,132054.8375,"NA","NA","NA"
"Loughborough",1974,32498.60224,"CM-06","Cm_ISC","Chum",32498.60224,32498.60224,32498.60224,"NA","NA","NA"
"Loughborough",1975,21104.7774,"CM-06","Cm_ISC","Chum",21104.7774,21104.7774,21104.7774,"NA","NA","NA"
"Loughborough",1976,16620.87099,"CM-06","Cm_ISC","Chum",16620.87099,16620.87099,16620.87099,"NA","NA","NA"
"Loughborough",1977,34891.2159,"CM-06","Cm_ISC","Chum",34891.2159,34891.2159,34891.2159,"NA","NA","NA"
"Loughborough",1978,20789.53605,"CM-06","Cm_ISC","Chum",20789.53605,20789.53605,20789.53605,"NA","NA","NA"
"Loughborough",1979,13263.26289,"CM-06","Cm_ISC","Chum",13263.26289,13263.26289,13263.26289,"NA","NA","NA"
"Loughborough",1980,17349.87172,"CM-06","Cm_ISC","Chum",17349.87172,17349.87172,17349.87172,"NA","NA","NA"
"Loughborough",1981,22924.70762,"CM-06","Cm_ISC","Chum",22924.70762,22924.70762,22924.70762,"NA","NA","NA"
"Loughborough",1982,50682.9018,"CM-06","Cm_ISC","Chum",50682.9018,50682.9018,50682.9018,"NA","NA","NA"
"Loughborough",1983,17121.0509,"CM-06","Cm_ISC","Chum",17121.0509,17121.0509,17121.0509,"NA","NA","NA"
"Loughborough",1984,22871.13719,"CM-06","Cm_ISC","Chum",22871.13719,22871.13719,22871.13719,"NA","NA","NA"
"Loughborough",1985,50848.85782,"CM-06","Cm_ISC","Chum",50848.85782,50848.85782,50848.85782,"NA","NA","NA"
"Loughborough",1986,40583.54756,"CM-06","Cm_ISC","Chum",40583.54756,40583.54756,40583.54756,"NA","NA","NA"
"Loughborough",1987,19398.31631,"CM-06","Cm_ISC","Chum",19398.31631,19398.31631,19398.31631,"NA","NA","NA"
"Loughborough",1988,92298.07034,"CM-06","Cm_ISC","Chum",92298.07034,92298.07034,92298.07034,"NA","NA","NA"
"Loughborough",1989,12645.96192,"CM-06","Cm_ISC","Chum",12645.96192,12645.96192,12645.96192,"NA","NA","NA"
"Loughborough",1990,106964.6209,"CM-06","Cm_ISC","Chum",106964.6209,106964.6209,106964.6209,"NA","NA","NA"
"Loughborough",1991,15746.0224,"CM-06","Cm_ISC","Chum",15746.0224,15746.0224,15746.0224,"NA","NA","NA"
"Loughborough",1992,38975.43986,"CM-06","Cm_ISC","Chum",38975.43986,38975.43986,38975.43986,"NA","NA","NA"
"Loughborough",1993,23772.75015,"CM-06","Cm_ISC","Chum",23772.75015,23772.75015,23772.75015,"NA","NA","NA"
"Loughborough",1994,17782.43874,"CM-06","Cm_ISC","Chum",17782.43874,17782.43874,17782.43874,"NA","NA","NA"
"Loughborough",1995,28622.26972,"CM-06","Cm_ISC","Chum",28622.26972,28622.26972,28622.26972,"NA","NA","NA"
"Loughborough",1996,15575.58166,"CM-06","Cm_ISC","Chum",15575.58166,15575.58166,15575.58166,"NA","NA","NA"
"Loughborough",1997,8272.61176,"CM-06","Cm_ISC","Chum",8272.61176,8272.61176,8272.61176,"NA","NA","NA"
"Loughborough",1998,46359.363,"CM-06","Cm_ISC","Chum",46359.363,46359.363,46359.363,"NA","NA","NA"
"Loughborough",1999,7810.971163,"CM-06","Cm_ISC","Chum",7810.971163,7810.971163,7810.971163,"NA","NA","NA"
"Loughborough",2000,4850.012229,"CM-06","Cm_ISC","Chum",4850.012229,4850.012229,4850.012229,"NA","NA","NA"
"Loughborough",2001,49620.88868,"CM-06","Cm_ISC","Chum",49620.88868,49620.88868,49620.88868,"NA","NA","NA"
"Loughborough",2002,48422.88001,"CM-06","Cm_ISC","Chum",48422.88001,48422.88001,48422.88001,"NA","NA","NA"
"Loughborough",2003,14762.88247,"CM-06","Cm_ISC","Chum",14762.88247,14762.88247,14762.88247,"NA","NA","NA"
"Loughborough",2004,17933.11087,"CM-06","Cm_ISC","Chum",17933.11087,17933.11087,17933.11087,"NA","NA","NA"
"Loughborough",2005,18252.06982,"CM-06","Cm_ISC","Chum",18252.06982,18252.06982,18252.06982,"NA","NA","NA"
"Loughborough",2006,11632.00651,"CM-06","Cm_ISC","Chum",11632.00651,11632.00651,11632.00651,"NA","NA","NA"
"Loughborough",2007,27377.72824,"CM-06","Cm_ISC","Chum",27377.72824,27377.72824,27377.72824,"NA","NA","NA"
"Loughborough",2008,23013.37283,"CM-06","Cm_ISC","Chum",23013.37283,23013.37283,23013.37283,"NA","NA","NA"
"Loughborough",2009,40119.1853,"CM-06","Cm_ISC","Chum",40119.1853,40119.1853,40119.1853,"NA","NA","NA"
"Loughborough",2010,3758.282818,"CM-06","Cm_ISC","Chum",3758.282818,3758.282818,3758.282818,"NA","NA","NA"
"Loughborough",2011,71095.61825,"CM-06","Cm_ISC","Chum",71095.61825,71095.61825,71095.61825,"NA","NA","NA"
"Loughborough",2012,34445.30452,"CM-06","Cm_ISC","Chum",34445.30452,34445.30452,34445.30452,"NA","NA","NA"
"Loughborough",2013,18440.77677,"CM-06","Cm_ISC","Chum",18440.77677,18440.77677,18440.77677,"NA","NA","NA"
"Loughborough",2014,10476.24207,"CM-06","Cm_ISC","Chum",10476.24207,10476.24207,10476.24207,"NA","NA","NA"
"Loughborough",2015,16801.63994,"CM-06","Cm_ISC","Chum",16801.63994,16801.63994,16801.63994,"NA","NA","NA"
"Loughborough",2016,19472.23323,"CM-06","Cm_ISC","Chum",19472.23323,19472.23323,19472.23323,"NA","NA","NA"
"Loughborough",2017,9463.722025,"CM-06","Cm_ISC","Chum",9463.722025,9463.722025,9463.722025,"NA","NA","NA"
"Loughborough",2018,9569.593372,"CM-06","Cm_ISC","Chum",9569.593372,9569.593372,9569.593372,"NA","NA","NA"
"Bute Inlet",1953,25500,"CM-07","Cm_ISC","Chum",25500,25500,25500,"NA","NA","NA"
"Bute Inlet",1954,18000,"CM-07","Cm_ISC","Chum",18000,18000,18000,"NA","NA","NA"
"Bute Inlet",1955,7950,"CM-07","Cm_ISC","Chum",7950,7950,7950,"NA","NA","NA"
"Bute Inlet",1956,4850,"CM-07","Cm_ISC","Chum",4850,4850,4850,"NA","NA","NA"
"Bute Inlet",1957,89500,"CM-07","Cm_ISC","Chum",89500,89500,89500,"NA","NA","NA"
"Bute Inlet",1958,20750,"CM-07","Cm_ISC","Chum",20750,20750,20750,"NA","NA","NA"
"Bute Inlet",1959,16150,"CM-07","Cm_ISC","Chum",16150,16150,16150,"NA","NA","NA"
"Bute Inlet",1960,5600,"CM-07","Cm_ISC","Chum",5600,5600,5600,"NA","NA","NA"
"Bute Inlet",1961,8150,"CM-07","Cm_ISC","Chum",8150,8150,8150,"NA","NA","NA"
"Bute Inlet",1962,8500,"CM-07","Cm_ISC","Chum",8500,8500,8500,"NA","NA","NA"
"Bute Inlet",1963,8150,"CM-07","Cm_ISC","Chum",8150,8150,8150,"NA","NA","NA"
"Bute Inlet",1964,23446.18425,"CM-07","Cm_ISC","Chum",23446.18425,23446.18425,23446.18425,"NA","NA","NA"
"Bute Inlet",1965,2662.012185,"CM-07","Cm_ISC","Chum",2662.012185,2662.012185,2662.012185,"NA","NA","NA"
"Bute Inlet",1966,12150,"CM-07","Cm_ISC","Chum",12150,12150,12150,"NA","NA","NA"
"Bute Inlet",1967,11275,"CM-07","Cm_ISC","Chum",11275,11275,11275,"NA","NA","NA"
"Bute Inlet",1968,19146.01072,"CM-07","Cm_ISC","Chum",19146.01072,19146.01072,19146.01072,"NA","NA","NA"
"Bute Inlet",1969,7998.941498,"CM-07","Cm_ISC","Chum",7998.941498,7998.941498,7998.941498,"NA","NA","NA"
"Bute Inlet",1970,11225,"CM-07","Cm_ISC","Chum",11225,11225,11225,"NA","NA","NA"
"Bute Inlet",1971,5194.117856,"CM-07","Cm_ISC","Chum",5194.117856,5194.117856,5194.117856,"NA","NA","NA"
"Bute Inlet",1972,155823.5357,"CM-07","Cm_ISC","Chum",155823.5357,155823.5357,155823.5357,"NA","NA","NA"
"Bute Inlet",1973,44150.00177,"CM-07","Cm_ISC","Chum",44150.00177,44150.00177,44150.00177,"NA","NA","NA"
"Bute Inlet",1974,43718.43089,"CM-07","Cm_ISC","Chum",43718.43089,43718.43089,43718.43089,"NA","NA","NA"
"Bute Inlet",1975,7271.764998,"CM-07","Cm_ISC","Chum",7271.764998,7271.764998,7271.764998,"NA","NA","NA"
"Bute Inlet",1976,15582.35357,"CM-07","Cm_ISC","Chum",15582.35357,15582.35357,15582.35357,"NA","NA","NA"
"Bute Inlet",1977,88300.00355,"CM-07","Cm_ISC","Chum",88300.00355,88300.00355,88300.00355,"NA","NA","NA"
"Bute Inlet",1978,176600.0071,"CM-07","Cm_ISC","Chum",176600.0071,176600.0071,176600.0071,"NA","NA","NA"
"Bute Inlet",1979,36358.82499,"CM-07","Cm_ISC","Chum",36358.82499,36358.82499,36358.82499,"NA","NA","NA"
"Bute Inlet",1980,148483.9681,"CM-07","Cm_ISC","Chum",148483.9681,148483.9681,148483.9681,"NA","NA","NA"
"Bute Inlet",1981,131151.4759,"CM-07","Cm_ISC","Chum",131151.4759,131151.4759,131151.4759,"NA","NA","NA"
"Bute Inlet",1982,207764.7142,"CM-07","Cm_ISC","Chum",207764.7142,207764.7142,207764.7142,"NA","NA","NA"
"Bute Inlet",1983,85517.14145,"CM-07","Cm_ISC","Chum",85517.14145,85517.14145,85517.14145,"NA","NA","NA"
"Bute Inlet",1984,109076.475,"CM-07","Cm_ISC","Chum",109076.475,109076.475,109076.475,"NA","NA","NA"
"Bute Inlet",1985,79470.00319,"CM-07","Cm_ISC","Chum",79470.00319,79470.00319,79470.00319,"NA","NA","NA"
"Bute Inlet",1986,274392.0253,"CM-07","Cm_ISC","Chum",274392.0253,274392.0253,274392.0253,"NA","NA","NA"
"Bute Inlet",1987,82586.47391,"CM-07","Cm_ISC","Chum",82586.47391,82586.47391,82586.47391,"NA","NA","NA"
"Bute Inlet",1988,112712.3575,"CM-07","Cm_ISC","Chum",112712.3575,112712.3575,112712.3575,"NA","NA","NA"
"Bute Inlet",1989,22854.11856,"CM-07","Cm_ISC","Chum",22854.11856,22854.11856,22854.11856,"NA","NA","NA"
"Bute Inlet",1990,12465.88285,"CM-07","Cm_ISC","Chum",12465.88285,12465.88285,12465.88285,"NA","NA","NA"
"Bute Inlet",1991,44934.15561,"CM-07","Cm_ISC","Chum",44934.15561,44934.15561,44934.15561,"NA","NA","NA"
"Bute Inlet",1992,197376.4785,"CM-07","Cm_ISC","Chum",197376.4785,197376.4785,197376.4785,"NA","NA","NA"
"Bute Inlet",1993,200492.9492,"CM-07","Cm_ISC","Chum",200492.9492,200492.9492,200492.9492,"NA","NA","NA"
"Bute Inlet",1994,106479.416,"CM-07","Cm_ISC","Chum",106479.416,106479.416,106479.416,"NA","NA","NA"
"Bute Inlet",1995,59212.94355,"CM-07","Cm_ISC","Chum",59212.94355,59212.94355,59212.94355,"NA","NA","NA"
"Bute Inlet",1996,24572.42017,"CM-07","Cm_ISC","Chum",24572.42017,24572.42017,24572.42017,"NA","NA","NA"
"Bute Inlet",1997,27797.55032,"CM-07","Cm_ISC","Chum",27797.55032,27797.55032,27797.55032,"NA","NA","NA"
"Bute Inlet",1998,20686.2217,"CM-07","Cm_ISC","Chum",20686.2217,20686.2217,20686.2217,"NA","NA","NA"
"Bute Inlet",1999,10392.08603,"CM-07","Cm_ISC","Chum",10392.08603,10392.08603,10392.08603,"NA","NA","NA"
"Bute Inlet",2000,10343.11085,"CM-07","Cm_ISC","Chum",10343.11085,10343.11085,10343.11085,"NA","NA","NA"
"Bute Inlet",2001,51715.55425,"CM-07","Cm_ISC","Chum",51715.55425,51715.55425,51715.55425,"NA","NA","NA"
"Bute Inlet",2002,58772.14163,"CM-07","Cm_ISC","Chum",58772.14163,58772.14163,58772.14163,"NA","NA","NA"
"Bute Inlet",2003,34500.73913,"CM-07","Cm_ISC","Chum",34500.73913,34500.73913,34500.73913,"NA","NA","NA"
"Bute Inlet",2004,1247.583615,"CM-07","Cm_ISC","Chum",1247.583615,1247.583615,1247.583615,"NA","NA","NA"
"Bute Inlet",2005,NA,"CM-07","Cm_ISC","Chum",NA,NA,NA,"NA","NA","NA"
"Bute Inlet",2006,NA,"CM-07","Cm_ISC","Chum",NA,NA,NA,"NA","NA","NA"
"Bute Inlet",2007,507.4916398,"CM-07","Cm_ISC","Chum",507.4916398,507.4916398,507.4916398,"NA","NA","NA"
"Bute Inlet",2008,NA,"CM-07","Cm_ISC","Chum",NA,NA,NA,"NA","NA","NA"
"Bute Inlet",2009,NA,"CM-07","Cm_ISC","Chum",NA,NA,NA,"NA","NA","NA"
"Bute Inlet",2010,NA,"CM-07","Cm_ISC","Chum",NA,NA,NA,"NA","NA","NA"
"Bute Inlet",2011,NA,"CM-07","Cm_ISC","Chum",NA,NA,NA,"NA","NA","NA"
"Bute Inlet",2012,NA,"CM-07","Cm_ISC","Chum",NA,NA,NA,"NA","NA","NA"
"Bute Inlet",2013,NA,"CM-07","Cm_ISC","Chum",NA,NA,NA,"NA","NA","NA"
"Bute Inlet",2014,NA,"CM-07","Cm_ISC","Chum",NA,NA,NA,"NA","NA","NA"
"Bute Inlet",2015,NA,"CM-07","Cm_ISC","Chum",NA,NA,NA,"NA","NA","NA"
"Bute Inlet",2016,NA,"CM-07","Cm_ISC","Chum",NA,NA,NA,"NA","NA","NA"
"Bute Inlet",2017,NA,"CM-07","Cm_ISC","Chum",NA,NA,NA,"NA","NA","NA"
"Bute Inlet",2018,NA,"CM-07","Cm_ISC","Chum",NA,NA,NA,"NA","NA","NA"
"Georgia Strait",1953,321121.143,"CM-04","Cm_ISC","Chum",321121.143,321121.143,321121.143,"NA","NA","NA"
"Georgia Strait",1954,438333.6937,"CM-04","Cm_ISC","Chum",438333.6937,438333.6937,438333.6937,"NA","NA","NA"
"Georgia Strait",1955,148884.4557,"CM-04","Cm_ISC","Chum",148884.4557,148884.4557,148884.4557,"NA","NA","NA"
"Georgia Strait",1956,177435.1205,"CM-04","Cm_ISC","Chum",177435.1205,177435.1205,177435.1205,"NA","NA","NA"
"Georgia Strait",1957,351511.0603,"CM-04","Cm_ISC","Chum",351511.0603,351511.0603,351511.0603,"NA","NA","NA"
"Georgia Strait",1958,463158.9219,"CM-04","Cm_ISC","Chum",463158.9219,463158.9219,463158.9219,"NA","NA","NA"
"Georgia Strait",1959,275464.5343,"CM-04","Cm_ISC","Chum",275464.5343,275464.5343,275464.5343,"NA","NA","NA"
"Georgia Strait",1960,141978.4609,"CM-04","Cm_ISC","Chum",141978.4609,141978.4609,141978.4609,"NA","NA","NA"
"Georgia Strait",1961,159783.2406,"CM-04","Cm_ISC","Chum",159783.2406,159783.2406,159783.2406,"NA","NA","NA"
"Georgia Strait",1962,191057.0723,"CM-04","Cm_ISC","Chum",191057.0723,191057.0723,191057.0723,"NA","NA","NA"
"Georgia Strait",1963,110866.1052,"CM-04","Cm_ISC","Chum",110866.1052,110866.1052,110866.1052,"NA","NA","NA"
"Georgia Strait",1964,157219.4013,"CM-04","Cm_ISC","Chum",157219.4013,157219.4013,157219.4013,"NA","NA","NA"
"Georgia Strait",1965,118080.5564,"CM-04","Cm_ISC","Chum",118080.5564,118080.5564,118080.5564,"NA","NA","NA"
"Georgia Strait",1966,298155.7001,"CM-04","Cm_ISC","Chum",298155.7001,298155.7001,298155.7001,"NA","NA","NA"
"Georgia Strait",1967,186572.1507,"CM-04","Cm_ISC","Chum",186572.1507,186572.1507,186572.1507,"NA","NA","NA"
"Georgia Strait",1968,392172.5113,"CM-04","Cm_ISC","Chum",392172.5113,392172.5113,392172.5113,"NA","NA","NA"
"Georgia Strait",1969,283570.9849,"CM-04","Cm_ISC","Chum",283570.9849,283570.9849,283570.9849,"NA","NA","NA"
"Georgia Strait",1970,209708.7786,"CM-04","Cm_ISC","Chum",209708.7786,209708.7786,209708.7786,"NA","NA","NA"
"Georgia Strait",1971,137643.3865,"CM-04","Cm_ISC","Chum",137643.3865,137643.3865,137643.3865,"NA","NA","NA"
"Georgia Strait",1972,445519.0714,"CM-04","Cm_ISC","Chum",445519.0714,445519.0714,445519.0714,"NA","NA","NA"
"Georgia Strait",1973,322422.6813,"CM-04","Cm_ISC","Chum",322422.6813,322422.6813,322422.6813,"NA","NA","NA"
"Georgia Strait",1974,314093.7128,"CM-04","Cm_ISC","Chum",314093.7128,314093.7128,314093.7128,"NA","NA","NA"
"Georgia Strait",1975,160789.4821,"CM-04","Cm_ISC","Chum",160789.4821,160789.4821,160789.4821,"NA","NA","NA"
"Georgia Strait",1976,144201.6389,"CM-04","Cm_ISC","Chum",144201.6389,144201.6389,144201.6389,"NA","NA","NA"
"Georgia Strait",1977,335391.5467,"CM-04","Cm_ISC","Chum",335391.5467,335391.5467,335391.5467,"NA","NA","NA"
"Georgia Strait",1978,399037.2405,"CM-04","Cm_ISC","Chum",399037.2405,399037.2405,399037.2405,"NA","NA","NA"
"Georgia Strait",1979,183373.0928,"CM-04","Cm_ISC","Chum",183373.0928,183373.0928,183373.0928,"NA","NA","NA"
"Georgia Strait",1980,370154.4963,"CM-04","Cm_ISC","Chum",370154.4963,370154.4963,370154.4963,"NA","NA","NA"
"Georgia Strait",1981,337491.4789,"CM-04","Cm_ISC","Chum",337491.4789,337491.4789,337491.4789,"NA","NA","NA"
"Georgia Strait",1982,342252.1139,"CM-04","Cm_ISC","Chum",342252.1139,342252.1139,342252.1139,"NA","NA","NA"
"Georgia Strait",1983,315769.47,"CM-04","Cm_ISC","Chum",315769.47,315769.47,315769.47,"NA","NA","NA"
"Georgia Strait",1984,405821.186,"CM-04","Cm_ISC","Chum",405821.186,405821.186,405821.186,"NA","NA","NA"
"Georgia Strait",1985,584241.7063,"CM-04","Cm_ISC","Chum",584241.7063,584241.7063,584241.7063,"NA","NA","NA"
"Georgia Strait",1986,292263.3941,"CM-04","Cm_ISC","Chum",292263.3941,292263.3941,292263.3941,"NA","NA","NA"
"Georgia Strait",1987,469939.4541,"CM-04","Cm_ISC","Chum",469939.4541,469939.4541,469939.4541,"NA","NA","NA"
"Georgia Strait",1988,441372.3789,"CM-04","Cm_ISC","Chum",441372.3789,441372.3789,441372.3789,"NA","NA","NA"
"Georgia Strait",1989,180516.9376,"CM-04","Cm_ISC","Chum",180516.9376,180516.9376,180516.9376,"NA","NA","NA"
"Georgia Strait",1990,455618.8402,"CM-04","Cm_ISC","Chum",455618.8402,455618.8402,455618.8402,"NA","NA","NA"
"Georgia Strait",1991,395008.1942,"CM-04","Cm_ISC","Chum",395008.1942,395008.1942,395008.1942,"NA","NA","NA"
"Georgia Strait",1992,468587.4611,"CM-04","Cm_ISC","Chum",468587.4611,468587.4611,468587.4611,"NA","NA","NA"
"Georgia Strait",1993,560026.6633,"CM-04","Cm_ISC","Chum",560026.6633,560026.6633,560026.6633,"NA","NA","NA"
"Georgia Strait",1994,422605.6845,"CM-04","Cm_ISC","Chum",422605.6845,422605.6845,422605.6845,"NA","NA","NA"
"Georgia Strait",1995,201553.5462,"CM-04","Cm_ISC","Chum",201553.5462,201553.5462,201553.5462,"NA","NA","NA"
"Georgia Strait",1996,242954.357,"CM-04","Cm_ISC","Chum",242954.357,242954.357,242954.357,"NA","NA","NA"
"Georgia Strait",1997,272481.1107,"CM-04","Cm_ISC","Chum",272481.1107,272481.1107,272481.1107,"NA","NA","NA"
"Georgia Strait",1998,500719.1104,"CM-04","Cm_ISC","Chum",500719.1104,500719.1104,500719.1104,"NA","NA","NA"
"Georgia Strait",1999,268171.1065,"CM-04","Cm_ISC","Chum",268171.1065,268171.1065,268171.1065,"NA","NA","NA"
"Georgia Strait",2000,120869.7782,"CM-04","Cm_ISC","Chum",120869.7782,120869.7782,120869.7782,"NA","NA","NA"
"Georgia Strait",2001,516819.9925,"CM-04","Cm_ISC","Chum",516819.9925,516819.9925,516819.9925,"NA","NA","NA"
"Georgia Strait",2002,443636.2486,"CM-04","Cm_ISC","Chum",443636.2486,443636.2486,443636.2486,"NA","NA","NA"
"Georgia Strait",2003,522635.7279,"CM-04","Cm_ISC","Chum",522635.7279,522635.7279,522635.7279,"NA","NA","NA"
"Georgia Strait",2004,611172.286,"CM-04","Cm_ISC","Chum",611172.286,611172.286,611172.286,"NA","NA","NA"
"Georgia Strait",2005,397494.9184,"CM-04","Cm_ISC","Chum",397494.9184,397494.9184,397494.9184,"NA","NA","NA"
"Georgia Strait",2006,387091.2143,"CM-04","Cm_ISC","Chum",387091.2143,387091.2143,387091.2143,"NA","NA","NA"
"Georgia Strait",2007,486201.7893,"CM-04","Cm_ISC","Chum",486201.7893,486201.7893,486201.7893,"NA","NA","NA"
"Georgia Strait",2008,367802.3889,"CM-04","Cm_ISC","Chum",367802.3889,367802.3889,367802.3889,"NA","NA","NA"
"Georgia Strait",2009,359584.0914,"CM-04","Cm_ISC","Chum",359584.0914,359584.0914,359584.0914,"NA","NA","NA"
"Georgia Strait",2010,250890.7966,"CM-04","Cm_ISC","Chum",250890.7966,250890.7966,250890.7966,"NA","NA","NA"
"Georgia Strait",2011,481719.7744,"CM-04","Cm_ISC","Chum",481719.7744,481719.7744,481719.7744,"NA","NA","NA"
"Georgia Strait",2012,657616.9924,"CM-04","Cm_ISC","Chum",657616.9924,657616.9924,657616.9924,"NA","NA","NA"
"Georgia Strait",2013,497178.9082,"CM-04","Cm_ISC","Chum",497178.9082,497178.9082,497178.9082,"NA","NA","NA"
"Georgia Strait",2014,486903.9088,"CM-04","Cm_ISC","Chum",486903.9088,486903.9088,486903.9088,"NA","NA","NA"
"Georgia Strait",2015,350461.9045,"CM-04","Cm_ISC","Chum",350461.9045,350461.9045,350461.9045,"NA","NA","NA"
"Georgia Strait",2016,803169.8323,"CM-04","Cm_ISC","Chum",803169.8323,803169.8323,803169.8323,"NA","NA","NA"
"Georgia Strait",2017,545153.1666,"CM-04","Cm_ISC","Chum",545153.1666,545153.1666,545153.1666,"NA","NA","NA"
"Georgia Strait",2018,505701.7621,"CM-04","Cm_ISC","Chum",505701.7621,505701.7621,505701.7621,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1953,39645.40972,"CM-03","Cm_ISC","Chum",39645.40972,39645.40972,39645.40972,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1954,96244.87271,"CM-03","Cm_ISC","Chum",96244.87271,96244.87271,96244.87271,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1955,41350.01749,"CM-03","Cm_ISC","Chum",41350.01749,41350.01749,41350.01749,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1956,20680.59919,"CM-03","Cm_ISC","Chum",20680.59919,20680.59919,20680.59919,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1957,111361.6997,"CM-03","Cm_ISC","Chum",111361.6997,111361.6997,111361.6997,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1958,123061.9303,"CM-03","Cm_ISC","Chum",123061.9303,123061.9303,123061.9303,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1959,254906.7933,"CM-03","Cm_ISC","Chum",254906.7933,254906.7933,254906.7933,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1960,84410.06639,"CM-03","Cm_ISC","Chum",84410.06639,84410.06639,84410.06639,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1961,49910.91779,"CM-03","Cm_ISC","Chum",49910.91779,49910.91779,49910.91779,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1962,79477.01056,"CM-03","Cm_ISC","Chum",79477.01056,79477.01056,79477.01056,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1963,67547.39843,"CM-03","Cm_ISC","Chum",67547.39843,67547.39843,67547.39843,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1964,60260.66237,"CM-03","Cm_ISC","Chum",60260.66237,60260.66237,60260.66237,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1965,25510.06195,"CM-03","Cm_ISC","Chum",25510.06195,25510.06195,25510.06195,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1966,42770.60137,"CM-03","Cm_ISC","Chum",42770.60137,42770.60137,42770.60137,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1967,63553.05234,"CM-03","Cm_ISC","Chum",63553.05234,63553.05234,63553.05234,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1968,176920.5291,"CM-03","Cm_ISC","Chum",176920.5291,176920.5291,176920.5291,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1969,109602.5336,"CM-03","Cm_ISC","Chum",109602.5336,109602.5336,109602.5336,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1970,181472.7273,"CM-03","Cm_ISC","Chum",181472.7273,181472.7273,181472.7273,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1971,60386.92304,"CM-03","Cm_ISC","Chum",60386.92304,60386.92304,60386.92304,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1972,460874.4179,"CM-03","Cm_ISC","Chum",460874.4179,460874.4179,460874.4179,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1973,359326.4488,"CM-03","Cm_ISC","Chum",359326.4488,359326.4488,359326.4488,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1974,202048.2714,"CM-03","Cm_ISC","Chum",202048.2714,202048.2714,202048.2714,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1975,98399.2675,"CM-03","Cm_ISC","Chum",98399.2675,98399.2675,98399.2675,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1976,175408.1911,"CM-03","Cm_ISC","Chum",175408.1911,175408.1911,175408.1911,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1977,196254.5413,"CM-03","Cm_ISC","Chum",196254.5413,196254.5413,196254.5413,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1978,183507.7968,"CM-03","Cm_ISC","Chum",183507.7968,183507.7968,183507.7968,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1979,53299.82056,"CM-03","Cm_ISC","Chum",53299.82056,53299.82056,53299.82056,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1980,333950.19,"CM-03","Cm_ISC","Chum",333950.19,333950.19,333950.19,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1981,201499.5638,"CM-03","Cm_ISC","Chum",201499.5638,201499.5638,201499.5638,"NA","NA","NA"
"Howe Sound-Burrard Inlet",1982,194433.7961,"CM-03","Cm_ISC","Chum",194433.7961,194433.7961,194433.7961,"NA","NA","NA"
