"","DataSet","Year","Pop_Name","CU_Name","Escapement_Wild","Escapement_Total","Recruits_Total","Recruits_Wild","Pop_ID","CU_ID","DU_ID"
"114","Sk_Fraser",2019,"Shuswap L. - Salmon Arm north side","Shuswap Complex - Late",0,0,NA,NA,3404,"L-09-03",NA
"115","Sk_Fraser",2019,"Shuswap L. - Salmon Arm south side","Shuswap Complex - Late",0,0,NA,NA,3405,"L-09-03",NA
"116","Sk_Fraser",2019,"Sinmax Creek","Shuswap Complex - Late",40,40,NA,NA,46259,"L-09-03",NA
"117","Sk_Fraser",2019,"Sinmax Creek - shore","Shuswap Complex - Late",0,0,NA,NA,3412,"L-09-03",NA
"118","Sk_Fraser",2019,"South Thompson River","Shuswap Complex - Late",0,0,NA,NA,46218,"L-09-03",NA
"119","Sk_Fraser",2019,"Tappen Creek","Shuswap Complex - Late",0,0,NA,NA,46389,"L-09-03",NA
"120","Sk_Fraser",2019,"Trinity Creek","Shuswap Complex - Late",0,0,NA,NA,46480,"L-09-03",NA
"121","Sk_Fraser",2019,"Tsuius Creek","Shuswap Complex - Late",0,0,NA,NA,46529,"L-09-03",NA
"122","Sk_Fraser",2019,"Vanishing Creek - shore","Shuswap Complex - Late",0,0,NA,NA,3392,"L-09-03",NA
"123","Sk_Fraser",2019,"Wap Creek","Shuswap Complex - Late",0,0,NA,NA,46519,"L-09-03",NA
"124","Sk_Fraser",2019,"Yard Creek","Shuswap Complex - Late",0,0,NA,NA,45025,"L-09-03",NA
"125","Sk_Fraser",2019,"Kazchek Creek","Takla-Trembleur-Stuart - Summer",11,11,NA,NA,45560,"L-06-13",NA
"126","Sk_Fraser",2019,"Kuzkwa Creek","Takla-Trembleur-Stuart - Summer",362,362,NA,NA,45554,"L-06-13",NA
"127","Sk_Fraser",2019,"Middle River","Takla-Trembleur-Stuart - Summer",886,886,NA,NA,45552,"L-06-13",NA
"128","Sk_Fraser",2019,"Pinchi Creek","Takla-Trembleur-Stuart - Summer",115,115,NA,NA,45539,"L-06-13",NA
"129","Sk_Fraser",2019,"Tachie River","Takla-Trembleur-Stuart - Summer",4487,4487,NA,NA,45549,"L-06-13",NA
"130","Sk_Fraser",2019,"Ballpark Creek","Pitt - Early Summer",0,0,NA,NA,NA,NA,NA
"131","Sk_Fraser",2019,"Blue Creek","Pitt - Early Summer",0,0,NA,NA,7689,NA,NA
"132","Sk_Fraser",2019,"Chilliwack Lake","Chilliwack - Early Summer",104,104,NA,NA,45092,"L-03-01",NA
"133","Sk_Fraser",2019,"Chilliwack River, upper","Chilliwack - Early Summer",1334,1334,NA,NA,46986,"L-03-01",NA
"134","Sk_Fraser",2019,"Corbold Creek","Pitt - Early Summer",2108,2108,NA,NA,7690,"L-03-05",NA
"135","Sk_Fraser",2019,"Cultus Lake","Cultus - Late",87,87,NA,NA,45093,"L-03-02",NA
"136","Sk_Fraser",2019,"Cypress Creek","Pitt - Early Summer",0,0,NA,NA,7694,NA,NA
"137","Sk_Fraser",2019,"Depot Creek","Chilliwack - Early Summer",0,0,NA,NA,7726,"L-03-01",NA
"138","Sk_Fraser",2019,"Fish Hatchery Creek","Pitt - Early Summer",32,32,NA,NA,7695,"L-03-05",NA
"139","Sk_Fraser",2019,"Lower Forestry Creek","Pitt - Early Summer",0,0,NA,NA,NA,NA,NA
