"","Year","CU_ID","Species","Stock","Label","Metric","Compare","LBM","UBM","Value","Status"
"1",2010,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelUBM",54.26908361,NA,NA,NA,NA
"2",2011,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelUBM",49.97446301,NA,NA,NA,NA
"3",2012,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelUBM",53.14942617,NA,NA,NA,NA
"4",2013,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelUBM",67.26688339,NA,NA,NA,NA
"5",2014,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelUBM",62.15358148,NA,NA,NA,NA
"6",2015,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelUBM",89.94395203,NA,NA,NA,NA
"7",2016,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelUBM",110.2645976,NA,NA,NA,NA
"8",2017,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelUBM",124.4089587,NA,NA,NA,NA
"9",2018,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelUBM",93.37702513,NA,NA,NA,NA
"10",2010,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsUBM",54.26908361,1000,10000,0.005426908,"Red"
"11",2011,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsUBM",49.97446301,1000,10000,0.004997446,"Red"
"12",2012,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsUBM",53.14942617,1000,10000,0.005314943,"Red"
"13",2013,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsUBM",67.26688339,1000,10000,0.006726688,"Red"
"14",2014,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsUBM",62.15358148,1000,10000,0.006215358,"Red"
"15",2015,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsUBM",89.94395203,1000,10000,0.008994395,"Red"
"16",2016,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsUBM",110.2645976,1000,10000,0.01102646,"Red"
"17",2017,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsUBM",124.4089587,1000,10000,0.012440896,"Red"
"18",2018,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsUBM",93.37702513,1000,10000,0.009337703,"Red"
"19",2010,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelLBM",54.26908361,NA,NA,NA,NA
"20",2011,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelLBM",49.97446301,NA,NA,NA,NA
"21",2012,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelLBM",53.14942617,NA,NA,NA,NA
"22",2013,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelLBM",67.26688339,NA,NA,NA,NA
"23",2014,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelLBM",62.15358148,NA,NA,NA,NA
"24",2015,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelLBM",89.94395203,NA,NA,NA,NA
"25",2016,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelLBM",110.2645976,NA,NA,NA,NA
"26",2017,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelLBM",124.4089587,NA,NA,NA,NA
"27",2018,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","RelLBM",93.37702513,NA,NA,NA,NA
"28",2010,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsLBM",54.26908361,1000,10000,0.054269084,"Red"
"29",2011,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsLBM",49.97446301,1000,10000,0.049974463,"Red"
"30",2012,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsLBM",53.14942617,1000,10000,0.053149426,"Red"
"31",2013,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsLBM",67.26688339,1000,10000,0.067266883,"Red"
"32",2014,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsLBM",62.15358148,1000,10000,0.062153581,"Red"
"33",2015,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsLBM",89.94395203,1000,10000,0.089943952,"Red"
"34",2016,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsLBM",110.2645976,1000,10000,0.110264598,"Red"
"35",2017,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsLBM",124.4089587,1000,10000,0.124408959,"Red"
"36",2018,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForAbd_Wild","AbsLBM",93.37702513,1000,10000,0.093377025,"Red"
"37",2010,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","LongTrend",2.65,0.5,0.75,2.65,"Green"
"38",2011,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","LongTrend",2.39,0.5,0.75,2.39,"Green"
"39",2012,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","LongTrend",2.43,0.5,0.75,2.43,"Green"
"40",2013,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","LongTrend",2.82,0.5,0.75,2.82,"Green"
"41",2014,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","LongTrend",2.49,0.5,0.75,2.49,"Green"
"42",2015,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","LongTrend",3.39,0.5,0.75,3.39,"Green"
"43",2016,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","LongTrend",3.98,0.5,0.75,3.98,"Green"
"44",2017,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","LongTrend",4.28,0.5,0.75,4.28,"Green"
"45",2018,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","LongTrend",3.15,0.5,0.75,3.15,"Green"
"46",2010,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","PercChange",378.6258,-25,-15,378.6258,"Green"
"47",2011,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","PercChange",532.9095,-25,-15,532.9095,"Green"
"48",2012,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","PercChange",653.2933,-25,-15,653.2933,"Green"
"49",2013,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","PercChange",782.2833,-25,-15,782.2833,"Green"
"50",2014,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","PercChange",740.1744,-25,-15,740.1744,"Green"
"51",2015,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","PercChange",739.4373,-25,-15,739.4373,"Green"
"52",2016,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","PercChange",661.326,-25,-15,661.326,"Green"
"53",2017,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","PercChange",560.5852,-25,-15,560.5852,"Green"
"54",2018,"CK-06","Chinook","Lower Fraser River_SU_1.3","SpnForTrend_Wild","PercChange",397.2203,-25,-15,397.2203,"Green"
"55",2010,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","RelUBM",663.2552218,NA,NA,NA,NA
"56",2011,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","RelUBM",800.0408445,NA,NA,NA,NA
"57",2012,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","RelUBM",666.3420015,NA,NA,NA,NA
"58",2013,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","RelUBM",751.4288771,NA,NA,NA,NA
"59",2014,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","RelUBM",650.329434,NA,NA,NA,NA
"60",2015,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","RelUBM",618.9037941,NA,NA,NA,NA
"61",2016,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","RelUBM",466.0375359,NA,NA,NA,NA
"62",2017,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","RelUBM",238.3369684,NA,NA,NA,NA
"63",2010,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","AbsUBM",663.2552218,1000,10000,0.066325522,"Red"
"64",2011,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","AbsUBM",800.0408445,1000,10000,0.080004084,"Red"
"65",2012,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","AbsUBM",666.3420015,1000,10000,0.0666342,"Red"
"66",2013,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","AbsUBM",751.4288771,1000,10000,0.075142888,"Red"
"67",2014,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","AbsUBM",650.329434,1000,10000,0.065032943,"Red"
"68",2015,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","AbsUBM",618.9037941,1000,10000,0.061890379,"Red"
"69",2016,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","AbsUBM",466.0375359,1000,10000,0.046603754,"Red"
"70",2017,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","AbsUBM",238.3369684,1000,10000,0.023833697,"Red"
"71",2010,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","RelLBM",663.2552218,NA,NA,NA,NA
"72",2011,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","RelLBM",800.0408445,NA,NA,NA,NA
"73",2012,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","RelLBM",666.3420015,NA,NA,NA,NA
"74",2013,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","RelLBM",751.4288771,NA,NA,NA,NA
"75",2014,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","RelLBM",650.329434,NA,NA,NA,NA
"76",2015,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","RelLBM",618.9037941,NA,NA,NA,NA
"77",2016,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","RelLBM",466.0375359,NA,NA,NA,NA
"78",2017,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","RelLBM",238.3369684,NA,NA,NA,NA
"79",2010,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","AbsLBM",663.2552218,1000,10000,0.663255222,"Red"
"80",2011,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","AbsLBM",800.0408445,1000,10000,0.800040845,"Red"
"81",2012,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","AbsLBM",666.3420015,1000,10000,0.666342002,"Red"
"82",2013,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","AbsLBM",751.4288771,1000,10000,0.751428877,"Red"
"83",2014,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","AbsLBM",650.329434,1000,10000,0.650329434,"Red"
"84",2015,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","AbsLBM",618.9037941,1000,10000,0.618903794,"Red"
"85",2016,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","AbsLBM",466.0375359,1000,10000,0.466037536,"Red"
"86",2017,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForAbd_Wild","AbsLBM",238.3369684,1000,10000,0.238336968,"Red"
"87",2010,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForTrend_Wild","LongTrend",NA,0.5,0.75,NA,NA
"88",2011,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForTrend_Wild","LongTrend",NA,0.5,0.75,NA,NA
"89",2012,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForTrend_Wild","LongTrend",NA,0.5,0.75,NA,NA
"90",2013,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForTrend_Wild","LongTrend",NA,0.5,0.75,NA,NA
"91",2014,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForTrend_Wild","LongTrend",NA,0.5,0.75,NA,NA
"92",2015,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForTrend_Wild","LongTrend",1.31,0.5,0.75,1.31,"Green"
"93",2016,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForTrend_Wild","LongTrend",1.06,0.5,0.75,1.06,"Green"
"94",2017,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForTrend_Wild","LongTrend",0.59,0.5,0.75,0.59,"Amber"
"95",2010,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForTrend_Wild","PercChange",274.4382,-25,-15,274.4382,"Green"
"96",2011,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForTrend_Wild","PercChange",168.4561,-25,-15,168.4561,"Green"
"97",2012,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForTrend_Wild","PercChange",75.4456,-25,-15,75.4456,"Green"
"98",2013,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForTrend_Wild","PercChange",32.2322,-25,-15,32.2322,"Green"
"99",2014,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForTrend_Wild","PercChange",4.0022,-25,-15,4.0022,"Green"
"100",2015,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForTrend_Wild","PercChange",-8.0443,-25,-15,-8.0443,"Green"
"101",2016,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForTrend_Wild","PercChange",-12.6233,-25,-15,-12.6233,"Green"
"102",2017,"CK-07","Chinook","Maria Slough_SU_0.3","SpnForTrend_Wild","PercChange",-34.1711,-25,-15,-34.1711,"Red"
"103",2010,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"104",2011,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"105",2012,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"106",2013,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"107",2014,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"108",2015,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"109",2016,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"110",2017,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"111",2018,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"112",2010,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"113",2011,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"114",2012,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"115",2013,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"116",2014,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"117",2015,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"118",2016,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"119",2017,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"120",2018,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"121",2010,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"122",2011,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"123",2012,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"124",2013,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"125",2014,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"126",2015,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"127",2016,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"128",2017,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"129",2018,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"130",2010,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"131",2011,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"132",2012,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"133",2013,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"134",2014,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"135",2015,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"136",2016,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"137",2017,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"138",2018,"CK-01","Chinook","Okanagan_1.x","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"139",2010,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"140",2011,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"141",2012,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"142",2013,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"143",2014,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"144",2015,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"145",2016,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"146",2017,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"147",2018,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"148",2010,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"149",2011,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"150",2012,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"151",2013,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"152",2014,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"153",2015,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"154",2016,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"155",2017,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"156",2018,"CK-01","Chinook","Okanagan_1.x","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"157",2010,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"158",2011,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"159",2012,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"160",2013,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"161",2014,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"162",2015,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"163",2016,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"164",2017,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"165",2018,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"166",2010,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"167",2011,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"168",2012,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"169",2013,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"170",2014,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"171",2015,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"172",2016,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"173",2017,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"174",2018,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"175",2010,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"176",2011,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"177",2012,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"178",2013,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"179",2014,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"180",2015,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"181",2016,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"182",2017,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"183",2018,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"184",2010,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"185",2011,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"186",2012,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"187",2013,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"188",2014,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"189",2015,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"190",2016,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"191",2017,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"192",2018,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"193",2010,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"194",2011,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"195",2012,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"196",2013,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"197",2014,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"198",2015,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"199",2016,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"200",2017,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"201",2018,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"202",2010,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"203",2011,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"204",2012,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"205",2013,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"206",2014,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"207",2015,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"208",2016,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"209",2017,"CK-02","Chinook","Boundary Bay_FA_0.3","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
