"","Year","CU_ID","Species","Stock","Label","Metric","Compare","LBM","UBM","Value","Status"
"4993",2013,"CO-42","Coho","Taku-mid timing","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"4994",2014,"CO-42","Coho","Taku-mid timing","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"4995",2015,"CO-42","Coho","Taku-mid timing","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"4996",2016,"CO-42","Coho","Taku-mid timing","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"4997",2017,"CO-42","Coho","Taku-mid timing","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"4998",2018,"CO-42","Coho","Taku-mid timing","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"4999",2010,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5000",2011,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5001",2012,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5002",2013,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5003",2014,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5004",2015,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5005",2016,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5006",2017,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5007",2018,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5008",2010,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5009",2011,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5010",2012,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5011",2013,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5012",2014,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5013",2015,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5014",2016,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5015",2017,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5016",2018,"CO-42","Coho","Taku-mid timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5017",2010,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5018",2011,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5019",2012,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5020",2013,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5021",2014,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5022",2015,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5023",2016,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5024",2017,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5025",2018,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5026",2010,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5027",2011,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5028",2012,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5029",2013,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5030",2014,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5031",2015,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5032",2016,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5033",2017,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5034",2018,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5035",2010,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5036",2011,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5037",2012,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5038",2013,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5039",2014,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5040",2015,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5041",2016,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5042",2017,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5043",2018,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5044",2010,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5045",2011,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5046",2012,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5047",2013,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5048",2014,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5049",2015,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5050",2016,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5051",2017,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5052",2018,"CO-43","Coho","Taku-early timing","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5053",2010,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5054",2011,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5055",2012,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5056",2013,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5057",2014,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5058",2015,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5059",2016,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5060",2017,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5061",2018,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5062",2010,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5063",2011,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5064",2012,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5065",2013,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5066",2014,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5067",2015,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5068",2016,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5069",2017,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5070",2018,"CO-43","Coho","Taku-early timing","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5071",2010,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5072",2011,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5073",2012,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5074",2013,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5075",2014,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5076",2015,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5077",2016,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5078",2017,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5079",2018,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5080",2010,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5081",2011,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5082",2012,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5083",2013,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5084",2014,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5085",2015,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5086",2016,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5087",2017,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5088",2018,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5089",2010,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5090",2011,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5091",2012,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5092",2013,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5093",2014,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5094",2015,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5095",2016,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5096",2017,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5097",2018,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5098",2010,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5099",2011,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5100",2012,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5101",2013,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5102",2014,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5103",2015,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5104",2016,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5105",2017,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5106",2018,"CO-44","Coho","Lynn Canal","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5107",2010,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5108",2011,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5109",2012,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5110",2013,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5111",2014,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5112",2015,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5113",2016,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5114",2017,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5115",2018,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5116",2010,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5117",2011,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5118",2012,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5119",2013,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5120",2014,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5121",2015,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5122",2016,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5123",2017,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5124",2018,"CO-44","Coho","Lynn Canal","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5125",2010,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5126",2011,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5127",2012,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5128",2013,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5129",2014,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5130",2015,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5131",2016,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5132",2017,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5133",2018,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5134",2010,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5135",2011,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5136",2012,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5137",2013,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5138",2014,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5139",2015,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5140",2016,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5141",2017,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5142",2018,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5143",2010,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5144",2011,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5145",2012,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5146",2013,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5147",2014,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5148",2015,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5149",2016,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5150",2017,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5151",2018,"CO-45","Coho","Alsek River","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5152",2010,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5153",2011,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5154",2012,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5155",2013,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5156",2014,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5157",2015,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5158",2016,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5159",2017,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5160",2018,"CO-45","Coho","Alsek River","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5161",2010,"CO-45","Coho","Alsek River","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5162",2011,"CO-45","Coho","Alsek River","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5163",2012,"CO-45","Coho","Alsek River","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5164",2013,"CO-45","Coho","Alsek River","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5165",2014,"CO-45","Coho","Alsek River","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5166",2015,"CO-45","Coho","Alsek River","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5167",2016,"CO-45","Coho","Alsek River","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5168",2017,"CO-45","Coho","Alsek River","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5169",2018,"CO-45","Coho","Alsek River","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5170",2010,"CO-45","Coho","Alsek River","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5171",2011,"CO-45","Coho","Alsek River","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5172",2012,"CO-45","Coho","Alsek River","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5173",2013,"CO-45","Coho","Alsek River","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5174",2014,"CO-45","Coho","Alsek River","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5175",2015,"CO-45","Coho","Alsek River","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5176",2016,"CO-45","Coho","Alsek River","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5177",2017,"CO-45","Coho","Alsek River","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5178",2018,"CO-45","Coho","Alsek River","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5179",2010,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5180",2011,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5181",2012,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5182",2013,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5183",2014,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5184",2015,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5185",2016,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5186",2017,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5187",2018,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5188",2010,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5189",2011,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5190",2012,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5191",2013,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5192",2014,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5193",2015,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5194",2016,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5195",2017,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5196",2018,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsUBM",NA,NA,NA,NA,NA
"5197",2010,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5198",2011,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5199",2012,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5200",2013,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5201",2014,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5202",2015,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5203",2016,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5204",2017,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5205",2018,"CO-46","Coho","Porcupine","SpnForAbd_Wild","RelLBM",NA,NA,NA,NA,NA
"5206",2010,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5207",2011,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5208",2012,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5209",2013,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5210",2014,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5211",2015,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5212",2016,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5213",2017,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5214",2018,"CO-46","Coho","Porcupine","SpnForAbd_Wild","AbsLBM",NA,NA,NA,NA,NA
"5215",2010,"CO-46","Coho","Porcupine","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5216",2011,"CO-46","Coho","Porcupine","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5217",2012,"CO-46","Coho","Porcupine","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5218",2013,"CO-46","Coho","Porcupine","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5219",2014,"CO-46","Coho","Porcupine","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5220",2015,"CO-46","Coho","Porcupine","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5221",2016,"CO-46","Coho","Porcupine","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5222",2017,"CO-46","Coho","Porcupine","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5223",2018,"CO-46","Coho","Porcupine","SpnForTrend_Wild","LongTrend",NA,NA,NA,NA,NA
"5224",2010,"CO-46","Coho","Porcupine","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5225",2011,"CO-46","Coho","Porcupine","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5226",2012,"CO-46","Coho","Porcupine","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5227",2013,"CO-46","Coho","Porcupine","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5228",2014,"CO-46","Coho","Porcupine","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5229",2015,"CO-46","Coho","Porcupine","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5230",2016,"CO-46","Coho","Porcupine","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5231",2017,"CO-46","Coho","Porcupine","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5232",2018,"CO-46","Coho","Porcupine","SpnForTrend_Wild","PercChange",NA,NA,NA,NA,NA
"5233",2010,"CO-47","Coho","Lower Fraser","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5234",2011,"CO-47","Coho","Lower Fraser","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
"5235",2012,"CO-47","Coho","Lower Fraser","SpnForAbd_Wild","RelUBM",NA,NA,NA,NA,NA
