"","CU_name","Return.Year","TribDeme","Estimate"
"5201","North Thompson",1999,"Paul Cr",10
"5202","North Thompson",1999,"Peddie Cr",NA
"5203","North Thompson",1999,"Peterson Cr",0
"5204","North Thompson",1999,"Pig Channel",537
"5205","North Thompson",1999,"Pyramid Cr",NA
"5206","North Thompson",1999,"Raft R",324
"5207","North Thompson",1999,"Reg Christie Cr",205
"5208","North Thompson",1999,"Saskum Cr",14
"5209","North Thompson",1999,"Serpentine Cr",NA
"5210","North Thompson",1999,"Shannon Cr",7
"5211","North Thompson",1999,"Slate Channel",NA
"5212","North Thompson",1999,"Thunder R",0
"5213","North Thompson",1999,"Tumtum Cr",65
"5214","North Thompson",1999,"Vermelin Cr",NA
"5215","North Thompson",1999,"Wire Cache Cr",77
"5216","North Thompson",2000,"Albreda R",20
"5217","North Thompson",2000,"Allan Cr",NA
"5218","North Thompson",2000,"Avola Cr",41
"5219","North Thompson",2000,"Barriere R",543
"5220","North Thompson",2000,"Barriere R (lwr)",NA
"5221","North Thompson",2000,"Barriere R (upr)",NA
"5222","North Thompson",2000,"Birch Island Channel",110
"5223","North Thompson",2000,"Birk Cr",NA
"5224","North Thompson",2000,"Blue R",163
"5225","North Thompson",2000,"Brookfield Cr",0
"5226","North Thompson",2000,"Canvas Cr",NA
"5227","North Thompson",2000,"Cedar Cr",7
"5228","North Thompson",2000,"Chappell Cr",NA
"5229","North Thompson",2000,"Clearwater R",238
"5230","North Thompson",2000,"Clemina Cr",0
"5231","North Thompson",2000,"Cook Cr",188
"5232","North Thompson",2000,"Crossing Cr",NA
"5233","North Thompson",2000,"Darlington Cr",12
"5234","North Thompson",2000,"Dominion Cr",NA
"5235","North Thompson",2000,"Dora Cr",0
"5236","North Thompson",2000,"Dunn Cr",2514
"5237","North Thompson",2000,"E Barriere R",2
"5238","North Thompson",2000,"Engineered Channel",NA
"5239","North Thompson",2000,"Fennell Cr",833
"5240","North Thompson",2000,"Finn Cr",5
"5241","North Thompson",2000,"Fishtrap Cr",NA
"5242","North Thompson",2000,"Goose Cr",4
"5243","North Thompson",2000,"Haggard Cr",0
"5244","North Thompson",2000,"Harper Cr",8
"5245","North Thompson",2000,"Heffley Cr",NA
"5246","North Thompson",2000,"Jamieson Cr",NA
"5247","North Thompson",2000,"Lemieux Cr",1308
"5248","North Thompson",2000,"Lempriere Cr",NA
"5249","North Thompson",2000,"Lindquist Cr",6
"5250","North Thompson",2000,"Louis Cr",462
"5251","North Thompson",2000,"Lyon Cr",662
"5252","North Thompson",2000,"Mahood R",4
"5253","North Thompson",2000,"Mann Cr",55
"5254","North Thompson",2000,"Manteau Cr",NA
"5255","North Thompson",2000,"McTaggart Cr",NA
"5256","North Thompson",2000,"Miledge Cr",51
"5257","North Thompson",2000,"Mud R",NA
"5258","North Thompson",2000,"N Thompson R (lwr)",NA
"5259","North Thompson",2000,"N Thompson R (mid)",404
"5260","North Thompson",2000,"N Thompson R (upr)",202
"5261","North Thompson",2000,"N Thompson R (upr) at outlet of Miledge Cr",NA
"5262","North Thompson",2000,"Paul Cr",8
"5263","North Thompson",2000,"Peddie Cr",NA
"5264","North Thompson",2000,"Peterson Cr",4
"5265","North Thompson",2000,"Pig Channel",279
"5266","North Thompson",2000,"Pyramid Cr",NA
"5267","North Thompson",2000,"Raft R",106
"5268","North Thompson",2000,"Reg Christie Cr",85
"5269","North Thompson",2000,"Saskum Cr",13
"5270","North Thompson",2000,"Serpentine Cr",NA
"5271","North Thompson",2000,"Shannon Cr",13
"5272","North Thompson",2000,"Slate Channel",NA
"5273","North Thompson",2000,"Thunder R",1
"5274","North Thompson",2000,"Tumtum Cr",0
"5275","North Thompson",2000,"Vermelin Cr",NA
"5276","North Thompson",2000,"Wire Cache Cr",2
"5277","North Thompson",2001,"Albreda R",1710
"5278","North Thompson",2001,"Allan Cr",NA
"5279","North Thompson",2001,"Avola Cr",60
"5280","North Thompson",2001,"Barriere R",2040
"5281","North Thompson",2001,"Barriere R (lwr)",NA
"5282","North Thompson",2001,"Barriere R (upr)",NA
"5283","North Thompson",2001,"Birch Island Channel",990
"5284","North Thompson",2001,"Birk Cr",NA
"5285","North Thompson",2001,"Blue R",2469
"5286","North Thompson",2001,"Brookfield Cr",0
"5287","North Thompson",2001,"Canvas Cr",NA
"5288","North Thompson",2001,"Cedar Cr",19
"5289","North Thompson",2001,"Chappell Cr",NA
"5290","North Thompson",2001,"Clearwater R",219
"5291","North Thompson",2001,"Clemina Cr",0
"5292","North Thompson",2001,"Cook Cr",133
"5293","North Thompson",2001,"Crossing Cr",39
"5294","North Thompson",2001,"Darlington Cr",58
"5295","North Thompson",2001,"Dominion Cr",NA
"5296","North Thompson",2001,"Dora Cr",1
"5297","North Thompson",2001,"Dunn Cr",3316
"5298","North Thompson",2001,"E Barriere R",41
"5299","North Thompson",2001,"Engineered Channel",NA
"5300","North Thompson",2001,"Fennell Cr",2707
"5301","North Thompson",2001,"Finn Cr",157
"5302","North Thompson",2001,"Fishtrap Cr",NA
"5303","North Thompson",2001,"Goose Cr",0
"5304","North Thompson",2001,"Haggard Cr",25
"5305","North Thompson",2001,"Harper Cr",0
"5306","North Thompson",2001,"Heffley Cr",NA
"5307","North Thompson",2001,"Jamieson Cr",NA
"5308","North Thompson",2001,"Lemieux Cr",2405
"5309","North Thompson",2001,"Lempriere Cr",NA
"5310","North Thompson",2001,"Lindquist Cr",67
"5311","North Thompson",2001,"Louis Cr",1455
"5312","North Thompson",2001,"Lyon Cr",1448
"5313","North Thompson",2001,"Mahood R",12
"5314","North Thompson",2001,"Mann Cr",176
"5315","North Thompson",2001,"Manteau Cr",NA
"5316","North Thompson",2001,"McTaggart Cr",NA
"5317","North Thompson",2001,"Miledge Cr",5
"5318","North Thompson",2001,"Mud R",NA
"5319","North Thompson",2001,"N Thompson R (lwr)",NA
"5320","North Thompson",2001,"N Thompson R (mid)",672
"5321","North Thompson",2001,"N Thompson R (upr)",673
"5322","North Thompson",2001,"N Thompson R (upr) at outlet of Miledge Cr",NA
"5323","North Thompson",2001,"Paul Cr",25
"5324","North Thompson",2001,"Peddie Cr",NA
"5325","North Thompson",2001,"Peterson Cr",46
"5326","North Thompson",2001,"Pig Channel",1369
"5327","North Thompson",2001,"Pyramid Cr",NA
"5328","North Thompson",2001,"Raft R",4099
"5329","North Thompson",2001,"Reg Christie Cr",906
"5330","North Thompson",2001,"Saskum Cr",88
"5331","North Thompson",2001,"Serpentine Cr",NA
"5332","North Thompson",2001,"Shannon Cr",44
"5333","North Thompson",2001,"Slate Channel",NA
"5334","North Thompson",2001,"Thunder R",2
"5335","North Thompson",2001,"Tumtum Cr",39
"5336","North Thompson",2001,"Vermelin Cr",NA
"5337","North Thompson",2001,"Wire Cache Cr",0
"5338","North Thompson",2002,"Albreda R",1058
"5339","North Thompson",2002,"Allan Cr",NA
"5340","North Thompson",2002,"Avola Cr",124
"5341","North Thompson",2002,"Barriere R",1704
"5342","North Thompson",2002,"Barriere R (lwr)",NA
"5343","North Thompson",2002,"Barriere R (upr)",NA
"5344","North Thompson",2002,"Birch Island Channel",290
"5345","North Thompson",2002,"Birk Cr",NA
"5346","North Thompson",2002,"Blue R",2972
"5347","North Thompson",2002,"Brookfield Cr",15
"5348","North Thompson",2002,"Canvas Cr",NA
"5349","North Thompson",2002,"Cedar Cr",25
"5350","North Thompson",2002,"Chappell Cr",NA
"5351","North Thompson",2002,"Clearwater R",45
"5352","North Thompson",2002,"Clemina Cr",0
"5353","North Thompson",2002,"Cook Cr",109
"5354","North Thompson",2002,"Crossing Cr",32
"5355","North Thompson",2002,"Darlington Cr",0
"5356","North Thompson",2002,"Dominion Cr",NA
"5357","North Thompson",2002,"Dora Cr",1
"5358","North Thompson",2002,"Dunn Cr",4477
"5359","North Thompson",2002,"E Barriere R",16
"5360","North Thompson",2002,"Engineered Channel",NA
"5361","North Thompson",2002,"Fennell Cr",1948
"5362","North Thompson",2002,"Finn Cr",108
"5363","North Thompson",2002,"Fishtrap Cr",NA
"5364","North Thompson",2002,"Goose Cr",9
"5365","North Thompson",2002,"Haggard Cr",14
"5366","North Thompson",2002,"Harper Cr",52
"5367","North Thompson",2002,"Heffley Cr",NA
"5368","North Thompson",2002,"Jamieson Cr",NA
"5369","North Thompson",2002,"Lemieux Cr",1602
"5370","North Thompson",2002,"Lempriere Cr",NA
"5371","North Thompson",2002,"Lindquist Cr",10
"5372","North Thompson",2002,"Louis Cr",1885
"5373","North Thompson",2002,"Lyon Cr",605
"5374","North Thompson",2002,"Mahood R",10
"5375","North Thompson",2002,"Mann Cr",301
"5376","North Thompson",2002,"Manteau Cr",NA
"5377","North Thompson",2002,"McTaggart Cr",NA
"5378","North Thompson",2002,"Miledge Cr",113
"5379","North Thompson",2002,"Mud R",NA
"5380","North Thompson",2002,"N Thompson R (lwr)",NA
"5381","North Thompson",2002,"N Thompson R (mid)",681
"5382","North Thompson",2002,"N Thompson R (upr)",213
"5383","North Thompson",2002,"N Thompson R (upr) at outlet of Miledge Cr",NA
"5384","North Thompson",2002,"Paul Cr",49
"5385","North Thompson",2002,"Peddie Cr",NA
"5386","North Thompson",2002,"Peterson Cr",11
"5387","North Thompson",2002,"Pig Channel",767
"5388","North Thompson",2002,"Pyramid Cr",NA
"5389","North Thompson",2002,"Raft R",2845
"5390","North Thompson",2002,"Reg Christie Cr",24
"5391","North Thompson",2002,"Saskum Cr",81
"5392","North Thompson",2002,"Serpentine Cr",NA
"5393","North Thompson",2002,"Shannon Cr",36
"5394","North Thompson",2002,"Slate Channel",NA
"5395","North Thompson",2002,"Thunder R",17
"5396","North Thompson",2002,"Tumtum Cr",21
"5397","North Thompson",2002,"Vermelin Cr",NA
"5398","North Thompson",2002,"Wire Cache Cr",55
"5399","North Thompson",2003,"Albreda R",366
"5400","North Thompson",2003,"Allan Cr",NA
"5401","North Thompson",2003,"Avola Cr",17
"5402","North Thompson",2003,"Barriere R",363
"5403","North Thompson",2003,"Barriere R (lwr)",NA
"5404","North Thompson",2003,"Barriere R (upr)",NA
"5405","North Thompson",2003,"Birch Island Channel",37
"5406","North Thompson",2003,"Birk Cr",NA
"5407","North Thompson",2003,"Blue R",295
"5408","North Thompson",2003,"Brookfield Cr",5
"5409","North Thompson",2003,"Canvas Cr",NA
"5410","North Thompson",2003,"Cedar Cr",5
"5411","North Thompson",2003,"Chappell Cr",NA
"5412","North Thompson",2003,"Clearwater R",196
"5413","North Thompson",2003,"Clemina Cr",1
"5414","North Thompson",2003,"Cook Cr",77
"5415","North Thompson",2003,"Crossing Cr",10
"5416","North Thompson",2003,"Darlington Cr",0
"5417","North Thompson",2003,"Dominion Cr",NA
"5418","North Thompson",2003,"Dora Cr",4
"5419","North Thompson",2003,"Dunn Cr",2286
"5420","North Thompson",2003,"E Barriere R",8
"5421","North Thompson",2003,"Engineered Channel",NA
"5422","North Thompson",2003,"Fennell Cr",167
"5423","North Thompson",2003,"Finn Cr",119
"5424","North Thompson",2003,"Fishtrap Cr",NA
"5425","North Thompson",2003,"Goose Cr",3
"5426","North Thompson",2003,"Haggard Cr",28
"5427","North Thompson",2003,"Harper Cr",7
"5428","North Thompson",2003,"Heffley Cr",NA
"5429","North Thompson",2003,"Jamieson Cr",NA
"5430","North Thompson",2003,"Lemieux Cr",129
"5431","North Thompson",2003,"Lempriere Cr",NA
"5432","North Thompson",2003,"Lindquist Cr",0
"5433","North Thompson",2003,"Louis Cr",1005
"5434","North Thompson",2003,"Lyon Cr",1595
"5435","North Thompson",2003,"Mahood R",3
"5436","North Thompson",2003,"Mann Cr",20
"5437","North Thompson",2003,"Manteau Cr",NA
"5438","North Thompson",2003,"McTaggart Cr",NA
"5439","North Thompson",2003,"Miledge Cr",15
"5440","North Thompson",2003,"Mud R",NA
"5441","North Thompson",2003,"N Thompson R (lwr)",NA
"5442","North Thompson",2003,"N Thompson R (mid)",225
"5443","North Thompson",2003,"N Thompson R (upr)",182
"5444","North Thompson",2003,"N Thompson R (upr) at outlet of Miledge Cr",NA
"5445","North Thompson",2003,"Paul Cr",25
"5446","North Thompson",2003,"Peddie Cr",NA
"5447","North Thompson",2003,"Peterson Cr",4
"5448","North Thompson",2003,"Pig Channel",39
"5449","North Thompson",2003,"Pyramid Cr",NA
"5450","North Thompson",2003,"Raft R",88
"5451","North Thompson",2003,"Reg Christie Cr",56
"5452","North Thompson",2003,"Saskum Cr",3
"5453","North Thompson",2003,"Serpentine Cr",NA
"5454","North Thompson",2003,"Shannon Cr",7
"5455","North Thompson",2003,"Slate Channel",NA
"5456","North Thompson",2003,"Thunder R",0
"5457","North Thompson",2003,"Tumtum Cr",39
"5458","North Thompson",2003,"Vermelin Cr",NA
"5459","North Thompson",2003,"Wire Cache Cr",19
"5460","North Thompson",2004,"Albreda R",881
"5461","North Thompson",2004,"Allan Cr",NA
"5462","North Thompson",2004,"Avola Cr",124
"5463","North Thompson",2004,"Barriere R",390
"5464","North Thompson",2004,"Barriere R (lwr)",NA
"5465","North Thompson",2004,"Barriere R (upr)",NA
"5466","North Thompson",2004,"Birch Island Channel",89
"5467","North Thompson",2004,"Birk Cr",NA
"5468","North Thompson",2004,"Blue R",1921
"5469","North Thompson",2004,"Brookfield Cr",0
"5470","North Thompson",2004,"Canvas Cr",NA
"5471","North Thompson",2004,"Cedar Cr",10
"5472","North Thompson",2004,"Chappell Cr",NA
"5473","North Thompson",2004,"Clearwater R",0
"5474","North Thompson",2004,"Clemina Cr",2
"5475","North Thompson",2004,"Cook Cr",288
"5476","North Thompson",2004,"Crossing Cr",NA
"5477","North Thompson",2004,"Darlington Cr",10
"5478","North Thompson",2004,"Dominion Cr",NA
"5479","North Thompson",2004,"Dora Cr",5
"5480","North Thompson",2004,"Dunn Cr",1402
"5481","North Thompson",2004,"E Barriere R",2
"5482","North Thompson",2004,"Engineered Channel",NA
"5483","North Thompson",2004,"Fennell Cr",571
"5484","North Thompson",2004,"Finn Cr",144
"5485","North Thompson",2004,"Fishtrap Cr",NA
"5486","North Thompson",2004,"Goose Cr",NA
"5487","North Thompson",2004,"Haggard Cr",0
"5488","North Thompson",2004,"Harper Cr",2
"5489","North Thompson",2004,"Heffley Cr",NA
"5490","North Thompson",2004,"Jamieson Cr",NA
"5491","North Thompson",2004,"Lemieux Cr",842
"5492","North Thompson",2004,"Lempriere Cr",NA
"5493","North Thompson",2004,"Lindquist Cr",7
"5494","North Thompson",2004,"Louis Cr",1113
"5495","North Thompson",2004,"Lyon Cr",1606
"5496","North Thompson",2004,"Mahood R",0
"5497","North Thompson",2004,"Mann Cr",7
"5498","North Thompson",2004,"Manteau Cr",NA
"5499","North Thompson",2004,"McTaggart Cr",NA
"5500","North Thompson",2004,"Miledge Cr",44
"5501","North Thompson",2004,"Mud R",NA
"5502","North Thompson",2004,"N Thompson R (lwr)",NA
"5503","North Thompson",2004,"N Thompson R (mid)",135
"5504","North Thompson",2004,"N Thompson R (upr)",312
"5505","North Thompson",2004,"N Thompson R (upr) at outlet of Miledge Cr",NA
"5506","North Thompson",2004,"Paul Cr",10
"5507","North Thompson",2004,"Peddie Cr",NA
"5508","North Thompson",2004,"Peterson Cr",0
"5509","North Thompson",2004,"Pig Channel",323
"5510","North Thompson",2004,"Pyramid Cr",NA
"5511","North Thompson",2004,"Raft R",264
"5512","North Thompson",2004,"Reg Christie Cr",92
"5513","North Thompson",2004,"Saskum Cr",0
"5514","North Thompson",2004,"Serpentine Cr",NA
"5515","North Thompson",2004,"Shannon Cr",31
"5516","North Thompson",2004,"Slate Channel",NA
"5517","North Thompson",2004,"Thunder R",NA
"5518","North Thompson",2004,"Tumtum Cr",48
"5519","North Thompson",2004,"Vermelin Cr",NA
"5520","North Thompson",2004,"Wire Cache Cr",37
"5521","North Thompson",2005,"Albreda R",250
"5522","North Thompson",2005,"Allan Cr",NA
"5523","North Thompson",2005,"Avola Cr",45
"5524","North Thompson",2005,"Barriere R",184
"5525","North Thompson",2005,"Barriere R (lwr)",NA
"5526","North Thompson",2005,"Barriere R (upr)",NA
"5527","North Thompson",2005,"Birch Island Channel",0
"5528","North Thompson",2005,"Birk Cr",NA
"5529","North Thompson",2005,"Blue R",311
"5530","North Thompson",2005,"Brookfield Cr",NA
"5531","North Thompson",2005,"Canvas Cr",NA
"5532","North Thompson",2005,"Cedar Cr",5
"5533","North Thompson",2005,"Chappell Cr",NA
"5534","North Thompson",2005,"Clearwater R",0
"5535","North Thompson",2005,"Clemina Cr",NA
"5536","North Thompson",2005,"Cook Cr",206
"5537","North Thompson",2005,"Crossing Cr",NA
"5538","North Thompson",2005,"Darlington Cr",5
"5539","North Thompson",2005,"Dominion Cr",NA
"5540","North Thompson",2005,"Dora Cr",NA
"5541","North Thompson",2005,"Dunn Cr",465
"5542","North Thompson",2005,"E Barriere R",19
"5543","North Thompson",2005,"Engineered Channel",NA
"5544","North Thompson",2005,"Fennell Cr",174
"5545","North Thompson",2005,"Finn Cr",37
"5546","North Thompson",2005,"Fishtrap Cr",NA
"5547","North Thompson",2005,"Goose Cr",NA
"5548","North Thompson",2005,"Haggard Cr",3
"5549","North Thompson",2005,"Harper Cr",5
"5550","North Thompson",2005,"Heffley Cr",NA
"5551","North Thompson",2005,"Jamieson Cr",NA
"5552","North Thompson",2005,"Lemieux Cr",638
"5553","North Thompson",2005,"Lempriere Cr",NA
"5554","North Thompson",2005,"Lindquist Cr",2
"5555","North Thompson",2005,"Louis Cr",1131
"5556","North Thompson",2005,"Lyon Cr",569
"5557","North Thompson",2005,"Mahood R",NA
"5558","North Thompson",2005,"Mann Cr",9
"5559","North Thompson",2005,"Manteau Cr",NA
"5560","North Thompson",2005,"McTaggart Cr",NA
"5561","North Thompson",2005,"Miledge Cr",28
"5562","North Thompson",2005,"Mud R",NA
"5563","North Thompson",2005,"N Thompson R (lwr)",NA
"5564","North Thompson",2005,"N Thompson R (mid)",144
"5565","North Thompson",2005,"N Thompson R (upr)",48
"5566","North Thompson",2005,"N Thompson R (upr) at outlet of Miledge Cr",NA
"5567","North Thompson",2005,"Paul Cr",0
"5568","North Thompson",2005,"Peddie Cr",NA
"5569","North Thompson",2005,"Peterson Cr",2
"5570","North Thompson",2005,"Pig Channel",32
"5571","North Thompson",2005,"Pyramid Cr",NA
"5572","North Thompson",2005,"Raft R",60
"5573","North Thompson",2005,"Reg Christie Cr",16
"5574","North Thompson",2005,"Saskum Cr",0
"5575","North Thompson",2005,"Serpentine Cr",NA
"5576","North Thompson",2005,"Shannon Cr",23
"5577","North Thompson",2005,"Slate Channel",NA
"5578","North Thompson",2005,"Thunder R",NA
"5579","North Thompson",2005,"Tumtum Cr",19
"5580","North Thompson",2005,"Vermelin Cr",NA
"5581","North Thompson",2005,"Wire Cache Cr",116
"5582","North Thompson",2006,"Albreda R",261
"5583","North Thompson",2006,"Allan Cr",NA
"5584","North Thompson",2006,"Avola Cr",5
"5585","North Thompson",2006,"Barriere R",760
"5586","North Thompson",2006,"Barriere R (lwr)",NA
"5587","North Thompson",2006,"Barriere R (upr)",NA
"5588","North Thompson",2006,"Birch Island Channel",0
"5589","North Thompson",2006,"Birk Cr",NA
"5590","North Thompson",2006,"Blue R",948
"5591","North Thompson",2006,"Brookfield Cr",NA
"5592","North Thompson",2006,"Canvas Cr",NA
"5593","North Thompson",2006,"Cedar Cr",3
"5594","North Thompson",2006,"Chappell Cr",NA
"5595","North Thompson",2006,"Clearwater R",NA
"5596","North Thompson",2006,"Clemina Cr",NA
"5597","North Thompson",2006,"Cook Cr",0
"5598","North Thompson",2006,"Crossing Cr",NA
"5599","North Thompson",2006,"Darlington Cr",0
"5600","North Thompson",2006,"Dominion Cr",NA
"5601","North Thompson",2006,"Dora Cr",NA
"5602","North Thompson",2006,"Dunn Cr",620
"5603","North Thompson",2006,"E Barriere R",0
"5604","North Thompson",2006,"Engineered Channel",NA
"5605","North Thompson",2006,"Fennell Cr",190
"5606","North Thompson",2006,"Finn Cr",13
"5607","North Thompson",2006,"Fishtrap Cr",NA
"5608","North Thompson",2006,"Goose Cr",NA
"5609","North Thompson",2006,"Haggard Cr",0
"5610","North Thompson",2006,"Harper Cr",0
"5611","North Thompson",2006,"Heffley Cr",NA
"5612","North Thompson",2006,"Jamieson Cr",NA
"5613","North Thompson",2006,"Lemieux Cr",82
"5614","North Thompson",2006,"Lempriere Cr",NA
"5615","North Thompson",2006,"Lindquist Cr",0
"5616","North Thompson",2006,"Louis Cr",182
"5617","North Thompson",2006,"Lyon Cr",160
"5618","North Thompson",2006,"Mahood R",NA
"5619","North Thompson",2006,"Mann Cr",6
"5620","North Thompson",2006,"Manteau Cr",NA
"5621","North Thompson",2006,"McTaggart Cr",NA
"5622","North Thompson",2006,"Miledge Cr",52
"5623","North Thompson",2006,"Mud R",NA
"5624","North Thompson",2006,"N Thompson R (lwr)",117
"5625","North Thompson",2006,"N Thompson R (mid)",119
"5626","North Thompson",2006,"N Thompson R (upr)",56
"5627","North Thompson",2006,"N Thompson R (upr) at outlet of Miledge Cr",NA
"5628","North Thompson",2006,"Paul Cr",5
"5629","North Thompson",2006,"Peddie Cr",NA
"5630","North Thompson",2006,"Peterson Cr",0
"5631","North Thompson",2006,"Pig Channel",72
"5632","North Thompson",2006,"Pyramid Cr",NA
"5633","North Thompson",2006,"Raft R",167
"5634","North Thompson",2006,"Reg Christie Cr",0
"5635","North Thompson",2006,"Saskum Cr",3
"5636","North Thompson",2006,"Serpentine Cr",NA
"5637","North Thompson",2006,"Shannon Cr",3
"5638","North Thompson",2006,"Slate Channel",NA
"5639","North Thompson",2006,"Thunder R",NA
"5640","North Thompson",2006,"Tumtum Cr",5
"5641","North Thompson",2006,"Vermelin Cr",NA
"5642","North Thompson",2006,"Wire Cache Cr",10
"5643","North Thompson",2007,"Albreda R",5231
"5644","North Thompson",2007,"Allan Cr",NA
"5645","North Thompson",2007,"Avola Cr",480
"5646","North Thompson",2007,"Barriere R",1563
"5647","North Thompson",2007,"Barriere R (lwr)",NA
"5648","North Thompson",2007,"Barriere R (upr)",NA
"5649","North Thompson",2007,"Birch Island Channel",11
"5650","North Thompson",2007,"Birk Cr",NA
"5651","North Thompson",2007,"Blue R",2347
"5652","North Thompson",2007,"Brookfield Cr",NA
"5653","North Thompson",2007,"Canvas Cr",NA
"5654","North Thompson",2007,"Cedar Cr",20
"5655","North Thompson",2007,"Chappell Cr",NA
"5656","North Thompson",2007,"Clearwater R",NA
"5657","North Thompson",2007,"Clemina Cr",NA
"5658","North Thompson",2007,"Cook Cr",1055
"5659","North Thompson",2007,"Crossing Cr",NA
"5660","North Thompson",2007,"Darlington Cr",7
"5661","North Thompson",2007,"Dominion Cr",50
"5662","North Thompson",2007,"Dora Cr",NA
"5663","North Thompson",2007,"Dunn Cr",1432
"5664","North Thompson",2007,"E Barriere R",120
"5665","North Thompson",2007,"Engineered Channel",NA
"5666","North Thompson",2007,"Fennell Cr",1117
"5667","North Thompson",2007,"Finn Cr",254
"5668","North Thompson",2007,"Fishtrap Cr",NA
"5669","North Thompson",2007,"Goose Cr",NA
"5670","North Thompson",2007,"Haggard Cr",13
"5671","North Thompson",2007,"Harper Cr",24
"5672","North Thompson",2007,"Heffley Cr",NA
"5673","North Thompson",2007,"Jamieson Cr",NA
"5674","North Thompson",2007,"Lemieux Cr",1556
"5675","North Thompson",2007,"Lempriere Cr",NA
"5676","North Thompson",2007,"Lindquist Cr",3
"5677","North Thompson",2007,"Louis Cr",1432
"5678","North Thompson",2007,"Lyon Cr",4873
"5679","North Thompson",2007,"Mahood R",NA
"5680","North Thompson",2007,"Mann Cr",28
"5681","North Thompson",2007,"Manteau Cr",NA
"5682","North Thompson",2007,"McTaggart Cr",NA
"5683","North Thompson",2007,"Miledge Cr",398
"5684","North Thompson",2007,"Mud R",NA
"5685","North Thompson",2007,"N Thompson R (lwr)",NA
"5686","North Thompson",2007,"N Thompson R (mid)",754
"5687","North Thompson",2007,"N Thompson R (upr)",115
"5688","North Thompson",2007,"N Thompson R (upr) at outlet of Miledge Cr",NA
"5689","North Thompson",2007,"Paul Cr",7
"5690","North Thompson",2007,"Peddie Cr",NA
"5691","North Thompson",2007,"Peterson Cr",7
"5692","North Thompson",2007,"Pig Channel",509
"5693","North Thompson",2007,"Pyramid Cr",NA
"5694","North Thompson",2007,"Raft R",959
"5695","North Thompson",2007,"Reg Christie Cr",65
"5696","North Thompson",2007,"Saskum Cr",18
"5697","North Thompson",2007,"Serpentine Cr",NA
"5698","North Thompson",2007,"Shannon Cr",73
"5699","North Thompson",2007,"Slate Channel",NA
"5700","North Thompson",2007,"Thunder R",NA
"5701","North Thompson",2007,"Tumtum Cr",275
"5702","North Thompson",2007,"Vermelin Cr",NA
"5703","North Thompson",2007,"Wire Cache Cr",152
"5704","North Thompson",2008,"Albreda R",400
"5705","North Thompson",2008,"Allan Cr",NA
"5706","North Thompson",2008,"Avola Cr",7
"5707","North Thompson",2008,"Barriere R",204
"5708","North Thompson",2008,"Barriere R (lwr)",NA
"5709","North Thompson",2008,"Barriere R (upr)",NA
"5710","North Thompson",2008,"Birch Island Channel",0
"5711","North Thompson",2008,"Birk Cr",NA
"5712","North Thompson",2008,"Blue R",368
"5713","North Thompson",2008,"Brookfield Cr",NA
"5714","North Thompson",2008,"Canvas Cr",NA
"5715","North Thompson",2008,"Cedar Cr",0
"5716","North Thompson",2008,"Chappell Cr",NA
"5717","North Thompson",2008,"Clearwater R",NA
"5718","North Thompson",2008,"Clemina Cr",NA
"5719","North Thompson",2008,"Cook Cr",406
"5720","North Thompson",2008,"Crossing Cr",NA
"5721","North Thompson",2008,"Darlington Cr",0
"5722","North Thompson",2008,"Dominion Cr",0
"5723","North Thompson",2008,"Dora Cr",NA
"5724","North Thompson",2008,"Dunn Cr",914
"5725","North Thompson",2008,"E Barriere R",8
"5726","North Thompson",2008,"Engineered Channel",NA
"5727","North Thompson",2008,"Fennell Cr",208
"5728","North Thompson",2008,"Finn Cr",5
"5729","North Thompson",2008,"Fishtrap Cr",NA
"5730","North Thompson",2008,"Goose Cr",NA
"5731","North Thompson",2008,"Haggard Cr",2
"5732","North Thompson",2008,"Harper Cr",0
"5733","North Thompson",2008,"Heffley Cr",NA
"5734","North Thompson",2008,"Jamieson Cr",NA
"5735","North Thompson",2008,"Lemieux Cr",186
"5736","North Thompson",2008,"Lempriere Cr",NA
"5737","North Thompson",2008,"Lindquist Cr",2
"5738","North Thompson",2008,"Louis Cr",649
"5739","North Thompson",2008,"Lyon Cr",179
"5740","North Thompson",2008,"Mahood R",NA
"5741","North Thompson",2008,"Mann Cr",0
"5742","North Thompson",2008,"Manteau Cr",NA
"5743","North Thompson",2008,"McTaggart Cr",NA
"5744","North Thompson",2008,"Miledge Cr",37
"5745","North Thompson",2008,"Mud R",NA
"5746","North Thompson",2008,"N Thompson R (lwr)",NA
"5747","North Thompson",2008,"N Thompson R (mid)",3
"5748","North Thompson",2008,"N Thompson R (upr)",204
"5749","North Thompson",2008,"N Thompson R (upr) at outlet of Miledge Cr",NA
"5750","North Thompson",2008,"Paul Cr",0
"5751","North Thompson",2008,"Peddie Cr",NA
"5752","North Thompson",2008,"Peterson Cr",2
"5753","North Thompson",2008,"Pig Channel",7
"5754","North Thompson",2008,"Pyramid Cr",NA
"5755","North Thompson",2008,"Raft R",59
"5756","North Thompson",2008,"Reg Christie Cr",2
"5757","North Thompson",2008,"Saskum Cr",0
"5758","North Thompson",2008,"Serpentine Cr",NA
"5759","North Thompson",2008,"Shannon Cr",15
"5760","North Thompson",2008,"Slate Channel",NA
"5761","North Thompson",2008,"Thunder R",NA
"5762","North Thompson",2008,"Tumtum Cr",8
"5763","North Thompson",2008,"Vermelin Cr",NA
"5764","North Thompson",2008,"Wire Cache Cr",11
"5765","North Thompson",2009,"Albreda R",1190
