Stock,Year,Spn,Rec,RecAge3,RecAge4,RecAge5,RecAge6,RecAge7,Total.Run,RpS,Total.Harvest
Lower Nass Sea & River Type,2017,14223.11878,NA,NA,NA,NA,NA,NA,25853.08357,NA,11629.964789999998
Lower Nass Sea & River Type,2018,40220.09075,NA,NA,NA,NA,NA,NA,55868.38448,NA,15648.293729999998
Lower Nass Sea & River Type,2019,67553.02577,NA,NA,NA,NA,NA,NA,99747.15749,NA,32194.131720000005
Mcdonell,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mcdonell,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mcdonell,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mcdonell,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mcdonell,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mcdonell,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mcdonell,1953,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Mcdonell,1954,NA,NA,NA,NA,NA,0,0,NA,NA,NA
Mcdonell,1955,NA,NA,NA,NA,981.1089786668775,0,0,NA,NA,NA
Mcdonell,1956,NA,NA,NA,884.1019521110717,963.2623633561197,0,0,NA,NA,NA
Mcdonell,1957,NA,1668.388565793759,139.04809122205077,868.0199186388517,661.3205559328565,0,0,NA,NA,NA
Mcdonell,1958,NA,1664.231067949062,136.51877200502864,595.9325693521515,931.7797265918819,0,0,NA,NA,NA
Mcdonell,1959,NA,1587.1473504437874,93.72593971499202,839.6501236149728,653.7712871138226,0,0,NA,NA,NA
Mcdonell,1960,1500,4455.363948443116,132.05688179314546,589.129733535698,3734.177333114272,0,0,2004.259022,2.9702426322954105,504.25902199999996
Mcdonell,1961,1500,9020.733437666551,92.65601635047939,3364.961020152062,5563.116401164009,0,0,1967.801054,6.013822291777701,467.801054
Mcdonell,1962,1000,5832.388173737197,529.2278857336656,5013.063968462758,290.0963195407731,0,0,1350.979065,5.832388173737197,350.979065
Mcdonell,1963,1600,4485.704213410941,788.4350603732324,261.4130825249713,3435.856070512737,0,0,1903.486732,2.803565133381838,303.4867320000001
Mcdonell,1964,1000,4383.377889193717,41.11402543425567,3096.1362347743625,1246.1276289850994,0,0,1335.557037,4.383377889193717,335.55703700000004
Mcdonell,1965,6000,3537.3998990025148,486.9481767129004,1122.916916795781,1927.5348054938333,0,0,7628.366239,0.5895666498337525,1628.366239
Mcdonell,1966,8000,3629.238716924768,176.60797321911986,1736.9500446471297,1715.6806990585185,0,0,11364.61543,0.453654839615596,3364.61543
Mcdonell,1967,400,2618.01434342294,273.1806978590368,1546.0429862725227,798.7906592913802,0,0,592.6234275,6.54503585855735,192.62342750000005
Mcdonell,1968,5000,3740.0683053457474,243.15558366895885,719.8103335749659,2777.1023881018227,0,0,7018.940482,0.7480136610691495,2018.940482
Mcdonell,1969,1944,5205.3971187143125,113.20894913365414,2502.5167396483334,2589.6714299323253,0,0,2545.652519,2.677673414976498,601.6525190000002
Mcdonell,1970,3000,2849.407498612248,393.58602824984405,2333.6179938343216,122.20347652808272,0,0,3937.665548,0.949802499537416,937.665548
Mcdonell,1971,2600,946.4000281193462,367.0222952333535,110.1206231952354,469.2571096907573,0,0,3504.879269,0.36400001081513317,904.879269
Mcdonell,1972,1200,1247.8338325697841,17.319340176681887,422.8593721395978,807.6551202535044,0,0,1631.809942,1.0398615271414868,431.8099420000001
Mcdonell,1973,4000,6260.887727647425,66.5056653375413,727.7983220771966,5466.583740232687,0,0,5673.205156,1.5652219319118563,1673.205156
Mcdonell,1974,3600,6505.238420820658,114.465268669299,4926.0759622090345,1464.6971899423238,0,0,5290.311719,1.8070106724501827,1690.3117190000003
Mcdonell,1975,200,2284.894620155186,774.753927558278,1319.875439973208,190.26525262370043,0,0,249.6434399,11.42447310077593,49.643439900000004
Mcdonell,1976,700,2392.17171957451,207.58483808446812,171.45279976143664,2013.1340817286052,0,0,958.6221471678964,3.4173881708207285,258.6221471678964
Mcdonell,1977,1200,3186.3558765060075,26.965424614862915,1814.085703237563,1345.3047486535818,0,0,1649.918711,2.655296563755006,449.91871100000003
Mcdonell,1978,8000,7096.0437750203055,285.3122920338317,1212.287911262472,5598.443571724002,0,0,11167.41363,0.8870054718775382,3167.413629999999
Mcdonell,1979,2200,5825.804465179125,190.66389308394633,5044.898169488101,590.2424026070773,0,0,2992.157468,2.648092938717784,792.1574679999999
Mcdonell,1980,280,2235.9646496252176,793.4418187878964,531.8822594740805,910.6405713632407,0,0,388.683477,7.985588034375777,108.68347699999998
Mcdonell,1981,3000,4892.869175669367,83.65235791884216,820.6010996940876,3988.615718056437,0,0,4112.532077,1.630956391889789,1112.5320769999998
Mcdonell,1982,2000,7137.570054509706,129.06092594267187,3594.241841865686,3414.267286701348,0,0,2748.256553,3.568785027254853,748.2565530000002
Mcdonell,1983,10000,6940.528932868141,565.2882750778772,3076.682039240154,3298.5586185501093,0,0,11436.78356,0.6940528932868141,1436.7835599999999
Mcdonell,1984,1000,5881.962440076523,483.8884970584975,2972.4140510624447,2425.6598919555813,0,0,1205.77702,5.881962440076523,205.77702
Mcdonell,1985,1200,4750.0445308841345,467.48963638744624,2185.8230759945045,2096.7318185021836,0,0,1860.302597,3.9583704424034454,660.3025970000001
Mcdonell,1986,6000,3099.372953102764,343.77768959836374,1889.4177243286501,866.1775391757501,0,0,8148.145835,0.5165621588504606,2148.1458350000003
Mcdonell,1987,6000,9797.326544594896,297.16021716916606,780.5343442077075,8719.631983218023,0,NA,6974.837823,1.6328877574324827,974.8378229999998
Mcdonell,1988,4000,20797.85646211518,122.75938361654222,7857.479470352186,12817.617608146453,NA,NA,6738.462306,5.199464115528795,2738.4623060000004
Mcdonell,1989,3500,NA,1235.7935864297924,11550.277283338553,NA,NA,NA,4955.26065754845,NA,1455.2606575484497
Mcdonell,1990,3000,NA,1816.5823585149928,NA,NA,NA,NA,4283.30976,NA,1283.30976
Mcdonell,1991,1200,NA,NA,NA,NA,NA,NA,1769.471267,NA,569.4712669999999
Mcdonell,1992,10000,NA,NA,NA,NA,NA,NA,17812.90504,NA,7812.9050400000015
Mcdonell,1993,15000,NA,NA,NA,NA,NA,NA,26184.47725,NA,11184.47725
Mcdonell,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mcdonell,1995,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Mcdonell,1996,NA,NA,NA,NA,NA,0,0,NA,NA,NA
Mcdonell,1997,NA,NA,NA,NA,4900.683504930994,0,0,NA,NA,NA
Mcdonell,1998,NA,NA,NA,4416.129041317368,5505.869917964561,0,0,NA,NA,NA
Mcdonell,1999,NA,9265.180316796426,694.5514737516382,4961.477724071338,3609.1511189734492,0,0,NA,NA,NA
Mcdonell,2000,NA,7355.74432472176,780.3217779641013,3252.2967571696217,3323.125789588037,0,0,NA,NA,NA
Mcdonell,2001,NA,7159.58430581089,511.5084918569293,2994.5521461617186,3653.523667792242,0,0,NA,NA,NA
Mcdonell,2002,7072,6057.348297894057,470.9714292502444,3292.281975818975,2294.094892824838,0,0,10011.36402,0.8565254946117162,2939.364020000001
Mcdonell,2003,9106,2761.1455426089733,517.797210388783,2067.2665495635342,176.0817826566562,0,0,11247.66942,0.30322266007126875,2141.66942
Mcdonell,2004,6000.334821,2485.9523586565447,325.131583611628,158.67171859896342,2002.1490564459534,0,0,7372.956368,0.41430227359249966,1372.6215469999997
Mcdonell,2005,5886.623673,3905.537519904305,24.95526624438039,1804.1868209446106,2076.395432715314,0,0,6788.649365,0.6634596904534117,902.0256920000002
Mcdonell,2006,5478.5225,4279.948332880796,283.75543460943607,1871.092096122204,2125.100802149156,0,0,7463.602854,0.7812231003670782,1985.0803539999997
Mcdonell,2007,3900.707525,4408.970433446351,294.2780341624814,1914.9817282946267,2199.7106709892432,0,0,4686.493026,1.1303001840534945,785.7855010000003
Mcdonell,2008,326.6666667,4031.0220838368073,301.180823556217,1982.2145557608496,1747.6267045197405,0,0,359.7087675,12.33986352069024,33.042100800000014
Mcdonell,2009,3736.287202,4170.17778841475,311.7549392499071,1574.8303344718986,2283.592514692944,0,0,4090.091312,1.1161288099540345,353.80411000000004
Mcdonell,2010,3836.458333,9917.019439386086,247.68314500836067,2057.8025927451667,7611.533701632558,0,0,4241.765563,2.5849412605587356,405.3072299999999
Mcdonell,2011,3718.579893,12252.041195698572,323.64312956188894,6858.94426663628,5069.453799500403,0,0,4341.263354,3.294817255039294,622.6834609999996
Mcdonell,2012,3940,9172.510771780595,1078.747881731162,4568.212194291792,3525.5506957576417,0,0,4493.680166,2.3280484192336535,553.6801660000001
Mcdonell,2013,3320,5643.115909663775,718.4705162078051,3176.962315257942,1747.6830781980275,0,NA,3570.140184,1.6997337077300527,250.14018399999986
Mcdonell,2014,4220,4295.672099905535,499.66018598441667,1574.8811342098534,2221.130779711265,NA,NA,4665.038237,1.0179317772287997,445.03823699999975
Mcdonell,2015,14567.88763,NA,247.69113459211886,2001.5167539338831,NA,NA,NA,15549.22585,NA,981.3382200000015
Mcdonell,2016,8924.226641,NA,314.7907133548521,NA,NA,NA,NA,10356.13651,NA,1431.909869000001
Mcdonell,2017,7097.367332,NA,NA,NA,NA,NA,NA,7202.173197,NA,104.80586500000027
Mcdonell,2018,3417.083333,NA,NA,NA,NA,NA,NA,3570.255347,NA,153.17201399999976
Mcdonell,2019,4167.547043,NA,NA,NA,NA,NA,NA,4537.438247,NA,369.89120400000047
Meziadin,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meziadin,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meziadin,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meziadin,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meziadin,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meziadin,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meziadin,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meziadin,1975,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Meziadin,1976,NA,NA,NA,NA,NA,51268.221152,0,NA,NA,NA
Meziadin,1977,NA,NA,NA,NA,538316.322096,53427.1854120143,0,NA,NA,NA
Meziadin,1978,NA,NA,NA,51268.221152,305945.43408182985,61473.02800700001,0,NA,NA,NA
Meziadin,1979,NA,492997.94533121306,0,122326.88370921303,267588.47485400003,103082.58676800001,0,NA,NA,NA
Meziadin,1980,NA,418629.0794522131,5385.460485213023,32544.544239000003,292067.329176,88631.74555200001,0,NA,NA,NA
Meziadin,1981,NA,415404.317523,0,183257.932032,193090.588524,39055.796967,0,NA,NA,NA
Meziadin,1982,250000,312031.93925700005,0,34819.614324,262738.997778,14473.327155,0,640852.7644,1.2481277570280003,390852.7644
Meziadin,1983,170000,360459.83944199997,0,53257.904955,237362.565342,69839.369145,0,487255.9301,2.120351996717647,317255.9301
Meziadin,1984,140000,152822.575867,0,37630.650603,77002.381365,38189.543899000004,0,361606.0471,1.0915898276214286,221606.04710000003
Meziadin,1985,288663,284767.09519900003,0,32233.554989999997,199760.69116400002,52772.849045,0,572681.0376,0.986503622559871,284018.03760000004
Meziadin,1986,115543,511068.70272199996,0,55815.48723700001,354331.986445,100921.22903999999,0,316541.9484,4.423190524064633,200998.9484
Meziadin,1987,143989,1295792.44692,0,346793.00801,841010.242,107989.19691000001,0,355052.6997,8.999246101577205,211063.6997
Meziadin,1988,116984,1707763.2209700001,0,740089.01296,925621.6878000001,42052.52021,0,289466.5431,14.598263189581482,172482.5431
Meziadin,1989,50000,888166.889144,0,509091.92829000007,319599.153596,59475.80725800001,0,179075.3055,17.76333778288,129075.30549999999
Meziadin,1990,120954,473856.76228599995,0,58873.528294,365351.387442,49631.84655,0,293765.7223,3.9176609478479416,172811.72230000002
Meziadin,1991,250000,1236211.372731,0,424827.1947,719661.774975,91722.40305600001,0,753897.8435,4.944845490924,503897.84349999996
Meziadin,1992,592118,401191.146475,0,57903.820975,303830.460123,39456.865377,0,1682020.484,0.6775526946909232,1089902.484
Meziadin,1993,400000,513246.12129200005,0,171979.50573,298118.53840400005,43148.077158,0,1542702.813,1.2831153032300002,1142702.813
Meziadin,1994,158010,666975.728628,0,96450.115366,460246.156352,110279.45691000001,0,420525.2021,4.221098212948547,262515.2021
Meziadin,1995,205853,554674.565603,0,222931.731983,204221.2165,127521.61712,0,849654.3894,2.694517765604582,643801.3894
Meziadin,1996,182082,287521.8197,0,93941.75959,159402.0214,34178.03870999999,0,827197.4425,1.5790787650618952,645115.4425
Meziadin,1997,158687,801465.504898,0,111581.41498,581026.65807,108857.431848,0,573265.0191,5.050605940612653,414578.01910000003
Meziadin,1998,163925,1164385.358318,0,524063.26022,607787.3278180001,32534.770280000004,0,438409.6153,7.10315911738905,274484.6153
Meziadin,1999,180350,684244.549035,0,190500.505734,429458.96769600007,64285.075605,0,719134.6193,3.793981419656224,538784.6193
Meziadin,2000,137042,593170.6905400001,0,182194.71356800004,291425.67607600003,119550.30089600002,0,408442.433,4.328386119145956,271400.433
Meziadin,2001,116192,431506.40248100006,0,72856.41901900001,257492.95577600005,101157.027686,0,398505.0535,3.7137359067836,282313.0535
