"CU_Name","CU_acro","DU_ID","CU_ID","Pop_Name","Pop_ID","Year","EstClass","TotalInfilled","pNOS_Used","TotalInfilledAdj","StartYear","UseYear"
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","DRISCOLL CREEK",125,2002,"QualFiltered",NA,1,NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,1995,"INFILL",101.618394355764,1,101.618394355764,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,1996,"INFILL",118.319184417096,1,118.319184417096,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,1997,"INFILL",147.11840874347,1,147.11840874347,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,1998,"INFILL",201.868945392877,1,201.868945392877,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,1999,"INFILL",110.532520465055,1,110.532520465055,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2000,"INFILL",48.3098760111571,1,48.3098760111571,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2001,"INFILL",88.7754512527132,1,88.7754512527132,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2002,"RELATIVE ABUNDANCE (TYPE-4)",2,1,2,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2003,"INFILL",205.946564198583,1,205.946564198583,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2004,"INFILL",183.255643753934,1,183.255643753934,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2005,"INFILL",138.71425811971,1,138.71425811971,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2006,"RELATIVE ABUNDANCE (TYPE-4)",37,1,37,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2007,"RELATIVE ABUNDANCE (TYPE-4)",182,1,182,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2008,"INFILL",97.6287136601027,1,97.6287136601027,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2009,"INFILL",84.5511065551671,1,84.5511065551671,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2010,"INFILL",73.2657754365111,1,73.2657754365111,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2011,"RELATIVE ABUNDANCE (TYPE-4)",704,1,704,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2012,"RELATIVE ABUNDANCE (TYPE-4)",15,1,15,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2013,"RELATIVE ABUNDANCE (TYPE-4)",62,1,62,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2014,"INFILL",88.5560351634881,1,88.5560351634881,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2015,"RELATIVE ABUNDANCE (TYPE-4)",81,1,81,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2016,"RELATIVE ABUNDANCE (TYPE-3)",48,1,48,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2017,"INFILL",124.993104874522,1,124.993104874522,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2018,"RELATIVE ABUNDANCE (TYPE-3)",35,1,35,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2019,"RELATIVE ABUNDANCE (TYPE-3)",25,1,25,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","MESACHIE CREEK",164,1986,"TRUE ABUNDANCE (TYPE-1)",NA,1,NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","PATRICIA CREEK",214,1990,"QualFiltered",NA,1,NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","PATRICIA CREEK",214,1991,"QualFiltered",NA,1,NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","PATRICIA CREEK",214,1992,"QualFiltered",NA,1,NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","PATRICIA CREEK",214,2001,"QualFiltered",NA,1,NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","ROBERTSON RIVER",234,1990,"QualFiltered",NA,1,NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","ROBERTSON RIVER",234,1991,"QualFiltered",NA,1,NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","ROBERTSON RIVER",234,2000,"QualFiltered",NA,1,NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","SHAW CREEK",244,1991,"QualFiltered",NA,1,NA,NA,TRUE
