"","CU_name","Return.Year","TribDeme","Estimate"
"70","Lower Thompson",1980,"Bonaparte R",NA
"71","Lower Thompson",1980,"Coldwater R",NA
"72","Lower Thompson",1980,"Deadman R",NA
"73","Lower Thompson",1980,"Spius Cr",NA
"74","Lower Thompson",1980,"Tranquille R",NA
"75","Lower Thompson",1981,"Bonaparte R",NA
"76","Lower Thompson",1981,"Coldwater R",NA
"77","Lower Thompson",1981,"Deadman R",NA
"78","Lower Thompson",1981,"Spius Cr",NA
"79","Lower Thompson",1981,"Tranquille R",NA
"80","Lower Thompson",1982,"Bonaparte R",NA
"81","Lower Thompson",1982,"Coldwater R",NA
"82","Lower Thompson",1982,"Deadman R",NA
"83","Lower Thompson",1982,"Spius Cr",NA
"84","Lower Thompson",1982,"Tranquille R",NA
"85","Lower Thompson",1983,"Bonaparte R",NA
"86","Lower Thompson",1983,"Coldwater R",NA
"87","Lower Thompson",1983,"Deadman R",NA
"88","Lower Thompson",1983,"Spius Cr",NA
"89","Lower Thompson",1983,"Tranquille R",NA
"90","Lower Thompson",1984,"Bonaparte R",411
"91","Lower Thompson",1984,"Coldwater R",3238
"92","Lower Thompson",1984,"Deadman R",1500
"93","Lower Thompson",1984,"Spius Cr",1634
"94","Lower Thompson",1984,"Tranquille R",25
"95","Lower Thompson",1985,"Bonaparte R",270
"96","Lower Thompson",1985,"Coldwater R",1981
"97","Lower Thompson",1985,"Deadman R",1024
"98","Lower Thompson",1985,"Spius Cr",1074
"99","Lower Thompson",1985,"Tranquille R",16
"100","Lower Thompson",1986,"Bonaparte R",287
"101","Lower Thompson",1986,"Coldwater R",2750
"102","Lower Thompson",1986,"Deadman R",390
"103","Lower Thompson",1986,"Spius Cr",558
"104","Lower Thompson",1986,"Tranquille R",17
"105","Lower Thompson",1987,"Bonaparte R",47
"106","Lower Thompson",1987,"Coldwater R",2979
"107","Lower Thompson",1987,"Deadman R",2176
"108","Lower Thompson",1987,"Spius Cr",698
"109","Lower Thompson",1987,"Tranquille R",24
"110","Lower Thompson",1988,"Bonaparte R",403
"111","Lower Thompson",1988,"Coldwater R",3723
"112","Lower Thompson",1988,"Deadman R",1722
"113","Lower Thompson",1988,"Spius Cr",186
"114","Lower Thompson",1988,"Tranquille R",24
"115","Lower Thompson",1989,"Bonaparte R",428
"116","Lower Thompson",1989,"Coldwater R",4654
"117","Lower Thompson",1989,"Deadman R",430
"118","Lower Thompson",1989,"Spius Cr",981
"119","Lower Thompson",1989,"Tranquille R",26
"120","Lower Thompson",1990,"Bonaparte R",186
"121","Lower Thompson",1990,"Coldwater R",5585
"122","Lower Thompson",1990,"Deadman R",508
"123","Lower Thompson",1990,"Spius Cr",1862
"124","Lower Thompson",1990,"Tranquille R",32
"125","Lower Thompson",1991,"Bonaparte R",58
"126","Lower Thompson",1991,"Coldwater R",2792
"127","Lower Thompson",1991,"Deadman R",2906
"128","Lower Thompson",1991,"Spius Cr",1234
"129","Lower Thompson",1991,"Tranquille R",27
"130","Lower Thompson",1992,"Bonaparte R",19
"131","Lower Thompson",1992,"Coldwater R",5585
"132","Lower Thompson",1992,"Deadman R",1225
"133","Lower Thompson",1992,"Spius Cr",1117
"134","Lower Thompson",1992,"Tranquille R",31
"135","Lower Thompson",1993,"Bonaparte R",48
"136","Lower Thompson",1993,"Coldwater R",7446
"137","Lower Thompson",1993,"Deadman R",6400
"138","Lower Thompson",1993,"Spius Cr",1601
"139","Lower Thompson",1993,"Tranquille R",60
"140","Lower Thompson",1994,"Bonaparte R",78
"141","Lower Thompson",1994,"Coldwater R",6516
"142","Lower Thompson",1994,"Deadman R",1391
"143","Lower Thompson",1994,"Spius Cr",2365
"144","Lower Thompson",1994,"Tranquille R",40
"145","Lower Thompson",1995,"Bonaparte R",374
"146","Lower Thompson",1995,"Coldwater R",2703
"147","Lower Thompson",1995,"Deadman R",1067
"148","Lower Thompson",1995,"Spius Cr",1179
"149","Lower Thompson",1995,"Tranquille R",22
"150","Lower Thompson",1996,"Bonaparte R",145
"151","Lower Thompson",1996,"Coldwater R",1086
"152","Lower Thompson",1996,"Deadman R",353
"153","Lower Thompson",1996,"Spius Cr",262
"154","Lower Thompson",1996,"Tranquille R",9
"155","Lower Thompson",1997,"Bonaparte R",11
"156","Lower Thompson",1997,"Coldwater R",1489
"157","Lower Thompson",1997,"Deadman R",407
"158","Lower Thompson",1997,"Spius Cr",5585
"159","Lower Thompson",1997,"Tranquille R",29
"160","Lower Thompson",1998,"Bonaparte R",63
"161","Lower Thompson",1998,"Coldwater R",691
"162","Lower Thompson",1998,"Deadman R",131
"163","Lower Thompson",1998,"Spius Cr",1271
"164","Lower Thompson",1998,"Tranquille R",9
"165","Lower Thompson",1999,"Bonaparte R",42
"166","Lower Thompson",1999,"Coldwater R",1812
"167","Lower Thompson",1999,"Deadman R",1089
"168","Lower Thompson",1999,"Spius Cr",1032
"169","Lower Thompson",1999,"Tranquille R",17
"170","Lower Thompson",2000,"Bonaparte R",62
"171","Lower Thompson",2000,"Coldwater R",2870
"172","Lower Thompson",2000,"Deadman R",773
"173","Lower Thompson",2000,"Spius Cr",1034
"174","Lower Thompson",2000,"Tranquille R",NA
"175","Lower Thompson",2001,"Bonaparte R",136
"176","Lower Thompson",2001,"Coldwater R",4600
"177","Lower Thompson",2001,"Deadman R",861
"178","Lower Thompson",2001,"Spius Cr",3910
"179","Lower Thompson",2001,"Tranquille R",15
"180","Lower Thompson",2002,"Bonaparte R",600
"181","Lower Thompson",2002,"Coldwater R",5661
"182","Lower Thompson",2002,"Deadman R",4214
"183","Lower Thompson",2002,"Spius Cr",5575
"184","Lower Thompson",2002,"Tranquille R",3
"185","Lower Thompson",2003,"Bonaparte R",289
"186","Lower Thompson",2003,"Coldwater R",1194
"187","Lower Thompson",2003,"Deadman R",1005
"188","Lower Thompson",2003,"Spius Cr",400
"189","Lower Thompson",2003,"Tranquille R",45
"190","Lower Thompson",2004,"Bonaparte R",132
"191","Lower Thompson",2004,"Coldwater R",1267
"192","Lower Thompson",2004,"Deadman R",1409
"193","Lower Thompson",2004,"Spius Cr",1480
"194","Lower Thompson",2004,"Tranquille R",16
"195","Lower Thompson",2005,"Bonaparte R",308
"196","Lower Thompson",2005,"Coldwater R",935
"197","Lower Thompson",2005,"Deadman R",1141
"198","Lower Thompson",2005,"Spius Cr",222
"199","Lower Thompson",2005,"Tranquille R",8
"200","Lower Thompson",2006,"Bonaparte R",289
"201","Lower Thompson",2006,"Coldwater R",300
"202","Lower Thompson",2006,"Deadman R",177
"203","Lower Thompson",2006,"Spius Cr",316
"204","Lower Thompson",2006,"Tranquille R",NA
"205","Lower Thompson",2007,"Bonaparte R",1251
"206","Lower Thompson",2007,"Coldwater R",3348
"207","Lower Thompson",2007,"Deadman R",3124
"208","Lower Thompson",2007,"Spius Cr",2446
"209","Lower Thompson",2007,"Tranquille R",NA
"210","Lower Thompson",2008,"Bonaparte R",337
"211","Lower Thompson",2008,"Coldwater R",1754
"212","Lower Thompson",2008,"Deadman R",783
"213","Lower Thompson",2008,"Spius Cr",926
"214","Lower Thompson",2008,"Tranquille R",NA
"215","Lower Thompson",2009,"Bonaparte R",385
"216","Lower Thompson",2009,"Coldwater R",2751
"217","Lower Thompson",2009,"Deadman R",455
"218","Lower Thompson",2009,"Spius Cr",1152
"219","Lower Thompson",2009,"Tranquille R",25
"220","Lower Thompson",2010,"Bonaparte R",1794
"221","Lower Thompson",2010,"Coldwater R",4659
"222","Lower Thompson",2010,"Deadman R",2819
"223","Lower Thompson",2010,"Spius Cr",2932
"224","Lower Thompson",2010,"Tranquille R",13
"225","Lower Thompson",2011,"Bonaparte R",658
"226","Lower Thompson",2011,"Coldwater R",3076
"227","Lower Thompson",2011,"Deadman R",1780
"228","Lower Thompson",2011,"Spius Cr",1762
"229","Lower Thompson",2011,"Tranquille R",13
"230","Lower Thompson",2012,"Bonaparte R",1534
"231","Lower Thompson",2012,"Coldwater R",2320
"232","Lower Thompson",2012,"Deadman R",4775
"233","Lower Thompson",2012,"Spius Cr",2772
"234","Lower Thompson",2012,"Tranquille R",158
"235","Lower Thompson",2013,"Bonaparte R",2029
"236","Lower Thompson",2013,"Coldwater R",5625
"237","Lower Thompson",2013,"Deadman R",3064
"238","Lower Thompson",2013,"Spius Cr",1098
"239","Lower Thompson",2013,"Tranquille R",71
"240","Lower Thompson",2014,"Bonaparte R",1175
"241","Lower Thompson",2014,"Coldwater R",3711
"242","Lower Thompson",2014,"Deadman R",1355
"243","Lower Thompson",2014,"Spius Cr",1151
"244","Lower Thompson",2014,"Tranquille R",55
"245","Lower Thompson",2015,"Bonaparte R",699
"246","Lower Thompson",2015,"Coldwater R",2294
"247","Lower Thompson",2015,"Deadman R",1259
"248","Lower Thompson",2015,"Spius Cr",923
"249","Lower Thompson",2015,"Tranquille R",7
"250","Lower Thompson",2016,"Bonaparte R",3247
"251","Lower Thompson",2016,"Coldwater R",5707
"252","Lower Thompson",2016,"Deadman R",2782
"253","Lower Thompson",2016,"Spius Cr",1788
"254","Lower Thompson",2016,"Tranquille R",3
"255","Lower Thompson",2017,"Bonaparte R",652
"256","Lower Thompson",2017,"Coldwater R",1742
"257","Lower Thompson",2017,"Deadman R",866
"258","Lower Thompson",2017,"Spius Cr",1081
"259","Lower Thompson",2017,"Tranquille R",12
"260","Lower Thompson",2018,"Bonaparte R",NA
"261","Lower Thompson",2018,"Coldwater R",4283
"262","Lower Thompson",2018,"Deadman R",640
"263","Lower Thompson",2018,"Spius Cr",1879
"264","Lower Thompson",2018,"Tranquille R",3
"265","Middle Fraser",1975,"Bridge R",NA
"266","Middle Fraser",1975,"Chilko R",NA
"267","Middle Fraser",1975,"Gates Cr",NA
"268","Middle Fraser",1975,"Hazeltine Cr (Edney)",NA
"269","Middle Fraser",1975,"Horsefly R",NA
"270","Middle Fraser",1975,"Little Horsefly R",NA
"271","Middle Fraser",1975,"McKinley Cr",NA
"272","Middle Fraser",1975,"Mitchell R",NA
"273","Middle Fraser",1975,"Penfold Cr",NA
"274","Middle Fraser",1975,"Portage Cr",NA
"275","Middle Fraser",1975,"Seton R (Sp Channels)",NA
"276","Middle Fraser",1976,"Bridge R",NA
"277","Middle Fraser",1976,"Chilko R",NA
"278","Middle Fraser",1976,"Gates Cr",NA
"279","Middle Fraser",1976,"Hazeltine Cr (Edney)",NA
"280","Middle Fraser",1976,"Horsefly R",NA
"281","Middle Fraser",1976,"Little Horsefly R",NA
"282","Middle Fraser",1976,"McKinley Cr",NA
"283","Middle Fraser",1976,"Mitchell R",NA
"284","Middle Fraser",1976,"Penfold Cr",NA
"285","Middle Fraser",1976,"Portage Cr",NA
"286","Middle Fraser",1976,"Seton R (Sp Channels)",NA
"287","Middle Fraser",1977,"Bridge R",NA
"288","Middle Fraser",1977,"Chilko R",NA
"289","Middle Fraser",1977,"Gates Cr",NA
"290","Middle Fraser",1977,"Hazeltine Cr (Edney)",NA
"291","Middle Fraser",1977,"Horsefly R",NA
"292","Middle Fraser",1977,"Little Horsefly R",NA
"293","Middle Fraser",1977,"McKinley Cr",NA
"294","Middle Fraser",1977,"Mitchell R",NA
"295","Middle Fraser",1977,"Penfold Cr",NA
"296","Middle Fraser",1977,"Portage Cr",NA
"297","Middle Fraser",1977,"Seton R (Sp Channels)",NA
"298","Middle Fraser",1978,"Bridge R",NA
"299","Middle Fraser",1978,"Chilko R",NA
"300","Middle Fraser",1978,"Gates Cr",NA
"301","Middle Fraser",1978,"Hazeltine Cr (Edney)",NA
"302","Middle Fraser",1978,"Horsefly R",NA
"303","Middle Fraser",1978,"Little Horsefly R",NA
"304","Middle Fraser",1978,"McKinley Cr",NA
"305","Middle Fraser",1978,"Mitchell R",NA
"306","Middle Fraser",1978,"Penfold Cr",NA
"307","Middle Fraser",1978,"Portage Cr",NA
"308","Middle Fraser",1978,"Seton R (Sp Channels)",NA
"309","Middle Fraser",1979,"Bridge R",NA
"310","Middle Fraser",1979,"Chilko R",NA
"311","Middle Fraser",1979,"Gates Cr",NA
"312","Middle Fraser",1979,"Hazeltine Cr (Edney)",NA
"313","Middle Fraser",1979,"Horsefly R",NA
"314","Middle Fraser",1979,"Little Horsefly R",NA
"315","Middle Fraser",1979,"McKinley Cr",NA
"316","Middle Fraser",1979,"Mitchell R",NA
"317","Middle Fraser",1979,"Penfold Cr",NA
"318","Middle Fraser",1979,"Portage Cr",NA
"319","Middle Fraser",1979,"Seton R (Sp Channels)",NA
"320","Middle Fraser",1980,"Bridge R",NA
"321","Middle Fraser",1980,"Chilko R",NA
"322","Middle Fraser",1980,"Gates Cr",NA
"323","Middle Fraser",1980,"Hazeltine Cr (Edney)",NA
"324","Middle Fraser",1980,"Horsefly R",NA
"325","Middle Fraser",1980,"Little Horsefly R",NA
"326","Middle Fraser",1980,"McKinley Cr",NA
"327","Middle Fraser",1980,"Mitchell R",NA
"328","Middle Fraser",1980,"Penfold Cr",NA
"329","Middle Fraser",1980,"Portage Cr",NA
"330","Middle Fraser",1980,"Seton R (Sp Channels)",NA
"331","Middle Fraser",1981,"Bridge R",NA
"332","Middle Fraser",1981,"Chilko R",NA
"333","Middle Fraser",1981,"Gates Cr",NA
"334","Middle Fraser",1981,"Hazeltine Cr (Edney)",NA
"335","Middle Fraser",1981,"Horsefly R",NA
"336","Middle Fraser",1981,"Little Horsefly R",NA
"337","Middle Fraser",1981,"McKinley Cr",NA
"338","Middle Fraser",1981,"Mitchell R",NA
"339","Middle Fraser",1981,"Penfold Cr",NA
"340","Middle Fraser",1981,"Portage Cr",NA
"341","Middle Fraser",1981,"Seton R (Sp Channels)",NA
"342","Middle Fraser",1982,"Bridge R",NA
"343","Middle Fraser",1982,"Chilko R",NA
"344","Middle Fraser",1982,"Gates Cr",NA
"345","Middle Fraser",1982,"Hazeltine Cr (Edney)",NA
"346","Middle Fraser",1982,"Horsefly R",NA
"347","Middle Fraser",1982,"Little Horsefly R",NA
"348","Middle Fraser",1982,"McKinley Cr",NA
"349","Middle Fraser",1982,"Mitchell R",NA
"350","Middle Fraser",1982,"Penfold Cr",NA
"351","Middle Fraser",1982,"Portage Cr",NA
"352","Middle Fraser",1982,"Seton R (Sp Channels)",NA
"353","Middle Fraser",1983,"Bridge R",NA
"354","Middle Fraser",1983,"Chilko R",NA
"355","Middle Fraser",1983,"Gates Cr",NA
"356","Middle Fraser",1983,"Hazeltine Cr (Edney)",NA
"357","Middle Fraser",1983,"Horsefly R",NA
"358","Middle Fraser",1983,"Little Horsefly R",NA
"359","Middle Fraser",1983,"McKinley Cr",NA
"360","Middle Fraser",1983,"Mitchell R",NA
"361","Middle Fraser",1983,"Penfold Cr",NA
"362","Middle Fraser",1983,"Portage Cr",NA
"363","Middle Fraser",1983,"Seton R (Sp Channels)",NA
"364","Middle Fraser",1984,"Bridge R",600
"365","Middle Fraser",1984,"Chilko R",755
"366","Middle Fraser",1984,"Gates Cr",584
"367","Middle Fraser",1984,"Hazeltine Cr (Edney)",3
"368","Middle Fraser",1984,"Horsefly R",546
"369","Middle Fraser",1984,"Little Horsefly R",84
"370","Middle Fraser",1984,"McKinley Cr",1684
"371","Middle Fraser",1984,"Mitchell R",207
"372","Middle Fraser",1984,"Penfold Cr",63
"373","Middle Fraser",1984,"Portage Cr",80
"374","Middle Fraser",1984,"Seton R (Sp Channels)",120
"375","Middle Fraser",1985,"Bridge R",750
"376","Middle Fraser",1985,"Chilko R",834
"377","Middle Fraser",1985,"Gates Cr",475
"378","Middle Fraser",1985,"Hazeltine Cr (Edney)",3
"379","Middle Fraser",1985,"Horsefly R",604
"380","Middle Fraser",1985,"Little Horsefly R",93
"381","Middle Fraser",1985,"McKinley Cr",1861
"382","Middle Fraser",1985,"Mitchell R",229
"383","Middle Fraser",1985,"Penfold Cr",70
"384","Middle Fraser",1985,"Portage Cr",90
"385","Middle Fraser",1985,"Seton R (Sp Channels)",180
"386","Middle Fraser",1986,"Bridge R",170
"387","Middle Fraser",1986,"Chilko R",308
"388","Middle Fraser",1986,"Gates Cr",200
"389","Middle Fraser",1986,"Hazeltine Cr (Edney)",1
"390","Middle Fraser",1986,"Horsefly R",223
"391","Middle Fraser",1986,"Little Horsefly R",34
"392","Middle Fraser",1986,"McKinley Cr",688
"393","Middle Fraser",1986,"Mitchell R",85
"394","Middle Fraser",1986,"Penfold Cr",26
"395","Middle Fraser",1986,"Portage Cr",70
"396","Middle Fraser",1986,"Seton R (Sp Channels)",70
"397","Middle Fraser",1987,"Bridge R",550
"398","Middle Fraser",1987,"Chilko R",540
"399","Middle Fraser",1987,"Gates Cr",429
"400","Middle Fraser",1987,"Hazeltine Cr (Edney)",2
"401","Middle Fraser",1987,"Horsefly R",390
"402","Middle Fraser",1987,"Little Horsefly R",60
"403","Middle Fraser",1987,"McKinley Cr",1204
"404","Middle Fraser",1987,"Mitchell R",148
"405","Middle Fraser",1987,"Penfold Cr",45
"406","Middle Fraser",1987,"Portage Cr",100
"407","Middle Fraser",1987,"Seton R (Sp Channels)",60
"408","Middle Fraser",1988,"Bridge R",850
"409","Middle Fraser",1988,"Chilko R",1228
"410","Middle Fraser",1988,"Gates Cr",1480
"411","Middle Fraser",1988,"Hazeltine Cr (Edney)",5
"412","Middle Fraser",1988,"Horsefly R",889
"413","Middle Fraser",1988,"Little Horsefly R",136
"414","Middle Fraser",1988,"McKinley Cr",2668
"415","Middle Fraser",1988,"Mitchell R",337
"416","Middle Fraser",1988,"Penfold Cr",103
"417","Middle Fraser",1988,"Portage Cr",175
"418","Middle Fraser",1988,"Seton R (Sp Channels)",70
"419","Middle Fraser",1989,"Bridge R",595
"420","Middle Fraser",1989,"Chilko R",1002
"421","Middle Fraser",1989,"Gates Cr",1441
"422","Middle Fraser",1989,"Hazeltine Cr (Edney)",4
"423","Middle Fraser",1989,"Horsefly R",725
"424","Middle Fraser",1989,"Little Horsefly R",111
"425","Middle Fraser",1989,"McKinley Cr",2195
"426","Middle Fraser",1989,"Mitchell R",275
"427","Middle Fraser",1989,"Penfold Cr",84
"428","Middle Fraser",1989,"Portage Cr",195
"429","Middle Fraser",1989,"Seton R (Sp Channels)",45
"430","Middle Fraser",1990,"Bridge R",400
"431","Middle Fraser",1990,"Chilko R",423
"432","Middle Fraser",1990,"Gates Cr",150
"433","Middle Fraser",1990,"Hazeltine Cr (Edney)",2
"434","Middle Fraser",1990,"Horsefly R",270
"435","Middle Fraser",1990,"Little Horsefly R",47
"436","Middle Fraser",1990,"McKinley Cr",944
"437","Middle Fraser",1990,"Mitchell R",116
"438","Middle Fraser",1990,"Penfold Cr",35
"439","Middle Fraser",1990,"Portage Cr",150
"440","Middle Fraser",1990,"Seton R (Sp Channels)",55
"441","Middle Fraser",1991,"Bridge R",300
"442","Middle Fraser",1991,"Chilko R",454
"443","Middle Fraser",1991,"Gates Cr",526
"444","Middle Fraser",1991,"Hazeltine Cr (Edney)",2
"445","Middle Fraser",1991,"Horsefly R",328
"446","Middle Fraser",1991,"Little Horsefly R",50
"447","Middle Fraser",1991,"McKinley Cr",1013
"448","Middle Fraser",1991,"Mitchell R",124
"449","Middle Fraser",1991,"Penfold Cr",38
"450","Middle Fraser",1991,"Portage Cr",100
"451","Middle Fraser",1991,"Seton R (Sp Channels)",25
"452","Middle Fraser",1992,"Bridge R",900
"453","Middle Fraser",1992,"Chilko R",967
"454","Middle Fraser",1992,"Gates Cr",938
"455","Middle Fraser",1992,"Hazeltine Cr (Edney)",4
"456","Middle Fraser",1992,"Horsefly R",700
"457","Middle Fraser",1992,"Little Horsefly R",107
"458","Middle Fraser",1992,"McKinley Cr",2157
"459","Middle Fraser",1992,"Mitchell R",265
"460","Middle Fraser",1992,"Penfold Cr",81
"461","Middle Fraser",1992,"Portage Cr",6
"462","Middle Fraser",1992,"Seton R (Sp Channels)",68
"463","Middle Fraser",1993,"Bridge R",900
"464","Middle Fraser",1993,"Chilko R",1194
"465","Middle Fraser",1993,"Gates Cr",1229
"466","Middle Fraser",1993,"Hazeltine Cr (Edney)",5
"467","Middle Fraser",1993,"Horsefly R",864
"468","Middle Fraser",1993,"Little Horsefly R",132
"469","Middle Fraser",1993,"McKinley Cr",2663
"470","Middle Fraser",1993,"Mitchell R",327
"471","Middle Fraser",1993,"Penfold Cr",100
"472","Middle Fraser",1993,"Portage Cr",150
"473","Middle Fraser",1993,"Seton R (Sp Channels)",60
"474","Middle Fraser",1994,"Bridge R",150
"475","Middle Fraser",1994,"Chilko R",294
"476","Middle Fraser",1994,"Gates Cr",275
"477","Middle Fraser",1994,"Hazeltine Cr (Edney)",1
"478","Middle Fraser",1994,"Horsefly R",213
"479","Middle Fraser",1994,"Little Horsefly R",33
"480","Middle Fraser",1994,"McKinley Cr",657
"481","Middle Fraser",1994,"Mitchell R",81
"482","Middle Fraser",1994,"Penfold Cr",25
"483","Middle Fraser",1994,"Portage Cr",134
"484","Middle Fraser",1994,"Seton R (Sp Channels)",50
"485","Middle Fraser",1995,"Bridge R",220
"486","Middle Fraser",1995,"Chilko R",356
"487","Middle Fraser",1995,"Gates Cr",371
"488","Middle Fraser",1995,"Hazeltine Cr (Edney)",1
"489","Middle Fraser",1995,"Horsefly R",257
"490","Middle Fraser",1995,"Little Horsefly R",39
"491","Middle Fraser",1995,"McKinley Cr",794
"492","Middle Fraser",1995,"Mitchell R",98
"493","Middle Fraser",1995,"Penfold Cr",30
"494","Middle Fraser",1995,"Portage Cr",180
"495","Middle Fraser",1995,"Seton R (Sp Channels)",20
"496","Middle Fraser",1996,"Bridge R",125
"497","Middle Fraser",1996,"Chilko R",178
"498","Middle Fraser",1996,"Gates Cr",177
"499","Middle Fraser",1996,"Hazeltine Cr (Edney)",1
"500","Middle Fraser",1996,"Horsefly R",128
"501","Middle Fraser",1996,"Little Horsefly R",20
"502","Middle Fraser",1996,"McKinley Cr",396
"503","Middle Fraser",1996,"Mitchell R",49
"504","Middle Fraser",1996,"Penfold Cr",15
"505","Middle Fraser",1996,"Portage Cr",86
"506","Middle Fraser",1996,"Seton R (Sp Channels)",9
"507","Middle Fraser",1997,"Bridge R",200
"508","Middle Fraser",1997,"Chilko R",254
"509","Middle Fraser",1997,"Gates Cr",182
"510","Middle Fraser",1997,"Hazeltine Cr (Edney)",1
"511","Middle Fraser",1997,"Horsefly R",184
"512","Middle Fraser",1997,"Little Horsefly R",28
"513","Middle Fraser",1997,"McKinley Cr",566
"514","Middle Fraser",1997,"Mitchell R",70
"515","Middle Fraser",1997,"Penfold Cr",21
"516","Middle Fraser",1997,"Portage Cr",150
"517","Middle Fraser",1997,"Seton R (Sp Channels)",9
"518","Middle Fraser",1998,"Bridge R",548
"519","Middle Fraser",1998,"Chilko R",709
"520","Middle Fraser",1998,"Gates Cr",1137
"521","Middle Fraser",1998,"Hazeltine Cr (Edney)",3
"522","Middle Fraser",1998,"Horsefly R",255
"523","Middle Fraser",1998,"Little Horsefly R",79
"524","Middle Fraser",1998,"McKinley Cr",790
"525","Middle Fraser",1998,"Mitchell R",194
"526","Middle Fraser",1998,"Penfold Cr",60
"527","Middle Fraser",1998,"Portage Cr",1055
"528","Middle Fraser",1998,"Seton R (Sp Channels)",20
"529","Middle Fraser",1999,"Bridge R",298
"530","Middle Fraser",1999,"Chilko R",344
"531","Middle Fraser",1999,"Gates Cr",279
"532","Middle Fraser",1999,"Hazeltine Cr (Edney)",1
"533","Middle Fraser",1999,"Horsefly R",170
"534","Middle Fraser",1999,"Little Horsefly R",26
"535","Middle Fraser",1999,"McKinley Cr",212
"536","Middle Fraser",1999,"Mitchell R",228
"537","Middle Fraser",1999,"Penfold Cr",NA
"538","Middle Fraser",1999,"Portage Cr",80
"539","Middle Fraser",1999,"Seton R (Sp Channels)",14
"540","Middle Fraser",2000,"Bridge R",276
"541","Middle Fraser",2000,"Chilko R",152
"542","Middle Fraser",2000,"Gates Cr",675
"543","Middle Fraser",2000,"Hazeltine Cr (Edney)",2
"544","Middle Fraser",2000,"Horsefly R",1914
"545","Middle Fraser",2000,"Little Horsefly R",63
"546","Middle Fraser",2000,"McKinley Cr",223
"547","Middle Fraser",2000,"Mitchell R",480
"548","Middle Fraser",2000,"Penfold Cr",68
"549","Middle Fraser",2000,"Portage Cr",60
"550","Middle Fraser",2000,"Seton R (Sp Channels)",7
"551","Middle Fraser",2001,"Bridge R",634
"552","Middle Fraser",2001,"Chilko R",669
"553","Middle Fraser",2001,"Gates Cr",1700
"554","Middle Fraser",2001,"Hazeltine Cr (Edney)",9
"555","Middle Fraser",2001,"Horsefly R",528
"556","Middle Fraser",2001,"Little Horsefly R",135
"557","Middle Fraser",2001,"McKinley Cr",1989
"558","Middle Fraser",2001,"Mitchell R",339
"559","Middle Fraser",2001,"Penfold Cr",69
"560","Middle Fraser",2001,"Portage Cr",87
"561","Middle Fraser",2001,"Seton R (Sp Channels)",3
"562","Middle Fraser",2002,"Bridge R",321
"563","Middle Fraser",2002,"Chilko R",186
"564","Middle Fraser",2002,"Gates Cr",1634
"565","Middle Fraser",2002,"Hazeltine Cr (Edney)",2
"566","Middle Fraser",2002,"Horsefly R",429
"567","Middle Fraser",2002,"Little Horsefly R",66
"568","Middle Fraser",2002,"McKinley Cr",1453
"569","Middle Fraser",2002,"Mitchell R",18
"570","Middle Fraser",2002,"Penfold Cr",NA
"571","Middle Fraser",2002,"Portage Cr",42
"572","Middle Fraser",2002,"Seton R (Sp Channels)",19
"573","Middle Fraser",2003,"Bridge R",1466
"574","Middle Fraser",2003,"Chilko R",540
"575","Middle Fraser",2003,"Gates Cr",741
"576","Middle Fraser",2003,"Hazeltine Cr (Edney)",2
"577","Middle Fraser",2003,"Horsefly R",18
"578","Middle Fraser",2003,"Little Horsefly R",60
"579","Middle Fraser",2003,"McKinley Cr",642
"580","Middle Fraser",2003,"Mitchell R",27
"581","Middle Fraser",2003,"Penfold Cr",46
"582","Middle Fraser",2003,"Portage Cr",104
"583","Middle Fraser",2003,"Seton R (Sp Channels)",163
"584","Middle Fraser",2004,"Bridge R",336
"585","Middle Fraser",2004,"Chilko R",345
"586","Middle Fraser",2004,"Gates Cr",1220
"587","Middle Fraser",2004,"Hazeltine Cr (Edney)",3
"588","Middle Fraser",2004,"Horsefly R",678
"589","Middle Fraser",2004,"Little Horsefly R",77
"590","Middle Fraser",2004,"McKinley Cr",1523
"591","Middle Fraser",2004,"Mitchell R",321
"592","Middle Fraser",2004,"Penfold Cr",75
"593","Middle Fraser",2004,"Portage Cr",116
"594","Middle Fraser",2004,"Seton R (Sp Channels)",66
"595","Middle Fraser",2005,"Bridge R",562
"596","Middle Fraser",2005,"Chilko R",366
"597","Middle Fraser",2005,"Gates Cr",382
"598","Middle Fraser",2005,"Hazeltine Cr (Edney)",6
"599","Middle Fraser",2005,"Horsefly R",104
"600","Middle Fraser",2005,"Little Horsefly R",9
"601","Middle Fraser",2005,"McKinley Cr",498
"602","Middle Fraser",2005,"Mitchell R",225
"603","Middle Fraser",2005,"Penfold Cr",NA
"604","Middle Fraser",2005,"Portage Cr",6
"605","Middle Fraser",2005,"Seton R (Sp Channels)",31
"606","Middle Fraser",2006,"Bridge R",492
"607","Middle Fraser",2006,"Chilko R",51
"608","Middle Fraser",2006,"Gates Cr",54
"609","Middle Fraser",2006,"Hazeltine Cr (Edney)",1
"610","Middle Fraser",2006,"Horsefly R",40
"611","Middle Fraser",2006,"Little Horsefly R",20
"612","Middle Fraser",2006,"McKinley Cr",273
"613","Middle Fraser",2006,"Mitchell R",87
"614","Middle Fraser",2006,"Penfold Cr",90
"615","Middle Fraser",2006,"Portage Cr",51
"616","Middle Fraser",2006,"Seton R (Sp Channels)",142
"617","Middle Fraser",2007,"Bridge R",1611
"618","Middle Fraser",2007,"Chilko R",864
"619","Middle Fraser",2007,"Gates Cr",901
