Year,Watershed Group Name,Stock Name(stream),Timing Group,CU Name,spnpeak,arrival,Total,jacks,males,females,spawn%,eff_fem,remarks,Estimate Method,Survey Start,Survey End,Number Inspections,est_type,Forecast
1942,Early Stuart,Van Decar Creek,T1,Takla-Trembleur - Early Stuart,Aug 5-10,20-Jul,1145,4,522,619,60.39,374,"Kynoch, Forfar age composite.  Kynoch %",Peak Live + Cummulative Dead,7/25/1942,8/17/1942,4,"Type-4: Relative Abundance, medium resolution",1
1942,Early Stuart,Shale Creek,T1,Takla-Trembleur - Early Stuart,7-Aug,1-Aug,36,0,16,20,60.39,12,"Kynoch, Forfar age composite.  Kynoch %",Peak Live + Cummulative Dead,8/7/1942,8/19/1942,2,"Type-4: Relative Abundance, medium resolution",1
1942,Harrison-Lillooet,Douglas Creek,T4,Harrison (D/S) - Late,Oct 15-20,10-Oct,72,0,36,36,97.65,35,Harrison % spawn used. Low water; sockeye spawned only in lower part of creek.,Peak Live + Cummulative Dead,9/1/1942,9/29/1942,3,"Type-4: Relative Abundance, medium resolution",28
1942,Harrison-Lillooet,East Creek,T4,Harrison (U/S) - Late,Nov 10-12,11-Nov,711,0,257,454,99.36,451,29-year Harrison R. avg. % spawn.,Peak Live + Cummulative Dead,11/10/1942,11/23/1942,2,"Type-4: Relative Abundance, medium resolution",13
1942,Harrison-Lillooet,Harrison River,T3,Harrison River - Summer,Nov 12-15,6-Nov,139,0,66,73,97.65,71,,Peak Live + Cummulative Dead,11/12/1942,11/25/1942,5,"Type-4: Relative Abundance, medium resolution",19
1942,Harrison-Lillooet,Trout Lake Creek,T4,Harrison (D/S) - Late,Oct 15-20,,1163,14,493,656,93.19,611,,Peak Live + Cummulative Dead,9/18/1942,11/19/1942,8,"Type-3: Relative Abundance, high resolution",28
1942,Harrison-Lillooet,Weaver Creek,T4,Harrison (U/S) - Late,Oct 16-18,4-Oct,19000,0,8096,10904,96.35,10506,Dead recovery ratio used.,Recovery Effort Expansion,10/1/1942,11/23/1942,15,"Type-3: Relative Abundance, high resolution",13
1942,Late South Thompson,Anstey River,T4,Shuswap Complex - Late,,15-Oct,247,0,123,124,91.18,113,Minimum.  Adams % spawn used.  A large school of mout,Peak Live + Cummulative Dead,10/22/1942,,1,"Type-4: Relative Abundance, medium resolution",9
1942,Late South Thompson,Little River,T4,Shuswap Complex - Late,Oct 15-20,20-Sep,400000,0,191245,208755,91.18,190343,,,,,,,9
1942,Late South Thompson,"Adams River, lower",T4,Shuswap Complex - Late,Oct 15-20,20-Sep,1967553,0,940711,1026842,91.18,936274,,Mark & Recapture: Petersen,10/4/1942,11/19/1942,46,"Type-2: True Abundance, medium resolution",9
1942,Late South Thompson,Lower Shuswap River,T4,Shuswap Complex - Late,,,2000,0,956,1044,91.18,952,Adams sex ratio & % spawn used.,Peak Live + Cummulative Dead,11/14/1942,,1,"Type-4: Relative Abundance, medium resolution",9
1942,Late South Thompson,Momich River,T4,Shuswap Complex - Late,,,158,0,79,79,91.18,72,"Minimum. Sockeye only in lower half of river, none above.",Peak Live + Cummulative Dead,10/29/1942,,1,"Type-4: Relative Abundance, medium resolution",9
1942,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,,,607,0,354,253,91.18,231,,Peak Live + Cummulative Dead,10/25/1942,,1,"Type-4: Relative Abundance, medium resolution",9
1942,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,Oct 25-30,12-Oct,4372,0,1929,2443,87.95,2149,Minimum.,Peak Live + Cummulative Dead,10/13/1942,11/18/1942,2,"Type-4: Relative Abundance, medium resolution",9
1942,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,,15-Oct,518,0,259,259,91.18,236,Minimum Adams % spawn.,Peak Live + Cummulative Dead,9/30/1942,10/21/1942,2,"Type-4: Relative Abundance, medium resolution",9
1942,Lower Fraser,Emory Creek,T4,CU not identified,,27-Sep,20,0,10,10,0,0,Blocked fish.,Peak Live + Cummulative Dead,7/28/1942,11/23/1942,14,"Type-3: Relative Abundance, high resolution",
1942,Lower Fraser,Spuzzum Creek,T4,CU not identified,,20-Jul,202,0,56,146,2.42,4,Blocked fish.,Peak Live + Cummulative Dead,7/5/1942,11/20/1942,47,"Type-3: Relative Abundance, high resolution",
1942,Lower Fraser,Upper Pitt River,T2,Pitt - Early Summer,Sep 18-20,,19068,0,9365,9703,94.37,9157,,Peak Live + Cummulative Dead,8/27/1942,10/9/1942,5,"Type-3: Relative Abundance, high resolution",18
1942,Lower Fraser,Widgeon Slough,T3,Widgeon - Summer,,,1042,0,510,532,98.42,524,Only one observation Nov 19.  25-year avg. % spawn.,Peak Live + Cummulative Dead,11/19/1942,,1,"Type-4: Relative Abundance, medium resolution",27
1942,Nechako,Bednesti Creek,T3,Francois-Fraser - Summer,,1-Aug,257,0,128,129,0,0,Strays,Peak Live + Cummulative Dead,8/5/1942,8/8/1942,2,"Type-4: Relative Abundance, medium resolution",
1942,Nechako,Early Nadina River,T2,Francois (First Run) - Early Summer (extirpated?),,29-Aug,112,0,56,56,88.55,50,,Peak Live + Cummulative Dead,9/2/1942,9/16/1942,2,"Type-4: Relative Abundance, medium resolution",17
1942,Nechako,Endako River,T2,Fraser - Early Summer,3-Sep,25-Aug,504,0,135,369,95.56,353,,Peak Live + Cummulative Dead,9/3/1942,9/15/1942,2,"Type-4: Relative Abundance, medium resolution",
1942,Nechako,Dog Creek,T2,CU not identified,,20-Jul,310,0,101,209,0,0,Strays,Peak Live + Cummulative Dead,8/5/1942,8/19/1942,2,"Type-4: Relative Abundance, medium resolution",
1942,Nechako,Ormond Creek,T3,Francois-Fraser - Summer,1-Sep,16-Aug,70,0,21,49,50,25,,Peak Live + Cummulative Dead,8/3/1942,9/15/1942,4,"Type-4: Relative Abundance, medium resolution",
1942,Harrison-Lillooet,Ryan River,T4,Lillooet-Harrison - Late,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,10/7/1942,,1,"Type-4: Relative Abundance, medium resolution",28
1942,Harrison-Lillooet,Miller Creek,T4,Lillooet-Harrison - Late,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,10/7/1942,,1,"Type-4: Relative Abundance, medium resolution",28
1942,Harrison-Lillooet,Lillooet Slough,T4,Lillooet-Harrison - Late,,,0,0,0,0,0,0,Present,Adults Present,9/25/1942,10/16/1942,3,"Type-4: Relative Abundance, medium resolution",28
1942,Nechako,Stellako River,T3,Francois-Fraser - Summer,Sep 29-Oct 2,7-Sep,91840,0,32805,59035,95.92,56626,,Peak Live + Cummulative Dead,8/3/1942,9/29/1942,12,"Type-3: Relative Abundance, high resolution",3
1942,North Thompson,Raft River,T3,Kamloops - Summer,Sep 14-17,16-Aug,713,0,307,406,86.96,353,Minimum.,Peak Live + Cummulative Dead,8/16/1942,9/25/1942,17,"Type-3: Relative Abundance, high resolution",5
1942,Upper Fraser,"Bowron River, upper",T2,Bowron - Early Summer,Aug 20-25,31-Jul,1634,0,716,918,70.54,647,Minimum.,Peak Live + Cummulative Dead,8/13/1942,9/20/1942,11,"Type-3: Relative Abundance, high resolution",4
1942,Late South Thompson,Adams Lake,T4,Shuswap Complex - Late,Oct. 15-20,,200000,0,84080,115920,91.18,105696,Most spawning took place in river above dam,Peak Live + Cummulative Dead,10/25/1942,,,,9
1942,North Thompson,Barriere River,T3,Kamloops - Summer,,,0,0,0,0,0,0,Three surveys; no sockeye observed.,Peak Live + Cummulative Dead,8/28/1942,9/15/1942,3,"Type-4: Relative Abundance, medium resolution",26
1942,North Thompson,"Barriere River, upper",T2,North Barriere - Early Summer,,,0,0,0,0,0,0,Not inspected?,,,,,,14
1942,North Thompson,North Thompson River,T3,Kamloops - Summer,,,0,0,0,0,0,0,Not inspected?,,,,,,25
1942,North Thompson,Clearwater River,T3,Kamloops - Summer,,,0,0,0,0,0,0,Not inspected?,,,,,,26
1942,Late South Thompson,Wap Creek,T4,Shuswap Complex - Late,,,0,0,0,0,0,0,One survey; no sockeye oberved.,Peak Live + Cummulative Dead,11/14/1942,,1,"Type-4: Relative Abundance, medium resolution",9
1942,Late South Thompson,Noisy Creek,T4,Shuswap Complex - Late,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,11/14/1942,,1,"Type-4: Relative Abundance, medium resolution",9
1942,Late South Thompson,Tsuius Creek,T4,Shuswap Complex - Late,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,11/14/1942,,1,"Type-4: Relative Abundance, medium resolution",9
1942,Harrison-Lillooet,Cogburn Creek,T4,Harrison (D/S) - Late,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,9/17/1942,,1,"Type-4: Relative Abundance, medium resolution",28
1942,Quesnel,Penfold Creek,T3,Quesnel - Summer,,,0,0,0,0,0,0,"One survey; no sockeye observed. Substrate covered in silt, very little available spawning gravel.",Peak Live + Cummulative Dead,9/12/1942,,1,"Type-4: Relative Abundance, medium resolution",6
1942,Harrison-Lillooet,Mystery Creek,T4,Harrison (D/S) - Late,,,0,0,0,0,0,0,Three surveys; no sockeye observed.,Peak Live + Cummulative Dead,9/17/1942,10/1/1942,3,"Type-4: Relative Abundance, medium resolution",28
1942,Harrison-Lillooet,20 Mile Creek,T4,Harrison (D/S) - Late,,,0,0,0,0,0,0,Three surveys; no sockeye observed.,Peak Live + Cummulative Dead,9/3/1942,9/29/1942,3,"Type-4: Relative Abundance, medium resolution",28
1942,Harrison-Lillooet,Pemberton Creek,T4,Lillooet-Harrison - Late,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,10/1/1942,,1,"Type-4: Relative Abundance, medium resolution",28
1942,Early South Thompson,McNomee Creek,T2,Shuswap - Early Summer,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,9/19/1942,,1,"Type-4: Relative Abundance, medium resolution",8
1942,Late South Thompson,"Adams River, upper",T4,Shuswap Complex - Late,,,0,0,0,0,0,0,Two surveys; no sockeye observed.,Peak Live + Cummulative Dead,10/28/1942,11/6/1942,2,"Type-4: Relative Abundance, medium resolution",9
1942,North Thompson,Finn Creek,T3,Kamloops - Summer,,,0,0,0,0,0,0,Three surveys; no sockeye observed.,Peak Live + Cummulative Dead,8/19/1942,9/24/1942,3,"Type-4: Relative Abundance, medium resolution",26
1942,North Thompson,Lion Creek,T3,Kamloops - Summer,,,0,0,0,0,0,0,Two surveys; no sockeye observed.,Peak Live + Cummulative Dead,8/20/1942,9/2/1942,2,"Type-4: Relative Abundance, medium resolution",26
1942,North Thompson,Lemieux Creek,T3,Kamloops - Summer,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,8/24/1942,,1,"Type-4: Relative Abundance, medium resolution",26
1942,Early South Thompson,Celista Creek,T2,Shuswap - Early Summer,,,0,0,0,0,0,0,Two surveys; no sockeye observed.,Peak Live + Cummulative Dead,8/27/1942,9/9/1942,2,"Type-4: Relative Abundance, medium resolution",21
1942,Late South Thompson,Bessette Creek,T4,Shuswap Complex - Late,,,0,0,0,0,0,0,One survey; no sockeye oobserved.,Peak Live + Cummulative Dead,11/14/1942,,1,"Type-4: Relative Abundance, medium resolution",9
1942,Quesnel,Quesnel River,T3,Middle Fraser - Summer,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,9/16/1942,,1,"Type-4: Relative Abundance, medium resolution",
1943,Chilcotin,Chilko River,T3,Chilko - Summer,Sep 24-Oct 1,21-Aug,10474,733,3478,6263,96.5,6044,,Peak Live + Cummulative Dead,9/24/1943,10/24/1943,20,"Type-3: Relative Abundance, high resolution",7
1943,Harrison-Lillooet,Big Silver Creek,T4,Harrison (D/S) - Late,,,5,0,2,3,87.91,3,13-year avg. % spawn.,Peak Live + Cummulative Dead,10/16/1943,,1,"Type-4: Relative Abundance, medium resolution",28
1943,Harrison-Lillooet,Birkenhead River,T4,Lillooet-Harrison - Late,Sep 27-Oct 2,1-Sep,50668,2112,21491,27065,93.3,25252,,Peak Live + Cummulative Dead,8/26/1943,10/25/1943,42,"Type-3: Relative Abundance, high resolution",10
1943,Lower Fraser,Coquihalla River,T4,CU not identified,,,7,0,3,4,0,0,Blocked fish.,Peak Live + Cummulative Dead,7/22/1943,11/8/1943,3,"Type-4: Relative Abundance, medium resolution",
1943,Lower Fraser,Cultus Lake,T4,Cultus - Late,,,11875,53,3881,7941,0,0,No spawn success data available. Fence in all summer.,Fixed Site Census,8/25/1943,1/1/1944,130,"Type-1: True Abundance, high resolution",11
1943,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,,,0,0,0,0,0,0,,,,,,,23
1943,Lower Fraser,Nahatlatch Lake,T2,Nahatlatch - Early Summer,,,0,0,0,0,0,0,Not inspected?,,,,,,24
1943,Harrison-Lillooet,Bear Creek,T4,Harrison (D/S) - Late,,,0,0,0,0,0,0,None observed?,,,,,,28
1943,Harrison-Lillooet,Douglas Creek,T4,Harrison (D/S) - Late,,,0,0,0,0,0,0,No sockeye observed but possibly present.,Peak Live + Cummulative Dead,8/30/1943,,1,"Type-4: Relative Abundance, medium resolution",28
1943,Seton-Anderson,Gates River,T2,Anderson-Seton - Early Summer,,,0,0,0,0,0,0,Present?,,,,,,16
1943,Seton-Anderson,Portage Creek,T4,Seton - Late,,,0,0,0,0,0,0,Not inspected?,,,,,,12
1943,Early South Thompson,Seymour River,T2,Shuswap - Early Summer,Sep 4-10,25-Aug,67,0,35,32,95,30,,Peak Live + Cummulative Dead,9/13/1943,,1,"Type-4: Relative Abundance, medium resolution",8
1943,Early Stuart,Forfar Creek,T1,Takla-Trembleur - Early Stuart,Aug 5-10,30-Jul,363,0,151,212,97.3,206,,Peak Live + Cummulative Dead,7/22/1943,8/8/1943,4,"Type-4: Relative Abundance, medium resolution",1
1943,Early Stuart,O'Ne-ell Creek,T1,Takla-Trembleur - Early Stuart,Aug 8-13,1-Aug,1976,0,823,1153,97.3,1122,,Peak Live + Cummulative Dead,7/22/1943,8/12/1943,6,"Type-3: Relative Abundance, high resolution",1
1943,Early Stuart,Narrows Creek,T1,Takla-Trembleur - Early Stuart,,,5,0,2,3,97.3,3,,,,,,,1
1943,Early Stuart,Van Decar Creek,T1,Takla-Trembleur - Early Stuart,Aug 8-12,1-Aug,394,0,164,230,97.3,224,,Peak Live + Cummulative Dead,8/10/1943,,1,"Type-4: Relative Abundance, medium resolution",1
1943,Harrison-Lillooet,East Creek,T4,Harrison (U/S) - Late,Nov 1-3,26-Oct,16,0,8,8,100,8,,Peak Live + Cummulative Dead,10/26/1943,11/17/1943,2,"Type-4: Relative Abundance, medium resolution",13
1943,Harrison-Lillooet,Harrison Lake,T4,Harrison (D/S) - Late,,,54,0,27,27,100,27,,Peak Live + Cummulative Dead,10/27/1943,11/7/1943,4,"Type-4: Relative Abundance, medium resolution",28
1943,Harrison-Lillooet,Harrison River,T3,Harrison River - Summer,Nov 12-15,5-Nov,2021,0,1010,1011,100,1011,,Peak Live + Cummulative Dead,10/21/1943,11/30/1943,5,"Type-3: Relative Abundance, high resolution",19
1943,Harrison-Lillooet,Trout Lake Creek,T4,Harrison (D/S) - Late,Oct 23-26,,139,0,69,70,98.11,69,,Peak Live + Cummulative Dead,10/5/1943,11/14/1943,17,"Type-3: Relative Abundance, high resolution",28
1943,Harrison-Lillooet,Weaver Creek,T4,Harrison (U/S) - Late,Oct 23-28,15-Oct,3879,16,1931,1932,99,1913,,Peak Live + Cummulative Dead,10/11/1943,11/17/1943,15,"Type-3: Relative Abundance, high resolution",13
1943,Late South Thompson,"Adams River, lower",T4,Shuswap Complex - Late,Oct 15-20,20-Sep,94325,0,47162,47163,95,44805,Includes Little River and Big Shuswap Lake. No separ,Mark & Recapture: Petersen,9/28/1943,11/27/1943,38,"Type-2: True Abundance, medium resolution",9
1943,Lower Fraser,Emory Creek,T4,CU not identified,,,2,0,1,1,0,0,Blocked fish.,Peak Live + Cummulative Dead,8/4/1943,8/11/1943,3,"Type-4: Relative Abundance, medium resolution",
1943,Lower Fraser,Spuzzum Creek,T4,CU not identified,,,31,0,15,16,0,0,Blocked fish.,Peak Live + Cummulative Dead,7/6/1943,9/14/1943,17,"Type-3: Relative Abundance, high resolution",
1943,Lower Fraser,Upper Pitt River,T2,Pitt - Early Summer,Sep 13-18,,39257,0,20805,18452,95,17529,,Mark & Recapture: Petersen,9/9/1943,10/3/1943,7,"Type-3: Relative Abundance, high resolution",18
1943,Lower Fraser,Widgeon Slough,T3,Widgeon - Summer,1-Nov,,391,0,194,197,95,187,,Peak Live + Cummulative Dead,11/4/1943,11/23/1943,2,"Type-4: Relative Abundance, medium resolution",27
1943,Nechako,Endako River,T2,Fraser - Early Summer,,19-Aug,83,0,41,42,97.8,41,,Peak Live + Cummulative Dead,8/26/1943,,1,"Type-4: Relative Abundance, medium resolution",
1943,Nechako,Stellako River,T3,Francois-Fraser - Summer,Oct 13-18,7-Sep,14897,0,5005,9892,97.8,9674,,Mark & Recapture: Petersen,9/16/1943,11/6/1943,8,"Type-3: Relative Abundance, high resolution",3
1943,North Thompson,Raft River,T3,Kamloops - Summer,Aug 25-30,15-Aug,5267,0,2597,2670,87.47,2335,,Peak Live + Cummulative Dead,8/18/1943,9/17/1943,5,"Type-3: Relative Abundance, high resolution",5
1943,Upper Fraser,Antler Creek,T2,CU not identified,Aug 25-30,,122,0,61,61,95.65,58,,Peak Live + Cummulative Dead,8/26/1943,9/18/1943,5,"Type-3: Relative Abundance, high resolution",4
1943,Upper Fraser,"Bowron River, upper",T2,Bowron - Early Summer,Aug 20-25,4-Aug,6339,0,2485,3854,95.65,3686,,Fixed Site Census,8/3/1943,9/23/1943,51,"Type-1: True Abundance, high resolution",4
1943,Seton-Anderson,Seton Creek,T3,CU not identified,,,67,0,0,0,0,0,Blocked fish or Portage-bound.,,,,,,
1943,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,,,0,0,0,0,0,0,Not inspected?,,,,,,
1943,Early South Thompson,Scotch Creek,T2,Shuswap - Early Summer,,,0,0,0,0,0,0,Not inspected?,,,,,,15
1943,Early South Thompson,Eagle River,T2,Shuswap - Early Summer,,,0,0,0,0,0,0,Not inspected?,,,,,,21
1943,Early South Thompson,"Momich River, lower",T2,Shuswap - Early Summer,,,0,0,0,0,0,0,,,,,,,21
1943,Early South Thompson,"Adams River, upper",T2,Shuswap - Early Summer,,,0,0,0,0,0,0,Not inspected?,,,,,,21
1943,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,,,0,0,0,0,0,0,Present,,,,,,9
1943,Early South Thompson,Anstey River,T2,Shuswap - Early Summer,,,0,0,0,0,0,0,Not inspected?,,,,,,21
1943,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,,,0,0,0,0,0,0,Not inspected?,,,,,,9
1943,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,11/18/1943,,1,"Type-4: Relative Abundance, medium resolution",9
1943,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,,,0,0,0,0,0,0,Not inspected?,,,,,,9
1943,Late South Thompson,Lower Shuswap River,T4,Shuswap Complex - Late,,,0,0,0,0,0,0,Three surveys; no sockeye observed.,Peak Live + Cummulative Dead,10/20/1943,11/15/1943,3,"Type-4: Relative Abundance, medium resolution",9
1943,Late South Thompson,Middle Shuswap River,T4,Shuswap Complex - Late,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,11/15/1943,,1,"Type-4: Relative Abundance, medium resolution",9
1943,Late South Thompson,Hunakwa Creek,T4,Shuswap Complex - Late,,,0,0,0,0,0,0,Not inspected?,,,,,,9
1943,Late South Thompson,Salmon River,T4,Shuswap Complex - Late,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,11/13/1943,,1,"Type-4: Relative Abundance, medium resolution",9
1943,North Thompson,Barriere River,T3,Kamloops - Summer,,,0,0,0,0,0,0,Not inspected?,,,,,,26
1943,North Thompson,"Barriere River, upper",T2,North Barriere - Early Summer,,,0,0,0,0,0,0,Not inspected?,,,,,,14
1943,North Thompson,Clearwater River,T3,Kamloops - Summer,,,0,0,0,0,0,0,Not inspected?,,,,,,26
1943,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,,,0,0,0,0,0,0,,,,,,,7
1943,Chilcotin,Taseko Lake,T2,Taseko - Early Summer,,,0,0,0,0,0,0,Likely not surveyed,,,,,,22
1943,Quesnel,Horsefly River,T3,Quesnel - Summer,,,0,0,0,0,0,0,Four surveys; no sockeye observed.,Peak Live + Cummulative Dead,9/9/1943,9/13/1943,4,"Type-4: Relative Abundance, medium resolution",6
1943,Quesnel,Little Horsefly River,T3,Quesnel - Summer,,,0,0,0,0,0,0,None observed?,,,,,,6
1943,Quesnel,Mitchell River,T3,Quesnel - Summer,,,0,0,0,0,0,0,None observed?,,,,,,6
1943,Quesnel,McKinley Creek,T3,Quesnel - Summer,,,0,0,0,0,0,0,None observed?,,,,,,6
1943,Nechako,Early Nadina River,T2,Francois (First Run) - Early Summer (extirpated?),,,0,0,0,0,0,0,Not inspected.,,,,,,17
1943,Nechako,Late Nadina River,T2,Nadina-Francois - Early Summer,,,0,0,0,0,0,0,Not surveyed,,,,,,17
1943,Nechako,Nithi River,T3,Francois-Fraser - Summer,,,0,0,0,0,0,0,None observed?,,,,,,
1943,Nechako,Ormond Creek,T3,Francois-Fraser - Summer,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,8/24/1943,,1,"Type-4: Relative Abundance, medium resolution",
1943,Early Stuart,Ankwill Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,Bivouac Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,Blanchet Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,Crow Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,Driftwood River,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,Dust Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,7/26/1943,,1,"Type-4: Relative Abundance, medium resolution",1
1943,Early Stuart,Sidney Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,Fleming Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,8/5/1943,,1,"Type-4: Relative Abundance, medium resolution",1
1943,Early Stuart,Lovell Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,French Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,Frypan Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,Gluske Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,8/7/1943,,1,"Type-4: Relative Abundance, medium resolution",1
1943,Early Stuart,Hudson Bay Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,Leo Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,McDougall Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,Paula Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,Point Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,Sakeniche River,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,Sandpoint Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,Shale Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,Sinta Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,Maclaing Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,15 Mile Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Early Stuart,25 Mile Creek,T1,Takla-Trembleur - Early Stuart,,,0,0,0,0,0,0,None observed?,,,,,,1
1943,Late Stuart,Kazchek Creek,T3,Takla-Trembleur-Stuart - Summer,,,0,0,0,0,0,0,None Observed?,,,,,,2
1943,Late Stuart,Kuzkwa Creek,T3,Takla-Trembleur-Stuart - Summer,,,0,0,0,0,0,0,None observed?,,,,,,2
1943,Late Stuart,Middle River,T3,Takla-Trembleur-Stuart - Summer,,,0,0,0,0,0,0,None Observed,,,,,,2
1943,Late Stuart,Pinchi Creek,T3,Takla-Trembleur-Stuart - Summer,,,0,0,0,0,0,0,None observed?,,,,,,2
1943,Late Stuart,Sakeniche River,T3,Takla-Trembleur-Stuart - Summer,,,0,0,0,0,0,0,None observed?,,,,,,2
1943,Late Stuart,Tachie River,T3,Takla-Trembleur-Stuart - Summer,,,0,0,0,0,0,0,None observed?,,,,,,2
1943,Harrison-Lillooet,Green River,T4,Lillooet-Harrison - Late,,,0,0,0,0,0,0,Present. Dominion Fisheries survey.,Adults Present,,,,,28
1943,Harrison-Lillooet,Lillooet Slough,T4,Lillooet-Harrison - Late,,,0,0,0,0,0,0,Present. Dominion Fisheries observation..,Adults Present,9/10/1943,,1,"Type-4: Relative Abundance, medium resolution",28
1943,Harrison-Lillooet,Miller Creek,T4,Lillooet-Harrison - Late,,,0,0,0,0,0,0,Two surveys; no sockeye observed.,Peak Live + Cummulative Dead,9/13/1943,9/25/1943,2,"Type-4: Relative Abundance, medium resolution",28
1943,Harrison-Lillooet,Ryan River,T4,Lillooet-Harrison - Late,,,0,0,0,0,0,0,"One survey, no sockeye observed.",Peak Live + Cummulative Dead,9/13/1943,,1,"Type-4: Relative Abundance, medium resolution",28
1943,Harrison-Lillooet,25 Mile Creek,T4,Lillooet-Harrison - Late,,,0,0,0,0,0,0,Present?,,,,,,28
1943,Late South Thompson,Anstey River,T4,Shuswap Complex - Late,,,0,0,0,0,0,0,Not inspected?,,,,,,9
1943,Late South Thompson,Eagle River,T4,Shuswap Complex - Late,,,0,0,0,0,0,0,Two surveys; no sockeye observed.,Peak Live + Cummulative Dead,10/19/1943,11/13/1943,2,"Type-4: Relative Abundance, medium resolution",9
1943,Late South Thompson,Momich River,T4,Shuswap Complex - Late,,,0,0,0,0,0,0,Not inspected?,,,,,,9
1943,North Thompson,North Thompson River,T3,Kamloops - Summer,,,0,0,0,0,0,0,Not inspected?,,,,,,25
1943,Harrison-Lillooet,Cogburn Creek,T4,Harrison (D/S) - Late,,,0,0,0,0,0,0,One survey; no sockeye observed.,Peak Live + Cummulative Dead,10/16/1943,,1,"Type-4: Relative Abundance, medium resolution",28
