"DataSet","Species","Year","SpnForAbd_Total","SpnForTrend_Total","SpnForAbd_Wild","SpnForTrend_Wild","CU_ID","CU_Name","DU_ID","Recruits_Total","Recruits_Wild","CU_ID_Report","Abd_StartYr","UseYear"
"Sk_Fraser","Sockeye",1953,83171.2019,47564,83171.2019,47564,"CU_22","Quesnel_S","TBD",604343,604343,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1954,291.602,146,291.602,146,"CU_22","Quesnel_S","TBD",10692,10692,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1955,59.85,30,59.85,30,"CU_22","Quesnel_S","TBD",180,180,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1956,77.3,39,77.3,39,"CU_22","Quesnel_S","TBD",1115,1115,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1957,212483.65,132852,212483.65,132852,"CU_22","Quesnel_S","TBD",989724,989724,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1958,1834.456,1269,1834.456,1269,"CU_22","Quesnel_S","TBD",3385,3385,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1959,62.55,29,62.55,29,"CU_22","Quesnel_S","TBD",165,165,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1960,218.659,123,218.659,123,"CU_22","Quesnel_S","TBD",1469,1469,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1961,115055.5166,69950,115055.5166,69950,"CU_22","Quesnel_S","TBD",1196316,1196316,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1962,1018.95,566,1018.95,566,"CU_22","Quesnel_S","TBD",7257,7257,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1963,70.384,40,70.384,40,"CU_22","Quesnel_S","TBD",956,956,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1964,349.582,159,349.582,159,"CU_22","Quesnel_S","TBD",2812,2812,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1965,194335.7885,105342,194335.7885,105342,"CU_22","Quesnel_S","TBD",1652928,1652928,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1966,1605.0346,1040,1605.0346,1040,"CU_22","Quesnel_S","TBD",7434,7434,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1967,47.6,24,47.6,24,"CU_22","Quesnel_S","TBD",1750,1750,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1968,664.5,462.4707,664.5,462.4707,"CU_22","Quesnel_S","TBD",428,428,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1969,131203.0413,76565,131203.0413,76565,"CU_22","Quesnel_S","TBD",1634350,1634350,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1970,585.3445,388,585.3445,388,"CU_22","Quesnel_S","TBD",20339,20339,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1971,26.334,16,26.334,16,"CU_22","Quesnel_S","TBD",747,747,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1972,72.426,46,72.426,46,"CU_22","Quesnel_S","TBD",856,856,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1973,203710.5506,112414,203710.5506,112414,"CU_22","Quesnel_S","TBD",2330793,2330793,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1974,4415.3018,2587,4415.3018,2587,"CU_22","Quesnel_S","TBD",30874,30874,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1975,193,105,193,105,"CU_22","Quesnel_S","TBD",1865,1865,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1976,305,209,305,209,"CU_22","Quesnel_S","TBD",1233,1233,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1977,310513.5797,160497,310513.5797,160497,"CU_22","Quesnel_S","TBD",3864815,3864815,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1978,8476.256,4349,8476.256,4349,"CU_22","Quesnel_S","TBD",196546,196546,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1979,452.9504,238,452.9504,238,"CU_22","Quesnel_S","TBD",6011,6011,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1980,195.5678,98,195.5678,98,"CU_22","Quesnel_S","TBD",2446,2446,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1981,619079.2221,329583,619079.2221,329583,"CU_22","Quesnel_S","TBD",9767044,9767044,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1982,38865.9837,20035,38865.9837,20035,"CU_22","Quesnel_S","TBD",555386,555386,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1983,1627.887,1098,1627.887,1098,"CU_22","Quesnel_S","TBD",40379,40379,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1984,852.267,551,852.267,551,"CU_22","Quesnel_S","TBD",6868,6868,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1985,1277338.8428,691861,1277338.8428,691861,"CU_22","Quesnel_S","TBD",12471835,12471835,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1986,169502.3059,94649,169502.3059,94649,"CU_22","Quesnel_S","TBD",2532743,2532743,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1987,17753.7538,11238,17753.7538,11238,"CU_22","Quesnel_S","TBD",176581,176581,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1988,6078.578,4185,6078.578,4185,"CU_22","Quesnel_S","TBD",26342,26342,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1989,1838421.5646,940800.9679,1838421.5646,940800.9679,"CU_22","Quesnel_S","TBD",10619497,10619497,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1990,481524.9885,258251.6177,481524.9885,258251.6177,"CU_22","Quesnel_S","TBD",3283049,3283049,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1991,45431.14,25148.1925,45431.14,25148.1925,"CU_22","Quesnel_S","TBD",150867,150867,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1992,5862,4251.7696,5862,4251.7696,"CU_22","Quesnel_S","TBD",29213,29213,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1993,2556111.1558,1489050,2556111.1558,1489050,"CU_22","Quesnel_S","TBD",6844587,6844587,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1994,651422.5094,353264,651422.5094,353264,"CU_22","Quesnel_S","TBD",2476373,2476373,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1995,210319.507,116867,210319.507,116867,"CU_22","Quesnel_S","TBD",167306,167306,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1996,39372.227,21719,39372.227,21719,"CU_22","Quesnel_S","TBD",87515,87515,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1997,1651326.7457,885434,1651326.7457,885434,"CU_22","Quesnel_S","TBD",4677208,4677208,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1998,1041775.8066,527427,1041775.8066,527427,"CU_22","Quesnel_S","TBD",4739819,4739819,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1999,174110.2856,106100,174110.2856,106100,"CU_22","Quesnel_S","TBD",810586,810586,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2000,62836.048,36957,62836.048,36957,"CU_22","Quesnel_S","TBD",53810,53810,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2001,3204416.6689,1671869,3204416.6689,1671869,"CU_22","Quesnel_S","TBD",3691871,3691871,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2002,953836.281,1575764.1853,953836.281,1575764.1853,"CU_22","Quesnel_S","TBD",639790,639790,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2003,276328.2833,146407,276328.2833,146407,"CU_22","Quesnel_S","TBD",143028,143028,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2004,10167.8234,6534,10167.8234,6534,"CU_22","Quesnel_S","TBD",12531,12531,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2005,881111.1862,817594.4002,881111.1862,817594.4002,"CU_22","Quesnel_S","TBD",206114,206114,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2006,160035.5874,87614,160035.5874,87614,"CU_22","Quesnel_S","TBD",649110,649110,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2007,69945.1033,33004,69945.1033,33004,"CU_22","Quesnel_S","TBD",73586,73586,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2008,4214.8904,2459,4214.8904,2459,"CU_22","Quesnel_S","TBD",7263,7263,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2009,148132.3219,79915,148132.3219,79915,"CU_22","Quesnel_S","TBD",318351,318351,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2010,235063.7453,127648,235063.7453,127648,"CU_22","Quesnel_S","TBD",2528596,2528596,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2011,31358.8763,16690,31358.8763,16690,"CU_22","Quesnel_S","TBD",40431,40431,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2012,198.077,95,198.077,95,"CU_22","Quesnel_S","TBD",2678,2678,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2013,172393.4752,91714,172393.4752,91714,"CU_22","Quesnel_S","TBD",146617,146617,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2014,817515.0427,419944,817515.0427,419944,"CU_22","Quesnel_S","TBD",NA,NA,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2015,43538.5765,25088,43538.5765,25088,"CU_22","Quesnel_S","TBD",NA,NA,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2016,369.5234,202,369.5234,202,"CU_22","Quesnel_S","TBD",NA,NA,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2017,105880.2722,58459,105880.2722,58459,"CU_22","Quesnel_S","TBD",NA,NA,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2018,667254.9188,324363,667254.9188,324363,"CU_22","Quesnel_S","TBD",NA,NA,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",2019,20522.16,14064,20522.16,14064,"CU_22","Quesnel_S","TBD",NA,NA,"CU-22",1950,TRUE
"Sk_Fraser","Sockeye",1965,981,589,981,589,"CU_10","Seton_L","TBD",3308,3308,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1966,29703.7611,15201,29703.7611,15201,"CU_10","Seton_L","TBD",31007,31007,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1967,3856.755,1983,3856.755,1983,"CU_10","Seton_L","TBD",4119,4119,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1968,83.4544,50,83.4544,50,"CU_10","Seton_L","TBD",1046,1046,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1969,945.5697,491,945.5697,491,"CU_10","Seton_L","TBD",30743,30743,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1970,3828.4605,2139,3828.4605,2139,"CU_10","Seton_L","TBD",56751,56751,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1971,281,155,281,155,"CU_10","Seton_L","TBD",15812,15812,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1972,190,98,190,98,"CU_10","Seton_L","TBD",13156,13156,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1973,2834.3376,1688,2834.3376,1688,"CU_10","Seton_L","TBD",80696,80696,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1974,8263.9725,4843,8263.9725,4843,"CU_10","Seton_L","TBD",40966,40966,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1975,3081.02,1631,3081.02,1631,"CU_10","Seton_L","TBD",14926,14926,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1976,1010.74,753,1010.74,753,"CU_10","Seton_L","TBD",7097,7097,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1977,7304.078,3923,7304.078,3923,"CU_10","Seton_L","TBD",39221,39221,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1978,9449.166,3963,9449.166,3963,"CU_10","Seton_L","TBD",104330,104330,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1979,3552.835,2023,3552.835,2023,"CU_10","Seton_L","TBD",52156,52156,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1980,1761.48,996,1761.48,996,"CU_10","Seton_L","TBD",11476,11476,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1981,5764.833,2951,5764.833,2951,"CU_10","Seton_L","TBD",16505,16505,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1982,23148.6033,11734,23148.6033,11734,"CU_10","Seton_L","TBD",209321,209321,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1983,7685.024,4909,7685.024,4909,"CU_10","Seton_L","TBD",36858,36858,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1984,1702.305,941,1702.305,941,"CU_10","Seton_L","TBD",49576,49576,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1985,1679.574,960,1679.574,960,"CU_10","Seton_L","TBD",23997,23997,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1986,13805.106,6213,13805.106,6213,"CU_10","Seton_L","TBD",71339,71339,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1987,6728.612,3766,6728.612,3766,"CU_10","Seton_L","TBD",61873,61873,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1988,1050,784,1050,784,"CU_10","Seton_L","TBD",20694,20694,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1989,7814.68,5067,7814.68,5067,"CU_10","Seton_L","TBD",195614,195614,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1990,18029.7888,8415,18029.7888,8415,"CU_10","Seton_L","TBD",50970,50970,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1991,11885.4633,7292,11885.4633,7292,"CU_10","Seton_L","TBD",15829,15829,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1992,2704.3764,1378,2704.3764,1378,"CU_10","Seton_L","TBD",16087,16087,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1993,19760,9829,19760,9829,"CU_10","Seton_L","TBD",173802,173802,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1994,9014.148,3890,9014.148,3890,"CU_10","Seton_L","TBD",127647,127647,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1995,7289.8875,4319,7289.8875,4319,"CU_10","Seton_L","TBD",37977,37977,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1996,2968.2428,1759,2968.2428,1759,"CU_10","Seton_L","TBD",85187,85187,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1997,8799.166,5056,8799.166,5056,"CU_10","Seton_L","TBD",41181,41181,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1998,22786.995,11873,22786.995,11873,"CU_10","Seton_L","TBD",17678,17678,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1999,4150.5264,2079,4150.5264,2079,"CU_10","Seton_L","TBD",8951,8951,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2000,1182.9618,671,1182.9618,671,"CU_10","Seton_L","TBD",12743,12743,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2001,2845.395,1851,2845.395,1851,"CU_10","Seton_L","TBD",18585,18585,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2002,14870.7585,8001,14870.7585,8001,"CU_10","Seton_L","TBD",48183,48183,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2003,4775.004,3179,4775.004,3179,"CU_10","Seton_L","TBD",4835,4835,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2004,1287,778,1287,778,"CU_10","Seton_L","TBD",5688,5688,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2005,11991.385,8261,11991.385,8261,"CU_10","Seton_L","TBD",2520,2520,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2006,17720.757,10971,17720.757,10971,"CU_10","Seton_L","TBD",172310,172310,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2007,1699,849,1699,849,"CU_10","Seton_L","TBD",2856,2856,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2008,82.0814,63,82.0814,63,"CU_10","Seton_L","TBD",303,303,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2009,1544.4603,792,1544.4603,792,"CU_10","Seton_L","TBD",12139,12139,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2010,47722.125,26687,47722.125,26687,"CU_10","Seton_L","TBD",83792,83792,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2011,879.503,330,879.503,330,"CU_10","Seton_L","TBD",51,51,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2012,25,13,25,13,"CU_10","Seton_L","TBD",219,219,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2013,6952.5903,4181,6952.5903,4181,"CU_10","Seton_L","TBD",2583,2583,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2014,21581.6057,12327,21581.6057,12327,"CU_10","Seton_L","TBD",NA,NA,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2015,34.416,17,34.416,17,"CU_10","Seton_L","TBD",NA,NA,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2016,41,21,41,21,"CU_10","Seton_L","TBD",NA,NA,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2017,1032.7958,441,1032.7958,441,"CU_10","Seton_L","TBD",NA,NA,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2018,35459.13,22395,35459.13,22395,"CU_10","Seton_L","TBD",NA,NA,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",2019,520,260,520,260,"CU_10","Seton_L","TBD",NA,NA,"CU-10",1965,TRUE
"Sk_Fraser","Sockeye",1950,10316.49,4716,10316.49,4716,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1951,22758.656,11504,22758.656,11504,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1952,5462.182,2790,5462.182,2790,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1953,6559.1204,3687,6559.1204,3687,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1954,24159.6048,12463,24159.6048,12463,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1955,8773.638,5178,8773.638,5178,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1956,2450.69,1110,2450.69,1110,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1957,12825.46,8319,12825.46,8319,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1958,77665.661,44285,77665.661,44285,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1959,52257.69,25473,52257.69,25473,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1960,2901,1862,2901,1862,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1961,3845.29,2252,3845.29,2252,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1962,49856.382,27412,49856.382,27412,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1963,49942.838,26742,49942.838,26742,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1964,2712.06,1321,2712.06,1321,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1965,7426.892,3327,7426.892,3327,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1966,26332.8456,13179,26332.8456,13179,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1967,12505.896,7264,12505.896,7264,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1968,3697.913,2064,3697.913,2064,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1969,9079.805,4593,9079.805,4593,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1970,8447.4456,3745,8447.4456,3745,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1971,17334.508,9463,17334.508,9463,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1972,2751.564,1418,2751.564,1418,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1973,8715.6337,4116,8715.6337,4116,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1974,44562.747,25371,44562.747,25371,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1975,36570.204,15756,36570.204,15756,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1976,8304.138,4918,8304.138,4918,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1977,17674.0389,9585,17674.0389,9585,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1978,64522.4968,31848,64522.4968,31848,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1979,48132.5172,24866,48132.5172,24866,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1980,8134.3249,4678,8134.3249,4678,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1981,28359.1026,12241,28359.1026,12241,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1982,67366.2713,29763,67366.2713,29763,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1983,29753.7914,14147,29753.7914,14147,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1984,17569.6298,9413,17569.6298,9413,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1985,8900.742,4120,8900.742,4120,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1986,151082.8052,68316,151082.8052,68316,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1987,81760.6169,42228,81760.6169,42228,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1988,17496.3135,8712,17496.3135,8712,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1989,12743,6792,12743,6792,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1990,348904.7335,142645,348904.7335,142645,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1991,136827.9162,65336,136827.9162,65336,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1992,7875.7932,4971,7875.7932,4971,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1993,18299.9533,8209,18299.9533,8209,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1994,131126.024,45863,131126.024,45863,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1995,62531.4143,31711,62531.4143,31711,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1996,24810.7853,11795,24810.7853,11795,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1997,4681.7191,2251,4681.7191,2251,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1998,66878.7298,31549,66878.7298,31549,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",1999,22364.7593,12106,22364.7593,12106,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2000,28490.1433,13592,28490.1433,13592,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2001,9032.0959,5079,9032.0959,5079,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2002,211677.0321,105840,211677.0321,105840,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2003,36367.424,20960,36367.424,20960,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2004,2087.2566,1194,2087.2566,1194,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2005,7734.7809,5012,7734.7809,5012,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2006,231140.7529,130518,231140.7529,130518,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2007,17444.1324,10663,17444.1324,10663,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2008,892.5816,450,892.5816,450,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2009,9758.8616,5758,9758.8616,5758,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2010,974989.8623,561401,974989.8623,561401,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2011,37806.2074,20445,37806.2074,20445,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2012,1596.6896,908,1596.6896,908,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2013,44223.5414,24840,44223.5414,24840,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2014,231789.6533,126175,231789.6533,126175,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2015,14173.7719,7495,14173.7719,7495,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
"Sk_Fraser","Sockeye",2016,1196.694,646,1196.694,646,"CU_20","Shuswap_ES","TBD",NA,NA,"CU-20",1950,TRUE
