"CU_ID","Species","Stock","Year","DataType","RelLBM","AbsLBM","LongTrend","PercChange","ProbDeclBelowLBM","Percentile","RelUBM","AbsUBM","RelAbd","AbsAbd","NumStdMetrics"
"CU-11","Sockeye","Harrison_US_L",2018,"Abs_Abd","Red","Amber","Red","Red",NA,"Red","Red","Amber","Red","Amber",6
"CU-11","Sockeye","Harrison_US_L",2019,"Abs_Abd","Red","Amber","Red","Red",NA,"Red","Red","Amber","Red","Amber",6
"CU-2","Sockeye","Kamloops_ES",1995,"Abs_Abd","Red","Amber","Amber","Red",NA,"Amber","Red","Amber","Red","Amber",6
"CU-2","Sockeye","Kamloops_ES",1996,"Abs_Abd","Red","Amber","Green","Red",NA,"Amber","Red","Amber","Red","Amber",6
"CU-2","Sockeye","Kamloops_ES",1997,"Abs_Abd","Red","Amber","Green","Green",NA,"Green","Red","Amber","Red","Amber",6
"CU-2","Sockeye","Kamloops_ES",1998,"Abs_Abd","Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-2","Sockeye","Kamloops_ES",1999,"Abs_Abd","Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-2","Sockeye","Kamloops_ES",2000,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-2","Sockeye","Kamloops_ES",2001,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-2","Sockeye","Kamloops_ES",2002,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-2","Sockeye","Kamloops_ES",2003,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-2","Sockeye","Kamloops_ES",2004,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-2","Sockeye","Kamloops_ES",2005,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-2","Sockeye","Kamloops_ES",2006,"Abs_Abd","Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-2","Sockeye","Kamloops_ES",2007,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-2","Sockeye","Kamloops_ES",2008,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-2","Sockeye","Kamloops_ES",2009,"Abs_Abd","Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-2","Sockeye","Kamloops_ES",2010,"Abs_Abd","Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-2","Sockeye","Kamloops_ES",2011,"Abs_Abd","Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-2","Sockeye","Kamloops_ES",2012,"Abs_Abd","Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-2","Sockeye","Kamloops_ES",2013,"Abs_Abd","Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-2","Sockeye","Kamloops_ES",2014,"Abs_Abd","Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-2","Sockeye","Kamloops_ES",2015,"Abs_Abd","Amber","Green","Green","Red",NA,"Green","Amber","Green","Amber","Green",6
"CU-2","Sockeye","Kamloops_ES",2016,"Abs_Abd","Amber","Green","Green","Amber",NA,"Green","Amber","Green","Amber","Green",6
"CU-2","Sockeye","Kamloops_ES",2017,"Abs_Abd","Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-2","Sockeye","Kamloops_ES",2018,"Abs_Abd","Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-2","Sockeye","Kamloops_ES",2019,"Abs_Abd","Red","Amber","Green","Red",NA,"Green","Red","Amber","Red","Amber",6
"CU-12","Sockeye","Lillooet_Harr_L",1995,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",1996,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",1997,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",1998,"Abs_Abd","Amber","Green","Green","Red",NA,"Green","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",1999,"Abs_Abd","Amber","Green","Green","Red",NA,"Green","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2000,"Abs_Abd","Amber","Green","Green","Red",NA,"Green","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2001,"Abs_Abd","Amber","Green","Green","Red",NA,"Green","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2002,"Abs_Abd","Amber","Green","Green","Red",NA,"Green","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2003,"Abs_Abd","Green","Green","Green","Red",NA,"Green","Green","Green","Green","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2004,"Abs_Abd","Green","Green","Green","Red",NA,"Green","Green","Green","Green","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2005,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2006,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2007,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2008,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2009,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2010,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2011,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2012,"Abs_Abd","Amber","Green","Green","Red",NA,"Green","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2013,"Abs_Abd","Amber","Green","Green","Red",NA,"Amber","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2014,"Abs_Abd","Amber","Green","Green","Red",NA,"Amber","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2015,"Abs_Abd","Amber","Green","Green","Red",NA,"Amber","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2016,"Abs_Abd","Amber","Green","Amber","Red",NA,"Amber","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2017,"Abs_Abd","Amber","Green","Amber","Red",NA,"Amber","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2018,"Abs_Abd","Amber","Green","Amber","Red",NA,"Red","Amber","Green","Amber","Green",6
"CU-12","Sockeye","Lillooet_Harr_L",2019,"Abs_Abd","Red","Green","Red","Red",NA,"Red","Red","Green","Red","Green",6
"CU-3","Sockeye","Nadina_Francois_ES",1995,"Abs_Abd","Red","Amber","Green","Amber",NA,"Amber","Red","Amber","Red","Amber",6
"CU-3","Sockeye","Nadina_Francois_ES",1996,"Abs_Abd","Red","Green","Green","Amber",NA,"Amber","Red","Green","Red","Green",6
"CU-3","Sockeye","Nadina_Francois_ES",1997,"Abs_Abd","Red","Amber","Green","Amber",NA,"Amber","Red","Amber","Red","Amber",6
"CU-3","Sockeye","Nadina_Francois_ES",1998,"Abs_Abd","Red","Green","Green","Amber",NA,"Amber","Red","Green","Red","Green",6
"CU-3","Sockeye","Nadina_Francois_ES",1999,"Abs_Abd","Red","Amber","Green","Green",NA,"Green","Red","Amber","Red","Amber",6
"CU-3","Sockeye","Nadina_Francois_ES",2000,"Abs_Abd","Red","Green","Green","Green",NA,"Green","Red","Green","Red","Green",6
"CU-3","Sockeye","Nadina_Francois_ES",2001,"Abs_Abd","Red","Green","Green","Green",NA,"Green","Red","Green","Red","Green",6
"CU-3","Sockeye","Nadina_Francois_ES",2002,"Abs_Abd","Red","Green","Green","Green",NA,"Green","Red","Green","Red","Green",6
"CU-3","Sockeye","Nadina_Francois_ES",2003,"Abs_Abd","Red","Green","Green","Green",NA,"Green","Red","Green","Red","Green",6
"CU-3","Sockeye","Nadina_Francois_ES",2004,"Abs_Abd","Red","Amber","Green","Green",NA,"Green","Red","Amber","Red","Amber",6
"CU-3","Sockeye","Nadina_Francois_ES",2005,"Abs_Abd","Red","Amber","Green","Green",NA,"Green","Red","Amber","Red","Amber",6
"CU-3","Sockeye","Nadina_Francois_ES",2006,"Abs_Abd","Red","Green","Green","Green",NA,"Green","Red","Green","Red","Green",6
"CU-3","Sockeye","Nadina_Francois_ES",2007,"Abs_Abd","Red","Amber","Green","Green",NA,"Amber","Red","Amber","Red","Amber",6
"CU-3","Sockeye","Nadina_Francois_ES",2008,"Abs_Abd","Red","Amber","Green","Green",NA,"Green","Red","Amber","Red","Amber",6
"CU-3","Sockeye","Nadina_Francois_ES",2009,"Abs_Abd","Red","Amber","Green","Red",NA,"Green","Red","Amber","Red","Amber",6
"CU-3","Sockeye","Nadina_Francois_ES",2010,"Abs_Abd","Red","Amber","Green","Red",NA,"Amber","Red","Amber","Red","Amber",6
"CU-3","Sockeye","Nadina_Francois_ES",2011,"Abs_Abd","Red","Green","Green","Red",NA,"Amber","Red","Green","Red","Green",6
"CU-3","Sockeye","Nadina_Francois_ES",2012,"Abs_Abd","Red","Green","Green","Red",NA,"Amber","Red","Green","Red","Green",6
"CU-3","Sockeye","Nadina_Francois_ES",2013,"Abs_Abd","Red","Green","Green","Amber",NA,"Green","Red","Green","Red","Green",6
"CU-3","Sockeye","Nadina_Francois_ES",2014,"Abs_Abd","Red","Green","Green","Green",NA,"Green","Red","Green","Red","Green",6
"CU-3","Sockeye","Nadina_Francois_ES",2015,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-3","Sockeye","Nadina_Francois_ES",2016,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-3","Sockeye","Nadina_Francois_ES",2017,"Abs_Abd","Red","Green","Green","Green",NA,"Green","Red","Green","Red","Green",6
"CU-3","Sockeye","Nadina_Francois_ES",2018,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-3","Sockeye","Nadina_Francois_ES",2019,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-14","Sockeye","Nahatlatch_ES",1995,"Abs_Abd",NA,"Amber","Green","Green",NA,"Green",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",1996,"Abs_Abd",NA,"Amber","Green","Green",NA,"Green",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",1997,"Abs_Abd",NA,"Amber","Green","Green",NA,"Green",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",1998,"Abs_Abd",NA,"Amber","Green","Red",NA,"Green",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",1999,"Abs_Abd",NA,"Amber","Green","Red",NA,"Green",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2000,"Abs_Abd",NA,"Amber","Green","Red",NA,"Green",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2001,"Abs_Abd",NA,"Amber","Green","Amber",NA,"Green",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2002,"Abs_Abd",NA,"Amber","Green","Green",NA,"Green",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2003,"Abs_Abd",NA,"Amber","Green","Green",NA,"Green",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2004,"Abs_Abd",NA,"Amber","Green","Green",NA,"Green",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2005,"Abs_Abd",NA,"Amber","Green","Amber",NA,"Green",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2006,"Abs_Abd",NA,"Amber","Green","Red",NA,"Amber",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2007,"Abs_Abd",NA,"Amber","Amber","Red",NA,"Amber",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2008,"Abs_Abd",NA,"Amber","Amber","Red",NA,"Amber",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2009,"Abs_Abd",NA,"Amber","Amber","Red",NA,"Amber",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2010,"Abs_Abd",NA,"Amber","Red","Red",NA,"Amber",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2011,"Abs_Abd",NA,"Amber","Red","Red",NA,"Amber",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2012,"Abs_Abd",NA,"Amber","Amber","Red",NA,"Amber",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2013,"Abs_Abd",NA,"Amber","Green","Red",NA,"Amber",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2014,"Abs_Abd",NA,"Amber","Green","Amber",NA,"Amber",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2015,"Abs_Abd",NA,"Amber","Green","Green",NA,"Amber",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2016,"Abs_Abd",NA,"Amber","Green","Green",NA,"Amber",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2017,"Abs_Abd",NA,"Amber","Green","Green",NA,"Amber",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2018,"Abs_Abd",NA,"Amber","Green","Green",NA,"Amber",NA,"Amber",NA,"Amber",4
"CU-14","Sockeye","Nahatlatch_ES",2019,"Abs_Abd",NA,"Amber","Amber","Green",NA,"Amber",NA,"Amber",NA,"Amber",4
"CU-4","Sockeye","North_Barriere_ES",1995,"Abs_Abd","Green","Amber","Green","Green",NA,"Green","Green","Amber","Green","Amber",6
"CU-4","Sockeye","North_Barriere_ES",1996,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-4","Sockeye","North_Barriere_ES",1997,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-4","Sockeye","North_Barriere_ES",1998,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-4","Sockeye","North_Barriere_ES",1999,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-4","Sockeye","North_Barriere_ES",2000,"Abs_Abd","Green","Amber","Green","Amber",NA,"Green","Green","Amber","Green","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2001,"Abs_Abd","Green","Amber","Green","Red",NA,"Green","Green","Amber","Green","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2002,"Abs_Abd","Green","Amber","Green","Red",NA,"Green","Green","Amber","Green","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2003,"Abs_Abd","Green","Amber","Green","Red",NA,"Green","Green","Amber","Green","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2004,"Abs_Abd","Green","Amber","Green","Red",NA,"Green","Green","Amber","Green","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2005,"Abs_Abd","Green","Amber","Green","Red",NA,"Green","Green","Amber","Green","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2006,"Abs_Abd","Green","Amber","Green","Red",NA,"Green","Green","Amber","Green","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2007,"Abs_Abd","Green","Amber","Green","Red",NA,"Green","Green","Amber","Green","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2008,"Abs_Abd","Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2009,"Abs_Abd","Amber","Amber","Green","Red",NA,"Amber","Amber","Amber","Amber","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2010,"Abs_Abd","Amber","Amber","Amber","Red",NA,"Amber","Amber","Amber","Amber","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2011,"Abs_Abd","Amber","Amber","Amber","Red",NA,"Amber","Amber","Amber","Amber","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2012,"Abs_Abd","Amber","Amber","Amber","Red",NA,"Amber","Amber","Amber","Amber","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2013,"Abs_Abd","Amber","Amber","Amber","Red",NA,"Amber","Amber","Amber","Amber","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2014,"Abs_Abd","Amber","Amber","Green","Red",NA,"Amber","Amber","Amber","Amber","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2015,"Abs_Abd","Amber","Amber","Green","Red",NA,"Amber","Amber","Amber","Amber","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2016,"Abs_Abd","Amber","Amber","Green","Red",NA,"Amber","Amber","Amber","Amber","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2017,"Abs_Abd","Amber","Amber","Amber","Red",NA,"Amber","Amber","Amber","Amber","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2018,"Abs_Abd","Amber","Amber","Amber","Red",NA,"Amber","Amber","Amber","Amber","Amber",6
"CU-4","Sockeye","North_Barriere_ES",2019,"Abs_Abd","Amber","Red","Red","Red",NA,"Amber","Amber","Red","Amber","Red",6
"CU-5","Sockeye","Pitt_ES",1995,"Abs_Abd","Amber","Amber","Green","Amber",NA,"Amber","Amber","Amber","Amber","Amber",6
"CU-5","Sockeye","Pitt_ES",1996,"Abs_Abd","Amber","Green","Green","Green",NA,"Amber","Amber","Green","Amber","Green",6
"CU-5","Sockeye","Pitt_ES",1997,"Abs_Abd","Amber","Green","Green","Green",NA,"Amber","Amber","Green","Amber","Green",6
"CU-5","Sockeye","Pitt_ES",1998,"Abs_Abd","Green","Green","Green","Green",NA,"Amber","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",1999,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2000,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2001,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2002,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2003,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2004,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2005,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2006,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2007,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2008,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2009,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2010,"Abs_Abd","Green","Green","Green","Red",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2011,"Abs_Abd","Green","Green","Green","Red",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2012,"Abs_Abd","Green","Green","Green","Red",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2013,"Abs_Abd","Green","Green","Green","Red",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2014,"Abs_Abd","Green","Green","Green","Red",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2015,"Abs_Abd","Green","Green","Green","Red",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2016,"Abs_Abd","Green","Green","Green","Amber",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2017,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2018,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-5","Sockeye","Pitt_ES",2019,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-22","Sockeye","Quesnel_S",1995,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-22","Sockeye","Quesnel_S",1996,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-22","Sockeye","Quesnel_S",1997,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-22","Sockeye","Quesnel_S",1998,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-22","Sockeye","Quesnel_S",1999,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-22","Sockeye","Quesnel_S",2000,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-22","Sockeye","Quesnel_S",2001,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-22","Sockeye","Quesnel_S",2002,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-22","Sockeye","Quesnel_S",2003,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-22","Sockeye","Quesnel_S",2004,"Abs_Abd","Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",6
"CU-22","Sockeye","Quesnel_S",2005,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-22","Sockeye","Quesnel_S",2006,"Abs_Abd","Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",6
"CU-22","Sockeye","Quesnel_S",2007,"Abs_Abd","Amber","Green","Green","Red",NA,"Green","Amber","Green","Amber","Green",6
"CU-22","Sockeye","Quesnel_S",2008,"Abs_Abd","Amber","Green","Green","Red",NA,"Green","Amber","Green","Amber","Green",6
"CU-22","Sockeye","Quesnel_S",2009,"Abs_Abd","Red","Green","Green","Red",NA,"Green","Red","Green","Red","Green",6
"CU-22","Sockeye","Quesnel_S",2010,"Abs_Abd","Red","Green","Green","Red",NA,"Green","Red","Green","Red","Green",6
"CU-22","Sockeye","Quesnel_S",2011,"Abs_Abd","Red","Green","Green","Red",NA,"Green","Red","Green","Red","Green",6
"CU-22","Sockeye","Quesnel_S",2012,"Abs_Abd","Red","Green","Green","Red",NA,"Green","Red","Green","Red","Green",6
"CU-22","Sockeye","Quesnel_S",2013,"Abs_Abd","Red","Green","Green","Red",NA,"Green","Red","Green","Red","Green",6
"CU-22","Sockeye","Quesnel_S",2014,"Abs_Abd","Red","Green","Green","Red",NA,"Green","Red","Green","Red","Green",6
"CU-22","Sockeye","Quesnel_S",2015,"Abs_Abd","Red","Green","Green","Red",NA,"Green","Red","Green","Red","Green",6
"CU-22","Sockeye","Quesnel_S",2016,"Abs_Abd","Red","Green","Green","Red",NA,"Green","Red","Green","Red","Green",6
"CU-22","Sockeye","Quesnel_S",2017,"Abs_Abd","Red","Green","Green","Red",NA,"Green","Red","Green","Red","Green",6
"CU-22","Sockeye","Quesnel_S",2018,"Abs_Abd","Red","Green","Green","Red",NA,"Green","Red","Green","Red","Green",6
"CU-22","Sockeye","Quesnel_S",2019,"Abs_Abd","Red","Green","Green","Red",NA,"Green","Red","Green","Red","Green",6
"CU-10","Sockeye","Seton_L",1995,"Abs_Abd","Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-10","Sockeye","Seton_L",1996,"Abs_Abd","Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-10","Sockeye","Seton_L",1997,"Abs_Abd","Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-10","Sockeye","Seton_L",1998,"Abs_Abd","Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-10","Sockeye","Seton_L",1999,"Abs_Abd","Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-10","Sockeye","Seton_L",2000,"Abs_Abd","Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-10","Sockeye","Seton_L",2001,"Abs_Abd","Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-10","Sockeye","Seton_L",2002,"Abs_Abd","Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-10","Sockeye","Seton_L",2003,"Abs_Abd","Amber","Amber","Green","Red",NA,"Amber","Amber","Amber","Amber","Amber",6
"CU-10","Sockeye","Seton_L",2004,"Abs_Abd","Amber","Amber","Green","Red",NA,"Amber","Amber","Amber","Amber","Amber",6
"CU-10","Sockeye","Seton_L",2005,"Abs_Abd","Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-10","Sockeye","Seton_L",2006,"Abs_Abd","Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-10","Sockeye","Seton_L",2007,"Abs_Abd","Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-10","Sockeye","Seton_L",2008,"Abs_Abd","Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",6
"CU-10","Sockeye","Seton_L",2009,"Abs_Abd","Red","Amber","Green","Red",NA,"Amber","Red","Amber","Red","Amber",6
"CU-10","Sockeye","Seton_L",2010,"Abs_Abd","Red","Amber","Amber","Red",NA,"Red","Red","Amber","Red","Amber",6
"CU-10","Sockeye","Seton_L",2011,"Abs_Abd","Red","Amber","Red","Red",NA,"Red","Red","Amber","Red","Amber",6
"CU-10","Sockeye","Seton_L",2012,"Abs_Abd","Red","Amber","Red","Red",NA,"Red","Red","Amber","Red","Amber",6
"CU-10","Sockeye","Seton_L",2013,"Abs_Abd","Red","Amber","Red","Red",NA,"Red","Red","Amber","Red","Amber",6
"CU-10","Sockeye","Seton_L",2014,"Abs_Abd","Red","Amber","Red","Red",NA,"Red","Red","Amber","Red","Amber",6
"CU-10","Sockeye","Seton_L",2015,"Abs_Abd","Red","Red","Red","Red",NA,"Red","Red","Red","Red","Red",6
"CU-10","Sockeye","Seton_L",2016,"Abs_Abd","Red","Red","Red","Red",NA,"Red","Red","Red","Red","Red",6
