"Species","DU_ID","CU_Name","CU_acro","CU_ID","Year","SpnForTrend_Total","SpnForTrend_Wild","AllSitesInfilledAdj","TotalER","MarineSurvival","Hatch_Rel_from_Within_CU","Hatch_Rel_from_Outside_CU","SpnForAbd_Total","SpnForAbd_Wild","Recruits_Total","Recruits_Wild"
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1980,18,NA,5.57549679,NA,NA,NA,NA,18,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1981,83,NA,25.7092352,NA,NA,NA,NA,83,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1982,75,NA,23.23123662,NA,NA,NA,NA,75,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1983,57,NA,17.65573983,NA,NA,10441,NA,57,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1984,155,NA,48.01122235,NA,NA,10000,NA,155,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1985,150,NA,46.46247325,NA,NA,9117,NA,150,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1986,36,NA,11.15099358,NA,NA,18857,NA,36,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1987,4,NA,1.238999287,NA,NA,NA,NA,4,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1988,37,NA,11.4607434,0.3433598,0.002928259,39677,NA,37,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1989,NA,NA,NA,0.4693246,0.006549578,62129,NA,NA,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1990,58,NA,17.96548966,NA,NA,68679,10000,58,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1991,88,NA,27.2579843,NA,NA,29603,7000,88,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1992,19,NA,5.885246611,0.2047137,0.002715607,84000,8500,19,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1993,34,NA,10.53149394,0.3109193,0.009097696,30142,8000,34,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1994,34,NA,10.53149394,0.2064019,0.04602183,71898,50000,34,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1995,103,NA,31.90423163,0.1445047,0.008851611,79098,33000,103,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1996,201,NA,62.25971415,0.2192905,0.03368346,62497,38000,201,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1997,440,NA,136.2899215,0.200664,0.0131671,112815,65000,440,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1998,173,NA,53.58671914,0.3374602,0.0264309,114089,56000,173,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",1999,73,NA,22.61173698,0.284558,0.011892,102393,62000,73,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2000,186,NA,57.61346683,0.3791239,0.005364225,146000,21000,186,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2001,150,NA,46.46247325,0.4491728,0.01760603,130000,60000,150,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2002,76,NA,23.54098644,0.4896054,0.005806195,145000,47000,76,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2003,115,NA,35.62122949,0.521054,0.007829746,104000,50000,115,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2004,60,NA,18.5849893,0.5581092,0.006788694,173016,NA,60,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2005,45,NA,13.93874197,0.4396863,0.01877359,125800,NA,45,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2006,46,NA,14.2484918,0.2808923,0.007979994,90000,NA,46,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2007,112,NA,34.69198002,0.4434325,0.0146653,153000,NA,112,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2008,31,NA,9.602244471,0.3369433,0.005848402,184890,NA,31,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2009,65,NA,20.13373841,0.4340549,0.008207647,201976,NA,65,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2010,317,NA,98.19069346,0.4197536,0.01541226,187450,NA,317,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2011,266,NA,82.39345256,0.3226206,0.01759422,246802,NA,266,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2012,319,NA,98.8101931,0.2216476,0.02677664,156579,NA,319,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2013,366,NA,113.3684347,NA,NA,106297,NA,366,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2014,284,NA,87.96894935,NA,NA,136668,NA,284,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2015,192,NA,59.47196576,NA,NA,169920,NA,192,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2016,245,NA,75.8887063,NA,NA,176236,NA,245,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2017,161,NA,49.86972128,NA,NA,226221,NA,161,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2018,103,NA,31.90423163,NA,NA,NA,NA,103,NA,NA,NA
"Chinook","DU1","Boundary Bay_FA_0.3","BB","CK-02",2019,36,NA,11.15099358,NA,NA,NA,NA,36,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1971,NA,NA,NA,NA,NA,165825,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1980,NA,NA,NA,NA,NA,39298,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1981,NA,NA,NA,0.7306993,0.2396692,79591,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1982,NA,NA,NA,0.709588,0.03804174,753768,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1983,NA,NA,NA,0.5526585,0.01069239,1641491,NA,NA,NA,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1984,122395,122395,110544.5569,0.5659208,0.01108367,435227,NA,122395,122395,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1985,175401,175401,158418.447,0.492974,0.01374559,472126,NA,175401,175401,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1986,163312,163312,147499.9197,0.5070961,0.07224487,543355,NA,163312,163312,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1987,79956,79956,72214.55606,0.5556875,0.02630558,1228004,NA,79956,79956,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1988,35572,35572,32127.87268,0.5052037,0.108545,290273,NA,35572,35572,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1989,76032,76032,68670.48284,0.4453484,0.07207067,1648895,NA,76032,76032,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1990,178839,178839,161523.5753,0.5072495,0.02195301,2299629,NA,178839,178839,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1991,92050,92050,83137.59924,0.5899249,0.004025685,2328411,NA,92050,92050,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1992,132363,132363,119547.4421,0.3492853,0.006471444,3184390,NA,132363,132363,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1993,120487,120487,108821.2919,0.3231588,0.02045638,2032254,NA,120487,120487,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1994,99649,99649,90000.85417,0.2009316,0.03781096,2406890,NA,99649,99649,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1995,28830,28830,26038.64189,0.1234464,0.01003783,337097,NA,28830,28830,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1996,38600,38600,34862.69778,0.3765686,0.02324577,1686894,1244086,38600,38600,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1997,71955,71955,64988.22329,0.2897554,0.008297096,2792019,NA,71955,71955,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1998,201188,201188,181708.7161,0.418853,0.009150413,2957979,NA,201188,201188,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",1999,105458,105458,95247.41924,0.1948004,0.0209583,2213922,NA,105458,105458,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2000,79141,79141,71478.46542,0.2617171,0.01435001,1878155,NA,79141,79141,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2001,109734,109734,99109.41135,0.3781323,0.02407369,2321045,NA,109734,109734,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2002,84180,84180,76029.58288,0.3507576,0.008603918,1986702,NA,84180,84180,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2003,247916,247916,223912.4503,0.3989749,0.01371309,1337997,NA,247916,247916,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2004,140270,140270,126688.8761,NA,NA,2491742,NA,140270,140270,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2005,88756,88756,80162.52861,0.2034911,0.06806103,224908,NA,88756,88756,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2006,60618,60618,54748.88637,0.2516117,0.008013768,278944,NA,60618,60618,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2007,76655,76655,69233.16317,0.1645274,0.0574197,279222,NA,76655,76655,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2008,41781,41781,37735.70922,0.2554905,0.01985014,291153,NA,41781,41781,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2009,70272,70272,63468.17353,0.2635052,0.01033716,269015,NA,70272,70272,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2010,103875,103875,93817.68736,0.2286702,0.04702504,195332,NA,103875,103875,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2011,123691,123691,111715.0765,0.1439982,0.03503134,324483,NA,123691,123691,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2012,44663,44663,40338.67023,0.1871938,0.006799995,324003,NA,44663,44663,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2013,43143,43143,38965.83861,0.1986858,0.01860654,277447,NA,43143,43143,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2014,44907,44907,40559.04584,NA,NA,291658,NA,44907,44907,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2015,101759,101759,91906.56123,NA,NA,206691,81292,101759,101759,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2016,41526,41526,37505.39865,NA,NA,276215,NA,41526,41526,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2017,30049,30049,27139.61673,NA,NA,338069,NA,30049,30049,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2018,46336,46336,41849.6882,NA,NA,NA,NA,46336,46336,NA,NA
"Chinook","DU2","Lower Fraser River_FA_0.3","LFR-fall","CK-03",2019,45432,45432,41033.21465,NA,NA,NA,NA,45432,45432,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1977,637,637,461.316037,NA,NA,16319,NA,637,637,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1978,443,443,320.821043,NA,NA,12963,NA,443,443,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1979,241,241,174.532441,NA,NA,48528,NA,241,241,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1980,340,340,246.22834,NA,NA,82167,NA,340,340,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1981,135,135,97.767135,NA,NA,36334,NA,135,135,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1982,475,475,343.995475,NA,NA,155465,NA,475,475,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1983,640,640,463.48864,NA,NA,199079,NA,640,640,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1984,349,349,252.746149,NA,NA,115966,NA,349,349,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1985,NA,NA,NA,NA,NA,108979,NA,NA,NA,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1986,223,223,161.496823,NA,NA,173000,NA,223,223,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1987,113,113,81.834713,NA,NA,84863,NA,113,113,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1988,501,501,362.824701,NA,NA,157637,153367,501,501,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1989,509,509,368.618309,NA,NA,124129,NA,509,509,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1990,353,353,255.642953,NA,NA,87357,NA,353,353,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1991,265,265,191.913265,NA,NA,35000,NA,265,265,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1992,738,738,534.460338,NA,NA,22500,NA,738,738,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1993,268,268,194.085868,NA,NA,40922,NA,268,268,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1994,371,371,268.678571,NA,NA,16173,NA,371,371,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1995,162,162,117.320562,NA,NA,48800,NA,162,162,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1996,292,292,211.466692,NA,NA,62000,NA,292,292,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1997,573,573,414.967173,NA,NA,65000,NA,573,573,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1998,567,567,410.621967,NA,NA,50000,NA,567,567,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",1999,147,147,106.457547,NA,NA,46000,NA,147,147,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",2000,404,404,292.577204,NA,NA,50000,NA,404,404,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",2001,703,703,509.113303,NA,NA,64500,NA,703,703,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",2002,512,512,370.790912,NA,NA,78000,NA,512,512,NA,NA
"Chinook","DU3","Lower Fraser River_SP_1.3","LFR-spring","CK-04",2003,480,480,347.61648,NA,NA,8000,NA,480,480,NA,NA
