"","Pop_Name","Year","SpnForTrend_Total","Pop_ID","CU_ID","CU_Name","DU_ID","SpnForAbd_Total","SpnForAbd_Wild","SpnForTrend_Wild","Species","Recruits_Total","Recruits_Wild"
"228","EMORY CREEK",1983,374,"47145","PKO-01","Fraser Pink",NA,374,374,374,"Pink",NA,NA
"229","EMORY CREEK",1987,18,"47145","PKO-01","Fraser Pink",NA,18,18,18,"Pink",NA,NA
"230","EMORY CREEK",1959,728,"47145","PKO-01","Fraser Pink",NA,728,728,728,"Pink",NA,NA
"231","EMORY CREEK",1989,31,"47145","PKO-01","Fraser Pink",NA,31,31,31,"Pink",NA,NA
"232","EMORY CREEK",1971,44,"47145","PKO-01","Fraser Pink",NA,44,44,44,"Pink",NA,NA
"233","EMORY CREEK",1957,0,"47145","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"234","FLOODS CREEK",1963,3,"48419","PKO-01","Fraser Pink",NA,3,3,3,"Pink",NA,NA
"235","FLOODS CREEK",1975,NA,"48419","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"236","FLOODS CREEK",1961,0,"48419","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"237","FLOODS CREEK",1959,8,"48419","PKO-01","Fraser Pink",NA,8,8,8,"Pink",NA,NA
"238","FOLEY CREEK",1985,3,"47037","PKO-01","Fraser Pink",NA,3,3,3,"Pink",NA,NA
"239","FOLEY CREEK",1987,0,"47037","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"240","FOLEY CREEK",1981,NA,"47037","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"241","FOLEY CREEK",1989,0,"47037","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"242","FOLEY CREEK",1975,16,"47037","PKO-01","Fraser Pink",NA,16,16,16,"Pink",NA,NA
"243","FOLEY CREEK",1977,36,"47037","PKO-01","Fraser Pink",NA,36,36,36,"Pink",NA,NA
"244","FOLEY CREEK",1991,0,"47037","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"245","FOLEY CREEK",1983,65,"47037","PKO-01","Fraser Pink",NA,65,65,65,"Pink",NA,NA
"246","FRASER RIVER",1991,9281051,"47235","PKO-01","Fraser Pink",NA,9281051,9281051,9281051,"Pink",NA,NA
"247","FRASER RIVER",1963,516831,"47235","PKO-01","Fraser Pink",NA,516831,516831,516831,"Pink",NA,NA
"248","FRASER RIVER",1971,928046,"47235","PKO-01","Fraser Pink",NA,928046,928046,928046,"Pink",NA,NA
"249","FRASER RIVER",1985,5248742,"47235","PKO-01","Fraser Pink",NA,5248742,5248742,5248742,"Pink",NA,NA
"250","FRASER RIVER",1967,785797,"47235","PKO-01","Fraser Pink",NA,785797,785797,785797,"Pink",NA,NA
"251","FRASER RIVER",1983,3307834,"47235","PKO-01","Fraser Pink",NA,3307834,3307834,3307834,"Pink",NA,NA
"252","FRASER RIVER",1957,1073904,"47235","PKO-01","Fraser Pink",NA,1073904,1073904,1073904,"Pink",NA,NA
"253","FRASER RIVER",1975,315049,"47235","PKO-01","Fraser Pink",NA,315049,315049,315049,"Pink",NA,NA
"254","FRASER RIVER",1981,2252368,"47235","PKO-01","Fraser Pink",NA,2252368,2252368,2252368,"Pink",NA,NA
"255","FRASER RIVER",1979,1521856,"47235","PKO-01","Fraser Pink",NA,1521856,1521856,1521856,"Pink",NA,NA
"256","FRASER RIVER",1961,547850,"47235","PKO-01","Fraser Pink",NA,547850,547850,547850,"Pink",NA,NA
"257","FRASER RIVER",1989,4780703,"47235","PKO-01","Fraser Pink",NA,4780703,4780703,4780703,"Pink",NA,NA
"258","FRASER RIVER",1965,543757,"47235","PKO-01","Fraser Pink",NA,543757,543757,543757,"Pink",NA,NA
"259","FRASER RIVER",1959,733933,"47235","PKO-01","Fraser Pink",NA,733933,733933,733933,"Pink",NA,NA
"260","FRASER RIVER",1969,848532,"47235","PKO-01","Fraser Pink",NA,848532,848532,848532,"Pink",NA,NA
"261","FRASER RIVER",1977,775016,"47235","PKO-01","Fraser Pink",NA,775016,775016,775016,"Pink",NA,NA
"262","FRASER RIVER",1973,766053,"47235","PKO-01","Fraser Pink",NA,766053,766053,766053,"Pink",NA,NA
"263","FRASER RIVER",1987,1065710,"47235","PKO-01","Fraser Pink",NA,1065710,1065710,1065710,"Pink",NA,NA
"264","GATES CREEK",1979,1277,"47215","PKO-01","Fraser Pink",NA,1277,1277,1277,"Pink",NA,NA
"265","GATES CREEK",1991,595,"47215","PKO-01","Fraser Pink",NA,595,595,595,"Pink",NA,NA
"266","GATES CREEK",1981,88,"47215","PKO-01","Fraser Pink",NA,88,88,88,"Pink",NA,NA
"267","GATES CREEK",1977,96,"47215","PKO-01","Fraser Pink",NA,96,96,96,"Pink",NA,NA
"268","GATES CREEK",1989,372,"47215","PKO-01","Fraser Pink",NA,372,372,372,"Pink",NA,NA
"269","GATES CREEK",1987,247,"47215","PKO-01","Fraser Pink",NA,247,247,247,"Pink",NA,NA
"270","GIESBRECHT SPAWNING CHANNEL",1991,2100,"46990","PKO-01","Fraser Pink",NA,2100,2100,2100,"Pink",NA,NA
"271","HARRISON RIVER",1985,438022,"46032","PKO-01","Fraser Pink",NA,438022,438022,438022,"Pink",NA,NA
"272","HARRISON RIVER",1987,1028892,"46032","PKO-01","Fraser Pink",NA,1028892,1028892,1028892,"Pink",NA,NA
"273","HARRISON RIVER",1957,585798,"46032","PKO-01","Fraser Pink",NA,585798,585798,585798,"Pink",NA,NA
"274","HARRISON RIVER",1983,146014,"46032","PKO-01","Fraser Pink",NA,146014,146014,146014,"Pink",NA,NA
"275","HARRISON RIVER",1973,196150,"46032","PKO-01","Fraser Pink",NA,196150,196150,196150,"Pink",NA,NA
"276","HARRISON RIVER",1971,73881,"46032","PKO-01","Fraser Pink",NA,73881,73881,73881,"Pink",NA,NA
"277","HARRISON RIVER",1965,69213,"46032","PKO-01","Fraser Pink",NA,69213,69213,69213,"Pink",NA,NA
"278","HARRISON RIVER",1977,126782,"46032","PKO-01","Fraser Pink",NA,126782,126782,126782,"Pink",NA,NA
"279","HARRISON RIVER",1991,947812,"46032","PKO-01","Fraser Pink",NA,947812,947812,947812,"Pink",NA,NA
"280","HARRISON RIVER",1989,681572,"46032","PKO-01","Fraser Pink",NA,681572,681572,681572,"Pink",NA,NA
"281","HARRISON RIVER",1981,314519,"46032","PKO-01","Fraser Pink",NA,314519,314519,314519,"Pink",NA,NA
"282","HARRISON RIVER",1969,96390,"46032","PKO-01","Fraser Pink",NA,96390,96390,96390,"Pink",NA,NA
"283","HARRISON RIVER",1975,180052,"46032","PKO-01","Fraser Pink",NA,180052,180052,180052,"Pink",NA,NA
"284","HARRISON RIVER",1963,645476,"46032","PKO-01","Fraser Pink",NA,645476,645476,645476,"Pink",NA,NA
"285","HARRISON RIVER",1961,186137,"46032","PKO-01","Fraser Pink",NA,186137,186137,186137,"Pink",NA,NA
"286","HARRISON RIVER",1979,269858,"46032","PKO-01","Fraser Pink",NA,269858,269858,269858,"Pink",NA,NA
"287","HARRISON RIVER",1959,110311,"46032","PKO-01","Fraser Pink",NA,110311,110311,110311,"Pink",NA,NA
"288","HARRISON RIVER",1967,64576,"46032","PKO-01","Fraser Pink",NA,64576,64576,64576,"Pink",NA,NA
"289","HAWKS CREEK",1975,NA,"44653","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"290","HAWKS CREEK",1965,50,"44653","PKO-01","Fraser Pink",NA,50,50,50,"Pink",NA,NA
"291","HIUIHILL CREEK",1991,8,"44985","PKO-01","Fraser Pink",NA,8,8,8,"Pink",NA,NA
"292","HOPEDALE SLOUGH",1991,602,"47007","PKO-01","Fraser Pink",NA,602,602,602,"Pink",NA,NA
"293","HUNTER CREEK",1985,1040,"47115","PKO-01","Fraser Pink",NA,1040,1040,1040,"Pink",NA,NA
"294","HUNTER CREEK",1991,354,"47115","PKO-01","Fraser Pink",NA,354,354,354,"Pink",NA,NA
"295","HUNTER CREEK",1963,254,"47115","PKO-01","Fraser Pink",NA,254,254,254,"Pink",NA,NA
"296","HUNTER CREEK",1959,234,"47115","PKO-01","Fraser Pink",NA,234,234,234,"Pink",NA,NA
"297","HUNTER CREEK",1981,551,"47115","PKO-01","Fraser Pink",NA,551,551,551,"Pink",NA,NA
"298","HUNTER CREEK",1965,13,"47115","PKO-01","Fraser Pink",NA,13,13,13,"Pink",NA,NA
"299","HUNTER CREEK",1961,140,"47115","PKO-01","Fraser Pink",NA,140,140,140,"Pink",NA,NA
"300","HUNTER CREEK",1983,2688,"47115","PKO-01","Fraser Pink",NA,2688,2688,2688,"Pink",NA,NA
"301","HUNTER CREEK",1973,367,"47115","PKO-01","Fraser Pink",NA,367,367,367,"Pink",NA,NA
"302","HUNTER CREEK",1977,143,"47115","PKO-01","Fraser Pink",NA,143,143,143,"Pink",NA,NA
"303","HUNTER CREEK",1975,26,"47115","PKO-01","Fraser Pink",NA,26,26,26,"Pink",NA,NA
"304","HUNTER CREEK",1979,252,"47115","PKO-01","Fraser Pink",NA,252,252,252,"Pink",NA,NA
"305","HUNTER CREEK",1989,1318,"47115","PKO-01","Fraser Pink",NA,1318,1318,1318,"Pink",NA,NA
"306","HUNTER CREEK",1987,0,"47115","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"307","HUNTER CREEK",1967,3,"47115","PKO-01","Fraser Pink",NA,3,3,3,"Pink",NA,NA
"308","HUNTER CREEK",1971,411,"47115","PKO-01","Fraser Pink",NA,411,411,411,"Pink",NA,NA
"309","HUNTER CREEK",1957,13,"47115","PKO-01","Fraser Pink",NA,13,13,13,"Pink",NA,NA
"310","JONES CREEK CHANNEL",1987,559,"44562","PKO-01","Fraser Pink",NA,559,559,559,"Pink",NA,NA
"311","JONES CREEK CHANNEL",1985,2437,"44562","PKO-01","Fraser Pink",NA,2437,2437,2437,"Pink",NA,NA
"312","JONES CREEK CHANNEL",1989,4022,"44562","PKO-01","Fraser Pink",NA,4022,4022,4022,"Pink",NA,NA
"313","JONES CREEK CHANNEL",1991,1473,"44562","PKO-01","Fraser Pink",NA,1473,1473,1473,"Pink",NA,NA
"314","KANAKA CREEK",1961,23,"47962","PKO-01","Fraser Pink",NA,23,23,23,"Pink",NA,NA
"315","KANAKA CREEK",1981,NA,"47962","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"316","KANAKA CREEK",1965,5,"47962","PKO-01","Fraser Pink",NA,5,5,5,"Pink",NA,NA
"317","KANAKA CREEK",1957,216,"47962","PKO-01","Fraser Pink",NA,216,216,216,"Pink",NA,NA
"318","KANAKA CREEK",1963,3,"47962","PKO-01","Fraser Pink",NA,3,3,3,"Pink",NA,NA
"319","KANAKA CREEK",1959,18,"47962","PKO-01","Fraser Pink",NA,18,18,18,"Pink",NA,NA
"320","LILLOOET RIVER (LOWER)",1983,1000,"46965","PKO-01","Fraser Pink",NA,1000,1000,1000,"Pink",NA,NA
"321","LITTLE RIVER",1983,198,"46232","PKO-01","Fraser Pink",NA,198,198,198,"Pink",NA,NA
"322","LITTLE RIVER",1977,2730,"46232","PKO-01","Fraser Pink",NA,2730,2730,2730,"Pink",NA,NA
"323","LITTLE RIVER",1989,36,"46232","PKO-01","Fraser Pink",NA,36,36,36,"Pink",NA,NA
"324","LITTLE RIVER",1985,0,"46232","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"325","LITTLE RIVER",1981,865,"46232","PKO-01","Fraser Pink",NA,865,865,865,"Pink",NA,NA
"326","LITTLE RIVER",1979,738,"46232","PKO-01","Fraser Pink",NA,738,738,738,"Pink",NA,NA
"327","LITTLE RIVER",1987,117,"46232","PKO-01","Fraser Pink",NA,117,117,117,"Pink",NA,NA
"328","LITTLE RIVER",1991,39,"46232","PKO-01","Fraser Pink",NA,39,39,39,"Pink",NA,NA
"329","LITTLE RIVER",1975,244,"46232","PKO-01","Fraser Pink",NA,244,244,244,"Pink",NA,NA
"330","LITTLE SHUSWAP LAKE",1991,26,"44563","PKO-01","Fraser Pink",NA,26,26,26,"Pink",NA,NA
"331","LIUMCHEN CREEK",1985,0,"47020","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"332","LIUMCHEN CREEK",1987,0,"47020","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"333","LIUMCHEN CREEK",1983,0,"47020","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"334","LIUMCHEN CREEK",1991,0,"47020","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"335","LIUMCHEN CREEK",1989,0,"47020","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"336","LIUMCHEN CREEK",1973,65,"47020","PKO-01","Fraser Pink",NA,65,65,65,"Pink",NA,NA
"337","LIUMCHEN CREEK",1981,0,"47020","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"338","LIUMCHEN CREEK",1979,0,"47020","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"339","LIUMCHEN CREEK",1969,18923,"47020","PKO-01","Fraser Pink",NA,18923,18923,18923,"Pink",NA,NA
"340","LIUMCHEN CREEK",1959,0,"47020","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"341","LORENZETTA CREEK",1985,359,"47104","PKO-01","Fraser Pink",NA,359,359,359,"Pink",NA,NA
"342","LORENZETTA CREEK",1987,0,"47104","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"343","LORENZETTA CREEK",1991,1035,"47104","PKO-01","Fraser Pink",NA,1035,1035,1035,"Pink",NA,NA
"344","LORENZETTA CREEK",1967,273,"47104","PKO-01","Fraser Pink",NA,273,273,273,"Pink",NA,NA
"345","LORENZETTA CREEK",1983,143,"47104","PKO-01","Fraser Pink",NA,143,143,143,"Pink",NA,NA
"346","LORENZETTA CREEK",1981,728,"47104","PKO-01","Fraser Pink",NA,728,728,728,"Pink",NA,NA
"347","LORENZETTA CREEK",1961,218,"47104","PKO-01","Fraser Pink",NA,218,218,218,"Pink",NA,NA
"348","LORENZETTA CREEK",1959,991,"47104","PKO-01","Fraser Pink",NA,991,991,991,"Pink",NA,NA
"349","LORENZETTA CREEK",1965,8,"47104","PKO-01","Fraser Pink",NA,8,8,8,"Pink",NA,NA
"350","LORENZETTA CREEK",1963,13,"47104","PKO-01","Fraser Pink",NA,13,13,13,"Pink",NA,NA
"351","LORENZETTA CREEK",1989,NA,"47104","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"352","LOWER SHUSWAP RIVER",1975,15,"46433","PKO-01","Fraser Pink",NA,15,15,15,"Pink",NA,NA
"353","LOWER SHUSWAP RIVER",1981,8,"46433","PKO-01","Fraser Pink",NA,8,8,8,"Pink",NA,NA
"354","LOWER SHUSWAP RIVER",1983,13,"46433","PKO-01","Fraser Pink",NA,13,13,13,"Pink",NA,NA
"355","LOWER SHUSWAP RIVER",1977,3,"46433","PKO-01","Fraser Pink",NA,3,3,3,"Pink",NA,NA
"356","LOWER SHUSWAP RIVER",1985,0,"46433","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"357","LOWER SHUSWAP RIVER",1979,5,"46433","PKO-01","Fraser Pink",NA,5,5,5,"Pink",NA,NA
"358","LOWER SHUSWAP RIVER",1987,0,"46433","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"359","LOWER SHUSWAP RIVER",1989,5,"46433","PKO-01","Fraser Pink",NA,5,5,5,"Pink",NA,NA
"360","MAHOOD CREEK",1985,12000,"47108","PKO-01","Fraser Pink",NA,12000,12000,12000,"Pink",NA,NA
"361","MAHOOD CREEK",1987,5,"47108","PKO-01","Fraser Pink",NA,5,5,5,"Pink",NA,NA
"362","MAHOOD CREEK",1989,544,"47108","PKO-01","Fraser Pink",NA,544,544,544,"Pink",NA,NA
"363","MAHOOD CREEK",1991,4329,"47108","PKO-01","Fraser Pink",NA,4329,4329,4329,"Pink",NA,NA
"364","MAHOOD CREEK",1983,939,"47108","PKO-01","Fraser Pink",NA,939,939,939,"Pink",NA,NA
"365","MAHOOD CREEK",1981,3151,"47108","PKO-01","Fraser Pink",NA,3151,3151,3151,"Pink",NA,NA
"366","MARIA SLOUGH",1985,591,"47094","PKO-01","Fraser Pink",NA,591,591,591,"Pink",NA,NA
"367","MARIA SLOUGH",1987,0,"47094","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"368","MARIA SLOUGH",1989,0,"47094","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"369","MARIA SLOUGH",1991,0,"47094","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"370","NAHATLATCH RIVER",1989,9334,"47161","PKO-01","Fraser Pink",NA,9334,9334,9334,"Pink",NA,NA
"371","NAHATLATCH RIVER",1985,1170,"47161","PKO-01","Fraser Pink",NA,1170,1170,1170,"Pink",NA,NA
"372","NAHATLATCH RIVER",1987,1170,"47161","PKO-01","Fraser Pink",NA,1170,1170,1170,"Pink",NA,NA
"373","NAHATLATCH RIVER",1967,31,"47161","PKO-01","Fraser Pink",NA,31,31,31,"Pink",NA,NA
"374","NAHATLATCH RIVER",1961,244,"47161","PKO-01","Fraser Pink",NA,244,244,244,"Pink",NA,NA
"375","NAHATLATCH RIVER",1983,4706,"47161","PKO-01","Fraser Pink",NA,4706,4706,4706,"Pink",NA,NA
"376","NAHATLATCH RIVER",1991,35100,"47161","PKO-01","Fraser Pink",NA,35100,35100,35100,"Pink",NA,NA
"377","NAHATLATCH RIVER",1977,2018,"47161","PKO-01","Fraser Pink",NA,2018,2018,2018,"Pink",NA,NA
"378","NAHATLATCH RIVER",1963,369,"47161","PKO-01","Fraser Pink",NA,369,369,369,"Pink",NA,NA
"379","NAHATLATCH RIVER",1959,216,"47161","PKO-01","Fraser Pink",NA,216,216,216,"Pink",NA,NA
"380","NAHATLATCH RIVER",1957,242,"47161","PKO-01","Fraser Pink",NA,242,242,242,"Pink",NA,NA
"381","NAHATLATCH RIVER",1979,2431,"47161","PKO-01","Fraser Pink",NA,2431,2431,2431,"Pink",NA,NA
"382","NAHATLATCH RIVER",1965,424,"47161","PKO-01","Fraser Pink",NA,424,424,424,"Pink",NA,NA
"383","NAHATLATCH RIVER",1981,3674,"47161","PKO-01","Fraser Pink",NA,3674,3674,3674,"Pink",NA,NA
"384","NAHATLATCH RIVER",1975,465,"47161","PKO-01","Fraser Pink",NA,465,465,465,"Pink",NA,NA
"385","NAHATLATCH RIVER",1971,198,"47161","PKO-01","Fraser Pink",NA,198,198,198,"Pink",NA,NA
"386","NARCOSLI CREEK",1991,330,"47253","PKO-01","Fraser Pink",NA,330,330,330,"Pink",NA,NA
"387","NESAKWATCH CREEK",1985,130,"47040","PKO-01","Fraser Pink",NA,130,130,130,"Pink",NA,NA
"388","NESAKWATCH CREEK",1991,224,"47040","PKO-01","Fraser Pink",NA,224,224,224,"Pink",NA,NA
"389","NESAKWATCH CREEK",1959,528,"47040","PKO-01","Fraser Pink",NA,528,528,528,"Pink",NA,NA
"390","NESAKWATCH CREEK",1971,554,"47040","PKO-01","Fraser Pink",NA,554,554,554,"Pink",NA,NA
"391","NESAKWATCH CREEK",1969,156,"47040","PKO-01","Fraser Pink",NA,156,156,156,"Pink",NA,NA
"392","NESAKWATCH CREEK",1981,104,"47040","PKO-01","Fraser Pink",NA,104,104,104,"Pink",NA,NA
"393","NESAKWATCH CREEK",1967,2304,"47040","PKO-01","Fraser Pink",NA,2304,2304,2304,"Pink",NA,NA
"394","NESAKWATCH CREEK",1977,198,"47040","PKO-01","Fraser Pink",NA,198,198,198,"Pink",NA,NA
"395","NESAKWATCH CREEK",1979,200,"47040","PKO-01","Fraser Pink",NA,200,200,200,"Pink",NA,NA
"396","NESAKWATCH CREEK",1973,510,"47040","PKO-01","Fraser Pink",NA,510,510,510,"Pink",NA,NA
"397","NESAKWATCH CREEK",1989,0,"47040","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"398","NESAKWATCH CREEK",1965,3531,"47040","PKO-01","Fraser Pink",NA,3531,3531,3531,"Pink",NA,NA
"399","NESAKWATCH CREEK",1963,2904,"47040","PKO-01","Fraser Pink",NA,2904,2904,2904,"Pink",NA,NA
"400","NESAKWATCH CREEK",1975,26,"47040","PKO-01","Fraser Pink",NA,26,26,26,"Pink",NA,NA
"401","NESAKWATCH CREEK",1961,434,"47040","PKO-01","Fraser Pink",NA,434,434,434,"Pink",NA,NA
"402","NESAKWATCH CREEK",1987,0,"47040","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"403","NICOAMEN RIVER",1961,0,"46167","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"404","NICOAMEN RIVER",1959,73,"46167","PKO-01","Fraser Pink",NA,73,73,73,"Pink",NA,NA
"405","NICOAMEN RIVER",1969,52,"46167","PKO-01","Fraser Pink",NA,52,52,52,"Pink",NA,NA
"406","NICOLA RIVER",1985,265,"46172","PKO-01","Fraser Pink",NA,265,265,265,"Pink",NA,NA
"407","NICOLA RIVER",1987,928,"46172","PKO-01","Fraser Pink",NA,928,928,928,"Pink",NA,NA
"408","NICOLA RIVER",1989,2122,"46172","PKO-01","Fraser Pink",NA,2122,2122,2122,"Pink",NA,NA
"409","NICOLA RIVER",1977,988,"46172","PKO-01","Fraser Pink",NA,988,988,988,"Pink",NA,NA
"410","NICOLA RIVER",1965,894,"46172","PKO-01","Fraser Pink",NA,894,894,894,"Pink",NA,NA
"411","NICOLA RIVER",1971,772,"46172","PKO-01","Fraser Pink",NA,772,772,772,"Pink",NA,NA
"412","NICOLA RIVER",1961,216,"46172","PKO-01","Fraser Pink",NA,216,216,216,"Pink",NA,NA
"413","NICOLA RIVER",1957,1560,"46172","PKO-01","Fraser Pink",NA,1560,1560,1560,"Pink",NA,NA
"414","NICOLA RIVER",1963,1196,"46172","PKO-01","Fraser Pink",NA,1196,1196,1196,"Pink",NA,NA
"415","NICOLA RIVER",1983,4100,"46172","PKO-01","Fraser Pink",NA,4100,4100,4100,"Pink",NA,NA
"416","NICOLA RIVER",1981,910,"46172","PKO-01","Fraser Pink",NA,910,910,910,"Pink",NA,NA
"417","NICOLA RIVER",1973,1300,"46172","PKO-01","Fraser Pink",NA,1300,1300,1300,"Pink",NA,NA
"418","NICOLA RIVER",1979,1981,"46172","PKO-01","Fraser Pink",NA,1981,1981,1981,"Pink",NA,NA
"419","NICOLA RIVER",1959,806,"46172","PKO-01","Fraser Pink",NA,806,806,806,"Pink",NA,NA
"420","NICOLA RIVER",1975,6853,"46172","PKO-01","Fraser Pink",NA,6853,6853,6853,"Pink",NA,NA
"421","NICOLA RIVER",1967,385,"46172","PKO-01","Fraser Pink",NA,385,385,385,"Pink",NA,NA
"422","NIKWIKWAIA CREEK",1991,3,"45010","PKO-01","Fraser Pink",NA,3,3,3,"Pink",NA,NA
"423","NORRISH CREEK",1981,NA,"47556","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"424","NORRISH CREEK",1957,3,"47556","PKO-01","Fraser Pink",NA,3,3,3,"Pink",NA,NA
"425","NORRISH CREEK",1959,0,"47556","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"426","NORTH ALOUETTE RIVER",1957,13,"47927","PKO-01","Fraser Pink",NA,13,13,13,"Pink",NA,NA
"427","NORTH ALOUETTE RIVER",1959,0,"47927","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"428","NORTH ALOUETTE RIVER",1981,NA,"47927","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"429","NORTH THOMPSON RIVER",1985,0,"46584","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"430","NORTH THOMPSON RIVER",1989,5,"46584","PKO-01","Fraser Pink",NA,5,5,5,"Pink",NA,NA
"431","NORTH THOMPSON RIVER",1991,0,"46584","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"432","NORTH THOMPSON RIVER",1981,39,"46584","PKO-01","Fraser Pink",NA,39,39,39,"Pink",NA,NA
"433","NORTH THOMPSON RIVER",1983,75,"46584","PKO-01","Fraser Pink",NA,75,75,75,"Pink",NA,NA
"434","NORTH THOMPSON RIVER",1987,0,"46584","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"435","NORTH THOMPSON RIVER",1977,150,"46584","PKO-01","Fraser Pink",NA,150,150,150,"Pink",NA,NA
"436","NORTH THOMPSON RIVER",1979,835,"46584","PKO-01","Fraser Pink",NA,835,835,835,"Pink",NA,NA
"437","PALEFACE CREEK",1985,16,"47066","PKO-01","Fraser Pink",NA,16,16,16,"Pink",NA,NA
"438","PALEFACE CREEK",1963,172,"47066","PKO-01","Fraser Pink",NA,172,172,172,"Pink",NA,NA
"439","PALEFACE CREEK",1987,840,"47066","PKO-01","Fraser Pink",NA,840,840,840,"Pink",NA,NA
"440","PALEFACE CREEK",1965,39,"47066","PKO-01","Fraser Pink",NA,39,39,39,"Pink",NA,NA
"441","PALEFACE CREEK",1991,0,"47066","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"442","PALEFACE CREEK",1989,172,"47066","PKO-01","Fraser Pink",NA,172,172,172,"Pink",NA,NA
"443","PALEFACE CREEK",1979,16,"47066","PKO-01","Fraser Pink",NA,16,16,16,"Pink",NA,NA
"444","PALEFACE CREEK",1967,5,"47066","PKO-01","Fraser Pink",NA,5,5,5,"Pink",NA,NA
"445","PALEFACE CREEK",1983,0,"47066","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"446","PEACH CREEK",1991,3100,"47014","PKO-01","Fraser Pink",NA,3100,3100,3100,"Pink",NA,NA
"447","POPCUM CREEK",1975,NA,"47091","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"448","POPCUM CREEK",1957,0,"47091","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"449","POPCUM CREEK",1963,0,"47091","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"450","POPCUM CREEK",1961,0,"47091","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"451","POPCUM CREEK",1959,57,"47091","PKO-01","Fraser Pink",NA,57,57,57,"Pink",NA,NA
"452","PORTAGE CREEK",1985,4116,"47185","PKO-01","Fraser Pink",NA,4116,4116,4116,"Pink",NA,NA
"453","PORTAGE CREEK",1987,21117,"47185","PKO-01","Fraser Pink",NA,21117,21117,21117,"Pink",NA,NA
"454","PORTAGE CREEK",1989,21096,"47185","PKO-01","Fraser Pink",NA,21096,21096,21096,"Pink",NA,NA
"455","PORTAGE CREEK",1991,29008,"47185","PKO-01","Fraser Pink",NA,29008,29008,29008,"Pink",NA,NA
"456","PORTAGE CREEK",1973,13983,"47185","PKO-01","Fraser Pink",NA,13983,13983,13983,"Pink",NA,NA
"457","PORTAGE CREEK",1969,1092,"47185","PKO-01","Fraser Pink",NA,1092,1092,1092,"Pink",NA,NA
"458","PORTAGE CREEK",1967,7822,"47185","PKO-01","Fraser Pink",NA,7822,7822,7822,"Pink",NA,NA
"459","PORTAGE CREEK",1963,8013,"47185","PKO-01","Fraser Pink",NA,8013,8013,8013,"Pink",NA,NA
"460","PORTAGE CREEK",1981,18733,"47185","PKO-01","Fraser Pink",NA,18733,18733,18733,"Pink",NA,NA
"461","PORTAGE CREEK",1961,1550,"47185","PKO-01","Fraser Pink",NA,1550,1550,1550,"Pink",NA,NA
"462","PORTAGE CREEK",1975,28454,"47185","PKO-01","Fraser Pink",NA,28454,28454,28454,"Pink",NA,NA
