"","Pop_Name","Year","SpnForTrend_Total","Pop_ID","CU_ID","CU_Name","DU_ID","SpnForAbd_Total","SpnForAbd_Wild","SpnForTrend_Wild","Species","Recruits_Total","Recruits_Wild"
"463","PORTAGE CREEK",1971,1456,"47185","PKO-01","Fraser Pink",NA,1456,1456,1456,"Pink",NA,NA
"464","PORTAGE CREEK",1959,52,"47185","PKO-01","Fraser Pink",NA,52,52,52,"Pink",NA,NA
"465","PORTAGE CREEK",1957,2010,"47185","PKO-01","Fraser Pink",NA,2010,2010,2010,"Pink",NA,NA
"466","PORTAGE CREEK",1979,51842,"47185","PKO-01","Fraser Pink",NA,51842,51842,51842,"Pink",NA,NA
"467","PORTAGE CREEK",1983,10202,"47185","PKO-01","Fraser Pink",NA,10202,10202,10202,"Pink",NA,NA
"468","PORTAGE CREEK",1965,5931,"47185","PKO-01","Fraser Pink",NA,5931,5931,5931,"Pink",NA,NA
"469","PORTAGE CREEK",1977,19904,"47185","PKO-01","Fraser Pink",NA,19904,19904,19904,"Pink",NA,NA
"470","QUESNEL RIVER",1987,0,"46877","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"471","QUESNEL RIVER",1989,4000,"46877","PKO-01","Fraser Pink",NA,4000,4000,4000,"Pink",NA,NA
"472","QUESNEL RIVER",1981,382,"46877","PKO-01","Fraser Pink",NA,382,382,382,"Pink",NA,NA
"473","QUESNEL RIVER",1977,1500,"46877","PKO-01","Fraser Pink",NA,1500,1500,1500,"Pink",NA,NA
"474","QUESNEL RIVER",1985,0,"46877","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"475","QUESNEL RIVER",1967,2302,"46877","PKO-01","Fraser Pink",NA,2302,2302,2302,"Pink",NA,NA
"476","QUESNEL RIVER",1971,4000,"46877","PKO-01","Fraser Pink",NA,4000,4000,4000,"Pink",NA,NA
"477","QUESNEL RIVER",1979,350,"46877","PKO-01","Fraser Pink",NA,350,350,350,"Pink",NA,NA
"478","QUESNEL RIVER",1983,400,"46877","PKO-01","Fraser Pink",NA,400,400,400,"Pink",NA,NA
"479","QUESNEL RIVER",1991,0,"46877","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"480","QUESNEL RIVER",1969,NA,"46877","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"481","QUESNEL RIVER",1965,3000,"46877","PKO-01","Fraser Pink",NA,3000,3000,3000,"Pink",NA,NA
"482","RUBY CREEK",1987,322,"47112","PKO-01","Fraser Pink",NA,322,322,322,"Pink",NA,NA
"483","RUBY CREEK",1989,348,"47112","PKO-01","Fraser Pink",NA,348,348,348,"Pink",NA,NA
"484","RUBY CREEK",1991,6783,"47112","PKO-01","Fraser Pink",NA,6783,6783,6783,"Pink",NA,NA
"485","RUBY CREEK",1985,5421,"47112","PKO-01","Fraser Pink",NA,5421,5421,5421,"Pink",NA,NA
"486","RUBY CREEK",1965,221,"47112","PKO-01","Fraser Pink",NA,221,221,221,"Pink",NA,NA
"487","RUBY CREEK",1971,1139,"47112","PKO-01","Fraser Pink",NA,1139,1139,1139,"Pink",NA,NA
"488","RUBY CREEK",1981,234,"47112","PKO-01","Fraser Pink",NA,234,234,234,"Pink",NA,NA
"489","RUBY CREEK",1973,1061,"47112","PKO-01","Fraser Pink",NA,1061,1061,1061,"Pink",NA,NA
"490","RUBY CREEK",1961,448,"47112","PKO-01","Fraser Pink",NA,448,448,448,"Pink",NA,NA
"491","RUBY CREEK",1979,1602,"47112","PKO-01","Fraser Pink",NA,1602,1602,1602,"Pink",NA,NA
"492","RUBY CREEK",1983,2226,"47112","PKO-01","Fraser Pink",NA,2226,2226,2226,"Pink",NA,NA
"493","RUBY CREEK",1967,216,"47112","PKO-01","Fraser Pink",NA,216,216,216,"Pink",NA,NA
"494","RUBY CREEK",1963,614,"47112","PKO-01","Fraser Pink",NA,614,614,614,"Pink",NA,NA
"495","RUBY CREEK",1959,528,"47112","PKO-01","Fraser Pink",NA,528,528,528,"Pink",NA,NA
"496","RYDER CREEK",1985,130,"47023","PKO-01","Fraser Pink",NA,130,130,130,"Pink",NA,NA
"497","RYDER CREEK",1969,26,"47023","PKO-01","Fraser Pink",NA,26,26,26,"Pink",NA,NA
"498","RYDER CREEK",1967,871,"47023","PKO-01","Fraser Pink",NA,871,871,871,"Pink",NA,NA
"499","RYDER CREEK",1987,0,"47023","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"500","RYDER CREEK",1989,0,"47023","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"501","RYDER CREEK",1991,0,"47023","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"502","SAWMILL CREEK",1989,0,"45006","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"503","SAWMILL CREEK",1985,18,"45006","PKO-01","Fraser Pink",NA,18,18,18,"Pink",NA,NA
"504","SAWMILL CREEK",1987,0,"45006","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"505","SCOTCH CREEK",1991,109,"46292","PKO-01","Fraser Pink",NA,109,109,109,"Pink",NA,NA
"506","SETON AND CAYOOSH CREEKS",1983,371882,"47195","PKO-01","Fraser Pink",NA,371882,371882,371882,"Pink",NA,NA
"507","SETON AND CAYOOSH CREEKS",1991,1272395,"47195","PKO-01","Fraser Pink",NA,1272395,1272395,1272395,"Pink",NA,NA
"508","SETON AND CAYOOSH CREEKS",1985,163337,"47195","PKO-01","Fraser Pink",NA,163337,163337,163337,"Pink",NA,NA
"509","SETON AND CAYOOSH CREEKS",1987,590261,"47195","PKO-01","Fraser Pink",NA,590261,590261,590261,"Pink",NA,NA
"510","SETON AND CAYOOSH CREEKS",1989,872460,"47195","PKO-01","Fraser Pink",NA,872460,872460,872460,"Pink",NA,NA
"511","SETON RIVER",1973,179691,"44540","PKO-01","Fraser Pink",NA,179691,179691,179691,"Pink",NA,NA
"512","SETON RIVER",1963,107484,"44540","PKO-01","Fraser Pink",NA,107484,107484,107484,"Pink",NA,NA
"513","SETON RIVER",1977,331844,"44540","PKO-01","Fraser Pink",NA,331844,331844,331844,"Pink",NA,NA
"514","SETON RIVER",1967,197578,"44540","PKO-01","Fraser Pink",NA,197578,197578,197578,"Pink",NA,NA
"515","SETON RIVER",1965,88046,"44540","PKO-01","Fraser Pink",NA,88046,88046,88046,"Pink",NA,NA
"516","SETON RIVER",1959,14887,"44540","PKO-01","Fraser Pink",NA,14887,14887,14887,"Pink",NA,NA
"517","SETON RIVER",1969,180011,"44540","PKO-01","Fraser Pink",NA,180011,180011,180011,"Pink",NA,NA
"518","SETON RIVER",1961,52019,"44540","PKO-01","Fraser Pink",NA,52019,52019,52019,"Pink",NA,NA
"519","SETON RIVER",1981,519393,"44540","PKO-01","Fraser Pink",NA,519393,519393,519393,"Pink",NA,NA
"520","SETON RIVER",1957,58810,"44540","PKO-01","Fraser Pink",NA,58810,58810,58810,"Pink",NA,NA
"521","SETON RIVER",1971,262534,"44540","PKO-01","Fraser Pink",NA,262534,262534,262534,"Pink",NA,NA
"522","SETON RIVER",1975,208193,"44540","PKO-01","Fraser Pink",NA,208193,208193,208193,"Pink",NA,NA
"523","SETON RIVER",1979,498874,"44540","PKO-01","Fraser Pink",NA,498874,498874,498874,"Pink",NA,NA
"524","SHUSWAP LAKE",1991,16,"45768","PKO-01","Fraser Pink",NA,16,16,16,"Pink",NA,NA
"525","SILVERDALE CREEK",1957,62,"48011","PKO-01","Fraser Pink",NA,62,62,62,"Pink",NA,NA
"526","SILVERDALE CREEK",1965,3,"48011","PKO-01","Fraser Pink",NA,3,3,3,"Pink",NA,NA
"527","SILVERDALE CREEK",1981,NA,"48011","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"528","SILVERDALE CREEK",1959,68,"48011","PKO-01","Fraser Pink",NA,68,68,68,"Pink",NA,NA
"529","SILVERDALE CREEK",1963,151,"48011","PKO-01","Fraser Pink",NA,151,151,151,"Pink",NA,NA
"530","SILVERDALE CREEK",1961,88,"48011","PKO-01","Fraser Pink",NA,88,88,88,"Pink",NA,NA
"531","SILVERHOPE CREEK",1985,13588,"47119","PKO-01","Fraser Pink",NA,13588,13588,13588,"Pink",NA,NA
"532","SILVERHOPE CREEK",1987,2561,"47119","PKO-01","Fraser Pink",NA,2561,2561,2561,"Pink",NA,NA
"533","SILVERHOPE CREEK",1991,3370,"47119","PKO-01","Fraser Pink",NA,3370,3370,3370,"Pink",NA,NA
"534","SILVERHOPE CREEK",1973,1872,"47119","PKO-01","Fraser Pink",NA,1872,1872,1872,"Pink",NA,NA
"535","SILVERHOPE CREEK",1971,1200,"47119","PKO-01","Fraser Pink",NA,1200,1200,1200,"Pink",NA,NA
"536","SILVERHOPE CREEK",1989,8853,"47119","PKO-01","Fraser Pink",NA,8853,8853,8853,"Pink",NA,NA
"537","SILVERHOPE CREEK",1965,88,"47119","PKO-01","Fraser Pink",NA,88,88,88,"Pink",NA,NA
"538","SILVERHOPE CREEK",1963,590,"47119","PKO-01","Fraser Pink",NA,590,590,590,"Pink",NA,NA
"539","SILVERHOPE CREEK",1981,7592,"47119","PKO-01","Fraser Pink",NA,7592,7592,7592,"Pink",NA,NA
"540","SILVERHOPE CREEK",1957,572,"47119","PKO-01","Fraser Pink",NA,572,572,572,"Pink",NA,NA
"541","SILVERHOPE CREEK",1983,4555,"47119","PKO-01","Fraser Pink",NA,4555,4555,4555,"Pink",NA,NA
"542","SILVERHOPE CREEK",1969,450,"47119","PKO-01","Fraser Pink",NA,450,450,450,"Pink",NA,NA
"543","SILVERHOPE CREEK",1967,419,"47119","PKO-01","Fraser Pink",NA,419,419,419,"Pink",NA,NA
"544","SILVERHOPE CREEK",1977,647,"47119","PKO-01","Fraser Pink",NA,647,647,647,"Pink",NA,NA
"545","SILVERHOPE CREEK",1961,705,"47119","PKO-01","Fraser Pink",NA,705,705,705,"Pink",NA,NA
"546","SILVERHOPE CREEK",1975,229,"47119","PKO-01","Fraser Pink",NA,229,229,229,"Pink",NA,NA
"547","SILVERHOPE CREEK",1959,1914,"47119","PKO-01","Fraser Pink",NA,1914,1914,1914,"Pink",NA,NA
"548","SILVERHOPE CREEK",1979,1079,"47119","PKO-01","Fraser Pink",NA,1079,1079,1079,"Pink",NA,NA
"549","SLESSE CREEK",1985,0,"47034","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"550","SLESSE CREEK",1987,0,"47034","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"551","SLESSE CREEK",1965,1524,"47034","PKO-01","Fraser Pink",NA,1524,1524,1524,"Pink",NA,NA
"552","SLESSE CREEK",1959,317,"47034","PKO-01","Fraser Pink",NA,317,317,317,"Pink",NA,NA
"553","SLESSE CREEK",1981,23,"47034","PKO-01","Fraser Pink",NA,23,23,23,"Pink",NA,NA
"554","SLESSE CREEK",1969,255,"47034","PKO-01","Fraser Pink",NA,255,255,255,"Pink",NA,NA
"555","SLESSE CREEK",1977,73,"47034","PKO-01","Fraser Pink",NA,73,73,73,"Pink",NA,NA
"556","SLESSE CREEK",1989,0,"47034","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"557","SLESSE CREEK",1961,55,"47034","PKO-01","Fraser Pink",NA,55,55,55,"Pink",NA,NA
"558","SLESSE CREEK",1975,484,"47034","PKO-01","Fraser Pink",NA,484,484,484,"Pink",NA,NA
"559","SLESSE CREEK",1973,738,"47034","PKO-01","Fraser Pink",NA,738,738,738,"Pink",NA,NA
"560","SLESSE CREEK",1979,239,"47034","PKO-01","Fraser Pink",NA,239,239,239,"Pink",NA,NA
"561","SLESSE CREEK",1971,442,"47034","PKO-01","Fraser Pink",NA,442,442,442,"Pink",NA,NA
"562","SLESSE CREEK",1963,1578,"47034","PKO-01","Fraser Pink",NA,1578,1578,1578,"Pink",NA,NA
"563","SLESSE CREEK",1991,0,"47034","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"564","SLESSE CREEK",1983,78,"47034","PKO-01","Fraser Pink",NA,78,78,78,"Pink",NA,NA
"565","SLESSE CREEK",1967,751,"47034","PKO-01","Fraser Pink",NA,751,751,751,"Pink",NA,NA
"566","SLOQUET CREEK",1989,15,"46095","PKO-01","Fraser Pink",NA,15,15,15,"Pink",NA,NA
"567","SLOQUET CREEK",1957,NA,"46095","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"568","SOUTH THOMPSON RIVER",1981,1560,"46222","PKO-01","Fraser Pink",NA,1560,1560,1560,"Pink",NA,NA
"569","SOUTH THOMPSON RIVER",1991,0,"46222","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"570","SOUTH THOMPSON RIVER",1983,829,"46222","PKO-01","Fraser Pink",NA,829,829,829,"Pink",NA,NA
"571","SOUTH THOMPSON RIVER",1987,123,"46222","PKO-01","Fraser Pink",NA,123,123,123,"Pink",NA,NA
"572","SOUTH THOMPSON RIVER",1979,260,"46222","PKO-01","Fraser Pink",NA,260,260,260,"Pink",NA,NA
"573","SOUTH THOMPSON RIVER",1985,0,"46222","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"574","SOUTH THOMPSON RIVER",1977,1336,"46222","PKO-01","Fraser Pink",NA,1336,1336,1336,"Pink",NA,NA
"575","SOUTH THOMPSON RIVER",1989,0,"46222","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"576","SPUZZUM CREEK",1985,10496,"47151","PKO-01","Fraser Pink",NA,10496,10496,10496,"Pink",NA,NA
"577","SPUZZUM CREEK",1987,135,"47151","PKO-01","Fraser Pink",NA,135,135,135,"Pink",NA,NA
"578","SPUZZUM CREEK",1991,2142,"47151","PKO-01","Fraser Pink",NA,2142,2142,2142,"Pink",NA,NA
"579","SPUZZUM CREEK",1971,55,"47151","PKO-01","Fraser Pink",NA,55,55,55,"Pink",NA,NA
"580","SPUZZUM CREEK",1963,364,"47151","PKO-01","Fraser Pink",NA,364,364,364,"Pink",NA,NA
"581","SPUZZUM CREEK",1959,2111,"47151","PKO-01","Fraser Pink",NA,2111,2111,2111,"Pink",NA,NA
"582","SPUZZUM CREEK",1961,263,"47151","PKO-01","Fraser Pink",NA,263,263,263,"Pink",NA,NA
"583","SPUZZUM CREEK",1957,1568,"47151","PKO-01","Fraser Pink",NA,1568,1568,1568,"Pink",NA,NA
"584","SPUZZUM CREEK",1969,50,"47151","PKO-01","Fraser Pink",NA,50,50,50,"Pink",NA,NA
"585","SPUZZUM CREEK",1973,83,"47151","PKO-01","Fraser Pink",NA,83,83,83,"Pink",NA,NA
"586","SPUZZUM CREEK",1965,31,"47151","PKO-01","Fraser Pink",NA,31,31,31,"Pink",NA,NA
"587","SPUZZUM CREEK",1967,289,"47151","PKO-01","Fraser Pink",NA,289,289,289,"Pink",NA,NA
"588","SPUZZUM CREEK",1989,551,"47151","PKO-01","Fraser Pink",NA,551,551,551,"Pink",NA,NA
"589","SPUZZUM CREEK",1983,777,"47151","PKO-01","Fraser Pink",NA,777,777,777,"Pink",NA,NA
"590","SPUZZUM CREEK",1977,16,"47151","PKO-01","Fraser Pink",NA,16,16,16,"Pink",NA,NA
"591","SQUAWKUM CREEK",1985,1000,"46036","PKO-01","Fraser Pink",NA,1000,1000,1000,"Pink",NA,NA
"592","SQUAWKUM CREEK",1989,0,"46036","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"593","SQUAWKUM CREEK",1987,0,"46036","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"594","SQUAWKUM CREEK",1991,0,"46036","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"595","STAVE RIVER",1987,26,"48007","PKO-01","Fraser Pink",NA,26,26,26,"Pink",NA,NA
"596","STAVE RIVER",1963,910,"48007","PKO-01","Fraser Pink",NA,910,910,910,"Pink",NA,NA
"597","STAVE RIVER",1981,0,"48007","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"598","STAVE RIVER",1983,100,"48007","PKO-01","Fraser Pink",NA,100,100,100,"Pink",NA,NA
"599","STAVE RIVER",1965,226,"48007","PKO-01","Fraser Pink",NA,226,226,226,"Pink",NA,NA
"600","STAVE RIVER",1961,3994,"48007","PKO-01","Fraser Pink",NA,3994,3994,3994,"Pink",NA,NA
"601","STAVE RIVER",1985,NA,"48007","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"602","STAVE RIVER",1989,5,"48007","PKO-01","Fraser Pink",NA,5,5,5,"Pink",NA,NA
"603","STAVE RIVER",1991,0,"48007","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"604","STAVE RIVER",1957,7036,"48007","PKO-01","Fraser Pink",NA,7036,7036,7036,"Pink",NA,NA
"605","STAVE RIVER",1959,1383,"48007","PKO-01","Fraser Pink",NA,1383,1383,1383,"Pink",NA,NA
"606","STAVE RIVER",1967,276,"48007","PKO-01","Fraser Pink",NA,276,276,276,"Pink",NA,NA
"607","STEELHEAD CREEK",1985,273,"46051","PKO-01","Fraser Pink",NA,273,273,273,"Pink",NA,NA
"608","STEELHEAD CREEK",1991,25,"46051","PKO-01","Fraser Pink",NA,25,25,25,"Pink",NA,NA
"609","STEELHEAD CREEK",1987,0,"46051","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"610","STEELHEAD CREEK",1989,0,"46051","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"611","STEIN RIVER",1985,283,"47171","PKO-01","Fraser Pink",NA,283,283,283,"Pink",NA,NA
"612","STEIN RIVER",1987,36,"47171","PKO-01","Fraser Pink",NA,36,36,36,"Pink",NA,NA
"613","STEIN RIVER",1989,169,"47171","PKO-01","Fraser Pink",NA,169,169,169,"Pink",NA,NA
"614","STEIN RIVER",1975,36,"47171","PKO-01","Fraser Pink",NA,36,36,36,"Pink",NA,NA
"615","STEIN RIVER",1963,231,"47171","PKO-01","Fraser Pink",NA,231,231,231,"Pink",NA,NA
"616","STEIN RIVER",1971,31,"47171","PKO-01","Fraser Pink",NA,31,31,31,"Pink",NA,NA
"617","STEIN RIVER",1967,169,"47171","PKO-01","Fraser Pink",NA,169,169,169,"Pink",NA,NA
"618","STEIN RIVER",1957,247,"47171","PKO-01","Fraser Pink",NA,247,247,247,"Pink",NA,NA
"619","STEIN RIVER",1965,125,"47171","PKO-01","Fraser Pink",NA,125,125,125,"Pink",NA,NA
"620","STEIN RIVER",1961,83,"47171","PKO-01","Fraser Pink",NA,83,83,83,"Pink",NA,NA
"621","STEIN RIVER",1977,582,"47171","PKO-01","Fraser Pink",NA,582,582,582,"Pink",NA,NA
"622","STEIN RIVER",1979,1443,"47171","PKO-01","Fraser Pink",NA,1443,1443,1443,"Pink",NA,NA
"623","STEIN RIVER",1959,62,"47171","PKO-01","Fraser Pink",NA,62,62,62,"Pink",NA,NA
"624","STEIN RIVER",1983,419,"47171","PKO-01","Fraser Pink",NA,419,419,419,"Pink",NA,NA
"625","STEIN RIVER",1981,4243,"47171","PKO-01","Fraser Pink",NA,4243,4243,4243,"Pink",NA,NA
"626","STOYOMA CREEK",1987,0,"45007","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"627","STOYOMA CREEK",1975,NA,"45007","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"628","STOYOMA CREEK",1959,42,"45007","PKO-01","Fraser Pink",NA,42,42,42,"Pink",NA,NA
"629","STOYOMA CREEK",1983,0,"45007","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"630","STOYOMA CREEK",1989,NA,"45007","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"631","STOYOMA CREEK",1985,0,"45007","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"632","STOYOMA CREEK",1963,0,"45007","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"633","SUCKER CREEK",1985,5720,"47129","PKO-01","Fraser Pink",NA,5720,5720,5720,"Pink",NA,NA
"634","SUCKER CREEK",1987,130,"47129","PKO-01","Fraser Pink",NA,130,130,130,"Pink",NA,NA
"635","SUCKER CREEK",1991,1945,"47129","PKO-01","Fraser Pink",NA,1945,1945,1945,"Pink",NA,NA
"636","SUCKER CREEK",1989,1651,"47129","PKO-01","Fraser Pink",NA,1651,1651,1651,"Pink",NA,NA
"637","SUCKER CREEK",1967,211,"47129","PKO-01","Fraser Pink",NA,211,211,211,"Pink",NA,NA
"638","SUCKER CREEK",1969,322,"47129","PKO-01","Fraser Pink",NA,322,322,322,"Pink",NA,NA
"639","SUCKER CREEK",1971,1243,"47129","PKO-01","Fraser Pink",NA,1243,1243,1243,"Pink",NA,NA
"640","SUCKER CREEK",1957,655,"47129","PKO-01","Fraser Pink",NA,655,655,655,"Pink",NA,NA
"641","SUCKER CREEK",1973,114,"47129","PKO-01","Fraser Pink",NA,114,114,114,"Pink",NA,NA
"642","SUCKER CREEK",1983,1724,"47129","PKO-01","Fraser Pink",NA,1724,1724,1724,"Pink",NA,NA
"643","SUCKER CREEK",1963,104,"47129","PKO-01","Fraser Pink",NA,104,104,104,"Pink",NA,NA
"644","SUCKER CREEK",1981,1841,"47129","PKO-01","Fraser Pink",NA,1841,1841,1841,"Pink",NA,NA
"645","SUCKER CREEK",1959,1279,"47129","PKO-01","Fraser Pink",NA,1279,1279,1279,"Pink",NA,NA
"646","SUCKER CREEK",1961,502,"47129","PKO-01","Fraser Pink",NA,502,502,502,"Pink",NA,NA
"647","SUCKER CREEK",1965,31,"47129","PKO-01","Fraser Pink",NA,31,31,31,"Pink",NA,NA
"648","SWELTZER RIVER",1985,14712,"47017","PKO-01","Fraser Pink",NA,14712,14712,14712,"Pink",NA,NA
"649","SWELTZER RIVER",1991,5364,"47017","PKO-01","Fraser Pink",NA,5364,5364,5364,"Pink",NA,NA
"650","SWELTZER RIVER",1975,16121,"47017","PKO-01","Fraser Pink",NA,16121,16121,16121,"Pink",NA,NA
"651","SWELTZER RIVER",1967,19586,"47017","PKO-01","Fraser Pink",NA,19586,19586,19586,"Pink",NA,NA
"652","SWELTZER RIVER",1969,18923,"47017","PKO-01","Fraser Pink",NA,18923,18923,18923,"Pink",NA,NA
"653","SWELTZER RIVER",1965,8908,"47017","PKO-01","Fraser Pink",NA,8908,8908,8908,"Pink",NA,NA
"654","SWELTZER RIVER",1987,5467,"47017","PKO-01","Fraser Pink",NA,5467,5467,5467,"Pink",NA,NA
"655","SWELTZER RIVER",1989,3290,"47017","PKO-01","Fraser Pink",NA,3290,3290,3290,"Pink",NA,NA
"656","SWELTZER RIVER",1981,5213,"47017","PKO-01","Fraser Pink",NA,5213,5213,5213,"Pink",NA,NA
"657","SWELTZER RIVER",1977,5093,"47017","PKO-01","Fraser Pink",NA,5093,5093,5093,"Pink",NA,NA
"658","SWELTZER RIVER",1963,15215,"47017","PKO-01","Fraser Pink",NA,15215,15215,15215,"Pink",NA,NA
"659","SWELTZER RIVER",1973,15265,"47017","PKO-01","Fraser Pink",NA,15265,15265,15265,"Pink",NA,NA
"660","SWELTZER RIVER",1961,6224,"47017","PKO-01","Fraser Pink",NA,6224,6224,6224,"Pink",NA,NA
"661","SWELTZER RIVER",1983,9134,"47017","PKO-01","Fraser Pink",NA,9134,9134,9134,"Pink",NA,NA
"662","SWELTZER RIVER",1979,8889,"47017","PKO-01","Fraser Pink",NA,8889,8889,8889,"Pink",NA,NA
"663","SWELTZER RIVER",1957,9831,"47017","PKO-01","Fraser Pink",NA,9831,9831,9831,"Pink",NA,NA
"664","SWELTZER RIVER",1971,13122,"47017","PKO-01","Fraser Pink",NA,13122,13122,13122,"Pink",NA,NA
"665","SWELTZER RIVER",1959,751,"47017","PKO-01","Fraser Pink",NA,751,751,751,"Pink",NA,NA
"666","TAMIHI CREEK",1985,0,"47027","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"667","TAMIHI CREEK",1987,0,"47027","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"668","TAMIHI CREEK",1991,14,"47027","PKO-01","Fraser Pink",NA,14,14,14,"Pink",NA,NA
"669","TAMIHI CREEK",1981,0,"47027","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"670","TAMIHI CREEK",1979,0,"47027","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"671","TAMIHI CREEK",1977,0,"47027","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"672","TAMIHI CREEK",1965,13,"47027","PKO-01","Fraser Pink",NA,13,13,13,"Pink",NA,NA
"673","TAMIHI CREEK",1969,8,"47027","PKO-01","Fraser Pink",NA,8,8,8,"Pink",NA,NA
"674","TAMIHI CREEK",1973,34,"47027","PKO-01","Fraser Pink",NA,34,34,34,"Pink",NA,NA
"675","TAMIHI CREEK",1959,0,"47027","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"676","TAMIHI CREEK",1963,101,"47027","PKO-01","Fraser Pink",NA,101,101,101,"Pink",NA,NA
"677","TAMIHI CREEK",1971,10,"47027","PKO-01","Fraser Pink",NA,10,10,10,"Pink",NA,NA
"678","TAMIHI CREEK",1967,31,"47027","PKO-01","Fraser Pink",NA,31,31,31,"Pink",NA,NA
"679","TAMIHI CREEK",1983,0,"47027","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"680","TAMIHI CREEK",1989,0,"47027","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"681","TEXAS CREEK",1961,0,"47179","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"682","TEXAS CREEK",1959,195,"47179","PKO-01","Fraser Pink",NA,195,195,195,"Pink",NA,NA
"683","TEXAS CREEK",1981,NA,"47179","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"684","TEXAS CREEK",1963,0,"47179","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"685","TEXAS CREEK",1975,NA,"47179","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"686","THOMPSON RIVER",1991,763916,"46161","PKO-01","Fraser Pink",NA,763916,763916,763916,"Pink",NA,NA
"687","THOMPSON RIVER",1985,192747,"46161","PKO-01","Fraser Pink",NA,192747,192747,192747,"Pink",NA,NA
"688","THOMPSON RIVER",1987,250270,"46161","PKO-01","Fraser Pink",NA,250270,250270,250270,"Pink",NA,NA
"689","THOMPSON RIVER",1989,276996,"46161","PKO-01","Fraser Pink",NA,276996,276996,276996,"Pink",NA,NA
"690","THOMPSON RIVER",1983,502339,"46161","PKO-01","Fraser Pink",NA,502339,502339,502339,"Pink",NA,NA
"691","THOMPSON RIVER",1965,230364,"46161","PKO-01","Fraser Pink",NA,230364,230364,230364,"Pink",NA,NA
"692","THOMPSON RIVER",1967,448032,"46161","PKO-01","Fraser Pink",NA,448032,448032,448032,"Pink",NA,NA
"693","THOMPSON RIVER",1973,281146,"46161","PKO-01","Fraser Pink",NA,281146,281146,281146,"Pink",NA,NA
"694","THOMPSON RIVER",1975,467019,"46161","PKO-01","Fraser Pink",NA,467019,467019,467019,"Pink",NA,NA
"695","THOMPSON RIVER",1957,266329,"46161","PKO-01","Fraser Pink",NA,266329,266329,266329,"Pink",NA,NA
"696","THOMPSON RIVER",1981,1159922,"46161","PKO-01","Fraser Pink",NA,1159922,1159922,1159922,"Pink",NA,NA
"697","THOMPSON RIVER",1961,69179,"46161","PKO-01","Fraser Pink",NA,69179,69179,69179,"Pink",NA,NA
"698","THOMPSON RIVER",1969,247896,"46161","PKO-01","Fraser Pink",NA,247896,247896,247896,"Pink",NA,NA
