"CU_Name","Year","Pop_Name","SpnForTrend_Total","Pop_ID","SpnForTrend_Wild","SpnForAbd_Total","SpnForAbd_Wild","Recruits_Total","Recruits_Wild","CU_ID","DU_ID"
"Middle Fraser",2006,"Blue Lead Cr",0,NA,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Bridge R",492,47223,NA,492,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Brittany Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Cayoosh Cr",NA,47203,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Chilako R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Chilcotin R (upr)",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Chilko R",51,46845,NA,51,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Clisbako R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Clusko Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Coglistiko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Cottonwood R ",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Euchiniko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"French Bar Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Gates Cr",54,47213,NA,54,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Government Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Hawks Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Haylemore Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Hazeltine Cr (edney)",1,NA,NA,1,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Hixon Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Horsefly R",40,46895,NA,40,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"John-boyd Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Little Horsefly R",20,1505,NA,20,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Little Swift R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Mackin Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Mckinley Cr",273,45045,NA,273,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Mckinley Cr (upr)",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Meldrum Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Minton Cr",NA,44998,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Mitchell R",87,46915,NA,87,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Moffat Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Narcosli Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Nataniko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Nazko R",NA,44756,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Nechako R",NA,1812,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Off-set Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Penfold Cr",90,7008,NA,90,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Polly Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Portage Cr",51,47183,NA,51,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Quesnel R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Seton R (sp Channels)",142,44539,NA,142,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Seton Sys",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Sovereign Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Spider Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Stein R",NA,47169,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Summit Cr",0,45075,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Taseko R",NA,2511,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Tisdale Cr",0,NA,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Twan Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Victoria Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Wasko Cr",0,NA,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Watson Bar Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"West Road R",NA,45985,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Whitecap Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Williams Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Woodjam Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2006,"Yalakom R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Ahbau Cr",NA,287,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Baezaeko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Baker Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Beaver Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Bill Miner Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Blue Lead Cr",30,NA,NA,30,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Bridge R",1611,47223,NA,1611,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Brittany Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Cayoosh Cr",NA,47203,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Chilako R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Chilcotin R (upr)",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Chilko R",864,46845,NA,864,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Clisbako R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Clusko Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Coglistiko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Cottonwood R ",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Euchiniko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"French Bar Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Gates Cr",901,47213,NA,901,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Government Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Hawks Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Haylemore Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Hazeltine Cr (edney)",0,NA,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Hixon Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Horsefly R",351,46895,NA,351,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"John-boyd Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Little Horsefly R",108,1505,NA,108,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Little Swift R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Mackin Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Mckinley Cr",5538,45045,NA,5538,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Mckinley Cr (upr)",0,NA,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Meldrum Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Minton Cr",NA,44998,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Mitchell R",189,46915,NA,189,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Moffat Cr",16,NA,NA,16,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Narcosli Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Nataniko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Nazko R",NA,44756,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Nechako R",NA,1812,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Off-set Cr",0,NA,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Penfold Cr",207,7008,NA,207,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Polly Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Portage Cr",34,47183,NA,34,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Quesnel R",150,NA,NA,150,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Seton R (sp Channels)",155,44539,NA,155,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Seton Sys",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Sovereign Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Spider Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Stein R",NA,47169,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Summit Cr",12,45075,NA,12,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Taseko R",NA,2511,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Tisdale Cr",5,NA,NA,5,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Twan Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Victoria Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Wasko Cr",159,NA,NA,159,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Watson Bar Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"West Road R",NA,45985,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Whitecap Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Williams Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Woodjam Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2007,"Yalakom R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Ahbau Cr",NA,287,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Baezaeko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Baker Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Beaver Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Bill Miner Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Blue Lead Cr",0,NA,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Bridge R",69,47223,NA,69,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Brittany Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Cayoosh Cr",NA,47203,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Chilako R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Chilcotin R (upr)",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Chilko R",645,46845,NA,645,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Clisbako R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Clusko Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Coglistiko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Cottonwood R ",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Euchiniko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"French Bar Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Gates Cr",123,47213,NA,123,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Government Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Hawks Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Haylemore Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Hazeltine Cr (edney)",0,NA,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Hixon Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Horsefly R",27,46895,NA,27,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"John-boyd Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Little Horsefly R",0,1505,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Little Swift R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Mackin Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Mckinley Cr",396,45045,NA,396,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Mckinley Cr (upr)",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Meldrum Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Minton Cr",NA,44998,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Mitchell R",66,46915,NA,66,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Moffat Cr",0,NA,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Narcosli Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Nataniko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Nazko R",NA,44756,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Nechako R",NA,1812,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Off-set Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Penfold Cr",90,7008,NA,90,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Polly Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Portage Cr",15,47183,NA,15,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Quesnel R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Seton R (sp Channels)",33,44539,NA,33,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Seton Sys",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Sovereign Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Spider Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Stein R",NA,47169,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Summit Cr",12,45075,NA,12,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Taseko R",NA,2511,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Tisdale Cr",0,NA,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Twan Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Victoria Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Wasko Cr",0,NA,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Watson Bar Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"West Road R",NA,45985,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Whitecap Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Williams Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Woodjam Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2008,"Yalakom R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Ahbau Cr",NA,287,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Baezaeko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Baker Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Beaver Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Bill Miner Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Blue Lead Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Bridge R",757,47223,NA,757,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Brittany Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Cayoosh Cr",NA,47203,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Chilako R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Chilcotin R (upr)",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Chilko R",414,46845,NA,414,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Clisbako R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Clusko Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Coglistiko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Cottonwood R ",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Euchiniko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"French Bar Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Gates Cr",208,47213,NA,208,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Government Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Hawks Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Haylemore Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Hazeltine Cr (edney)",0,NA,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Hixon Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Horsefly R",83,46895,NA,83,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"John-boyd Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Little Horsefly R",2,1505,NA,2,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Little Swift R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Mackin Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Mckinley Cr",577,45045,NA,577,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Mckinley Cr (upr)",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Meldrum Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Minton Cr",NA,44998,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Mitchell R",90,46915,NA,90,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Moffat Cr",0,NA,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Narcosli Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Nataniko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Nazko R",NA,44756,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Nechako R",NA,1812,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Off-set Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Penfold Cr",28,7008,NA,28,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Polly Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Portage Cr",101,47183,NA,101,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Quesnel R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Seton R (sp Channels)",46,44539,NA,46,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Seton Sys",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Sovereign Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Spider Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Stein R",NA,47169,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Summit Cr",NA,45075,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Taseko R",NA,2511,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Tisdale Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Twan Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Victoria Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Wasko Cr",0,NA,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Watson Bar Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"West Road R",NA,45985,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Whitecap Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Williams Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Woodjam Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2009,"Yalakom R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Ahbau Cr",NA,287,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Baezaeko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Baker Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Beaver Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Bill Miner Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Blue Lead Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Bridge R",217,47223,NA,217,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Brittany Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Cayoosh Cr",NA,47203,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Chilako R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Chilcotin R (upr)",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Chilko R",348,46845,NA,348,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Clisbako R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Clusko Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Coglistiko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Cottonwood R ",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Euchiniko R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"French Bar Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Gates Cr",759,47213,NA,759,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Government Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Hawks Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Haylemore Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Hazeltine Cr (edney)",0,NA,NA,0,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Hixon Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Horsefly R",812,46895,NA,812,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"John-boyd Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Little Horsefly R",60,1505,NA,60,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Little Swift R",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Mackin Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Mckinley Cr",2220,45045,NA,2220,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Mckinley Cr (upr)",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Meldrum Cr",NA,NA,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Minton Cr",NA,44998,NA,NA,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Mitchell R",183,46915,NA,183,NA,NA,NA,"CO_01",NA
"Middle Fraser",2010,"Moffat Cr",0,NA,NA,0,NA,NA,NA,"CO_01",NA
